gene	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
NOC2L	0.64028	0.64976	0.55748	0.58388
ISG15	0.01939	0.02905	0.01249	0.01482
SDF4	0.16628	0.15938	0.09537	0.16268
UBE2J2	0.03795	0.0511	0.01356	0.02392
AURKAIP1	0.04325	0.05066	0.01151	0.01754
CCNL2	0.00394000000000005	0.00619999999999998	5e-05	0.00074
MRPL20	0.26564	0.57842	0.22782	0.52142
SSU72	0.00294000000000005	0.00839999999999996	0.00071	0.00261
MIB2	0.00273000000000001	0.10706	0.00538	0.1359
CDK11B	0.01361	0.04658	0.00083	0.00541
CDK11A	0.01379	0.01993	0.00329	0.01103
GNB1	0.00309000000000004	0.0148700000000001	0.00144	0.00764
SKI	0.0616100000000001	0.24094	0.03907	0.20674
RER1	0.94484	0.9924	0.93718	0.9888
TNFRSF14	0.53558	0.36722	0.52914	0.35512
TPRG1L	0.1241	0.24004	0.1234	0.28396
LRRC47	0.05135	0.15526	0.03674	0.1285
C1orf174	0.76362	0.76018	0.76224	0.74752
KCNAB2	0.0164299999999999	0.02455	0.01131	0.02168
RPL22	0.004	0.00344999999999995	0.00388	0.00439
TNFRSF25	0.04311	0.07167	0.04151	0.07636
NOL9	0.00575999999999999	0.01127	0.00143	0.00232
CAMTA1	0.00838000000000005	0.00648000000000004	0.012	0.00961
VAMP3	0.94522	0.93548	0.94528	0.93848
PARK7	0.00368000000000002	0.00817000000000001	0.00059	0.00144
RERE	0.00882000000000005	0.0139899999999999	0.00089	0.00471
ENO1	0.0546600000000001	0.0819800000000001	0.02896	0.05189
PIK3CD	0.00373999999999997	0.00334000000000001	0.00038	0.00135
CLSTN1	0.00317000000000001	0.00380999999999998	0.00642	0.00739
LZIC	0.39576	0.40502	0.36516	0.34402
DFFA	0.04826	0.14382	0.01141	0.0461
TARDBP	0.00455000000000005	0.00846999999999998	0.00035	0.00075
SRM	0.001	0.00446000000000002	0.00044	0.00216
EXOSC10	0.000979999999999981	0.000739999999999963	0.00029	0.00078
FBXO6	0.39472	0.45514	0.33946	0.40364
MAD2L2	0.00112000000000001	0.00441999999999998	0.00012	0.00099
AGTRAP	0.07878	0.17738	0.0405	0.08317
KIAA2013	0.4516	0.8793	0.42582	0.85542
MIIP	0.16642	0.22032	0.10204	0.16192
TNFRSF1B	0.11416	0.19048	0.08397	0.1486
VPS13D	0.00209999999999999	0.00319999999999998	0.00016	0.00109
PRDM2	0.00341000000000002	0.00373999999999997	0.00013	0.00014
EFHD2	0.8741	0.8179	0.87646	0.81842
PLEKHM2	0.19256	0.4005	0.10056	0.30808
SPEN	0.001	0.00185999999999997	0.00025	0.00096
SZRD1	0.1374	0.34288	0.06553	0.25332
NECAP2	0.5366	0.56768	0.50666	0.47998
SDHB	0.38734	0.5666	0.26366	0.4432
RCC2	0.00660000000000005	0.00926000000000005	6e-04	0.00207
UBR4	0.00234999999999996	0.00570999999999999	0.00044	0.00243
MRTO4	0.40534	0.71458	0.4278	0.71986
AKR7A2	0.00216000000000005	0.01063	0.00011	0.00249
CAPZB	0.33508	0.27004	0.27032	0.1925
MINOS1	0.82492	0.39418	0.79704	0.43592
CAMK2N1	0.0884	0.07231	0.09576	0.07999
DDOST	0.00453999999999999	0.00975000000000004	0.00035	0.00105
HP1BP3	0.000290000000000012	0.000770000000000048	0.00062	0.00144
EIF4G3	0.00231000000000003	0.00192999999999999	0.00068	0.00204
USP48	0.00146999999999997	0.00241000000000002	0.00057	0.00121
CDC42	0.1292	0.14308	0.03345	0.03871
KDM1A	0.000519999999999965	0.000990000000000046	0.00027	0.00218
LUZP1	0.10686	0.27346	0.05902	0.2087
HNRNPR	0.02008	0.03564	0.02856	0.05027
RPL11	0.0119899999999999	0.00990999999999998	0.00358	0.00468
PITHD1	0.01359	0.0104	0.01716	0.01542
LYPLA2	0.44466	0.50584	0.34928	0.45242
PNRC2	0.00212000000000001	0.00144999999999995	0.00154	0.00135
SRSF10	0.00892999999999999	0.0229200000000001	0.00076	0.00189
RCAN3	0.2643	0.29562	0.30604	0.33582
SRRM1	0.98252	0.9506	0.9758	0.95752
RUNX3	0.79622	0.87278	0.80668	0.88208
SYF2	0.33788	0.4031	0.32994	0.38304
TMEM50A	0.8152	0.86222	0.78514	0.85336
LDLRAP1	0.05732	0.13872	0.03302	0.1092
STMN1	0.0505	0.0592	0.05505	0.0648
ZNF593	0.00568000000000002	0.01683	0.00905	0.0245
SH3BGRL3	0.02056	0.04421	0.002	0.00413
CD52	0.09516	0.08126	0.01676	0.01051
ZNF683	0.86682	0.68428	0.86962	0.69028
HMGN2	0.57552	0.51948	0.5939	0.5404
RPS6KA1	0.87406	0.71916	0.85562	0.67436
ARID1A	0.00131999999999999	0.00163000000000002	0.00025	0.00074
ZDHHC18	0.22908	0.52812	0.07963	0.36738
NUDC	0.0888	0.0454	0.09439	0.04751
WDTC1	0.01109	0.03431	0.00628	0.02953
TMEM222	0.14574	0.28996	0.08673	0.22922
SYTL1	0.98566	0.86298	0.98398	0.85314
WASF2	0.4669	0.63124	0.44014	0.59236
FGR	0.12324	0.0785900000000001	0.07587	0.05207
IFI6	0.01614	0.02388	0.00932	0.0122
FAM76A	0.01419	0.03368	0.00062	0.00328
STX12	0.000870000000000037	0.000430000000000041	0.00027	1e-04
THEMIS2	0.037	0.04614	0.00775	0.01921
RPA2	0.18538	0.16872	0.20778	0.1875
DNAJC8	0.36336	0.59166	0.33856	0.5986
PHACTR4	0.00451999999999997	0.00965000000000005	0.00024	0.00054
TRNAU1AP	0.2231	0.36634	0.20174	0.3385
SNHG12	0.12994	0.45076	0.15668	0.46286
TAF12	0.2268	0.21916	0.2174	0.19462
GMEB1	0.06816	0.25104	0.03669	0.25104
YTHDF2	0.13394	0.44924	0.09236	0.43998
EPB41	0.000780000000000003	0.00122999999999995	0.00016	0.00069
SRSF4	0.00197999999999998	0.00290999999999997	0.00029	0.00046
LAPTM5	0.00156999999999996	0.00212000000000001	0.00125	0.00142
PUM1	0.00122	0.00173000000000001	0.00019	0.00057
SNRNP40	0.14072	0.26812	0.15506	0.28494
ZCCHC17	0.05562	0.04102	0.0666	0.05392
PEF1	0.80562	0.73728	0.78798	0.70892
PTP4A2	0.02759	0.01172	0.03863	0.01915
KHDRBS1	0.00717999999999996	0.01067	0.00803	0.01518
KPNA6	0.01198	0.03607	0.00024	0.00167
TXLNA	0.000879999999999992	0.000689999999999968	0.00055	0.00083
EIF3I	0.00909000000000004	0.01731	0.00307	0.00546
LCK	0.39076	0.23378	0.366	0.20628
HDAC1	0.05749	0.13966	0.02797	0.07718
MARCKSL1	0.44402	0.59496	0.44986	0.6184
BSDC1	0.0430199999999999	0.12538	0.00889	0.04246
ZBTB8OS	0.54972	0.70936	0.53882	0.68464
RBBP4	0.0124	0.0381	9e-04	0.00713
SYNC	0.15552	0.23826	0.02301	0.05225
YARS	0.14466	0.22556	0.05865	0.12296
S100PBP	0.01366	0.01117	0.00172	0.00449
AK2	0.04258	0.10514	0.0384	0.1081
PHC2	0.40282	0.49112	0.2563	0.54872
SMIM12	0.38318	0.52728	0.21578	0.33254
SFPQ	0.00112999999999996	0.00161999999999995	0.00013	5e-05
ZMYM4	0.00182000000000004	0.00207999999999997	0.00034	0.0016
PSMB2	0.445	0.3499	0.42112	0.3105
AGO4	0.00178999999999996	0.00351000000000001	0.00066	0.0034
AGO1	0.00300999999999996	0.01225	0.00022	0.00611
AGO3	0.000909999999999966	0.00131999999999999	1e-04	0.00032
TRAPPC3	0.76768	0.67108	0.7496	0.60886
MAP7D1	0.01995	0.03887	0.00594	0.01788
THRAP3	0.00363000000000002	0.00282000000000004	0.00481	0.00379
LSM10	0.7293	0.69086	0.70864	0.65982
MRPS15	0.00551000000000002	0.02681	0.00123	0.00899
ZC3H12A	0.06898	0.05264	0.08638	0.06657
MEAF6	0.57578	0.45544	0.60016	0.519
YRDC	0.44818	0.5179	0.45928	0.5325
C1orf122	0.00156999999999996	0.00792000000000004	0.00015	0.00094
SF3A3	0.00504000000000004	0.00329000000000002	0.00651	0.00521
RRAGC	0.21982	0.61492	0.14854	0.5896
AKIRIN1	0.01622	0.06554	0.00282	0.02179
NDUFS5	0.01253	0.0241	0.00465	0.01047
MACF1	0.000390000000000001	0.000770000000000048	0.00019	5e-04
PABPC4	0.12056	0.20552	0.0979	0.20866
PPIE	0.18816	0.28198	0.16272	0.23676
