gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
NOC2L	0.1454	0.1246	0.124	0.1028
ISG15	0.00309999999999999	0.00349999999999995	0.0056	0.004
SDF4	0.1396	0.1716	0.102	0.1276
UBE2J2	0.0281	0.0484	6e-04	0.003
AURKAIP1	0.0499000000000001	0.0608	0.0042	0.0036
CCNL2	0.00329999999999997	0.00639999999999996	1e-04	2e-04
MRPL20	0.475	0.4312	0.4464	0.3628
SSU72	0.014	0.0263	2e-04	7e-04
MIB2	0.00460000000000005	0.00390000000000001	0.0115	0.0101
CDK11B	0.00800000000000001	0.00970000000000004	5e-04	0.0031
CDK11A	0.00449999999999995	0.00970000000000004	6e-04	0.0017
GNB1	0.0874	0.0901	0.0396	0.0488
SKI	0.0165999999999999	0.0165	0.0091	0.0116
RER1	0.0783	0.035	0.0361	0.0342
TNFRSF14	0.8642	0.6432	0.8696	0.6474
TPRG1L	0.0393	0.0459000000000001	0.0082	0.0162
LRRC47	0.000600000000000045	0.00680000000000003	3e-04	0.013
C1orf174	0.4868	0.4728	0.5054	0.5072
KCNAB2	0.00160000000000005	0.00209999999999999	2e-04	0.0012
RPL22	0.000800000000000023	0.000600000000000045	0.0014	0.0017
TNFRSF25	0.0556	0.0728	0.0422	0.0555
NOL9	0.000199999999999978	0.000800000000000023	2e-04	9e-04
CAMTA1	0.0139	0.0202	0.0076	0.0147
VAMP3	0.862	0.964	0.887	0.9708
PARK7	0.00329999999999997	0.0108	7e-04	0.0024
RERE	0.00680000000000003	0.0114	4e-04	5e-04
ENO1	0.0531	0.0501	0.0201	0.0212
PIK3CD	0.0155	0.0324	2e-04	0.0019
CLSTN1	0.1106	0.1702	0.115	0.183
LZIC	0.3282	0.2584	0.33	0.2844
DFFA	0.0538	0.2688	0.0569	0.3024
TARDBP	0.0237000000000001	0.0198	6e-04	0.0014
SRM	0.00449999999999995	0.00409999999999999	3e-04	1e-04
EXOSC10	0.00160000000000005	0.00280000000000002	1e-04	0.0015
FBXO6	0.413	0.266	0.3276	0.2022
MAD2L2	0.0476	0.0939	0.0165	0.0322
AGTRAP	0.3062	0.339	0.254	0.246
KIAA2013	0.499	0.4588	0.4292	0.4014
MIIP	0.1184	0.2528	0.121	0.268
TNFRSF1B	0.9976	0.6472	0.996	0.5604
VPS13D	0.00180000000000002	0.00349999999999995	1e-04	2e-04
PRDM2	0.00139999999999996	0.00329999999999997	2e-04	4e-04
EFHD2	0.8396	0.846	0.8554	0.8614
PLEKHM2	0.0248	0.0606	0.0053	0.0139
