"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"RNA_POLYMERASE_II_TRANSCRIPTION",2.39041273669696e-06,0.00141497778906066,0.627256739718528,0.3843224667978,1.25267477318313,531,"AGO3, TRIM33, CCNT2, SUMO1, PHC3, AFF4, ARID1B, NDUFA4, PRKAG2, UPF3B, COX6C, AGO2, PCF11, CCNT1, KMT2D, MAPKAPK5, ATXN3, MGA, SIN3A, PDPK1, CDK12, MED13, SMURF2, SMAD4, STK11, PIN1, ZNF431, ELOB, TAF1, PABPN1, SCO1, AGO1, SRSF11, GATAD2B, ATR, KMT2C, USP9X, TXN, TCF12, SRSF1, CDK13, SMARCC2, ZNF708, TNRC6B, ZNF160, ARID1A, HIPK1, CNOT4, ARID2, ANAPC7, TNRC6A, KMT2B, POLR2J, THOC7, MAML2, RPRD2, TSC2, ZNF688, PSMB6, PRDX2, POU2F2, COX6A1, ZNF37A, ZNF770, GTF2A2, CREB1, TAF2, CAMK2G, POLR2L, PSME4, PSMC6, POLR2I, ZNF26, CUL1, ICE1, SSU72, RPAP2, CAMK2D, EHMT2, CPSF7, YAF2, ANAPC16, RICTOR, ZNF655, EHMT1, ANAPC15, CBFB, ATF2, ZNF721, KAT6A, SIRT1, RB1, CREBBP, COX4I1, ANAPC11, TBL1X, TRIAP1, CALM1, ZNF720, RPRD1A, SRSF6, NR1D2, CNOT2, ZNF506, EP300, SRSF4, CHTOP, ANAPC1, CDC26, DDX39B, ZKSCAN1, CCNK, CASC3, ATAD2, SUPT6H, PSMD7, TOPBP1, ZNF302, RUNX1, STUB1, SNRPB, GLS, HTT, SMARCA2, CNOT6, RNGTT, SURF1, UBB, MDM4, THOC3, COX7C, POLDIP3, MRE11, INTS6, AKT2, COX7B, NCOR2, CCNH, SNRPE, PSMB1, MED1, UXT, COX14, MAGOH, PBRM1, ZNF264, KMT5A, KMT2E, THOC2, TAF3, PAPOLA, SMAD2, LRPPRC, FBXW7, POLR2A, MAX, PPM1A, MED15, KMT2A, PSMD12, PSMB3, AGO4, ZNF430, DDB2, NFATC2, BRD1, FOXO1, USP7, STAT1, NBN, COX8A, PSMC5, ITCH, TBL1XR1, GTF2F2, PSMA1, UBA52, MTA2, CSNK2B, SMARCA4, ZNF43, TRIM28, POLR2K, ATM, NRBF2, CSNK2A1, WDR33, KAT2B, COX7A2L, IWS1, SOCS4, U2AF2, PSMA6, MED23, AKT3, BRD2, SNRPF, FIP1L1, NR2C1, PSMC3, ZNF493, CDK9, NELFE, WWP1, PSME1, LAMTOR5, SUPT5H, COX5B, PTEN, RBPJ, DHX38, ICE2, TNRC6C, PRDX1, ANAPC4, NABP2, SUZ12, ZNF33A, MED17, ZFP90, ZNF791, FYTTD1, SMAD3, SMARCC1, RBM14, ZNF331, POLR2B, PSMD4, ING5, ZNF195, YES1, THOC1, PRKAA1, ZC3H8, POLR2F, RPS27A, FKBP5, ZNF75A, BNIP3L, U2AF1L4, BAX, PTPN4, CNOT7, UBC, BMI1, YY1, TP53BP2, NCOR1, ELF2, RABGGTB, GSK3B, RRAGA, PTPN11, CNOT8"
"CHROMATIN_MODIFYING_ENZYMES",4.32054286736079e-06,0.00141497778906066,0.610526878385931,0.469657981350916,1.46595975054038,129,"ASH1L, JADE2, KDM3B, ARID1B, KDM6A, KDM5C, KDM4C, KMT2D, USP22, ELP2, GATAD2B, KMT2C, KANSL1, AEBP2, SMARCC2, BRWD1, AC118549.1, ARID1A, JADE1, NCOA2, ARID2, KMT2B, NSD1, SAP18, ELP4, EHMT2, TRRAP, OGT, SMYD3, EHMT1, ATF2, KAT6A, CREBBP, TBL1X, EP300, MSL2, ARID4B, ATF7IP, KAT7, SMARCA2, KDM3A, EP400, NCOR2, SUPT20H, PBRM1, NCOA1, KMT5A, KMT2E, KMT2A, KDM7A, SETD2, BRD1, ARID4A, MSL1, TBL1XR1, HCFC1, MTA2, KANSL2, SMARCA4, SUPT3H, PHF21A, KAT2B, KDM2A, KDM5A, ATXN7L3, MSL3, SUZ12, KMT5B, SMARCC1, NSD3, KAT6B, ING5"
"RESOLUTION_OF_SISTER_CHROMATID_COHESION",2.19212297049571e-05,0.00478613515224897,0.575610261071129,0.547172310731908,1.59718623406181,50,"CLASP2, NUP107, NDEL1, AHCTF1, PDS5A, TAOK1, PDS5B, DYNC1LI2, NDE1, RANBP2, NUP160, NUP98, PMF1, DYNC1H1, XPO1, CENPT, STAG1, WAPL, PAFAH1B1, SMC1A, RCC2, STAG2, PPP2R5E"
"MITOTIC_PROMETAPHASE",5.19165103225727e-05,0.00850132856532128,0.557332238758646,0.476094842684129,1.45855436895578,90,"SDCCAG8, CLASP2, DCTN3, NUP107, NDEL1, AHCTF1, PDS5A, TAOK1, SFI1, TUBGCP2, MZT2B, PDS5B, DYNC1LI2, NDE1, RANBP2, NUP160, AKAP9, CNTRL, NUP98, PMF1, DYNC1H1, CEP135, CEP164, XPO1, NUMA1, MZT1, NEDD1, CENPT, STAG1, WAPL, CEP290, HAUS6, PCM1, CSNK2B, CDK5RAP2, PAFAH1B1, SMC1A, CSNK2A1, RCC2, STAG2, PPP2R5E, MZT2A, CEP63"
"M_PHASE",0.000307593650115447,0.0402947681651235,0.49849310876659,0.402154683826194,1.27396864316095,198,"SDCCAG8, SUMO1, NUP210, CLASP2, NUP153, DCTN3, NUP107, NDEL1, AHCTF1, PDS5A, TNPO1, NUP88, TAOK1, SFI1, ANAPC7, POM121, POM121C, TUBGCP2, PSMB6, NIPBL, PSME4, MZT2B, PDS5B, PSMC6, DYNC1LI2, NDE1, NUP58, RANBP2, NUP160, ANAPC16, AKAP9, ANAPC15, RB1, ANAPC11, CNTRL, ANKLE2, ANAPC1, CDC26, NUP98, PMF1, DYNC1H1, CEP135, PSMD7, RAB2A, CEP164, UBB, XPO1, NUMA1, PSMB1, PPP2R2A, LPIN1, MZT1, KPNB1, NEDD1, CENPT, KMT5A, STAG1, PSMD12, LEMD3, PSMB3, CHMP2A, PSMC5, NUP50, WAPL, CEP290, IST1, HAUS6, PSMA1, UBA52, PCM1, CSNK2B, MCPH1, CDK5RAP2, PAFAH1B1, SMC1A, CSNK2A1, RCC2, STAG2, PSMA6, PPP2R5E, PSMC3, MZT2A, PSME1, CEP63, NUP54, ANAPC4, PSMD4, USO1, CLIP1, RPS27A, UBC, PCNT, GOLGA2, SPAST, RAN, MAPK1, SMC4, TPR, VPS4A, TMPO, ENSA, SSNA1, PSMD8, CEP78, OFD1, CDC27, NEK7, ANAPC5, PSMD14"
"CELL_EXTRACELLULAR_MATRIX_INTERACTIONS",0.000373510761272835,0.0407749247722845,0.49849310876659,-0.632621359223301,-2.02144413425513,10,"RSU1, ITGB1, VASP, ILK, ARHGEF6, ACTB, ACTG1, LIMS1, PXN, FLNA"
"SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS",0.000647642351168593,0.0457427485187469,0.477270815362862,0.617035809710381,1.65518687942484,21,"SUMO1, NUP210, NUP153, NUP107, PIAS1, NUP88, PIAS2, POM121, POM121C, NUP58, RANBP2, NUP160, NUP98"
"MITOTIC_SPINDLE_CHECKPOINT",0.000654860097235212,0.0457427485187469,0.477270815362862,0.511819901491069,1.49013509899123,48,"CLASP2, NUP107, NDEL1, AHCTF1, TAOK1, ANAPC7, DYNC1LI2, NDE1, RANBP2, NUP160, ANAPC16, ANAPC15, ANAPC11, ANAPC1, CDC26, NUP98, PMF1, DYNC1H1, XPO1, CENPT, PAFAH1B1, RCC2, PPP2R5E"
"SUMOYLATION_OF_SUMOYLATION_PROTEINS",0.000707010525581333,0.0457427485187469,0.477270815362862,0.635379569981836,1.67643000317605,19,"SUMO1, NUP210, NUP153, NUP107, NUP88, POM121, POM121C, NUP58, RANBP2, NUP160, NUP98, SUMO2"
"ION_TRANSPORT_BY_P_TYPE_ATPASES",0.00074070950496251,0.0457427485187469,0.477270815362862,0.658792341010512,1.67877019933906,15,"SRI, ATP2A2, ATP1A1, ATP2B1, ATP9B, CAMK2G, CAMK2D, ATP11B, CALM1"
