gene	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
ISG15	0.0192	0.0306	0.0144	0.0144
SDF4	0.1666	0.1566	0.0949	0.1544
UBE2J2	0.0397	0.0521	0.0135	0.0245
AURKAIP1	0.0447	0.0488	0.0123	0.0162
MRPL20	0.2526	0.5848	0.2276	0.5246
SSU72	0.003	0.00870000000000004	6e-04	0.0023
MIB2	0.00260000000000005	0.1064	0.0049	0.136
CDK11B	0.0138	0.0489000000000001	8e-04	0.0052
CDK11A	0.015	0.018	0.0036	0.0097
GNB1	0.00319999999999998	0.0137	0.0022	0.0073
RER1	0.9384	0.9924	0.9376	0.9888
TNFRSF14	0.529	0.3594	0.5264	0.355
KCNAB2	0.0143	0.0268	0.0098	0.0211
RPL22	0.00460000000000005	0.00339999999999996	0.004	0.0047
CAMTA1	0.00819999999999999	0.00729999999999997	0.0123	0.0096
PARK7	0.00390000000000001	0.00949999999999995	7e-04	0.0016
ENO1	0.0542	0.083	0.0252	0.0498
CLSTN1	0.00280000000000002	0.00419999999999998	0.007	0.0071
SRM	0.00139999999999996	0.00470000000000004	3e-04	0.0014
AGTRAP	0.0792000000000001	0.1844	0.0409	0.0862
TNFRSF1B	0.1188	0.1908	0.0878	0.1514
PRDM2	0.00229999999999997	0.00360000000000005	1e-04	1e-04
EFHD2	0.871	0.8232	0.8814	0.8178
SPEN	0.00149999999999995	0.00129999999999997	2e-04	9e-04
SZRD1	0.138	0.3424	0.0694	0.2518
NECAP2	0.5272	0.5772	0.504	0.472
SDHB	0.3862	0.5628	0.2708	0.4464
AKR7A2	0.00209999999999999	0.0107	1e-04	0.0021
CAPZB	0.3458	0.264	0.28	0.1894
MINOS1	0.8302	0.398	0.791	0.4352
DDOST	0.00390000000000001	0.0103	4e-04	8e-04
HP1BP3	0.000199999999999978	0.000900000000000012	5e-04	0.0016
EIF4G3	0.00219999999999998	0.00190000000000001	7e-04	0.0022
USP48	0.00129999999999997	0.00229999999999997	4e-04	0.0012
CDC42	0.1282	0.1478	0.0359	0.0395
HNRNPR	0.0212	0.0366	0.0268	0.0488
RPL11	0.0138	0.0107	0.0033	0.0043
PITHD1	0.016	0.0129	0.0179	0.0162
LYPLA2	0.4398	0.5086	0.3596	0.4596
PNRC2	0.00149999999999995	0.00160000000000005	0.0018	0.0013
SRSF10	0.0108	0.023	0.0012	0.0022
SRRM1	0.9858	0.9486	0.9736	0.9542
RUNX3	0.7948	0.8776	0.804	0.877
SYF2	0.3302	0.4096	0.313	0.3722
