gene	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD
NOC2L	0.51146	0.36152	0.5345	0.40372
ISG15	0.01898	0.00780000000000003	0.01835	0.01191
SDF4	0.19976	0.15992	0.2324	0.20572
UBE2J2	0.27362	0.587	0.23944	0.54202
AURKAIP1	0.01666	0.01784	0.0189	0.01774
CCNL2	0.00161	0.00117999999999996	0.00096	0.00103
MRPL20	0.44062	0.5118	0.44424	0.5156
SSU72	0.0606	0.10876	0.06508	0.11482
MIB2	0.17678	0.1578	0.21194	0.21032
CDK11B	0.13706	0.11316	0.06486	0.0618
CDK11A	0.97888	0.94702	0.98028	0.95714
GNB1	0.74478	0.99574	0.74886	0.9948
SKI	0.44176	0.47212	0.4438	0.4524
RER1	0.5774	0.60212	0.54168	0.5542
TNFRSF14	0.82974	0.84472	0.8144	0.8515
TPRG1L	0.66722	0.65206	0.69658	0.69
LRRC47	0.93772	0.97158	0.92508	0.9898
C1orf174	0.3309	0.26924	0.33766	0.25858
KCNAB2	0.02721	0.03426	0.02722	0.03772
RPL22	0.00112000000000001	0.00102999999999998	0.00254	0.00249
TNFRSF25	0.20456	0.23342	0.22834	0.24948
NOL9	0.00536000000000003	0.00405999999999995	0.00538	0.00495
CAMTA1	0.26072	0.16496	0.21178	0.14448
VAMP3	0.19164	0.17	0.17484	0.17404
PARK7	0.00680999999999998	0.01049	0.00661	0.00779
RERE	0.37988	0.61022	0.36026	0.58712
ENO1	0.69688	0.645	0.6901	0.63252
PIK3CD	0.06072	0.07006	0.04391	0.06604
CLSTN1	0.95366	0.9635	0.94334	0.94808
LZIC	0.28748	0.25076	0.3057	0.26014
DFFA	0.9942	0.80522	0.99344	0.79526
TARDBP	0.78568	0.90054	0.7014	0.90308
SRM	0.6194	0.65916	0.60834	0.6163
EXOSC10	0.32558	0.86574	0.283	0.8397
FBXO6	0.1919	0.16974	0.21792	0.20038
MAD2L2	0.27384	0.26354	0.13422	0.14374
AGTRAP	0.6822	0.58118	0.65522	0.51708
KIAA2013	0.36306	0.36136	0.34686	0.37704
MIIP	0.8141	0.8903	0.81422	0.9031
TNFRSF1B	0.2075	0.28074	0.2303	0.3335
VPS13D	0.01417	0.06797	0.01584	0.08
PRDM2	0.0111599999999999	0.02135	0.00642	0.01424
EFHD2	0.62922	0.64184	0.64268	0.65962
PLEKHM2	0.04215	0.0281	0.05644	0.03374
SPEN	0.000990000000000046	0.000739999999999963	0.00063	0.00091
SZRD1	0.38518	0.62524	0.31172	0.55558
NECAP2	0.05775	0.02906	0.06776	0.0325
SDHB	0.3248	0.3364	0.31322	0.34774
RCC2	0.44398	0.415	0.3795	0.35816
UBR4	0.40574	0.75592	0.42774	0.70978
MRTO4	0.13858	0.21112	0.10546	0.14904
AKR7A2	0.07645	0.07836	0.03269	0.02851
CAPZB	0.9562	0.90076	0.96514	0.90074
MINOS1	0.08067	0.08673	0.11878	0.12556
CAMK2N1	0.0799800000000001	0.04735	0.09957	0.07009
DDOST	0.00756000000000001	0.02382	0.00059	0.0047
HP1BP3	0.36122	0.2695	0.38384	0.3146
EIF4G3	0.2736	0.41314	0.27802	0.46956
USP48	0.00899000000000005	0.00668999999999997	0.00489	0.00582
CDC42	0.69034	0.72982	0.72806	0.75918
KDM1A	0.40518	0.68164	0.40666	0.66938
LUZP1	0.42954	0.8833	0.39238	0.8567
HNRNPR	0.10046	0.10044	0.13262	0.13232
RPL11	0.15606	0.1523	0.09467	0.09215
PITHD1	0.34592	0.225	0.38482	0.2815
LYPLA2	0.02728	0.02806	0.02289	0.02838
PNRC2	0.00212999999999997	0.00653999999999999	0.00113	0.00479
SRSF10	0.02887	0.02135	0.01578	0.01451
RCAN3	0.1633	0.20762	0.19986	0.2434
SRRM1	0.61522	0.53626	0.62296	0.54896
RUNX3	0.39528	0.20532	0.36354	0.17648
SYF2	0.8532	0.89778	0.86676	0.87124
TMEM50A	0.65782	0.54012	0.691	0.56614
LDLRAP1	0.20148	0.20268	0.14758	0.15824
STMN1	0.1058	0.17564	0.10118	0.14282
ZNF593	0.23758	0.18534	0.26498	0.2141
SH3BGRL3	0.00153000000000003	0.00270000000000004	0.00092	0.00126
CD52	0.31588	0.44978	0.25322	0.4043
ZNF683	0.6363	0.5586	0.67966	0.58356
HMGN2	0.7595	0.48392	0.7739	0.4836
RPS6KA1	0.46066	0.36862	0.5022	0.42634
ARID1A	0.20012	0.09651	0.19018	0.09838
ZDHHC18	0.07468	0.04602	0.08007	0.0553
NUDC	0.10404	0.05724	0.1131	0.07405
WDTC1	0.70588	0.93506	0.70982	0.95394
TMEM222	0.36356	0.47018	0.38612	0.44186
SYTL1	0.55386	0.4983	0.62566	0.56726
WASF2	0.74554	0.7175	0.76054	0.71938
FGR	0.48438	0.58496	0.44666	0.5489
IFI6	0.00446000000000002	0.00507999999999997	0.00592	0.00767
FAM76A	0.9659	0.83996	0.96462	0.83016
STX12	0.49884	0.91514	0.36982	0.92776
THEMIS2	0.37186	0.60828	0.38266	0.61228
RPA2	0.51996	0.6162	0.5473	0.64102
DNAJC8	0.12558	0.05728	0.13902	0.0625
PHACTR4	0.00485999999999998	0.00344999999999995	0.00526	0.0052
TRNAU1AP	0.55226	0.49972	0.56532	0.52004
SNHG12	0.00248000000000004	0.00726000000000004	0.00455	0.00992
TAF12	0.19464	0.14166	0.20764	0.16666
GMEB1	0.34428	0.55592	0.34634	0.57116
YTHDF2	0.25326	0.13606	0.2754	0.15682
EPB41	0.00634999999999997	0.00500999999999996	0.00662	0.00731
SRSF4	0.33	0.70212	0.29506	0.69346
LAPTM5	0.0134	0.01303	0.02139	0.02135
PUM1	0.000580000000000025	0.00139	0.00138	0.00241
SNRNP40	0.81584	0.88756	0.83226	0.89702
ZCCHC17	0.68846	0.77688	0.71978	0.81544
PEF1	0.16578	0.1242	0.19564	0.1593
PTP4A2	0.07159	0.0936399999999999	0.07541	0.09608
KHDRBS1	0.0314	0.02559	0.03782	0.03302
KPNA6	0.00251000000000001	0.00495999999999996	0.00206	0.00566
TXLNA	0.67018	0.91552	0.63478	0.93968
EIF3I	0.0616	0.15154	0.02877	0.1022
LCK	0.42414	0.4613	0.4219	0.46182
HDAC1	0.00239999999999996	0.00417999999999996	0.00295	0.00816
MARCKSL1	0.10022	0.06313	0.1349	0.08958
BSDC1	0.6297	0.3473	0.62508	0.36534
ZBTB8OS	0.89552	0.98242	0.88386	0.98412
RBBP4	0.22146	0.51544	0.18522	0.49306
SYNC	0.33054	0.21958	0.33072	0.24544
YARS	0.6202	0.53292	0.62642	0.54724
S100PBP	0.00978999999999997	0.01388	0.00499	0.00924
AK2	0.03929	0.02741	0.04837	0.03825
PHC2	0.67428	0.52074	0.69342	0.54576
SMIM12	0.12234	0.17626	0.13254	0.16486
SFPQ	0.00805999999999996	0.00605999999999995	0.01293	0.0103
ZMYM4	0.10096	0.11992	0.1003	0.1195
PSMB2	0.1025	0.1209	0.09907	0.09805
AGO4	0.30882	0.2336	0.26204	0.2256
AGO1	0.44052	0.98422	0.458	0.99158
AGO3	0.000990000000000046	0.000759999999999983	0.00059	0.00084
TRAPPC3	0.47074	0.88182	0.51164	0.88176
MAP7D1	0.69478	0.68648	0.7333	0.71626
THRAP3	0.07987	0.20774	0.07638	0.18318
LSM10	0.88094	0.69266	0.90104	0.71022
MRPS15	0.07287	0.11992	0.08969	0.13658
ZC3H12A	0.42832	0.322	0.45964	0.37458
MEAF6	0.40688	0.3321	0.4537	0.34954
YRDC	0.81474	0.91188	0.85786	0.89216
C1orf122	0.02961	0.02461	0.01512	0.01735
SF3A3	0.04857	0.04785	0.06625	0.06637
RRAGC	0.6423	0.42354	0.62832	0.40742
AKIRIN1	0.07649	0.12748	0.06159	0.12192
NDUFS5	0.33928	0.22594	0.37502	0.26692
MACF1	0.00156000000000001	0.00148999999999999	0.00294	0.00287
PABPC4	0.66666	0.99852	0.6818	0.9995
PPIE	0.41236	0.32042	0.43384	0.34522
CAP1	0.88642	0.74908	0.89774	0.77554
PPT1	0.82968	0.77816	0.82846	0.76008
RLF	0.3211	0.30308	0.33382	0.2901
SMAP2	0.30298	0.17136	0.26956	0.15904
NFYC	0.94156	0.55482	0.91226	0.55998
CTPS1	0.00834000000000001	0.01718	0.00563	0.01398
HIVEP3	0.74116	0.82218	0.74174	0.8188
FOXJ3	0.01112	0.02756	0.00722	0.02657
PPCS	0.54952	0.58736	0.55588	0.62064
PPIH	0.5786	0.4046	0.5884	0.42044
YBX1	0.30358	0.5104	0.21548	0.40694
EBNA1BP2	0.07467	0.06393	0.08507	0.07089
ELOVL1	0.50638	0.71116	0.51856	0.7152
MED8	0.52152	0.90068	0.55344	0.90998
ATP6V0B	0.20572	0.23438	0.20742	0.2306
DMAP1	0.49206	0.47336	0.4524	0.42758
ERI3	0.0380700000000001	0.05286	0.05654	0.07234
RNF220	0.13814	0.20998	0.1577	0.24006
RPS8	0.12226	0.08444	0.09392	0.07347
PLK3	0.40838	0.35382	0.42252	0.36018
UROD	0.1484	0.12062	0.16164	0.14772
PRDX1	0.07536	0.12662	0.04208	0.08178
AKR1A1	0.69246	0.7199	0.66222	0.696
NASP	0.55592	0.83004	0.5596	0.84042
GPBP1L1	0.52574	0.90202	0.50594	0.87544
POMGNT1	0.70668	0.62582	0.68404	0.56826
UQCRH	0.00168000000000001	0.00617999999999996	0.00128	0.00448
MKNK1	0.39862	0.5377	0.3619	0.50926
ATPAF1	0.10658	0.09258	0.07757	0.07945
EFCAB14	0.59966	0.49704	0.62386	0.5325
CMPK1	0.20376	0.11712	0.2476	0.16156
FAF1	0.7819	0.8259	0.77848	0.84424
RNF11	0.7452	0.55566	0.76064	0.58434
EPS15	0.00170000000000003	0.00490000000000002	0.00192	0.00724
OSBPL9	0.2064	0.45676	0.22088	0.48136
TXNDC12	0.20522	0.17178	0.23412	0.221
KTI12	0.52522	0.76032	0.5291	0.7536
BTF3L4	0.5117	0.31404	0.4562	0.27216
PRPF38A	0.04184	0.02379	0.0368	0.02207
ECHDC2	0.23508	0.32358	0.26004	0.34946
SCP2	0.10318	0.0927	0.11934	0.10512
C1orf123	0.32502	0.40374	0.3306	0.3909
MAGOH	0.408	0.47352	0.44642	0.51428
HSPB11	0.08918	0.07619	0.10552	0.09322
TMEM59	0.03626	0.073	0.00783	0.02011
SSBP3	0.26502	0.19946	0.26138	0.19884
USP24	0.000920000000000032	0.001	0.00112	0.0017
MYSM1	0.36504	0.5421	0.24054	0.44976
JUN	0.91302	0.81056	0.90776	0.80204
TM2D1	0.77924	0.4646	0.7692	0.47704
USP1	0.34	0.77626	0.35064	0.78624
JAK1	0.30958	0.42976	0.30818	0.43054
LEPROT	0.8245	0.9153	0.86008	0.93574
PDE4B	0.09537	0.08199	0.11232	0.1104
MIER1	0.32708	0.6879	0.34382	0.70552
SERBP1	0.37882	0.74638	0.3049	0.71922
GADD45A	0.05815	0.11978	0.03564	0.10106
SRSF11	0.00444999999999995	0.00549999999999995	0.00034	0.00192
ZRANB2	0.00593999999999995	0.01057	0.00734	0.01393
TYW3	0.10734	0.0632700000000001	0.11356	0.06298
ACADM	0.166	0.19574	0.16986	0.20284
RABGGTB	0.16182	0.16922	0.07458	0.09773
PIGK	0.65036	0.5598	0.62172	0.4219
USP33	0.07474	0.07749	0.09508	0.0954
FUBP1	0.04401	0.0491700000000001	0.04534	0.05553
IFI44	0.01362	0.02672	0.00833	0.02098
PRKACB	0.83022	0.75534	0.77898	0.7814
RPF1	0.0763700000000001	0.08045	0.10404	0.10364
GNG5	0.70128	0.66534	0.72488	0.70066
CTBS	0.36666	0.51288	0.37242	0.53364
C1orf52	0.06058	0.07641	0.0413	0.05371
BCL10	0.51122	0.38386	0.55244	0.4434
ZNHIT6	0.58186	0.52154	0.58722	0.50664
ODF2L	0.00229999999999997	0.00375999999999999	0.00149	0.00413
SH3GLB1	0.33544	0.34806	0.38572	0.3938
LMO4	0.37474	0.60696	0.41846	0.62638
PKN2	0.00266999999999995	0.00807000000000002	0.00441	0.01211
GTF2B	0.09349	0.12892	0.1206	0.15904
