gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
NOC2L	0.14268	0.1246	0.12324	0.1045
ISG15	0.00427	0.00244999999999995	0.00538	0.00482
SDF4	0.13772	0.16864	0.10556	0.12962
UBE2J2	0.02533	0.04532	0.00082	0.00333
AURKAIP1	0.05024	0.06209	0.00444	0.00468
CCNL2	0.00310999999999995	0.00654999999999995	5e-05	0.00023
MRPL20	0.4693	0.4207	0.44578	0.36574
SSU72	0.0145999999999999	0.02512	0.00024	0.00092
MIB2	0.00632999999999995	0.00451999999999997	0.01066	0.00844
CDK11B	0.00617999999999996	0.00919000000000003	0.00052	0.00255
CDK11A	0.00616000000000005	0.01006	0.00073	0.00112
GNB1	0.09143	0.08882	0.03995	0.04878
SKI	0.0166500000000001	0.01778	0.00836	0.011
RER1	0.07279	0.03691	0.03517	0.0367
TNFRSF14	0.8625	0.64638	0.8694	0.64682
TPRG1L	0.0399	0.04943	0.00831	0.01686
LRRC47	0.000659999999999994	0.00753999999999999	0.00029	0.01431
C1orf174	0.48866	0.4729	0.51584	0.5068
KCNAB2	0.00158999999999998	0.00197999999999998	0.00023	0.00144
RPL22	0.00055000000000005	0.000589999999999979	0.00115	0.00191
TNFRSF25	0.05423	0.07736	0.04125	0.05667
NOL9	0.000149999999999983	0.000430000000000041	0.00013	0.00092
CAMTA1	0.01214	0.0206499999999999	0.0059	0.01352
VAMP3	0.85834	0.96308	0.88824	0.9718
PARK7	0.00360000000000005	0.01012	6e-04	0.00197
RERE	0.00577000000000005	0.01153	0.00038	0.00073
ENO1	0.0523400000000001	0.05249	0.02285	0.02223
PIK3CD	0.0163	0.03006	0.00053	0.00243
CLSTN1	0.10712	0.17318	0.10978	0.17812
LZIC	0.32692	0.25866	0.34502	0.29248
DFFA	0.0527300000000001	0.28138	0.0586	0.3082
TARDBP	0.0219200000000001	0.02	0.00072	0.00145
SRM	0.00451000000000001	0.00502999999999998	0.00017	0.00016
EXOSC10	0.00134999999999996	0.00395000000000001	0.00019	0.00178
FBXO6	0.40192	0.25774	0.3263	0.20518
MAD2L2	0.04791	0.09328	0.01726	0.03298
AGTRAP	0.30164	0.3319	0.25982	0.25144
KIAA2013	0.49438	0.4646	0.42168	0.39272
MIIP	0.11854	0.25068	0.12464	0.2768
TNFRSF1B	0.99758	0.63986	0.99602	0.56782
VPS13D	0.00233000000000005	0.00336999999999998	5e-05	0.00019
PRDM2	0.00153000000000003	0.00378999999999996	0.00016	0.00034
EFHD2	0.84068	0.8429	0.85638	0.86358
PLEKHM2	0.02522	0.06098	0.00507	0.01301
SPEN	0.00105999999999995	0.00151000000000001	0.00033	0.00053
SZRD1	0.10592	0.31688	0.03817	0.21542
NECAP2	0.28808	0.2712	0.27402	0.25424
SDHB	0.10566	0.1324	0.02407	0.07285
RCC2	0.01725	0.02754	0.00115	0.00364
UBR4	0.00210999999999995	0.00246000000000002	0.00065	0.00086
MRTO4	0.75738	0.99098	0.74318	0.99172
AKR7A2	0.00624000000000002	0.01341	0.00049	0.00131
CAPZB	0.09061	0.08807	0.078	0.06031
MINOS1	0.000360000000000027	0.000269999999999992	0.00045	0.00058
CAMK2N1	0.09101	0.06786	0.10662	0.08389
DDOST	0.01745	0.0365	0.00177	0.00398
HP1BP3	0.36854	0.4387	0.40552	0.48504
EIF4G3	0.00943000000000005	0.01455	0.01084	0.02008
USP48	0.00455000000000005	0.00292999999999999	0.00214	0.0033
CDC42	0.18744	0.27614	0.11846	0.18582
KDM1A	0.01836	0.01617	0.00456	0.00512
LUZP1	0.29244	0.6989	0.21782	0.67756
