"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HDMS_DEMETHYLATE_HISTONES",2.06788438703146e-05,0.0070595630016373,0.575610261071129,0.768679068751271,1.99524518284722,12,"KDM7A, KDM5C, KDM3A, KDM6A, KDM4C, KDM5A, KDM1A, KDM3B, KDM2A"
"NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX",2.1621938749272e-05,0.0070595630016373,0.575610261071129,0.68040573842116,1.91409426316487,19,"AGO3, AGO2, TNRC6B, KDM3A, TBL1XR1, TNRC6A, EP300, TNRC6C, AGO1, KDM1A, NCOA1, NCOR2, NCOR1, TBL1X, AGO4"
"RNA_POLYMERASE_II_TRANSCRIPTION",5.41615271953258e-05,0.0117891590861826,0.557332238758646,0.347433948854922,1.24067849399927,531,"PHC3, ARID1B, NDUFA4, CDK13, KMT2C, USP9X, SURF1, POLR2L, PCF11, TMEM219, AGO3, GLS, PIN1, AKT3, AGO2, MGA, COX4I1, ZNF506, ZNF431, ZNF708, ZNF493, TNRC6B, MDM4, DDX39B, SMARCA2, ARID2, SOCS4, CREBBP, CHD3, THOC1, ELOB, POLR2J, PRKAG2, SRSF11, TBL1XR1, CNOT4, TAF1, ZNF37A, LAMTOR1, SMAD4, USP7, POLR2E, POLR2I, HIPK1, CCNT2, RICTOR, TNRC6A, EP300, KAT6A, SIRT1, GTF2A2, CDK12, TNRC6C, SMAD2, CCNT1, BAX, EHMT1, MED13, RUNX1, AGO1, TRIM33, STUB1, YAF2, KMT2D, ATR, CNOT6, KMT2A, PAPOLA, SUPT5H, ARID1A, RPAP2, ATM, NR1D2, FOXO3, MLLT3, ZNF160, FKBP5, THOC2, ZNF33A, ANAPC16, CHD4, MAPKAPK5, SMURF2, ZNF43, ZNF26, ICE1, LRPPRC, ATXN3, ZNF770, SRSF4, ATF2, AFF4, SIN3A, SUPT6H, FBXW7, DHX38, SMARCC2, PSMC6, RORA, RNGTT, MAML2, CASC3, CNOT2, WWP1, PABPN1, CCNK, HTT, NR3C1, CDK6, ATAD2, RB1, ANAPC11, ANAPC1, ZNF655, UXT, PRDX2, LBR, MAPK14, ZNF195, PRDX5, RPRD2, TAF3, MDM2, CNOT8, ZFP90, UBA52, SRSF5, CREB1, SMARCC1, NCOR2, RBL2, KMT2B, NR2C1, SRSF1, ITCH, ANAPC4, UBB, IWS1, POLR2B, KRAS, CAMK2D, NCOR1, PTPN11, SNRPB, RBL1, FYTTD1, TBL1X, PTEN, EED, PSMA6, GATAD2B, BMI1, TCF12, MRE11, AGO4, GSK3B, PBRM1, YWHAZ, MED17, RBM14, RAD17, TSC2, SSU72, CUL1, PSMD12, U2AF2, TAF2, KAT2B, PSMD7, POLR2A, PPM1A, TRIAP1, CSNK2A1, CTR9, ANAPC15, CCND2, ZNF430, SMAD3, PSMB6, CDC73, COX6C, PRKCQ, ICE2, RBBP4, NBN, BRD2, NFATC2, PSMB1, RABGGTB, STAT1, SCO1, RBPJ, BRD7, ZNF675, KMT2E, ITGA4, CBX6, ANAPC7, MED15, ZKSCAN1, ZNF302, MED1, GATAD2A, ZNF224, PDPK1, RPRD1A, IRAK1, SMARCA4, TAF8, COX7C, CDKN1B, CCNH, TOPBP1, LAMTOR4, INTS6, COX8A, COX5B, ZNF92, ZNF721, SUZ12, GTF2F2, YY1, RELA, BBC3, CTNNB1, UBC, SUPT16H, CHTOP, POU2F2, FIP1L1, TP53BP2, MTA2, CPSF2, RPS27A, ZNF264, CPSF7, CDK9, DYRK2, CSNK2A2, INTS1, FOXO1, SNRPF, SMARCE1, TAF15, NCBP2, NELFE, THOC7, HDAC2, ZC3H8, DDB2, NRBF2, ZNF720, PSMC5, ZNF267, CBX5, CDC27, PRKAA1, GTF2E2, SRRT, PTPN4, MECP2, CBFB, CALM1, ITGAL, MED27"
"RESOLUTION_OF_SISTER_CHROMATID_COHESION",0.000103217711537115,0.0168502914084341,0.538434096309916,0.512267282334217,1.61634589593998,50,"NDEL1, CLASP2, NUP160, AHCTF1, NUP107, TAOK1, RANBP2, DYNC1LI2, PDS5A, STAG1, DYNC1H1, CLIP1, PDS5B, PAFAH1B1, WAPL, STAG2, XPO1, NUP98, KIF2A, SMC1A, RCC2, RAD21, NDE1"
"CHROMATIN_MODIFYING_ENZYMES",0.000139437695309842,0.0182105630074653,0.518848077743792,0.418040710074366,1.42159543165912,129,"ASH1L, ARID1B, KMT2C, ARID4B, SETD2, NSD1, KDM7A, KDM5C, NCOA2, SMARCA2, ARID2, CREBBP, CHD3, AC118549.1, KDM3A, TBL1XR1, REST, KANSL1, EP300, KDM6A, KAT6A, KDM4C, EP400, SAP18, EHMT1, KAT6B, KDM5A, KMT2D, KMT2A, ARID1A, KDM1A, KDM3B, PHF21A, CHD4, ATF7IP, AEBP2, BRWD1, ATF2, SMARCC2, OGT, ELP2, NCOA1, TRRAP, KDM2A, SMARCC1, NCOR2, KMT2B, JADE2, NCOR1, MSL1, ARID4A, TBL1X, USP22, JADE1, EED, GATAD2B, NSD3, PBRM1, KAT2B, RBBP4, ELP4, KMT2E, SUPT20H, MSL3, GATAD2A, SMARCA4, HCFC1, SUZ12, RELA, KMT5B, MTA2, SUDS3, TADA3, SMARCE1, MSL2, ATXN7L3, HDAC2, RPS2"
"CELLULAR_SENESCENCE",0.000180247930759117,0.0196169831309506,0.518848077743792,0.451692956644185,1.48722414385267,76,"PHC3, AGO3, TNRC6B, MDM4, TNRC6A, EP400, TNRC6C, EHMT1, AGO1, ATM, ANAPC16, MAPKAPK5, TNIK, CDK6, RB1, ANAPC11, ANAPC1, MAP4K4, MAPK14, MAP3K5, MDM2, UBA52, ANAPC4, UBB, EED, MINK1, BMI1, MRE11, AGO4, RPS6KA3, MAPK8, MAPK9, TERF2, ANAPC15, ETS1, CABIN1, RBBP4, NBN, CBX6, ANAPC7, CDKN1B, SUZ12, RELA, UBC, RPS27A"
"GENE_SILENCING_BY_RNA",0.00038961728125617,0.0363457263800399,0.49849310876659,0.508971008185298,1.58351100358166,42,"POLR2L, AGO3, NUP88, AGO2, TNRC6B, NUP160, NUP107, POLR2J, POLR2E, POLR2I, RANBP2, TNRC6A, DICER1, TNRC6C, AGO1, NUP153, POM121C, POM121, NUP98, POLR2B, AGO4, POLR2A, TPR, NUP50, NUP54, NUP214"
"PRE_NOTCH_EXPRESSION_AND_PROCESSING",0.000573577604424603,0.0386075805068413,0.477270815362862,0.578495259399122,1.70926028877664,26,"AGO3, AGO2, TNRC6B, CREBBP, TNRC6A, EP300, TNRC6C, RUNX1, AGO1, MAML2, ATP2A2, RAB6A, AGO4, SEL1L, KAT2B, ATP2A3, RBPJ"
"OXIDATIVE_STRESS_INDUCED_SENESCENCE",0.000645701365101155,0.0386075805068413,0.477270815362862,0.499823067457258,1.56030902474129,43,"PHC3, AGO3, TNRC6B, MDM4, TNRC6A, TNRC6C, AGO1, MAPKAPK5, TNIK, CDK6, MAP4K4, MAPK14, MAP3K5, MDM2, UBA52, UBB, EED, MINK1, BMI1, AGO4, MAPK8, MAPK9, RBBP4, CBX6, SUZ12, UBC, RPS27A"
"RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION",0.000648942837817526,0.0386075805068413,0.477270815362862,0.605972717816185,1.73727559093617,21,"KMT2C, AGO3, TNRC6B, TNRC6A, EP300, TNRC6C, RUNX1, AGO1, KMT2D, KMT2A, SIN3A, KMT2B, AGO4, KAT2B, PRKCQ, KMT2E"
"TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS",0.000692186540868406,0.0386075805068413,0.477270815362862,0.541171237790761,1.63496819037339,31,"POLR2L, NUP88, AGO2, NUP160, NUP107, POLR2J, POLR2E, POLR2I, RANBP2, TNRC6A, AGO1, NUP153, POM121C, POM121, NUP98, POLR2B, POLR2A, TPR, NUP50, NUP54, NUP214"
"SUMOYLATION",0.000709812531060426,0.0386075805068413,0.477270815362862,0.4259208865008,1.42215633664934,94,"PHC3, PIAS1, NUP88, NUP160, SP3, NCOA2, NUP107, CREBBP, CHD3, RANBP2, EP300, SMC5, STAG1, NUP153, UHRF2, DDX17, HERC2, STAG2, SIN3A, RORA, SENP2, POM121C, RNF168, NCOA1, NR3C1, PIAS2, POM121, NUP98, SAFB, MDM2, NCOR2, NR2C1, ZNF131, SMC1A, XPC, PARK7, TOP1, SP100, RAD21, BMI1, DDX5, TPR, CTBP1, SUMO2, TOP2B, NUP50, VHL, NUP54, NUP214, DNMT1, SUZ12, NRIP1, RELA"
"NR1H2_AND_NR1H3_MEDIATED_SIGNALING",0.000768604206108633,0.0386075805068413,0.477270815362862,0.601450041711795,1.72430943821863,21,"AGO3, AGO2, TNRC6B, KDM3A, TBL1XR1, TNRC6A, EP300, TNRC6C, AGO1, KDM1A, NCOA1, NCOR2, NCOR1, TBL1X, AGO4, MYLIP"
"REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY",0.00083215917710326,0.0388142816177449,0.477270815362862,0.67474092688656,1.78491537536281,13,"AGO3, AGO2, TNRC6B, TNRC6A, TNRC6C, RUNX1, AGO1, CDK6, PTPN11, AGO4, CCND2"
"FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC",0.000938837306601501,0.040870717414052,0.477270815362862,-0.527297454828055,-1.81721287400223,13,"CCT8, CCT4, TUBA1B, TUBA1A, TUBB4B, CCT5, CCT2, CCT3, TUBA1C, CCT6A, TCP1, TUBA4A, CCT7"
"ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES",0.00104006956604479,0.0424478391642028,0.45505986738723,0.469966614632185,1.49944892539848,54,"NUP88, PIN1, NUP160, NUP107, ARIH1, PPM1B, RANBP2, KPNA1, NUP153, EIF4G2, POM121C, EIF4A2, POM121, NUP98, KPNA5, EIF4G1, UBA52, IRF3, KPNA4, UBB, EIF4G3, PDE12, KPNB1, TPR, STAT1, NUP50, EIF2AK2, NUP54, NUP214, UBC, DDX58, RPS27A, EIF4E3, MX1, NUP210, MX2, HERC5, OAS2, ABCE1, NUP58, EIF4E, OASL"
"CELL_CYCLE",0.00116892456426477,0.0449004553214646,0.45505986738723,0.351687756608692,1.23544500709419,291,"LEMD3, NDEL1, DYRK1A, NUP88, AKT3, CLASP2, SMARCA5, PCM1, NUP160, MDM4, AHCTF1, AKAP9, NUP107, TAOK1, RANBP2, DYNC1LI2, ESCO1, EP300, PDS5A, NIPBL, RSF1, SYNE2, PCNT, SFI1, STAG1, ATR, TNPO1, NUP153, CDK5RAP2, ANKLE2, DYNC1H1, ATM, MZT2B, NHP2, ANAPC16, CLIP1, PDS5B, HERC2, PAFAH1B1, WAPL, STAG2, NUMA1, PSMC6, IST1, LPIN2, DIDO1, POM121C, CENPX, RNF168, CDK6, RB1, ANAPC11, CEP135, ANAPC1, LBR, XPO1, POM121, NUP98, BABAM2, LPIN1, MDM2, UBA52, RBL2, ANAPC4, UBB, CEP290, CTDNEP1, KIF2A, SMC1A, RBL1, OFD1, CNTRL, HAUS6, RCC2, RAD21, NDE1, PPP1CB, PSMA6, MIS18BP1, MRE11, ARPP19, GSK3B, ORC4, PPP2R2A, YWHAZ, SYNE1, KPNB1, RAD17, DCTN1, CUL1, PSMD12, MCPH1, CHMP6, PSMD7, TERF2, CSNK2A1, ANAPC15, CCND2, CDK11B, PPP2R5E, PSMB6, RBBP4, GOLGA2, TPR, FBXW11, NBN, DCTN3, PSMB1, POLE4, ANAPC7, NEDD1, PMF1, NUP50, PPP1R12A, SPAST, NUP54, CDKN1B, CCNH, TOPBP1, NUP214, NEK7, CENPT, CDC14A, UBC, CEP164, SDCCAG8, RPS27A, TMPO, UIMC1, ENSA, CSNK2A2, CENPC, TUBGCP2, RFC1, NUP210, PSMC5, TEN1, CEP78, MZT1, CDC27"
"ESR_MEDIATED_SIGNALING",0.00131618777808824,0.0477483677273123,0.45505986738723,0.418380557154866,1.39206303374171,89,"POLR2L, AGO3, AKT3, AGO2, TNRC6B, NCOA2, CREBBP, POLR2J, POLR2E, POLR2I, TNRC6A, EP300, GTF2A2, TNRC6C, CCNT1, PIK3CA, RUNX1, AGO1, STAG1, NCOA3, CHD1, FOXO3, KDM1A, FKBP5, ATF2, STAG2, UHMK1, NCOA1, XPO1, CREB1, POLR2B, KRAS, STRN, SMC1A, RAD21, AGO4, DDX5, KAT2B, POLR2A, ZNF217, MED1, PDPK1, CDKN1B, GNB1, GTF2F2, YY1, NRIP1"
"ESTROGEN_DEPENDENT_GENE_EXPRESSION",0.00142663537152433,0.0490312051371255,0.45505986738723,0.454887828009278,1.46875648706169,61,"POLR2L, AGO3, AGO2, TNRC6B, NCOA2, CREBBP, POLR2J, POLR2E, POLR2I, TNRC6A, EP300, GTF2A2, TNRC6C, CCNT1, RUNX1, AGO1, STAG1, NCOA3, CHD1, KDM1A, ATF2, STAG2, NCOA1, POLR2B, SMC1A, RAD21, AGO4, DDX5, KAT2B, POLR2A, ZNF217, MED1, GTF2F2, YY1, NRIP1"
"MICRORNA_MIRNA_BIOGENESIS",0.00151847061230951,0.0495780654919056,0.45505986738723,0.590559389931082,1.66134157385007,19,"POLR2L, AGO3, AGO2, POLR2J, POLR2E, POLR2I, DICER1, AGO1, POLR2B, AGO4, POLR2A"
