gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
ISG15	0.6196	0.5938	0.6164	0.5868
SDF4	0.221	0.4548	0.2876	0.5138
UBE2J2	0.4956	0.316	0.3502	0.1708
AURKAIP1	0.2774	0.361	0.0908	0.132
MRPL20	0.69	0.804	0.709	0.8162
SSU72	0.5868	0.6884	0.3398	0.481
MIB2	0.6934	0.6018	0.7954	0.6832
CDK11B	0.243	0.1454	0.143	0.1
CDK11A	0.2122	0.1908	0.1312	0.1126
GNB1	0.5648	0.4304	0.4256	0.2862
RER1	0.5246	0.5512	0.471	0.6034
TNFRSF14	0.6774	0.3614	0.4832	0.2466
KCNAB2	0.3484	0.1672	0.2836	0.174
RPL22	0.9016	0.9006	0.9406	0.964
CAMTA1	0.6548	0.6178	0.54	0.4586
PARK7	0.1726	0.1708	0.1306	0.1204
ENO1	0.0663	0.04	0.0329	0.0175
CLSTN1	0.0266	0.0514	0.0237	0.0463
SRM	0.1992	0.2452	0.1304	0.2136
AGTRAP	0.5202	0.5732	0.4044	0.4608
TNFRSF1B	0.5082	0.2936	0.4584	0.3662
PRDM2	0.4042	0.3912	0.3276	0.3048
EFHD2	0.3252	0.4724	0.362	0.5274
SPEN	0.4318	0.2616	0.338	0.219
SZRD1	0.4268	0.3254	0.2384	0.1558
NECAP2	0.8026	0.9354	0.7486	0.8852
SDHB	0.2862	0.294	0.1396	0.1862
AKR7A2	0.3512	0.33	0.208	0.1546
CAPZB	0.1578	0.1184	0.1674	0.1082
MINOS1	0.7006	0.3384	0.6258	0.3398
DDOST	0.466	0.5046	0.2966	0.2912
HP1BP3	0.031	0.0145	0.0366	0.0188
EIF4G3	0.503	0.2336	0.4898	0.2594
USP48	0.3464	0.2996	0.3	0.2928
CDC42	0.0542	0.0827	0.0195	0.0473
HNRNPR	0.8384	0.9668	0.8232	0.907
RPL11	0.7574	0.7152	0.7352	0.7082
PITHD1	0.211	0.3332	0.267	0.4002
LYPLA2	0.4192	0.248	0.462	0.1846
PNRC2	0.0135999999999999	0.00880000000000003	0.0118	0.0094
SRSF10	0.5362	0.5838	0.4666	0.4868
SRRM1	0.1078	0.0618	0.1408	0.0756
RUNX3	0.1046	0.1076	0.1244	0.1302
SYF2	0.4206	0.4294	0.3614	0.3798
TMEM50A	0.6966	0.8066	0.544	0.677
STMN1	0.0242	0.0944	0.0157	0.0649
SH3BGRL3	0.4608	0.6066	0.3538	0.4858
CD52	0.5294	0.547	0.5612	0.4776
HMGN2	0.00560000000000005	0.00760000000000005	0.0046	0.0061
RPS6KA1	0.4662	0.4158	0.4664	0.4172
ARID1A	0.7764	0.6594	0.7132	0.5912
NUDC	0.936	0.9684	0.9224	0.9692
SYTL1	0.7754	0.9848	0.622	0.8338
WASF2	0.8994	0.9966	0.8298	0.9942
IFI6	0.6194	0.7026	0.6324	0.6944
RPA2	0.9006	0.722	0.9582	0.8586
DNAJC8	0.6956	0.4812	0.633	0.4184
PHACTR4	0.1918	0.1001	0.1152	0.0656
YTHDF2	0.2636	0.226	0.254	0.1958
EPB41	0.4552	0.572	0.438	0.5676
SRSF4	0.397	0.298	0.2522	0.1478
LAPTM5	0.0577	0.0268	0.0704	0.0354
PUM1	0.3862	0.2656	0.3128	0.1996
PTP4A2	0.2644	0.1982	0.3126	0.2162
KHDRBS1	0.8562	0.9822	0.8952	0.9998
EIF3I	0.2696	0.2436	0.2152	0.1964
LCK	0.7554	0.7964	0.8274	0.8754
HDAC1	0.4176	0.453	0.4238	0.482
ZBTB8OS	0.3696	0.4324	0.3834	0.4106
RBBP4	0.66	0.4762	0.5442	0.3374
YARS	0.8234	0.9836	0.9238	0.9812
SFPQ	0.5722	0.4208	0.494	0.3468
PSMB2	0.2402	0.179	0.2384	0.1524
TRAPPC3	0.3804	0.4168	0.2838	0.2912
MAP7D1	0.7204	0.6474	0.541	0.4598
THRAP3	0.9844	0.9426	0.9792	0.9006
LSM10	0.2416	0.2902	0.1418	0.2014
MRPS15	0.263	0.3758	0.2302	0.359
MEAF6	0.8256	0.9804	0.8578	0.9132
C1orf122	0.2802	0.235	0.2024	0.1616
SF3A3	0.4166	0.4306	0.3508	0.357
AKIRIN1	0.2784	0.1612	0.2152	0.1334
NDUFS5	0.423	0.3946	0.36	0.337
MACF1	0.4622	0.303	0.388	0.2376
PPIE	0.8418	0.7338	0.8	0.6892
CAP1	0.1374	0.1224	0.0926	0.0696
SMAP2	0.5144	0.5456	0.2488	0.2994
FOXJ3	0.2016	0.1096	0.2014	0.138
PPCS	0.916	0.6916	0.876	0.6618
YBX1	0.24	0.2342	0.1932	0.2112
ATP6V0B	0.1208	0.1546	0.0801	0.0829
RNF220	0.155	0.251	0.0954	0.1412
RPS8	0.4248	0.5492	0.445	0.5874
PRDX1	0.2692	0.2138	0.1928	0.1576
NASP	0.808	0.7554	0.737	0.7016
GPBP1L1	0.3626	0.3104	0.2072	0.1818
UQCRH	0.188	0.2004	0.1274	0.1314
EFCAB14	0.1054	0.0449000000000001	0.1278	0.069
CMPK1	0.1986	0.1066	0.199	0.1092
EPS15	0.4252	0.4262	0.3616	0.383
TXNDC12	0.8306	0.9148	0.8408	0.9522
SCP2	0.5644	0.5868	0.5384	0.4932
MAGOH	0.8996	0.8422	0.8182	0.7078
HSPB11	0.6894	0.662	0.7874	0.7622
TMEM59	0.6216	0.5612	0.4282	0.3676
SSBP3	0.0889	0.2078	0.149	0.3104
MYSM1	0.1142	0.0556	0.0342	0.0164
JUN	0.746	0.7076	0.759	0.693
TM2D1	0.9646	0.8884	0.9636	0.8882
USP1	0.1768	0.3516	0.1878	0.3882
JAK1	0.8064	0.6916	0.8846	0.7322
PDE4B	0.6696	0.7456	0.7556	0.7878
MIER1	0.1116	0.0641000000000001	0.0977	0.0654
SERBP1	0.5828	0.5092	0.3768	0.3096
SRSF11	0.5254	0.43	0.4242	0.3102
ZRANB2	0.2316	0.209	0.1532	0.1408
USP33	0.3472	0.184	0.2572	0.1526
FUBP1	0.2808	0.2098	0.198	0.1222
PRKACB	0.2392	0.2564	0.1106	0.1334
RPF1	0.4998	0.545	0.4338	0.4832
GNG5	0.134	0.1018	0.1008	0.0521
C1orf52	0.0799	0.0758	0.0643	0.0668
ZNHIT6	0.0714	0.1206	0.0258	0.0454
ODF2L	0.186	0.1912	0.0875	0.0878
SH3GLB1	0.5148	0.3528	0.3528	0.2236
PKN2	0.56	0.452	0.4914	0.4316
GTF2B	0.7876	0.9908	0.7596	0.9486
GBP2	0.4488	0.3232	0.5488	0.4226
GBP4	0.7682	0.721	0.6158	0.5584
GBP5	0.9244	0.7686	0.8616	0.6582
ZNF326	0.3842	0.2808	0.372	0.2814
ZNF644	0.3258	0.323	0.3338	0.3576
TGFBR3	0.0844	0.0593	0.0445	0.0372
RPAP2	0.7964	0.757	0.7836	0.772
RPL5	0.5658	0.6046	0.556	0.6056
MTF2	0.3742	0.2874	0.2758	0.1852
TMED5	0.1654	0.135	0.108	0.1038
DR1	0.3718	0.0979	0.3526	0.1038
DNTTIP2	0.4396	0.3494	0.4386	0.3594
CDC14A	0.8792	0.9346	0.8412	0.9434
RNPC3	0.2986	0.2584	0.2722	0.2806
VAV3	0.6218	0.993	0.624	0.9854
PRPF38B	0.3074	0.2054	0.1666	0.1038
STXBP3	0.1078	0.0625	0.0816	0.0471
SARS	0.3874	0.4836	0.226	0.296
PSMA5	0.3674	0.2552	0.4108	0.2642
GNAI3	0.5904	0.2806	0.5778	0.3008
LAMTOR5	0.1872	0.1868	0.2428	0.266
CD53	0.7562	0.9294	0.7628	0.9286
DENND2D	0.95	0.7864	0.768	0.5714
C1orf162	0.1698	0.339	0.237	0.423
RAP1A	0.6042	0.3936	0.5764	0.3126
CAPZA1	0.7954	0.9536	0.8682	0.9978
RHOC	0.237	0.477	0.2996	0.5702
RSBN1	0.4052	0.2776	0.5144	0.3604
PTPN22	0.3856	0.443	0.2114	0.2806
HIPK1	0.2686	0.1916	0.1708	0.1072
TRIM33	0.5578	0.408	0.4572	0.3238
BCAS2	0.8578	0.9756	0.8772	0.9682
CSDE1	0.576	0.4026	0.6004	0.4394
ATP1A1	0.166	0.0906	0.1236	0.0674
CD2	0.0157	0.0198	0.0168	0.0133
MAN1A2	0.4186	0.3516	0.4054	0.3706
LINC00623	0.003	0.0131	0.0015	0.0054
TXNIP	0.508	0.3694	0.2708	0.1668
POLR3GL	0.877	0.8944	0.9248	0.8148
RBM8A	0.9592	0.9382	0.9568	0.9292
RNF115	0.5186	0.644	0.6004	0.7824
HIST2H2AC	0.3872	0.365	0.3796	0.3742
PLEKHO1	0.4044	0.3528	0.4046	0.3838
ANP32E	0.188	0.3028	0.116	0.217
APH1A	0.4228	0.158	0.3068	0.1608
MRPS21	0.4746	0.2648	0.4982	0.201
MCL1	0.2774	0.1916	0.195	0.119
ENSA	0.373	0.4944	0.2678	0.427
CTSS	0.8524	0.6222	0.7778	0.5708
C1orf56	0.6144	0.6034	0.6678	0.6236
CDC42SE1	0.7308	0.7818	0.7834	0.811
SCNM1	0.7252	0.517	0.7242	0.5328
PSMD4	0.2	0.185	0.1016	0.0804
PSMB4	0.175	0.203	0.1926	0.178
MRPL9	0.864	0.6962	0.7648	0.6208
S100A10	0.822	0.7426	0.96	0.936
S100A11	0.3572	0.3228	0.3234	0.2512
S100A9	0.244	0.277	0.2792	0.3006
S100A8	0.4958	0.3668	0.5174	0.3838
S100A6	0.7184	0.762	0.6402	0.6448
S100A4	0.9828	0.8666	0.9826	0.8166
ILF2	0.444	0.3858	0.4222	0.3572
JTB	0.4322	0.419	0.268	0.2452
RPS27	0.325	0.3658	0.2968	0.3436
TPM3	0.6896	0.5518	0.4954	0.4046
HAX1	0.8354	0.8046	0.8512	0.8598
UBE2Q1	0.3814	0.348	0.324	0.2988
ADAR	0.9738	0.9648	0.9864	0.968
PBXIP1	0.1914	0.1682	0.193	0.166
DPM3	0.884	0.994	0.7964	0.9706
KRTCAP2	0.412	0.5724	0.4568	0.5676
FDPS	0.3784	0.2746	0.3198	0.2282
ASH1L	0.2956	0.1958	0.2238	0.1406
DAP3	0.9	0.8998	0.9952	0.9724
GON4L	0.1522	0.1086	0.1378	0.1054
SSR2	0.5714	0.645	0.4578	0.5028
LAMTOR2	0.1318	0.0775	0.0847	0.0517
PMF1	0.2972	0.269	0.2044	0.1774
CCT3	0.4102	0.4694	0.3648	0.4352
HDGF	0.3452	0.5328	0.3398	0.5736
SH2D2A	0.8788	0.7244	0.8468	0.685
PYHIN1	0.3512	0.3576	0.1708	0.1974
IFI16	0.7906	0.7312	0.6644	0.57
FCRL6	0.1482	0.1662	0.1288	0.1638
TAGLN2	0.5776	0.5	0.4974	0.448
COPA	0.1684	0.1056	0.1592	0.1248
CD84	0.4794	0.535	0.3742	0.4552
CD48	0.7864	0.74	0.7952	0.7038
SLAMF7	0.2562	0.3302	0.1236	0.1866
LY9	0.3598	0.1636	0.3686	0.1768
TSTD1	0.2478	0.2732	0.0981	0.134
ARHGAP30	0.5098	0.411	0.3368	0.2566
PFDN2	0.6116	0.7792	0.7554	0.9248
UFC1	0.3994	0.377	0.3404	0.338
NDUFS2	0.1486	0.2094	0.1384	0.1966
SDHC	0.304	0.3002	0.1546	0.1252
FCGR3A	0.9562	0.8796	0.9778	0.8536
UHMK1	0.2814	0.1556	0.2056	0.1228
MGST3	0.8822	0.9846	0.9646	0.8058
TMCO1	0.2088	0.1396	0.1018	0.0739
CD247	0.2378	0.5416	0.2908	0.55
RCSD1	0.8854	0.8028	0.8456	0.7932
MPC2	0.4388	0.5334	0.3916	0.5322
TIPRL	0.6018	0.3808	0.6964	0.4062
SFT2D2	0.1874	0.108	0.0644	0.0372
SELL	0.8778	0.9288	0.8756	0.9082
PRRC2C	0.4138	0.4848	0.3266	0.3924
PRDX6	0.232	0.2224	0.0682	0.0799
RABGAP1L	0.48	0.384	0.4294	0.3776
CACYBP	0.4874	0.5844	0.5404	0.6336
TOR1AIP2	0.9106	0.9906	0.8594	0.9868
CEP350	0.4432	0.3312	0.4218	0.3258
ACBD6	0.3606	0.2418	0.4872	0.3572
IER5	0.926	0.6314	0.9778	0.7136
GLUL	0.8308	0.9692	0.8114	0.908
DHX9	0.2116	0.21	0.1964	0.1992
ARPC5	0.1408	0.1298	0.164	0.11
C1orf21	0.1178	0.1706	0.1328	0.1814
FAM129A	0.5116	0.2504	0.6512	0.3948
TPR	0.525	0.5288	0.467	0.4602
RGS2	0.3578	0.4236	0.3712	0.41
TROVE2	0.1822	0.1236	0.1278	0.1084
CDC73	0.0839	0.0538	0.085	0.0415
PTPRC	0.113	0.1178	0.057	0.0592
PTPN7	0.9816	0.9302	0.899	0.9736
TMEM183A	0.1416	0.181	0.1688	0.2326
BTG2	0.3174	0.2714	0.3736	0.3246
ATP2B4	0.0322	0.0251	0.0198	0.0193
SNRPE	0.227	0.291	0.2518	0.3418
PPP1R15B	0.3024	0.3592	0.347	0.4492
MDM4	0.8818	0.8054	0.8006	0.6804
ELK4	0.2684	0.2118	0.1304	0.0878
NUCKS1	0.325	0.3864	0.2582	0.2926
RASSF5	0.2596	0.3324	0.101	0.1432
MAPKAPK2	0.977	0.9314	0.9982	0.9382
CD55	0.5836	0.4514	0.4158	0.372
CD46	0.221	0.184	0.1836	0.183
TRAF3IP3	0.3452	0.2646	0.25	0.1656
LPGAT1	0.1906	0.2788	0.2696	0.3936
PPP2R5A	0.259	0.1038	0.2138	0.0825
NENF	0.3616	0.3486	0.2058	0.1986
EPRS	0.84	0.7178	0.8432	0.7218
IARS2	0.174	0.1246	0.135	0.1018
MIA3	0.2382	0.145	0.2366	0.183
AIDA	0.229	0.1278	0.2828	0.175
BROX	0.4956	0.4906	0.4022	0.3744
CAPN2	0.5358	0.25	0.6364	0.3368
WDR26	0.4312	0.2606	0.2884	0.169
LBR	0.6032	0.451	0.4744	0.3294
SRP9	0.4742	0.218	0.355	0.1494
H3F3A	0.0773	0.1144	0.0281	0.0493
ACBD3	0.9952	0.9466	0.8808	0.7436
PARP1	0.9442	0.8174	0.84	0.7552
ARF1	0.2242	0.2664	0.0802	0.0907
MRPL55	0.4278	0.4508	0.2704	0.2956
GUK1	0.4126	0.4176	0.3346	0.3174
RNF187	0.5104	0.5836	0.3522	0.4188
C1orf131	0.8214	0.6492	0.8816	0.6718
IRF2BP2	0.924	0.9466	0.9282	0.9032
TOMM20	0.7856	0.8384	0.8518	0.913
RBM34	0.262	0.197	0.3476	0.2416
ARID4B	0.3506	0.3034	0.3048	0.2794
LYST	0.5586	0.8582	0.637	0.985
ADSS	0.2696	0.2274	0.2588	0.2466
COX20	0.1852	0.1614	0.0523	0.0679
HNRNPU	0.1458	0.1066	0.0866	0.055
ACP1	0.3174	0.3454	0.1578	0.2098
RPS7	0.8056	0.7684	0.7758	0.7346
ID2	0.9708	0.9372	0.7564	0.889
KIDINS220	0.4854	0.3666	0.4354	0.3384
ITGB1BP1	0.2966	0.3088	0.1728	0.1692
IAH1	0.3536	0.3726	0.39	0.3326
YWHAQ	0.8474	0.987	0.932	0.9724
ODC1	0.1732	0.2146	0.0805	0.1086
PDIA6	0.4878	0.3276	0.2956	0.1528
LAPTM4A	0.3202	0.3528	0.2384	0.2598
PUM2	0.448	0.3604	0.3494	0.2594
ATAD2B	0.4422	0.353	0.3602	0.2812
ITSN2	0.4588	0.3456	0.3868	0.2772
NCOA1	0.5074	0.389	0.4436	0.309
PTRHD1	0.2234	0.2362	0.2788	0.3062
HADHA	0.5376	0.483	0.5448	0.4708
OST4	0.7368	0.9678	0.7644	0.9692
ATRAID	0.9812	0.8916	0.9356	0.769
SNX17	0.1618	0.1526	0.0959	0.1
PPM1G	0.8912	0.8256	0.927	0.838
NRBP1	0.261	0.2314	0.1228	0.1122
MRPL33	0.6374	0.7812	0.5972	0.7288
FOSL2	0.3098	0.2248	0.3252	0.2382
PPP1CB	0.9194	0.8802	0.8912	0.9014
WDR43	0.901	0.8018	0.8324	0.7832
YPEL5	0.2374	0.1678	0.1938	0.1468
LBH	0.2378	0.1934	0.1996	0.1508
YIPF4	0.5384	0.382	0.493	0.35
BIRC6	0.3526	0.2268	0.2706	0.1718
EIF2AK2	0.9684	0.9064	0.9412	0.9056
CEBPZ	0.1514	0.1568	0.1168	0.13
CDC42EP3	0.3832	0.555	0.3754	0.526
SRSF7	0.981	0.896	0.942	0.8302
EML4	0.5664	0.626	0.5124	0.5792
COX7A2L	0.3166	0.3436	0.2808	0.2908
ZFP36L2	0.8414	0.7758	0.6046	0.5718
PPM1B	0.4504	0.498	0.3666	0.3954
CALM2	0.8352	0.5748	0.8084	0.5726
ERLEC1	0.0417	0.00760000000000005	0.0467	0.0142
PSME4	0.3566	0.1644	0.2572	0.1322
SPTBN1	0.9112	0.758	0.7784	0.603
RTN4	0.9658	0.7652	0.9402	0.7676
RPS27A	0.904	0.977	0.8386	0.9574
REL	0.383	0.4416	0.3546	0.3962
USP34	0.5208	0.4568	0.4662	0.4158
XPO1	0.561	0.471	0.54	0.4598
CCT4	0.461	0.7848	0.5514	0.841
MDH1	0.5452	0.7506	0.5726	0.7808
UGP2	0.9458	0.8034	0.9144	0.8278
RAB1A	0.5746	0.696	0.5608	0.6828
ACTR2	0.7738	0.6844	0.64	0.525
C1D	0.5748	0.6528	0.6396	0.7302
PLEK	0.994	0.9544	0.8694	0.713
ARHGAP25	0.4134	0.3362	0.228	0.1884
AAK1	0.1436	0.1874	0.0171	0.0382
ANXA4	0.4392	0.3286	0.5378	0.4738
SNRNP27	0.1896	0.193	0.1176	0.1228
PCBP1	0.423	0.9474	0.5666	0.918
SNRPG	0.5636	0.4378	0.676	0.5596
MPHOSPH10	0.4768	0.6184	0.5596	0.6606
ZNF638	0.3484	0.2806	0.2806	0.2048
CCT7	0.3826	0.309	0.274	0.2188
