"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"EUKARYOTIC_TRANSLATION_ELONGATION",1e-10,2.88260869565217e-09,NA,0.927248846791775,6.95667496613146,88,"RPL41, EEF1A1, RPS27, RPL10, RPS12, RPL13, RPLP1, RPL28, RPS18, RPL30, RPS27A, RPS15A, RPS19, RPS14, RPS3, RPL34, RPL32, RPS2, RPL11, RPL19, RPL37, RPS8, RPS3A, RPS23, RPL13A, RPL39, RPS24, RPS28, RPS29, RPL3, RPLP2, RPS15, RPS6, RPL21, RPL23A, RPL18A, RPS4X, RPL14, RPS25, RPL26, RPL7A, RPS7, RPL6, RPL35A, FAU, RPL12, RPL18, RPL37A, RPL29, RPS13, RPL27A, RPL9, RPS16, RPL36, RPS21, RPL15, RPSA, RPS26, RPL5, RPL35, RPL10A, RPL8, UBA52, RPS9, RPL24, RPS20, RPL38, RPS11, RPL27, RPLP0, RPL7, RPS5, RPL22, RPL31, EEF1B2, RPL23, RPL36AL, RPS10, RPL4, EEF1D, RPL36A, EEF2, RPS4Y1"
"SELENOAMINO_ACID_METABOLISM",1e-10,2.88260869565217e-09,NA,0.896944114289765,6.75111750129995,90,"RPL41, RPS27, RPL10, RPS12, RPL13, RPLP1, RPL28, RPS18, RPL30, RPS27A, RPS15A, RPS19, RPS14, RPS3, RPL34, RPL32, RPS2, RPL11, RPL19, RPL37, RPS8, RPS3A, RPS23, RPL13A, RPL39, RPS24, RPS28, RPS29, RPL3, RPLP2, RPS15, RPS6, RPL21, RPL23A, RPL18A, RPS4X, RPL14, RPS25, RPL26, RPL7A, RPS7, RPL6, RPL35A, FAU, RPL12, RPL18, RPL37A, RPL29, RPS13, RPL27A, RPL9, RPS16, RPL36, RPS21, RPL15, RPSA, RPS26, RPL5, RPL35, RPL10A, RPL8, UBA52, RPS9, RPL24, RPS20, RPL38, RPS11, RPL27, RPLP0, RPL7, RPS5, RPL22, RPL31, RPL23, RPL36AL, RPS10, RPL4"
"RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY",1e-10,2.88260869565217e-09,NA,0.879524771251672,6.687694089256,93,"RPL41, RPS27, RPL10, RPS12, RPL13, RPLP1, RPL28, RPS18, RPL30, RPS27A, RPS15A, RPS19, RPS14, RPS3, RPL34, RPL32, RPS2, RPL11, RPL19, RPL37, RPS8, RPS3A, RPS23, RPL13A, RPL39, RPS24, RPS28, RPS29, RPL3, RPLP2, RPS15, RPS6, RPL21, RPL23A, RPL18A, RPS4X, RPL14, RPS25, RPL26, RPL7A, RPS7, RPL6, RPL35A, FAU, RPL12, RPL18, RPL37A, RPL29, RPS13, RPL27A, RPL9, RPS16, RPL36, RPS21, RPL15, RPSA, RPS26, RPL5, RPL35, RPL10A, RPL8, UBA52, RPS9, RPL24, RPS20, RPL38, RPS11, RPL27, RPLP0, RPL7, RPS5, RPL22, RPL31, RPL23, RPL36AL, RPS10, RPL4"
"NONSENSE_MEDIATED_DECAY_NMD",1e-10,2.88260869565217e-09,NA,0.809457196707611,6.36759892214102,106,"RPL41, RPS27, RPL10, RPS12, RPL13, RPLP1, RPL28, RPS18, RPL30, RPS27A, RPS15A, RPS19, RPS14, RPS3, RPL34, RPL32, RPS2, RPL11, RPL19, RPL37, RPS8, RPS3A, RPS23, RPL13A, RPL39, RPS24, RPS28, RPS29, RPL3, RPLP2, RPS15, RPS6, RPL21, RPL23A, RPL18A, RPS4X, RPL14, RPS25, RPL26, RPL7A, RPS7, RPL6, RPL35A, FAU, RPL12, RPL18, RPL37A, RPL29, RPS13, RPL27A, RPL9, RPS16, RPL36, RPS21, RPL15, RPSA, RPS26, RPL5, RPL35, RPL10A, RPL8, UBA52, RPS9, RPL24, RPS20, RPL38, RPS11, RPL27, RPLP0, RPL7, RPS5, RPL22, RPL31, RPL23, RPL36AL, RPS10, RPL4, PABPC1, RPL36A"
"SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE",1e-10,2.88260869565217e-09,NA,0.801866651882806,6.3078878648529,106,"RPL41, RPS27, RPL10, RPS12, RPL13, RPLP1, RPL28, RPS18, RPL30, RPS27A, RPS15A, RPS19, RPS14, RPS3, RPL34, RPL32, RPS2, RPL11, RPL19, RPL37, RPS8, RPS3A, RPS23, RPL13A, RPL39, RPS24, RPS28, RPS29, RPL3, RPLP2, RPS15, RPS6, RPL21, RPL23A, RPL18A, RPS4X, RPL14, RPS25, RPL26, RPL7A, RPS7, RPL6, RPL35A, FAU, RPL12, RPL18, RPL37A, RPL29, RPS13, RPL27A, RPL9, RPS16, RPL36, RPS21, RPL15, RPSA, RPS26, RPL5, RPL35, RPL10A, RPL8, UBA52, RPS9, RPL24, RPS20, RPL38, RPS11, RPL27, RPLP0, RPL7, RPS5, RPL22, RPL31, RPL23, RPL36AL, RPS10, RPL4, SRP14, RPL36A, SSR4, RPS4Y1"
"EUKARYOTIC_TRANSLATION_INITIATION",1e-10,2.88260869565217e-09,NA,0.788038254667162,6.29849825615297,112,"RPL41, RPS27, RPL10, RPS12, RPL13, RPLP1, RPL28, RPS18, RPL30, RPS27A, RPS15A, RPS19, RPS14, RPS3, RPL34, RPL32, RPS2, RPL11, RPL19, RPL37, RPS8, RPS3A, RPS23, RPL13A, RPL39, RPS24, RPS28, RPS29, RPL3, RPLP2, RPS15, RPS6, RPL21, RPL23A, RPL18A, RPS4X, RPL14, RPS25, RPL26, RPL7A, RPS7, RPL6, RPL35A, FAU, RPL12, RPL18, RPL37A, RPL29, RPS13, RPL27A, RPL9, RPS16, RPL36, RPS21, RPL15, RPSA, RPS26, RPL5, RPL35, RPL10A, RPL8, UBA52, RPS9, RPL24, RPS20, RPL38, RPS11, RPL27, RPLP0, RPL7, RPS5, RPL22, RPL31, RPL23, RPL36AL, RPS10, RPL4, PABPC1, RPL36A, EIF3K, RPS4Y1, EIF3F, EIF3E, EIF3H, EIF4A2, EIF4B, EIF3G, RPL17"
"INFLUENZA_INFECTION",1e-10,2.88260869565217e-09,NA,0.704615788771028,5.82313369897601,134,"RPL41, RPS27, RPL10, RPS12, RPL13, RPLP1, RPL28, RPS18, RPL30, RPS27A, RPS15A, RPS19, RPS14, RPS3, RPL34, RPL32, RPS2, RPL11, RPL19, RPL37, RPS8, RPS3A, RPS23, RPL13A, RPL39, RPS24, RPS28, RPS29, RPL3, RPLP2, RPS15, RPS6, RPL21, RPL23A, RPL18A, RPS4X, RPL14, RPS25, RPL26, RPL7A, RPS7, RPL6, RPL35A, FAU, RPL12, RPL18, RPL37A, RPL29, RPS13, RPL27A, RPL9, RPS16, RPL36, RPS21, RPL15, RPSA, RPS26, RPL5, RPL35, RPL10A, RPL8, UBA52, RPS9, RPL24, RPS20, RPL38, RPS11, RPL27, RPLP0, RPL7, RPS5, RPL22, RPL31, RPL23, RPL36AL, HSP90AA1, RPS10, RPL4, RPL36A, SLC25A6, CALR, RPS4Y1"
"REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS",1e-10,2.88260869565217e-09,NA,0.66626422236676,5.61640668264025,146,"RPL41, RPS27, RPL10, RPS12, RPL13, RPLP1, RPL28, RPS18, RPL30, RPS27A, RPS15A, RPS19, RPS14, RPS3, RPL34, RPL32, RPS2, RPL11, RPL19, RPL37, RPS8, RPS3A, RPS23, RPL13A, RPL39, RPS24, RPS28, RPS29, RPL3, RPLP2, RPS15, RPS6, RPL21, RPL23A, RPL18A, RPS4X, RPL14, RPS25, RPL26, RPL7A, RPS7, RPL6, RPL35A, FAU, RPL12, RPL18, RPL37A, RPL29, RPS13, RPL27A, RPL9, RPS16, RPL36, RPS21, RPL15, RPSA, RPS26, RPL5, RPL35, RPL10A, RPL8, UBA52, RPS9, RPL24, RPS20, RPL38, RPS11, RPL27, RPLP0, RPL7, RPS5, RPL22, UBC, RPL31, RPL23, RPL36AL, RPS10, RPL4, UBB, PSME1, PABPC1, RPL36A, RPS4Y1, ELOB, PSME2, PSMB9, PSMA7"
"RRNA_PROCESSING",1e-10,2.88260869565217e-09,NA,0.666043198279015,5.614543516164,146,"RPL41, RPS27, RPL10, RPS12, RPL13, RPLP1, RPL28, RPS18, RPL30, RPS27A, RPS15A, RPS19, RPS14, RPS3, RPL34, RPL32, RPS2, RPL11, RPL19, RPL37, RPS8, RPS3A, RPS23, RPL13A, RPL39, RPS24, RPS28, RPS29, RPL3, RPLP2, RPS15, RPS6, RPL21, RPL23A, RPL18A, RPS4X, RPL14, RPS25, RPL26, RPL7A, RPS7, RPL6, RPL35A, FAU, RPL12, RPL18, RPL37A, RPL29, RPS13, RPL27A, RPL9, RPS16, RPL36, RPS21, RPL15, RPSA, RPS26, RPL5, RPL35, RPL10A, RPL8, UBA52, RPS9, RPL24, RPS20, RPL38, RPS11, RPL27, RPLP0, RPL7, RPS5, RPL22, RPL31, RPL23, RPL36AL, RPS10, RPL4"
"SIGNALING_BY_ROBO_RECEPTORS",1e-10,2.88260869565217e-09,NA,0.634984756674881,5.45897549247056,164,"RPL41, RPS27, RPL10, RPS12, RPL13, RPLP1, RPL28, RPS18, RPL30, RPS27A, RPS15A, RPS19, RPS14, RPS3, RPL34, RPL32, RPS2, RPL11, RPL19, RPL37, RPS8, RPS3A, RPS23, RPL13A, RPL39, RPS24, RPS28, RPS29, RPL3, RPLP2, RPS15, RPS6, RPL21, RPL23A, RPL18A, RPS4X, RPL14, RPS25, RPL26, RPL7A, RPS7, RPL6, RPL35A, FAU, RPL12, RPL18, RPL37A, RPL29, RPS13, RPL27A, RPL9, RPS16, RPL36, RPS21, RPL15, RPSA, RPS26, RPL5, RPL35, RPL10A, PFN1, RPL8, UBA52, RPS9, RPL24, RPS20, RPL38, RPS11, RPL27, RPLP0, RPL7, RPS5, RPL22, UBC, RPL31, RPL23, RPL36AL, RPS10, RPL4, UBB, CDC42, PSME1, CXCR4, PABPC1, RPL36A, EVL, RPS4Y1, ELOB, RHOA, PSME2, PSMB9, PSMA7"
