gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD	MAST_glm	MAST_glmer	rank_sum	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
ISG15	0.311920251789235	0.0550729306487696	0.0477011152416354	0.0457099173553719	0.049627345844504	0.0190616334934798	0.0300903467029232	0.0130185	0.0143553411440386	9.23245342197325e-17	0.00137472167018354	1.412659197411e-07	0.00901379821958453	0.0113631634819534	0.00677857740585774	0.00630283224400872
SDF4	0.106294639549893	0.253361582641991	0.253629850746269	0.267164407778433	0.272090296495957	0.11074765625	0.109009576515881	0.0658067353787152	0.102921474654378	0.0626416890878599	0.308514991567241	0.00946568244353481	0.0987351955307263	0.128370599900843	0.0745920121334681	0.0936920812182741
UBE2J2	0.0497569343950797	0.277472684085511	0.481119609582964	0.256979914790018	0.463563535911602	0.0335236719206071	0.0445932840236686	0.0123907043147208	0.0218087692307692	1.20328184246903e-06	0.00151079093383975	9.63659561382706e-06	0.0274518248175183	0.0442267882187938	0.00138642172523962	0.00528562728380024
AURKAIP1	0.0274211028919027	0.0711257731958763	0.0808250513347026	0.0663376311844078	0.0761454880294659	0.0369055650684931	0.0424724428399519	0.0114565035415325	0.0156744481605351	6.81002769420753e-07	0.0571392500251909	8.00746659286375e-10	0.0482166666666667	0.059146180338134	0.00538113374667848	0.00585759280089989
MRPL20	0.031405574381852	0.392466880439762	0.469228021978022	0.393391462306994	0.464624022089278	0.15708766122098	0.321505509118541	0.14003547426627	0.291522819823281	7.55980446705179e-07	0.000876072411210864	8.25760662587036e-07	0.271890589660743	0.258389816360601	0.260055416834474	0.223125085034014
SSU72	0.0631001147150039	0.124965874730022	0.202248300536673	0.117915501519757	0.209398155909472	0.00615531914893617	0.0134882636655949	0.00114197368421053	0.00382408045977012	2.19360033360234e-05	0.0226914043995993	4.56163471935919e-07	0.0192458050847458	0.030804008097166	0.000757329842931937	0.00265065445026178
MIB2	0.424913447593779	0.230684247050659	0.246507762557078	0.238294102564103	0.269006784260516	0.00585809968847363	0.0785242857142857	0.00537365428354814	0.0927068803016023	0.00192060481361215	0.0432146145283796	0.009063448394362	0.0103718309859156	0.0120775728155339	0.0120629079042785	0.0122461441743504
CDK11B	0.105753880598876	0.165572027972028	0.166534416243655	0.0893	0.0999885550786838	0.0152495798319328	0.0424827927927929	0.00138255675029869	0.00672790697674419	3.83850423054592e-10	0.000361753226016605	4.01487783538102e-06	0.011700879249707	0.0162242567567567	0.00123211243611584	0.00535101431980907
CDK11A	0.429431860273349	0.531952808988764	0.590083058575938	0.527812244897959	0.590861538461538	0.0161800894854586	0.0206971383147854	0.00421651821862348	0.0107107251908397	0.00185059522793732	0.0407753767282247	0.165459191145228	0.0104367721518988	0.0163718375499333	0.00138642172523962	0.00381248062015504
GNB1	0.515363331048906	0.444157868442964	0.583857831325301	0.44069326724494	0.578561428571429	0.00630626702997271	0.0175062279151943	0.00288774954627949	0.0086623872026251	2.58449982191941e-05	0.00317517508281101	0.0339063104631187	0.0760821428571428	0.0734518176572418	0.0339545939537641	0.0426006035003018
