gene	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD
NOC2L	0.5098	0.3584	0.5302	0.3946
ISG15	0.0189	0.00800000000000001	0.0171	0.012
SDF4	0.1976	0.16	0.2344	0.2052
UBE2J2	0.2786	0.583	0.241	0.5384
AURKAIP1	0.0175	0.0187000000000001	0.0183	0.0178
CCNL2	0.00170000000000003	0.000800000000000023	9e-04	0.001
MRPL20	0.4474	0.514	0.4464	0.5136
SSU72	0.0612	0.1096	0.0618	0.1126
MIB2	0.1736	0.157	0.2104	0.2022
CDK11B	0.1344	0.1182	0.0662	0.0638
CDK11A	0.9776	0.9428	0.9808	0.955
GNB1	0.745	0.9954	0.7496	0.9934
SKI	0.4284	0.4658	0.448	0.453
RER1	0.5876	0.6074	0.5414	0.5578
TNFRSF14	0.8296	0.8394	0.817	0.8566
TPRG1L	0.6692	0.6514	0.7006	0.6884
LRRC47	0.9372	0.9746	0.9264	0.9904
C1orf174	0.3246	0.2548	0.3276	0.251
KCNAB2	0.0269	0.031	0.0262	0.0353
RPL22	0.00119999999999998	0.00129999999999997	0.0025	0.0027
TNFRSF25	0.2092	0.2332	0.2238	0.2478
NOL9	0.00570000000000004	0.00460000000000005	0.0045	0.0036
CAMTA1	0.2652	0.1642	0.2136	0.1382
VAMP3	0.1812	0.1764	0.1826	0.1842
PARK7	0.00660000000000005	0.01	0.0055	0.007
RERE	0.375	0.6228	0.3668	0.5878
ENO1	0.7016	0.6386	0.686	0.6366
PIK3CD	0.0548	0.0717	0.0472	0.0678
CLSTN1	0.947	0.9644	0.9456	0.9476
LZIC	0.2954	0.25	0.2974	0.2534
DFFA	0.9958	0.811	0.9942	0.7982
TARDBP	0.7906	0.8924	0.7106	0.9084
SRM	0.6194	0.6568	0.5908	0.6124
EXOSC10	0.3278	0.8688	0.2818	0.8442
FBXO6	0.1898	0.171	0.219	0.2008
MAD2L2	0.2748	0.271	0.129	0.141
AGTRAP	0.6804	0.587	0.65	0.507
KIAA2013	0.364	0.3608	0.3586	0.3872
MIIP	0.815	0.8922	0.818	0.897
TNFRSF1B	0.2066	0.2826	0.222	0.3308
VPS13D	0.0115	0.0684	0.0194	0.081
PRDM2	0.0117	0.0217000000000001	0.0059	0.0138
EFHD2	0.6212	0.6482	0.6376	0.6592
PLEKHM2	0.0421	0.0273	0.0568	0.0326
SPEN	0.00129999999999997	0.000600000000000045	8e-04	8e-04
SZRD1	0.3918	0.6248	0.3164	0.5614
NECAP2	0.0606	0.0272	0.0664	0.0331
SDHB	0.3264	0.3302	0.316	0.3524
RCC2	0.4446	0.4092	0.3804	0.362
UBR4	0.405	0.7654	0.43	0.711
MRTO4	0.1342	0.2144	0.111	0.1514
AKR7A2	0.0767	0.0726	0.031	0.0262
CAPZB	0.9522	0.897	0.9652	0.902
MINOS1	0.0844	0.0881	0.1076	0.1158
CAMK2N1	0.0762000000000001	0.0470000000000001	0.0989	0.0707
DDOST	0.00760000000000005	0.0237000000000001	9e-04	0.0045
HP1BP3	0.3542	0.2618	0.3768	0.308
EIF4G3	0.2774	0.4072	0.2804	0.4732
USP48	0.00780000000000003	0.00719999999999998	0.0052	0.006
CDC42	0.6886	0.7316	0.7216	0.7498
KDM1A	0.4112	0.6674	0.4014	0.6678
LUZP1	0.4316	0.8916	0.394	0.8614
HNRNPR	0.1018	0.1012	0.132	0.136
RPL11	0.1582	0.142	0.1074	0.103
PITHD1	0.3462	0.2296	0.3758	0.2776
LYPLA2	0.0279	0.0301	0.0218	0.026
PNRC2	0.00249999999999995	0.00790000000000002	6e-04	0.0049
SRSF10	0.0309	0.0192	0.0161	0.0147
RCAN3	0.1522	0.2058	0.1892	0.2324
SRRM1	0.6156	0.5458	0.6154	0.5428
RUNX3	0.402	0.2058	0.3572	0.169
SYF2	0.8474	0.8984	0.8646	0.8708
TMEM50A	0.662	0.5408	0.6916	0.5666
LDLRAP1	0.1986	0.196	0.1494	0.1652
STMN1	0.107	0.1822	0.1046	0.1492
ZNF593	0.2404	0.189	0.2632	0.2086
SH3BGRL3	0.00249999999999995	0.00280000000000002	9e-04	0.0012
CD52	0.3178	0.443	0.2536	0.404
ZNF683	0.6282	0.562	0.6814	0.5888
HMGN2	0.7678	0.473	0.7766	0.4868
RPS6KA1	0.4462	0.37	0.501	0.4124
ARID1A	0.2012	0.0983000000000001	0.1828	0.0944
ZDHHC18	0.0733	0.0434	0.0824	0.0585
NUDC	0.1052	0.0573	0.1156	0.0742
WDTC1	0.6974	0.9336	0.7106	0.9556
TMEM222	0.3708	0.4638	0.3946	0.4548
SYTL1	0.556	0.4854	0.6232	0.5622
WASF2	0.7406	0.7094	0.7612	0.7114
FGR	0.477	0.5812	0.448	0.5552
IFI6	0.00209999999999999	0.00570000000000004	0.0062	0.0069
FAM76A	0.9616	0.843	0.9658	0.8308
STX12	0.4946	0.915	0.371	0.9282
THEMIS2	0.3606	0.6088	0.3782	0.6116
RPA2	0.5184	0.6214	0.5464	0.634
DNAJC8	0.12	0.0565	0.1362	0.0602
PHACTR4	0.00409999999999999	0.00360000000000005	0.0061	0.0063
TRNAU1AP	0.5534	0.499	0.5772	0.5278
SNHG12	0.00229999999999997	0.0071	0.0043	0.0115
TAF12	0.1898	0.1398	0.2066	0.1642
GMEB1	0.345	0.5612	0.3528	0.575
YTHDF2	0.2372	0.1338	0.2752	0.1548
EPB41	0.00529999999999997	0.00600000000000001	0.0062	0.0065
SRSF4	0.3226	0.7016	0.297	0.6936
LAPTM5	0.0138	0.0135	0.0211	0.0218
PUM1	0.000499999999999945	0.00170000000000003	6e-04	0.0014
SNRNP40	0.823	0.8866	0.8248	0.902
ZCCHC17	0.6916	0.7696	0.7288	0.8098
PEF1	0.174	0.1184	0.1934	0.1568
PTP4A2	0.0731000000000001	0.0894	0.0756	0.096
KHDRBS1	0.0294	0.0243	0.0344	0.0299
KPNA6	0.00339999999999996	0.00639999999999996	0.0028	0.0073
TXLNA	0.6712	0.9116	0.6394	0.9382
EIF3I	0.0628	0.1554	0.0322	0.1018
LCK	0.43	0.4536	0.4158	0.4504
HDAC1	0.00249999999999995	0.00490000000000002	0.0033	0.0093
MARCKSL1	0.101	0.0662	0.137	0.0907
BSDC1	0.626	0.3396	0.6138	0.3662
ZBTB8OS	0.89	0.9818	0.8856	0.9848
RBBP4	0.223	0.51	0.1796	0.4958
SYNC	0.3246	0.2218	0.3306	0.2512
YARS	0.617	0.5368	0.6234	0.5442
S100PBP	0.00900000000000001	0.0157	0.0058	0.0091
AK2	0.0368000000000001	0.0298000000000001	0.0493	0.0373
PHC2	0.6718	0.5298	0.6958	0.549
SMIM12	0.1206	0.1726	0.1328	0.1704
SFPQ	0.00870000000000004	0.00670000000000004	0.0125	0.0095
ZMYM4	0.1038	0.1176	0.1086	0.1284
PSMB2	0.1026	0.1188	0.1014	0.1004
AGO4	0.317	0.2342	0.2658	0.231
AGO1	0.442	0.9866	0.4512	0.991
AGO3	0.001	0.000800000000000023	8e-04	0.001
TRAPPC3	0.4748	0.89	0.5066	0.8792
MAP7D1	0.6896	0.692	0.7388	0.7228
THRAP3	0.0783	0.199	0.0751	0.1812
LSM10	0.8748	0.6938	0.9012	0.7102
MRPS15	0.0736	0.1176	0.0867	0.1344
ZC3H12A	0.4316	0.324	0.4578	0.3644
MEAF6	0.4008	0.3336	0.4518	0.3528
YRDC	0.816	0.9016	0.8484	0.8968
C1orf122	0.0286	0.0236	0.0153	0.0169
SF3A3	0.0498	0.0459000000000001	0.0677	0.0663
RRAGC	0.6352	0.4196	0.6226	0.4018
AKIRIN1	0.075	0.1318	0.0577	0.1228
NDUFS5	0.3358	0.235	0.38	0.2676
MACF1	0.00249999999999995	0.00190000000000001	0.0031	0.0028
PABPC4	0.6634	0.9992	0.6808	0.999
PPIE	0.4036	0.3294	0.43	0.3412
CAP1	0.8934	0.7582	0.8944	0.7774
PPT1	0.8274	0.7718	0.8364	0.7604
RLF	0.327	0.2952	0.3226	0.2866
SMAP2	0.3088	0.167	0.2762	0.1606
NFYC	0.9394	0.5458	0.9092	0.555
CTPS1	0.0107	0.0169	0.0045	0.011
HIVEP3	0.7308	0.8148	0.7432	0.821
FOXJ3	0.00880000000000003	0.0263	0.0087	0.029
PPCS	0.5576	0.606	0.5612	0.6154
PPIH	0.5802	0.4066	0.5832	0.424
YBX1	0.2934	0.5098	0.2166	0.4058
EBNA1BP2	0.0788	0.0673	0.0817	0.0673
ELOVL1	0.5038	0.7132	0.5198	0.7124
MED8	0.5214	0.895	0.549	0.9022
ATP6V0B	0.2116	0.234	0.2046	0.2286
DMAP1	0.4854	0.4686	0.447	0.428
ERI3	0.0375	0.0524	0.0554	0.0708
RNF220	0.1382	0.2102	0.1588	0.2476
RPS8	0.1224	0.0804	0.0957	0.0746
PLK3	0.4052	0.3616	0.4266	0.369
UROD	0.1444	0.1226	0.159	0.1404
PRDX1	0.0747	0.1236	0.0444	0.0875
AKR1A1	0.701	0.7158	0.6648	0.7024
NASP	0.5548	0.8266	0.5608	0.8336
GPBP1L1	0.5318	0.9054	0.5052	0.8774
POMGNT1	0.7096	0.6308	0.684	0.5718
UQCRH	0.00129999999999997	0.00639999999999996	0.0019	0.0051
MKNK1	0.3992	0.5276	0.3638	0.5032
ATPAF1	0.1081	0.0988	0.0749	0.0749
EFCAB14	0.5982	0.5054	0.6188	0.5278
CMPK1	0.1972	0.1246	0.245	0.1572
FAF1	0.7732	0.825	0.7696	0.8408
RNF11	0.74	0.555	0.7648	0.5938
EPS15	0.00149999999999995	0.00449999999999995	9e-04	0.0069
OSBPL9	0.2122	0.4462	0.2154	0.4658
TXNDC12	0.2116	0.1726	0.228	0.2142
KTI12	0.522	0.7492	0.5264	0.755
BTF3L4	0.513	0.3068	0.457	0.2702
PRPF38A	0.0417999999999999	0.0229	0.0359	0.0224
ECHDC2	0.2346	0.319	0.262	0.3492
SCP2	0.1013	0.0957	0.1236	0.1112
C1orf123	0.3234	0.3916	0.3252	0.3898
MAGOH	0.3978	0.4718	0.4358	0.5016
HSPB11	0.0911	0.0726	0.1076	0.0902
TMEM59	0.0334	0.0765	0.0091	0.0215
SSBP3	0.2658	0.1976	0.2642	0.2
USP24	0.000600000000000045	0.00149999999999995	4e-04	0.0014
MYSM1	0.3628	0.5382	0.2416	0.4582
JUN	0.9128	0.8074	0.9144	0.8102
TM2D1	0.7904	0.4684	0.7616	0.4766
USP1	0.334	0.7662	0.3542	0.7824
JAK1	0.3124	0.433	0.301	0.4228
LEPROT	0.832	0.9142	0.854	0.9296
PDE4B	0.1006	0.0786	0.111	0.1058
MIER1	0.325	0.6914	0.3428	0.699
SERBP1	0.3702	0.7484	0.3144	0.7132
GADD45A	0.0551	0.1206	0.0387	0.1012
SRSF11	0.00570000000000004	0.00560000000000005	1e-04	6e-04
ZRANB2	0.00490000000000002	0.0113	0.0075	0.0136
TYW3	0.1148	0.0658	0.1154	0.0607
ACADM	0.1714	0.1868	0.1664	0.1998
RABGGTB	0.1662	0.1668	0.0788	0.1032
PIGK	0.6476	0.5664	0.6196	0.415
USP33	0.0742	0.075	0.0904	0.0944
FUBP1	0.0462	0.05	0.0472	0.0561
IFI44	0.0135999999999999	0.0256	0.0083	0.0202
PRKACB	0.832	0.751	0.7812	0.7858
RPF1	0.0811	0.0787	0.0999	0.103
GNG5	0.6928	0.6622	0.724	0.692
CTBS	0.3778	0.5114	0.375	0.5352
C1orf52	0.0595	0.0782000000000001	0.0431	0.0539
BCL10	0.5216	0.3822	0.5564	0.4408
ZNHIT6	0.5766	0.5168	0.5872	0.508
ODF2L	0.00249999999999995	0.00339999999999996	0.0011	0.0029
SH3GLB1	0.3334	0.352	0.3798	0.3954
LMO4	0.3798	0.6086	0.4056	0.622
PKN2	0.003	0.00929999999999998	0.0043	0.0118
GTF2B	0.0879	0.1274	0.1162	0.155
GBP3	0.3208	0.616	0.354	0.5782
GBP1	0.1302	0.1626	0.1142	0.156
GBP2	0.8178	0.9538	0.8252	0.9488
GBP4	0.9328	0.984	0.9164	0.9884
GBP5	0.239	0.5186	0.2034	0.5018
LRRC8C	0.8162	0.6254	0.8142	0.6196
ZNF326	0.4882	0.4856	0.4972	0.4934
ZNF644	0.00600000000000001	0.00819999999999999	0.0103	0.0173
TGFBR3	0.0343	0.0366	0.0442	0.0461
GLMN	0.00560000000000005	0.00449999999999995	0.0078	0.0056
RPAP2	0.2842	0.2096	0.2756	0.2258
RPL5	0.0216	0.026	0.0042	0.0053
MTF2	0.1958	0.2136	0.2002	0.2056
TMED5	0.8286	0.665	0.8418	0.7008
DR1	0.00109999999999999	0.002	0.0017	0.0039
DNTTIP2	0.1112	0.0687	0.1268	0.0997
GCLM	0.0827	0.0817	0.0816	0.1116
DPYD	0.9056	0.6114	0.9014	0.6346
AGL	0.00219999999999998	0.00129999999999997	0.0022	0.0022
SLC35A3	0.1852	0.46	0.1094	0.4084
RTCA	0.984	0.6522	0.9882	0.6478
CDC14A	0.0631	0.0548	0.0909	0.0781
DPH5	0.3966	0.3104	0.4246	0.365
S1PR1	0.3556	0.3032	0.2684	0.2578
RNPC3	0.1944	0.4212	0.225	0.4466
VAV3	0.4328	0.5926	0.5036	0.6428
SLC25A24	0.6398	0.4988	0.699	0.5704
HENMT1	0.2176	0.2958	0.2248	0.326
PRPF38B	0.000199999999999978	9.9999999999989e-05	2e-04	4e-04
STXBP3	0.6446	0.7674	0.6732	0.7914
TMEM167B	0.169	0.22	0.1504	0.1666
SARS	0.9034	0.8866	0.8796	0.905
PSMA5	0.1854	0.2514	0.1722	0.2356
GNAI3	0.318	0.461	0.3406	0.4616
AHCYL1	0.016	0.0134	0.0212	0.0196
LAMTOR5	0.4792	0.5002	0.5332	0.5428
CD53	0.9162	0.84	0.8888	0.813
DRAM2	0.868	0.6944	0.8618	0.6492
DENND2D	0.0213	0.0148	0.0228	0.0165
CHI3L2	0.674	0.4666	0.7092	0.4318
C1orf162	0.9468	0.5948	0.958	0.5906
RAP1A	0.011	0.0212	0.0176	0.0285
CAPZA1	0.0231	0.0343	0.0151	0.0279
RHOC	0.305	0.143	0.31	0.176
RSBN1	0.016	0.0187000000000001	0.0253	0.0292
PTPN22	0.0513	0.0472	0.0464	0.0506
HIPK1	0.000399999999999956	0.000199999999999978	1e-04	1e-04
