"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"EUKARYOTIC_TRANSLATION_ELONGATION",1e-10,4.42666666666667e-09,NA,0.865782592046306,2.13881016481586,88,"RPL8, RPS3, RPL21, RPS5, RPS3A, RPL7, EEF1A1, RPS4Y1, RPL36A, RPS2, RPL5, RPLP1, EEF1D, RPS4X, RPSA, RPL10, RPL15, RPS16, RPL3, RPS27A, RPLP0, RPL17, RPL29, UBA52, RPL13, RPL18A, RPL7A, RPS23, RPS17, EEF1B2, RPS19, RPL4, RPL38, RPS15, RPL6, RPS6, FAU, RPL37, RPL18, RPS13, RPS14, RPL9, RPL19, RPS12, RPS8, RPS29, RPL22"
"SELENOAMINO_ACID_METABOLISM",1e-10,4.42666666666667e-09,NA,0.850703330872549,2.10276159128405,90,"RPL8, RPS3, RPL21, RPS5, RPS3A, RPL7, RPS4Y1, RPL36A, RPS2, RPL5, RPLP1, RPS4X, RPSA, RPL10, RPL15, RPS16, RPL3, RPS27A, RPLP0, RPL17, RPL29, UBA52, RPL13, RPL18A, RPL7A, RPS23, RPS17, RPS19, RPL4, RPL38, RPS15, RPL6, RPS6, FAU, RPL37, RPL18, RPS13, RPS14, RPL9, RPL19, RPS12, RPS8, RPS29, RPL22"
"RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY",1e-10,4.42666666666667e-09,NA,0.846172183888957,2.09718000771345,93,"RPL8, RPS3, RPL21, RPS5, RPS3A, RPL7, RPS4Y1, RPL36A, RPS2, RPL5, RPLP1, RPS4X, RPSA, RPL10, RPL15, RPS16, RPL3, RPS27A, RPLP0, RPL17, RPL29, UBA52, RPL13, RPL18A, RPL7A, RPS23, RPS17, RPS19, RPL4, RPL38, RPS15, RPL6, RPS6, FAU, RPL37, RPL18, RPS13, RPS14, RPL9, RPL19, RPS12, RPS8, RPS29, RPL22"
"SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE",1e-10,4.42666666666667e-09,NA,0.836801417973584,2.08438811107937,106,"RPL8, RPS3, RPL21, RPS5, RPS3A, RPL7, RPS4Y1, RPL36A, RPS2, RPL5, RPLP1, RPS4X, RPSA, RPL10, RPL15, RPS16, RPL3, RPS27A, RPLP0, RPL17, RPL29, UBA52, RPL13, RPL18A, RPL7A, RPS23, RPS17, RPS19, RPL4, RPL38, RPS15, RPL6, SRP14, RPS6, FAU, RPL37, SSR4, RPL18, RPS13, RPS14, SEC61B, RPL9, RPL19, RPS12, RPS8, RPS29, RPL22"
"NONSENSE_MEDIATED_DECAY_NMD",1e-10,4.42666666666667e-09,NA,0.830850124226951,2.0695640373331,106,"RPL8, RPS3, RPL21, RPS5, RPS3A, RPL7, RPS4Y1, RPL36A, RPS2, RPL5, RPLP1, RPS4X, RPSA, RPL10, RPL15, RPS16, RPL3, RPS27A, RPLP0, RPL17, RPL29, UBA52, SMG1, RPL13, RPL18A, RPL7A, RPS23, RPS17, RPS19, RPL4, RPL38, RPS15, RPL6, PABPC1, RPS6, FAU, RPL37, RPL18, RPS13, SMG6, RPS14, RPL9, RPL19, RPS12, RPS8, RPS29, RPL22, PNRC2"
"EUKARYOTIC_TRANSLATION_INITIATION",1e-10,4.42666666666667e-09,NA,0.816231242353405,2.0386758777095,112,"RPL8, RPS3, RPL21, RPS5, RPS3A, RPL7, RPS4Y1, RPL36A, RPS2, RPL5, RPLP1, RPS4X, RPSA, RPL10, RPL15, RPS16, RPL3, RPS27A, RPLP0, RPL17, RPL29, UBA52, RPL13, RPL18A, RPL7A, RPS23, RPS17, RPS19, RPL4, RPL38, RPS15, RPL6, PABPC1, RPS6, FAU, RPL37, RPL18, EIF3K, RPS13, RPS14, RPL9, RPL19, RPS12, EIF3I, RPS8, RPS29, RPL22"
"INFLUENZA_INFECTION",1e-10,4.42666666666667e-09,NA,0.778564125947291,1.95041217648996,134,"RPL8, RPS3, RPL21, RPS5, RPS3A, RPL7, RPS4Y1, RPL36A, RPS2, RPL5, RPLP1, RPS4X, RPSA, EIF2AK2, RPL10, RPL15, RPS16, RPL3, RPS27A, RPLP0, RPL17, SLC25A6, RPL29, UBA52, RPL13, RPL18A, RPL7A, RPS23, RPS17, RPS19, RPL4, RPL38, RPS15, RPL6, RPS6, FAU, RPL37, RPL18, RPS13, RANBP2, RPS14, RPL9, RPL19, RPS12, ISG15, RPS8, RPS29, RPL22, TPR"
"REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS",1e-10,4.42666666666667e-09,NA,0.769622536326094,1.92964923452256,146,"RPL8, RPS3, RPL21, RPS5, RPS3A, RPL7, RPS4Y1, RPL36A, RPS2, RPL5, RPLP1, RPS4X, RPSA, RPL10, RPL15, RPS16, RPL3, RPS27A, RPLP0, RPL17, RPL29, UBA52, RPL13, RPL18A, RPL7A, RPS23, RPS17, RPS19, RPL4, RPL38, RPS15, RPL6, PABPC1, RPS6, FAU, RPL37, RPL18, UBC, RPS13, UBB, RPS14, RPL9, RPL19, RPS12, ELOB, RPS8, RPS29, PSMC5, RPL22"
"RRNA_PROCESSING",1e-10,4.42666666666667e-09,NA,0.763950819513676,1.91542872578102,146,"RPL8, RPS3, RPL21, RPS5, RPS3A, RPL7, RPS4Y1, RPL36A, RPS2, RPL5, RPLP1, RPS4X, RPSA, RPL10, RPL15, RPS16, RPL3, RPS27A, RPLP0, RPL17, RPL29, UBA52, RPL13, RPL18A, RPL7A, RPS23, RPS17, RPS19, RPL4, RPL38, RPS15, RPL6, RPS6, FAU, RPL37, RPL18, RPS13, RPS14, RPL9, RPL19, RPS12, RPS8, RPS29, RPL22"
"SIGNALING_BY_ROBO_RECEPTORS",1e-10,4.42666666666667e-09,NA,0.737160412973342,1.85340858762336,164,"RPL8, RPS3, RPL21, RPS5, RPS3A, RPL7, RPS4Y1, RPL36A, RPS2, RPL5, RPLP1, RPS4X, RPSA, RPL10, RPL15, RPS16, RPL3, RPS27A, RPLP0, RPL17, RPL29, UBA52, RPL13, RPL18A, RPL7A, RPS23, RPS17, RPS19, RPL4, RPL38, RPS15, RPL6, PABPC1, RPS6, FAU, RPL37, RPL18, UBC, RPS13, UBB, RPS14, RPL9, RPL19, RPS12, ELOB, RPS8, RPS29, PSMC5, RPL22"
