gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
ISG15	0.00419999999999998	0.00370000000000004	0.0056	0.004
SDF4	0.1344	0.179	0.102	0.1276
UBE2J2	0.026	0.0436	6e-04	0.003
AURKAIP1	0.0538	0.0653	0.0042	0.0036
MRPL20	0.4654	0.428	0.4464	0.3628
SSU72	0.0157	0.0263	2e-04	7e-04
MIB2	0.00560000000000005	0.00429999999999997	0.0115	0.0101
CDK11B	0.00690000000000002	0.00829999999999997	5e-04	0.0031
CDK11A	0.00570000000000004	0.00849999999999995	6e-04	0.0017
GNB1	0.0972	0.088	0.0396	0.0488
RER1	0.0747	0.0365	0.0361	0.0342
TNFRSF14	0.8722	0.646	0.8696	0.6474
KCNAB2	0.00160000000000005	0.00270000000000004	2e-04	0.0012
RPL22	0.00109999999999999	0.000499999999999945	0.0014	0.0017
CAMTA1	0.0135999999999999	0.019	0.0076	0.0147
PARK7	0.00419999999999998	0.0105	7e-04	0.0024
ENO1	0.0528	0.0524	0.0201	0.0212
CLSTN1	0.1096	0.1644	0.115	0.183
SRM	0.00560000000000005	0.00560000000000005	3e-04	1e-04
AGTRAP	0.294	0.3268	0.254	0.246
TNFRSF1B	0.9974	0.6376	0.996	0.5604
PRDM2	0.00129999999999997	0.003	2e-04	4e-04
EFHD2	0.8334	0.8558	0.8554	0.8614
SPEN	0.00170000000000003	0.001	2e-04	2e-04
SZRD1	0.1042	0.3168	0.0373	0.2106
NECAP2	0.2908	0.2762	0.2668	0.2486
SDHB	0.1046	0.1238	0.0228	0.0737
AKR7A2	0.00560000000000005	0.0121	4e-04	0.0014
CAPZB	0.0905	0.0871	0.0758	0.0607
MINOS1	0.000700000000000034	0.000399999999999956	7e-04	8e-04
DDOST	0.0151	0.0346	0.0016	0.0034
HP1BP3	0.359	0.449	0.4028	0.4862
EIF4G3	0.0104	0.0159	0.011	0.0187
USP48	0.00409999999999999	0.00270000000000004	0.002	0.0032
CDC42	0.1922	0.2688	0.1228	0.1858
HNRNPR	0.5676	0.846	0.5366	0.8118
RPL11	0.0198	0.0241	0.0041	0.0076
PITHD1	0.0528	0.0581	0.052	0.0617
LYPLA2	0.0458	0.0475	0.0178	0.0175
PNRC2	0.0243	0.0926	0.027	0.1106
SRSF10	0.00470000000000004	0.0116000000000001	6e-04	0.0012
SRRM1	0.6636	0.6804	0.6602	0.6662
RUNX3	0.2224	0.141	0.2232	0.1464
SYF2	0.0907	0.1222	0.113	0.15
TMEM50A	0.2092	0.2072	0.083	0.0975
STMN1	0.0273	0.0777	0.0242	0.0451
SH3BGRL3	0.00470000000000004	0.0118	6e-04	0.0018
CD52	0.1366	0.1264	0.0653	0.0696
HMGN2	0.2702	0.224	0.2962	0.2552
RPS6KA1	0.8918	0.9928	0.8566	0.9802
