gene	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
NOC2L	0.6474	0.647	0.5566	0.5822
ISG15	0.0195	0.0258	0.0144	0.0144
SDF4	0.1558	0.168	0.0949	0.1544
UBE2J2	0.0402	0.0565	0.0135	0.0245
AURKAIP1	0.0439000000000001	0.0527	0.0123	0.0162
CCNL2	0.004	0.00549999999999995	1e-04	6e-04
MRPL20	0.2688	0.584	0.2276	0.5246
SSU72	0.00260000000000005	0.00960000000000005	6e-04	0.0023
MIB2	0.004	0.1076	0.0049	0.136
CDK11B	0.0165999999999999	0.0452	8e-04	0.0052
CDK11A	0.0124	0.018	0.0036	0.0097
GNB1	0.00380000000000003	0.0145999999999999	0.0022	0.0073
SKI	0.0620000000000001	0.2412	0.041	0.2064
RER1	0.9434	0.992	0.9376	0.9888
TNFRSF14	0.5438	0.3598	0.5264	0.355
TPRG1L	0.1196	0.244	0.1204	0.2782
LRRC47	0.0517	0.1642	0.0359	0.1316
C1orf174	0.7606	0.7482	0.7582	0.7412
KCNAB2	0.0183	0.026	0.0098	0.0211
RPL22	0.00460000000000005	0.00309999999999999	0.004	0.0047
TNFRSF25	0.0417999999999999	0.0667	0.0419	0.0775
NOL9	0.00419999999999998	0.0128	0.0018	0.0028
CAMTA1	0.00719999999999998	0.00680000000000003	0.0123	0.0096
VAMP3	0.9508	0.938	0.9482	0.9376
PARK7	0.00309999999999999	0.00860000000000005	7e-04	0.0016
RERE	0.00980000000000003	0.0148	9e-04	0.0045
ENO1	0.0529	0.0791	0.0252	0.0498
PIK3CD	0.00349999999999995	0.00380000000000003	2e-04	0.0011
CLSTN1	0.00309999999999999	0.005	0.007	0.0071
LZIC	0.3992	0.4058	0.3548	0.3378
DFFA	0.0462	0.147	0.0117	0.0468
TARDBP	0.00509999999999999	0.00939999999999996	1e-04	4e-04
SRM	0.00109999999999999	0.00370000000000004	3e-04	0.0014
EXOSC10	0.001	0.000499999999999945	2e-04	6e-04
FBXO6	0.3948	0.449	0.3354	0.409
MAD2L2	0.000800000000000023	0.00460000000000005	1e-04	0.0012
AGTRAP	0.0822000000000001	0.1748	0.0409	0.0862
KIAA2013	0.463	0.8828	0.4288	0.8602
MIIP	0.1692	0.217	0.105	0.1632
TNFRSF1B	0.1216	0.1864	0.0878	0.1514
VPS13D	0.00160000000000005	0.00319999999999998	1e-04	9e-04
PRDM2	0.00439999999999996	0.00339999999999996	1e-04	1e-04
EFHD2	0.8734	0.8286	0.8814	0.8178
PLEKHM2	0.1858	0.3936	0.103	0.3148
SPEN	0.00119999999999998	0.00109999999999999	2e-04	9e-04
SZRD1	0.1316	0.344	0.0694	0.2518
NECAP2	0.5324	0.5728	0.504	0.472
SDHB	0.4098	0.5538	0.2708	0.4464
RCC2	0.00619999999999998	0.00929999999999998	3e-04	0.0018
UBR4	0.00249999999999995	0.00649999999999995	3e-04	0.002
MRTO4	0.3974	0.7128	0.4218	0.7172
AKR7A2	0.00309999999999999	0.00960000000000005	1e-04	0.0021
CAPZB	0.3444	0.259	0.28	0.1894
MINOS1	0.819	0.3962	0.791	0.4352
CAMK2N1	0.1014	0.0702	0.0937	0.0778
DDOST	0.00509999999999999	0.00900000000000001	4e-04	8e-04
HP1BP3	0.001	0.00129999999999997	5e-04	0.0016
EIF4G3	0.002	0.00239999999999996	7e-04	0.0022
USP48	0.002	0.00209999999999999	4e-04	0.0012
CDC42	0.1348	0.1432	0.0359	0.0395
KDM1A	0.000600000000000045	0.00109999999999999	2e-04	0.0029
LUZP1	0.1092	0.269	0.0606	0.221
HNRNPR	0.0188	0.036	0.0268	0.0488
RPL11	0.0115	0.00960000000000005	0.0033	0.0043
PITHD1	0.0141	0.0123	0.0179	0.0162
LYPLA2	0.4376	0.5044	0.3596	0.4596
PNRC2	0.00180000000000002	0.00229999999999997	0.0018	0.0013
SRSF10	0.00890000000000002	0.0232	0.0012	0.0022
RCAN3	0.2552	0.2934	0.3028	0.3316
SRRM1	0.9814	0.9528	0.9736	0.9542
RUNX3	0.787	0.8678	0.804	0.877
SYF2	0.3398	0.408	0.313	0.3722
TMEM50A	0.8228	0.8654	0.8	0.864
LDLRAP1	0.0606	0.1368	0.0342	0.104
STMN1	0.049	0.0607	0.0535	0.0661
ZNF593	0.00639999999999996	0.0182	0.0097	0.0243
SH3BGRL3	0.0223	0.0441	0.0019	0.0036
CD52	0.096	0.0774	0.0159	0.0106
ZNF683	0.8636	0.6828	0.8634	0.6836
HMGN2	0.5856	0.5312	0.594	0.5358
RPS6KA1	0.8816	0.7276	0.8574	0.675
ARID1A	0.00219999999999998	0.000900000000000012	2e-04	8e-04
ZDHHC18	0.2346	0.5324	0.0817	0.3598
NUDC	0.0935	0.0472	0.0945	0.0488
WDTC1	0.00919999999999999	0.0357	0.0061	0.0293
TMEM222	0.148	0.2908	0.0879	0.224
SYTL1	0.9854	0.8604	0.9832	0.8514
WASF2	0.472	0.6304	0.4354	0.586
FGR	0.1198	0.0808	0.0773	0.0514
IFI6	0.0155999999999999	0.0242	0.0125	0.0131
FAM76A	0.0149	0.033	8e-04	0.0033
STX12	0.000900000000000012	0.000399999999999956	3e-04	1e-04
THEMIS2	0.0364	0.0495	0.0074	0.02
RPA2	0.186	0.1692	0.2064	0.19
DNAJC8	0.353	0.5908	0.3352	0.6052
PHACTR4	0.00419999999999998	0.0102	2e-04	2e-04
TRNAU1AP	0.2262	0.3678	0.1952	0.3352
SNHG12	0.1286	0.45	0.1522	0.4622
TAF12	0.2244	0.214	0.213	0.1922
GMEB1	0.0709	0.2528	0.0392	0.2526
YTHDF2	0.1342	0.4436	0.1028	0.4558
EPB41	0.000700000000000034	0.00139999999999996	1e-04	6e-04
SRSF4	0.00219999999999998	0.00329999999999997	2e-04	1e-04
LAPTM5	0.00149999999999995	0.00270000000000004	0.0013	0.0015
PUM1	0.00160000000000005	0.00109999999999999	2e-04	5e-04
SNRNP40	0.1356	0.2624	0.15	0.2818
ZCCHC17	0.0586	0.0406	0.0666	0.0553
PEF1	0.799	0.7332	0.7874	0.7176
PTP4A2	0.0274	0.0114	0.0391	0.0193
KHDRBS1	0.00670000000000004	0.0106000000000001	0.0073	0.0151
KPNA6	0.0138	0.0365	2e-04	0.0017
TXLNA	0.000900000000000012	0.000399999999999956	4e-04	8e-04
EIF3I	0.00829999999999997	0.0202	0.0024	0.0048
LCK	0.3964	0.2306	0.3694	0.208
HDAC1	0.0552	0.1348	0.0263	0.0784
MARCKSL1	0.4452	0.604	0.4396	0.61
BSDC1	0.0417999999999999	0.1254	0.0095	0.0418
ZBTB8OS	0.5466	0.7026	0.5502	0.693
RBBP4	0.0116000000000001	0.0372	9e-04	0.0076
SYNC	0.1596	0.2426	0.0219	0.0515
YARS	0.142	0.221	0.0591	0.12
S100PBP	0.0127	0.0115	0.0014	0.0046
AK2	0.0392	0.1059	0.0398	0.1036
PHC2	0.4098	0.4784	0.2658	0.5534
SMIM12	0.3784	0.529	0.2234	0.3392
SFPQ	0.001	0.00119999999999998	1e-04	1e-04
ZMYM4	0.00109999999999999	0.00209999999999999	2e-04	0.0014
PSMB2	0.445	0.3476	0.4238	0.3178
AGO4	0.00139999999999996	0.00260000000000005	4e-04	0.0033
AGO1	0.00290000000000001	0.0125	3e-04	0.0068
AGO3	0.000800000000000023	0.00190000000000001	1e-04	1e-04
