gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
KIF1B	0.621	0.3608	0.4894	0.2304
PRKCZ	0.3596	0.2702	0.186	0.1592
KCNAB2	0.9092	0.8138	0.8294	0.8242
ENO1	0.9388	0.8186	0.8382	0.7198
GNB1	0.8104	0.6562	0.818	0.7024
ACOT7	0.4098	0.351	0.3744	0.3188
CHD5	0.5352	0.369	0.2716	0.221
PARK7	0.6788	0.6838	0.5998	0.5958
FBXO2	0.8934	0.7386	0.8216	0.5746
PRDM2	0.9554	0.8482	0.8606	0.7836
FBXO44	0.308	0.2554	0.2862	0.2814
RERE	0.7394	0.5638	0.8272	0.6564
TPRG1L	0.8366	0.6196	0.8754	0.6998
SSU72	0.523	0.3834	0.4902	0.3168
CLSTN1	0.3506	0.5682	0.3184	0.4904
CAMTA1	0.2304	0.1888	0.1672	0.1088
AURKAIP1	0.7184	0.6336	0.5318	0.4352
GABRD	0.421	0.3644	0.318	0.3034
MTATP6P1	0.8868	0.9908	0.8088	0.9822
PITHD1	0.7492	0.5688	0.7716	0.5378
CDC42	0.7924	0.6786	0.6408	0.5872
EIF4G3	0.8028	0.4816	0.8892	0.597
RAP1GAP	0.2826	0.1084	0.2714	0.1032
CAPZB	0.1654	0.1484	0.1422	0.1406
IGSF21	0.7064	0.6056	0.6656	0.616
STMN1	0.8456	0.9846	0.8002	0.9854
IFI6	0.8818	0.8894	0.8774	0.9404
HP1BP3	0.501	0.5136	0.2614	0.3006
ATP5IF1	0.4776	0.72	0.4442	0.643
SH3BGRL3	0.356	0.5626	0.3192	0.472
RPL11	0.3394	0.431	0.2306	0.2766
NBL1	0.3528	0.2818	0.2904	0.2536
PINK1	0.6694	0.5892	0.5954	0.5228
ATP13A2	0.5518	0.3276	0.477	0.2732
CAMK2N1	0.5858	0.8144	0.4606	0.7204
TMEM50A	0.863	0.9258	0.815	0.9296
UQCRHL	0.168	0.2014	0.091	0.1044
_ENSG00000235912	0.8986	0.9268	0.8522	0.9462
_ENSG00000280114	0.4124	0.2042	0.459	0.2342
NCDN	0.892	0.92	0.9162	0.94
SMAP2	0.518	0.4004	0.5406	0.4274
HPCAL4	0.9628	0.8222	0.9628	0.8708
RIMS3	0.8844	0.7746	0.8236	0.8336
ATP6V0B	0.1688	0.144	0.1404	0.1118
ERI3	0.316	0.2168	0.445	0.3494
PRDX1	0.6624	0.6382	0.4638	0.4718
ADGRB2	0.2584	0.2046	0.1	0.104
ZCCHC17	0.5652	0.5296	0.3394	0.3376
FABP3	0.7422	0.7164	0.6172	0.5892
HPCA	0.3768	0.2096	0.3718	0.1818
PSMB2	0.7264	0.4782	0.6208	0.351
MACF1	0.4658	0.4392	0.414	0.4356
PPT1	0.7452	0.6364	0.6772	0.4792
PUM1	0.4202	0.398	0.3822	0.292
C1orf216	0.6792	0.7822	0.6584	0.7786
RPS8	0.317	0.3256	0.2352	0.2334
PTPRF	0.8524	0.6202	0.868	0.5844
SDC3	0.6738	0.6672	0.7502	0.7942
MEAF6	0.9826	0.9422	0.9988	0.9826
NDUFS5	0.9288	0.7846	0.835	0.627
UQCRH	0.4446	0.349	0.402	0.2958
RNF220	0.7706	0.5072	0.7222	0.4786
LRRC7	0.962	0.9228	0.9366	0.8948
EPS15	0.9872	0.9526	0.9562	0.9912
DHCR24	0.376	0.4184	0.3646	0.4552
TMEM59	0.8484	0.7372	0.8256	0.6466
DNAJC6	0.547	0.3514	0.5146	0.3262
SRSF11	0.6322	0.8014	0.426	0.6608
SGIP1	0.6182	0.6176	0.549	0.5582
RNF11	0.7144	0.68	0.636	0.6402
SSBP3	0.6818	0.7574	0.7616	0.8456
ELAVL4	0.6264	0.6612	0.4994	0.5862
ZYG11B	0.8814	0.6876	0.8112	0.7144
JAK1	0.3462	0.3538	0.199	0.178
NEGR1	0.8228	0.6802	0.8306	0.6384
PDE4B	0.7394	0.625	0.7464	0.7268
AGBL4	0.6218	0.4014	0.6034	0.3782
USP33	0.9402	0.8686	0.9052	0.808
ST6GALNAC5	0.8066	0.877	0.8318	0.9272
ADGRL2	0.7656	0.471	0.685	0.396
SSX2IP	0.6544	0.8436	0.4758	0.7786
PLPPR4	0.6542	0.3564	0.6196	0.307
OLFM3	0.4404	0.3468	0.4024	0.2614
RPL5	0.5332	0.5762	0.5422	0.66
TTLL7	0.9972	0.9654	0.9572	0.9486
RPL7P9	0.3618	0.4348	0.3034	0.318
PRKACB	0.7342	0.7198	0.5974	0.7068
LMO4	0.8186	0.8698	0.7838	0.8794
DDAH1	0.5828	0.3416	0.433	0.2286
AK5	0.6248	0.421	0.6384	0.42
C1orf52	0.6638	0.8428	0.462	0.7544
EXTL2	0.3512	0.4278	0.2428	0.3132
MIGA1	0.6818	0.7264	0.528	0.6086
LRRC8B	0.7908	0.5272	0.825	0.5014
_ENSG00000224550	0.8984	0.8554	0.9384	0.8656
CSDE1	0.9408	0.919	0.8572	0.9762
SARS1	0.8896	0.8694	0.799	0.8082
WDR47	0.8282	0.4658	0.92	0.5164
ATP5PB	0.668	0.79	0.438	0.6494
SORT1	0.8842	0.96	0.84	0.9878
LAMTOR5	0.4708	0.481	0.3026	0.2962
CELSR2	0.7594	0.7908	0.7768	0.8084
ATP1A1	0.8712	0.969	0.856	0.9262
AHCYL1	0.2202	0.4268	0.1952	0.297
KCNA2	0.2308	0.297	0.1236	0.1808
SLC6A17	0.357	0.7514	0.3114	0.7712
MAN1A2	0.965	0.9534	0.9644	0.9566
ASH1L	0.972	0.7552	0.905	0.9496
MEF2D	0.9972	0.667	0.9994	0.7372
C1orf61	0.1538	0.2322	0.0746	0.1222
SYT11	0.8716	0.9498	0.8062	0.956
ENSA	0.746	0.782	0.5578	0.6436
TPM3	0.831	0.8324	0.7824	0.797
SV2A	0.749	0.8022	0.7402	0.7558
ADAR	0.8422	0.622	0.9402	0.6934
CCT3	0.9462	0.966	0.8214	0.962
S100A6	0.4158	0.4724	0.313	0.3484
MLLT11	0.553	0.5848	0.3754	0.387
