gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD	MAST_glm	MAST_glmer	rank_sum	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
GNB1	0.717100943632214					0.5528	0.4846	0.4538	0.3674	0.214220279652701	0.406314611102307	0.456176293160702	0.5918	0.8854	0.5726	0.7986
SLC2A5	0.848126247810662	0.8018	0.7258	0.739	0.6938	0.8982	0.6916	0.8506	0.614	0.0746487556300882	0.563808627278579	0.177220731909161	0.6214	0.6468	0.5318	0.5688
RERE	0.0735592248855784	0.9796	0.721	0.939	0.7224	0.5318	0.4952	0.5068	0.4458	0.0365268235509866	0.105925669030151	0.517025585708943	0.8254	0.9304	0.7636	0.9
EIF4G3	0.320804071503806	0.909	0.6876	0.6286	0.521	0.47	0.312	0.4292	0.2514	0.00165200102927022	0.0394928338148217	0.00103260841306935	0.9184	0.9018	0.891	0.8458
CAPZB	0.901842491611426	0.55	0.715	0.5034	0.6954	0.6866	0.9884	0.6196	0.9838	0.769438294121089	0.663735605200896	0.481886641853327	0.5442	0.5354	0.5196	0.4942
STMN1	0.00400990528729877					0.4986	0.389	0.4042	0.2612	1.05508885658647e-05	0.165359932218414	0.000140744230806922	0.7752	0.728	0.7242	0.6742
ARID1A	0.882574719989823	0.9954	0.961	0.6544	0.6288	0.514	0.4378	0.4772	0.3822	0.729115321472118	0.462342652040827	0.811556694338974	0.7632	0.691	0.6622	0.5944
WASF2	0.0410493347878568					0.7286	0.5874	0.6638	0.5006	0.000790483777543974	0.0255724691818703	0.00527165530914069	0.8058	0.8044	0.6944	0.7482
EPB41	0.0322494011760905	0.728	0.8058	0.7088	0.7528	0.9424	0.7468	0.9036	0.6638	0.000268813528642605	0.0713828896351886	0.00264075432420303	0.7298	0.7208	0.59	0.6366
C1QC	0.208537724023344					0.808	0.6082	0.7764	0.5428	0.0426756820358732	0.466002600342959	0.00860507807543625	0.342	0.3114	0.2296	0.1722
C1QB	0.872305053708162	0.4012	0.344	0.4674	0.4062	0.8104	0.5956	0.7514	0.5008	0.0771926707459395	0.440825883105565	0.00226379324084061	0.854	0.8206	0.7926	0.7538
C1QA	0.198710223475314	0.9306	0.5718	0.8082	0.501	0.8548	0.6354	0.8418	0.5772	0.000517238057450976	0.198801777236245	0.00357281812740321	0.3958	0.3838	0.318	0.301
SMAP2	0.0648593070195623	0.1044	0.4072	0.1032	0.413	0.858	0.58	0.8276	0.528	6.96920477385395e-12	0.00495986747670662	1.46320823351751e-09	0.2736	0.3706	0.2466	0.358
