gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD	MAST_glm	MAST_glmer	rank_sum	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
KIF1B	0.695409326932523	0.4374	0.4558	0.4174	0.4062	0.3802	0.24	0.3818	0.2224	0.148913596802585	0.150945477586883	0.00783096242713293	0.9902	0.9824	0.9934	0.9804
GNB1	0.21650669911437	0.9674	0.6554	0.9168	0.7078	0.0173	0.0186	0.0267	0.0291	0.359179727587456	0.371413046798494	0.881477117318087	0.0726	0.0578	0.0836	0.0626
CHD5	0.152937458994662	0.3366	0.3538	0.2066	0.2534	0.496	0.4362	0.2404	0.2314	0.73257969628147	0.798029521791551	0.332923047593149	0.8736	0.8432	0.7952	0.7568
PRDM2	0.328675310909404	0.5428	0.5824	0.5588	0.5636	0.007	0.0069	0.0087	0.0173	0.861898904290084	0.929348969616533	0.0262685818341748	0.8186	0.6642	0.8036	0.6184
ACAP3	0.911458415982053					0.4306	0.3074	0.2194	0.1458	0.100076679724097	0.702237859076531	0.00710624546664839	0.8054	0.7332	0.6642	0.5844
RERE	0.0651680363602777	0.0483	0.0642	0.0546	0.0765	0.8502	0.9806	0.8102	0.9772	0.109003688994116	0.119217063625418	0.77004892178796	0.4132	0.28	0.2818	0.1594
CLSTN1	0.523530207576396	0.4576	0.2508	0.3056	0.1274	0.8356	0.5542	0.799	0.4692	0.0514541208186337	0.539235813766298	0.00214823075662227	0.8442	0.8994	0.7834	0.887
CAMTA1	0.673342373741428	0.172	0.1342	0.212	0.1538	0.0443	0.0822	0.0145	0.0424	0.187747671442628	0.521242516712149	0.00124339330961644	0.8276	0.7526	0.8016	0.6906
KAZN	0.184214685020145	0.3884	0.3854	0.431	0.43	0.012	0.0093	0.0104	0.009	0.202218990245717	0.343643491136202	0.818409340655592	0.0575	0.0550000000000001	0.0359	0.0294
MTATP6P1	0.876577864561198	0.7106	0.9978	0.6948	0.9956	0.486	0.942	0.3374	0.9138	1.42468608131562e-09	0.497860869767924	4.39544388910041e-12	0.5266	0.9366	0.457	0.8954
EIF4G3	0.81285052477068	0.5262	0.38	0.48	0.3522	0.8846	0.8498	0.883	0.8366	0.969589311880372	0.987642335754415	0.616931531480734	0.5982	0.5086	0.5848	0.4932
STMN1	0.00163225518373308	0.0198	0.0263	0.0189	0.0282	0.0119	0.0281	0.0133	0.033	5.60890737273156e-11	0.00890810260801057	0.0010975360192795	0.0242	0.0158	0.0224	0.0161
CAMK2N1	0.406215180250127	0.1954	0.1904	0.1116	0.1074	0.2616	0.394	0.1292	0.2672	1.64426291574307e-17	0.165622245491799	2.77375106952029e-16	0.242	0.2656	0.1244	0.1244
SCMH1	0.591206937213043	0.2906	0.338	0.211	0.2586	0.7078	0.9094	0.6462	0.8962	0.459626254995943	0.370302390408417	0.121009485899047	0.7366	0.542	0.6758	0.4974
NCDN	0.927305386211305	0.7552	0.814	0.7322	0.781	0.8454	0.9218	0.8284	0.916	0.000285463381402335	0.317055682363743	1.49459439330286e-06	0.4984	0.6706	0.3792	0.5888
ATP6V0B	0.0328731341877009	0.1738	0.1544	0.1742	0.108	0.0883	0.0467	0.0705	0.0326	0.380630505570929	0.458610735635084	0.628945015913076	0.1814	0.088	0.1286	0.0526
ADGRB2	0.446395298700005	0.4494	0.2594	0.3436	0.1548	0.727	0.5936	0.5708	0.449	0.280655621308102	0.987341306757042	0.00631169579309632	0.6114	0.72	0.4038	0.5762
CSMD2	0.975179289587775	0.9718	0.6402	0.9606	0.6582	0.6496	0.4328	0.6534	0.4424	0.102383864101845	0.622828147172667	0.619935239612458	0.6262	0.3916	0.645	0.4152
HIVEP3	0.724265991540829	0.5022	0.4406	0.5162	0.449	0.8492	0.908	0.8406	0.8946	0.00756852053800157	0.458175022259753	0.0724666124736038	0.941	0.8794	0.9246	0.8626
MACF1	0.852576409827037	0.3698	0.3148	0.396	0.3124	0.066	0.0617	0.0761	0.0739	0.994320470298853	0.971136429975408	0.238294199560536	0.0869	0.0803000000000001	0.0278	0.0285
PUM1	0.294354778218651	0.68	0.8946	0.6586	0.8902	0.1938	0.3462	0.1098	0.2466	0.0115656998473501	0.154521537264691	8.39105340520651e-06	0.1212	0.203	0.0463	0.1076
LRRC7	0.0551181820601127	0.4826	0.7798	0.4262	0.7448	0.0223	0.0356	0.0075	0.0121	7.45738241406642e-09	0.0255312140741817	4.54464871094838e-07	0.0659	0.1136	0.0442	0.0726
DNAJC6	0.426383246976106	0.6044	0.938	0.5668	0.9212	0.5454	0.7684	0.4166	0.7326	6.3102069635872e-06	0.016459441422093	7.012956964218e-08	0.5678	0.6176	0.4518	0.4468
SRSF11	0.174417234059819	0.219	0.1744	0.2356	0.1764	0.0704	0.0302	0.0044	0.0025	0.229389392693019	0.198086642560573	0.738739025252352	0.6778	0.357	0.614	0.2632
SGIP1	0.634070875633136	0.3174	0.4264	0.331	0.4288	0.66	0.9036	0.6448	0.8936	0.140524250575018	0.189205808988462	0.824720912545572	0.479	0.5526	0.4578	0.5244
ZRANB2	0.032601778743349	0.0317	0.0249	0.0378	0.0301	0.0789	0.0415	0.0223	0.0101	0.154112707227869	0.157500954219154	0.42054976818076	0.5712	0.6164	0.5388	0.618
PATJ	0.752501407316847	0.2074	0.1376	0.2328	0.1288	0.7332	0.6122	0.684	0.5906	0.836378347388785	0.873682749482175	0.116925547065444	0.3942	0.3002	0.337	0.271
SSBP3	0.0873362998603234	0.897	0.735	0.8894	0.7176	0.4316	0.5092	0.2448	0.3382	9.74925925566536e-05	0.0355819132307904	1.0512403863561e-06	0.3196	0.3368	0.1402	0.1592
PRKAA2	0.174469337100242	0.4624	0.8944	0.4474	0.9116	0.0202	0.0276	0.0097	0.0198	0.0244961129421699	0.0757387830444534	0.00152426747211901	0.0697	0.0678	0.022	0.0203
NEGR1	0.143963757646217	0.3284	0.2226	0.2656	0.1728	0.0943	0.1476	0.0313	0.0663	4.89773517853908e-05	0.0186989169582892	0.00309102794493204	0.0639	0.1216	0.0326	0.0641
DAB1	0.301699501628588	0.8602	0.93	0.8592	0.926	0.212	0.1104	0.1772	0.1048	0.759215242388135	0.904346201676854	0.318866664301396	0.1992	0.111	0.179	0.1058
PDE4B	0.526028431608853	0.278	0.395	0.2978	0.4272	0.1666	0.1972	0.0778	0.1032	0.0167665391647074	0.121880510005091	0.0429161929002613	0.3046	0.2414	0.2634	0.2
FAF1	0.381789528103452	0.1208	0.1074	0.0958	0.0721	0.9854	0.9602	0.982	0.9572	0.189423835805266	0.355576272170529	0.0495257946908862	0.9526	0.8958	0.9394	0.8486
AGBL4	0.796615653950806	0.505	0.775	0.522	0.778	0.1946	0.1656	0.1744	0.1424	0.487619470761653	0.871458861907903	0.809271535391497	0.3438	0.287	0.3598	0.2908
PKN2	0.149129250474589	0.766	0.952	0.6704	0.9414	0.0021	0.0028	0.002	0.0028	0.0994706083655221	0.523306998584463	0.357570989060928	0.2204	0.1518	0.054	0.0407
EVI5	0.97931283779403	0.8806	0.7188	0.8568	0.6692	0.984	0.9908	0.985	0.992	0.79649560500457	0.655099228651635	0.551992012173185	0.476	0.4434	0.4038	0.335
ST6GALNAC5	0.706517072010487	0.6652	0.4296	0.703	0.43	0.347	0.5342	0.3638	0.5596	0.167214128792185	0.581981382940645	0.222988723715652	0.6766	0.705	0.7134	0.7136
ADGRL2	0.0456541913649827	0.0878	0.11	0.1142	0.1304	5e-04	6e-04	0.0018	0.002	0.0214620401830899	0.174968962012554	0.00124324009124899	0.00770000000000004	0.00649999999999995	0.0083	0.007
SSX2IP	0.0249458882850777	0.1134	0.2648	0.0846	0.2234	0.253	0.2412	0.1086	0.1132	0.0012418461454654	0.00276225173655549	6.23240400220918e-07	0.1196	0.0958	0.0197	0.0164
PTBP2	0.842490230951772	0.4838	0.3378	0.46	0.296	0.526	0.136	0.502	0.0627	0.546107102315619	0.520716284089438	0.0061203182979737	0.6688	0.6228	0.6228	0.535
PLPPR4	0.966666789948632	0.5524	0.5676	0.4504	0.4662	0.6406	0.9298	0.5008	0.9054	0.795218567623421	0.870101832371342	0.112098340280118	0.3628	0.2274	0.1574	0.0602
OLFM3	0.0785597539709002	0.1158	0.0688	0.1088	0.0724	0.5548	0.9388	0.515	0.9344	0.490446288232066	0.709542356482922	0.358551976618322	0.5	0.5164	0.41	0.4322
TTLL7	0.733090993036039	0.822	0.9024	0.8188	0.8998	0.4412	0.6514	0.3282	0.547	0.326147025202605	0.348375674571449	0.0159190345824829	0.6472	0.5574	0.6376	0.5674
SLC44A5	0.110938963428361	0.1316	0.2692	0.1388	0.2622	0.2236	0.1408	0.199	0.0896	0.124367242051133	0.338751667886756	0.0795605650745339	0.6608	0.6666	0.6314	0.6294
PRKACB	0.126700195216814	0.8074	0.9502	0.7594	0.9514	0.3936	0.5026	0.2518	0.3798	8.96237926302881e-05	0.0883844810896347	1.29689202131699e-06	0.3024	0.3092	0.1218	0.1248
LMO4	0.839281210514394	0.9936	0.7846	0.9932	0.7714	0.818	0.7272	0.736	0.6606	0.0621877727386773	0.63490498551599	0.0317596719550778	0.7404	0.7856	0.6274	0.681
AK5	0.0413264462634435	0.1352	0.1838	0.1854	0.2204	0.0585	0.0984	0.033	0.075	0.0404384497062806	0.0738885261375046	7.06812728725384e-05	0.1672	0.1392	0.0651	0.0609
COL24A1	0.903640646483545	0.9442	0.5918	0.9462	0.64	0.8824	0.7168	0.8566	0.6736	0.14191631876005	0.545601739079806	0.742190054718566	0.3302	0.3056	0.3102	0.282
DPYD	0.492568401384571	0.6844	0.8334	0.6942	0.803	0.0062	0.0066	0.0054	0.0042	0.203754996312496	0.497346275521271	0.0674382190600517	0.0526	0.0839	0.0588	0.0869
LRRC8B	0.0680524082415364	0.8298	0.8078	0.8026	0.7546	0.5794	0.9398	0.5166	0.913	0.0434865672427766	0.085359661678777	3.49629102338691e-05	0.139	0.1012	0.0326	0.0208
MIR137HG	0.230302271732358	0.5148	0.9442	0.4432	0.933	0.0381	0.0604	0.0128	0.0225	0.00124194502170987	0.216623371801341	0.000233326970987984	0.0748	0.1088	0.0329	0.0549
ATP1A1	0.538920401830257	0.7292	0.876	0.6728	0.8846	0.0649	0.0285	0.0498	0.0233	0.0233211509207514	0.356204681414786	0.000603149890220274	0.3196	0.139	0.2398	0.0804
MAN1A2	0.135785824990673	0.0432	0.0347	0.0492	0.0415	0.7078	0.44	0.6282	0.3298	0.480133059762931	0.459512506984204	0.999589659527497	0.5224	0.5828	0.4602	0.5112
_ENSG00000224363	0.37494121969754	0.4702	0.3296	0.4882	0.3044	0.164	0.1764	0.1082	0.1138	0.18256629147464	0.612478753091978	0.115683107472634	0.7498	0.675	0.7566	0.6614
ASH1L	0.269947073717266	0.938	0.9856	0.8662	0.9852	0.3654	0.1154	0.3586	0.0844	0.138543276565074	0.124855128912459	0.963590549874514	0.3342	0.3268	0.1922	0.1792
SYT11	0.215692080866677	0.5022	0.443	0.5444	0.4576	0.2802	0.2854	0.316	0.3088	0.522580289889424	0.714626452720361	0.257048078970281	0.5978	0.3074	0.5572	0.274
ENSA	0.253373429774632	0.2184	0.5064	0.1972	0.4928	0.0858	0.1042	0.0801	0.0925	0.0169283777612644	0.0261273519065317	2.42395630276274e-06	0.517	0.3866	0.4852	0.3598
POGZ	0.171063932860342	0.1524	0.5124	0.1958	0.5468	0.4232	0.5854	0.3878	0.5696	0.0111117062761077	0.12371848484372	6.18885923656205e-06	0.994	0.9846	0.9924	0.9766
RPRD2	0.581239255796252	0.4242	0.4128	0.42	0.3914	0.4732	0.4738	0.4798	0.4876	0.0929233869224966	0.423804486572007	3.86121907327503e-05	0.178	0.0688	0.1862	0.0732
KIFAP3	0.155124659059909	0.5958	0.6368	0.5482	0.617	0.228	0.144	0.2114	0.1274	0.787139517317855	0.874795572988191	0.554192499959147	0.5132	0.4938	0.2704	0.2654
TNR	0.340946162138469	0.316	0.2734	0.371	0.325	0.3812	0.3946	0.4198	0.443	0.132149100528178	0.368542829843019	0.304470943186537	0.6182	0.6524	0.6398	0.6638
RGS4	0.785539055542247	0.7208	0.9904	0.6602	0.983	0.8668	0.665	0.8352	0.606	0.000507448250373302	0.504000503412741	9.21099232798654e-08	0.8356	0.9862	0.7906	0.9866
PRRC2C	0.551589876624862	0.469	0.4178	0.389	0.331	0.1006	0.0981	0.0518	0.0514	0.270444103495602	0.371181009929927	0.929774970089851	0.1148	0.1016	0.0939	0.0814
