gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
DNAJC11	0.0441	0.0657	0.0151	0.0352
VPS13D	0.0837	0.0493	0.0182	0.0128
PER3	0.751	0.5958	0.7528	0.5774
KIF1B	0.5556	0.7492	0.4544	0.679
PRKCZ	0.6814	0.5732	0.4974	0.4212
KCNAB2	0.5608	0.5876	0.518	0.5664
ENO1	0.807	0.7422	0.7662	0.7124
GNB1	0.672	0.7308	0.6766	0.7142
SDF4	0.7444	0.6632	0.4774	0.3894
ACOT7	0.3204	0.3148	0.2888	0.2886
CEP104	0.139	0.126	0.0605	0.0673
RPL22	0.0856	0.1642	0.0467	0.0834
CHD5	0.801	0.6364	0.553	0.2624
ERRFI1	0.9058	0.5686	0.8568	0.4952
PARK7	0.2228	0.3558	0.2094	0.3172
SRM	0.4942	0.722	0.3246	0.6494
FBXO2	0.7978	0.918	0.7672	0.9022
MFN2	0.3612	0.5914	0.256	0.5228
PRDM2	0.142	0.1198	0.154	0.1208
INTS11	0.9368	0.9382	0.9034	0.919
LRRC47	0.5234	0.7058	0.4182	0.6402
UBE4B	0.1718	0.1478	0.0525	0.0552
ACAP3	0.8764	0.728	0.685	0.3926
C1orf159	0.4292	0.5884	0.409	0.577
NPHP4	0.2132	0.2264	0.1574	0.1736
FBXO44	0.99	0.789	0.9856	0.7346
RERE	0.4396	0.409	0.4294	0.3916
CFAP74	0.0383	0.00970000000000004	0.0162	0.0043
FHAD1	0.1702	0.2366	0.049	0.1224
PEX14	0.125	0.1056	0.0701	0.0631
PLCH2_ENSG00000149527	0.6976	0.803	0.3024	0.5736
RER1	0.8922	0.9724	0.8366	0.971
SKI	0.8872	0.7918	0.754	0.6148
TPRG1L	0.2662	0.3316	0.1602	0.2194
DFFA	0.597	0.7294	0.4842	0.6608
ATAD3B	0.7474	0.5658	0.5614	0.3174
SSU72	0.9514	0.8846	0.9488	0.8508
UBE2J2	0.4568	0.4012	0.2082	0.174
NOL9	0.1596	0.0836	0.1514	0.0921
SLC45A1	0.78	0.7668	0.7412	0.7068
LZIC	0.267	0.339	0.1982	0.2848
CLSTN1	0.3174	0.377	0.244	0.3076
SLC25A33	0.1644	0.2176	0.1588	0.243
PLEKHG5	0.0112	0.0154	0.0071	0.0083
CAMTA1	0.3716	0.2562	0.271	0.1606
EXOSC10	0.169	0.1532	0.057	0.0707
NMNAT1	0.1228	0.0883000000000001	0.0417	0.0321
AURKAIP1	0.4918	0.6374	0.4508	0.6024
MTHFR	0.8558	0.607	0.8486	0.5682
CTNNBIP1	0.0741000000000001	0.0750999999999999	0.0824	0.0866
GABRD	0.6396	0.868	0.5588	0.8472
NOC2L	0.6938	0.821	0.5696	0.7558
