gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
KIF1B	0.8446	0.8362	0.7114	0.7454
ENO1	0.9644	0.8502	0.9678	0.808
GNB1	0.6184	0.5648	0.5376	0.4718
ACOT7	0.4466	0.7132	0.4364	0.7756
CHD5	0.5716	0.42	0.259	0.1766
CLSTN1	0.9156	0.969	0.9494	0.9482
CAMTA1	0.6958	0.7954	0.582	0.6398
MTATP6P1	0.9702	0.94	0.9174	0.9716
CDC42	0.8156	0.6814	0.6612	0.472
STMN1	0.721	0.7504	0.6906	0.6248
ATP5IF1	0.501	0.6548	0.424	0.5498
CAMK2N1	0.6718	0.873	0.6106	0.8824
NCDN	0.8664	0.9776	0.9366	0.9592
ATP6V0B	0.2186	0.3286	0.2146	0.3372
ADGRB2	0.4316	0.409	0.3468	0.3314
HPCA	0.6318	0.5684	0.5562	0.482
NDUFS5	0.9606	0.9994	0.9342	0.9876
UQCRH	0.1892	0.2652	0.1786	0.2104
LRRC7	0.3732	0.3096	0.1236	0.1278
DNAJC6	0.5836	0.801	0.5724	0.8614
RNF11	0.8576	0.9582	0.9186	0.9314
ELAVL4	0.9936	0.9986	0.986	0.9668
NEGR1	0.4076	0.2728	0.2804	0.2028
PLPPR4	0.7706	0.8798	0.69	0.8196
PRKACB	0.7216	0.7752	0.5918	0.694
LMO4	0.873	0.9478	0.877	0.9044
AK5	0.937	0.8196	0.879	0.757
_ENSG00000224550	0.7378	0.9908	0.7618	0.9998
ATP1A1	0.8626	0.9602	0.6932	0.9176
SLC6A17	0.5444	0.9572	0.5508	0.9982
SYT11	0.4408	0.3904	0.1244	0.1526
ENSA	0.3692	0.3368	0.2772	0.2718
SV2A	0.9744	0.8204	0.9334	0.667
MLLT11	0.59	0.6274	0.518	0.5034
KIFAP3	0.7196	0.5242	0.5544	0.3654
RGS4	0.4736	0.4742	0.463	0.3634
ATP1B1	0.9996	0.8616	0.9988	0.7808
MGST3	0.6958	0.6998	0.5836	0.6082
CADM3	0.7744	0.9874	0.751	0.981
DNM3	0.5288	0.7518	0.5438	0.7408
CAMSAP2	0.6698	0.6776	0.5242	0.4842
NUCKS1	0.6876	0.76	0.718	0.813
ARF1	0.374	0.6744	0.3974	0.7782
GUK1	0.8568	0.6634	0.7132	0.4636
TOMM20	0.8592	0.9828	0.9444	0.9748
ZBTB18	0.7536	0.948	0.779	0.9688
MYT1L	0.2	0.1606	0.0575	0.058
RYR2	0.1244	0.1356	0.0582	0.0697
KIF3C	0.7458	0.6056	0.6278	0.5008
VSNL1	0.5378	0.35	0.2906	0.0813
FAM49A	0.9482	0.9786	0.9348	0.925
LINC00486	0.6532	0.6676	0.6462	0.6438
MDH1	0.873	0.6204	0.7828	0.2478
SPTBN1	0.5836	0.7614	0.4814	0.7212
RTN4	0.2426	0.3164	0.045	0.0917
ACTR2	0.3434	0.5786	0.3286	0.5276
PREPL	0.6788	0.5606	0.5684	0.3602
RPS27A	0.8408	0.7264	0.8794	0.7466
PRKCE	0.4278	0.3248	0.3338	0.2204
NRXN1	0.8856	0.7166	0.9766	0.8228
SLC8A1	0.7378	0.677	0.576	0.4782
TMSB10	0.8548	0.8712	0.8314	0.7868
CTNNA2	0.966	0.919	0.8496	0.728
AAK1	0.2598	0.4568	0.1508	0.3702
LRRTM4	0.5462	0.3762	0.3788	0.2336
COX5B	0.3768	0.4906	0.2846	0.354
LONRF2	0.6946	0.7386	0.6054	0.6438
CREG2	0.3408	0.4702	0.3348	0.4332
LRP1B	0.9042	0.8298	0.9102	0.7886
DPP10	0.521	0.1518	0.4698	0.0407
CHN1	0.0873	0.1586	0.0905	0.1212
SCN2A	0.4794	0.51	0.2514	0.3174
SCN1A	0.3692	0.4318	0.2404	0.3576
SLC4A10	0.513	0.567	0.5454	0.62
KIF5C_ENSG00000168280	0.3472	0.5636	0.329	0.622
CERS6	0.6944	0.6432	0.7192	0.6598
CSRNP3	0.8396	0.8268	0.8964	0.8502
_ENSG00000218175	0.5102	0.6348	0.4434	0.5688
_ENSG00000233762	0.139	0.1154	0.1174	0.0953
NCKAP1	0.6434	0.7772	0.5628	0.6504
MAP2	0.9936	0.708	0.914	0.495
INO80D	0.479	0.4726	0.4142	0.4238
PDE1A	0.457	0.3116	0.4894	0.3356
GLS	0.5992	0.455	0.5104	0.3608
ABI2	0.4016	0.433	0.4192	0.4268
FAM171B	0.75	0.634	0.606	0.4732
ERBB4	0.9918	0.9104	0.9934	0.8762
SLC39A10	0.6502	0.607	0.43	0.43
PTPRN	0.3136	0.6428	0.299	0.7282
NGEF	0.9804	0.985	0.9926	0.9816
EPHA4	0.5126	0.64	0.4404	0.5996
ACSL3	0.4284	0.3488	0.403	0.3156
TUBA4A	0.4856	0.6394	0.3546	0.4924
ITM2C	0.9046	0.9914	0.8162	0.9892
SERPINE2	0.604	0.727	0.5494	0.6608
SCG2	0.6398	0.7632	0.586	0.7666
PTMA	0.1234	0.1782	0.1294	0.1688
RPL37A	0.36	0.3234	0.0714	0.128
KIF1A	0.796	0.7716	0.612	0.6012
CHL1	0.8388	0.7034	0.74	0.5762
RPL32	0.3288	0.5612	0.2744	0.5832
ATP2B2	0.767	0.8854	0.7032	0.796
SYN2	0.9208	0.967	0.9532	0.99
RPL15	0.64	0.5896	0.504	0.4592
BRK1	0.4992	0.4736	0.343	0.2562
EIF1B	0.2904	0.23	0.08	0.0506
CLASP2	0.5928	0.881	0.5948	0.8542
BSN	0.8522	0.8686	0.7374	0.7628
CAMKV	0.9442	0.9608	0.9596	0.8918
ARPP21	0.7326	0.5734	0.5356	0.3976
