gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD	MAST_glm	MAST_glmer	rank_sum	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
KIF1B	0.528128664294826	0.688403361344538	0.738871661237785	0.502383419689119	0.563508982035928	0.347219178082192	0.668912136752137	0.268862443438914	0.513228034188034	0.0844912040513748	0.4819860728325	0.058153874030781	0.312209090909091	0.485621705426357	0.137558364312268	0.2542735218509
ENO1	0.617277015974244	0.736912423625255	0.871916723549488	0.578350100603622	0.751698983050847	0.467265831842576	0.657850087565674	0.425939784946237	0.502367888307155	0.237842328235205	0.653284520590803	0.131177058707437	0.614232653061225	0.655970680628272	0.490010598290598	0.475349644128114
GNB1	0.574369814023551	0.811532994923858	0.851494505494505	0.675077989601387	0.72952276867031	0.276327272727273	0.440774377224199	0.204445287958115	0.24332	0.340593963183217	0.558983126028346	0.182683728773224	0.593257446808511	0.668612925170068	0.461811754385965	0.494132935153584
ACOT7	0.376540949969351	0.641185185185185	0.759640366972477	0.493150684931507	0.593005586592179	0.23621052631579	0.412674860335196	0.0606477272727273	0.1232	0.0422219136858192	0.152012603588855	0.298460992880463	0.280656221198157	0.328175438596491	0.126130158730159	0.169191608391608
CHD5	0.262218803437599	0.637377049180328	0.687438367346939	0.318723404255319	0.350469677419355	0.508430769230769	0.637386372007367	0.485632593856655	0.461651320754717	0.111325675667393	0.656385811363367	0.0531150574339685	0.593257446808511	0.621903213610586	0.433849264705882	0.4071083984375
CLSTN1	0.270616400318208	0.747889328063241	0.819991304347826	0.597019607843137	0.673037473684211	0.266458441558442	0.421950442477876	0.174226548672566	0.204343775100402	3.39822155412581e-06	0.422993049830418	7.81412376609126e-05	0.394757142857143	0.33927868852459	0.203013387978142	0.128188936170213
CAMTA1	0.216851433024057	0.290909090909091	0.38528	0.129565217391304	0.214239285714286	0.262876868327402	0.412674860335196	0.110107286432161	0.151221052631579	0.0494395232706214	0.422993049830418	0.010807588901342	0.1586	0.277876363636364	0.0576527777777778	0.0783291044776119
MTATP6P1	0.476807529162833	0.636315789473684	0.810928192771084	0.437677419354839	0.654899297423888	0.286012716763006	0.415774757281553	0.155226470588235	0.155126829268293	0.03461013370593	0.527780366660196	0.0550109416115058	0.328369014084507	0.444878134110787	0.172608615384615	0.253595607235142
CDC42	0.613175440689593	0.7197903930131	0.810928192771084	0.55821029082774	0.630103324808184	0.23621052631579	0.412674860335196	0.129775769230769	0.17534511627907	0.299729925348348	0.511052966854494	0.451725945807453	0.422528795811518	0.45556384180791	0.204416260162602	0.216436694677871
STMN1	0.17941925433803	0.626742857142857	0.738871661237785	0.365263157894737	0.488252631578947	0.257644444444444	0.444894259818731	0.110107286432161	0.21345641025641	4.6076691193322e-22	0.0624273328270293	1.59730535159278e-17	0.316202230483271	0.427787421383648	0.106628638497653	0.137744094488189
ATP5IF1	0.0011533535900857	0.04	0.0516	0.02	0.0297333333333333	0.23621052631579	0.412674860335196	0.0606477272727273	0.1232	3.78895046293366e-12	0.0288302039996638	2.98704840360169e-10	0.0884500000000003	0.217952380952381	0.014825	0.044475
CAMK2N1	0.142719921656923	0.458507462686567	0.461533333333333	0.156610169491525	0.1784	0.23621052631579	0.412674860335196	0.0925560810810811	0.124621538461538	3.09898808953371e-10	0.0604531580305227	2.98857960712853e-07	0.333325951557093	0.352821621621622	0.106628638497653	0.104198571428571
NCDN	0.597286243248603	0.624347826086957	0.788494382022472	0.365862068965517	0.555485358255452	0.238854857142857	0.412674860335196	0.107893055555556	0.155780346820809	0.269947320857351	0.558983126028346	0.480184264133775	0.280711926605505	0.342406349206349	0.129064705882353	0.170864406779661
ATP6V0B	0.164728199073664	0.534	0.5424192	0.352744186046512	0.361725153374233	0.23621052631579	0.412674860335196	0.0925560810810811	0.136055652173913	0.101200696917446	0.146090056645381	0.100090696831005	0.189325925925926	0.245433333333333	0.075169014084507	0.0944118421052632
ADGRB2	0.245900994560282	0.604125	0.638423529411765	0.37152	0.40014953271028	0.483715384615385	0.637386372007367	0.448658172231986	0.463845692883895	0.33133645062117	0.540023360012664	0.481141015865356	0.614232653061225	0.572125	0.491501877133106	0.345766594360087
HPCA	0.3944189048802	0.706078886310905	0.828707096774194	0.557477477477478	0.682269421487603	0.389408659793814	0.664115077989601	0.306905708245243	0.506417962003454	0.0036565185790228	0.0883583843955015	0.0102284425387211	0.614232653061225	0.655970680628272	0.492855612244898	0.480827622377622
NDUFS5	0.074050712469377	0.307764705882353	0.611746666666667	0.102857142857143	0.349567567567568	0.23621052631579	0.414162436548223	0.0925560810810811	0.15565	5.5509958327564e-15	0.0416234013633334	3.77795071613816e-12	0.16642641509434	0.300167597765363	0.0576527777777778	0.104198571428571
UQCRH	0.233746696413297	0.788126159554731	0.872048730964467	0.641764705882353	0.752238240270728	0.30471832460733	0.564007894736842	0.158832475884244	0.325997149643705	8.97683826290352e-06	0.269753925161817	1.80942695493038e-05	0.504822026431718	0.568092631578947	0.351081505376344	0.358558139534884
LRRC7	0.571853555079532	0.747889328063241	0.789176470588235	0.570143149284254	0.593005586592179	0.257644444444444	0.412674860335196	0.114805924170616	0.155126829268293	0.118069677066425	0.307622528515476	0.0576262833819692	0.593257446808511	0.669449491525424	0.451291992882562	0.496913898305085
DNAJC6	0.572538777219053	0.575584415584416	0.608336842105263	0.377952755905512	0.420168325791855	0.256989211618257	0.433377777777778	0.109304324324324	0.155126829268293	0.206074566612328	0.513555179830148	0.21323249957008	0.281207239819005	0.36621726618705	0.110281900452489	0.148139776951673
RNF11	0.142719921656923	0.317	0.385642105263158	0.0948148148148148	0.114930769230769	0.258063878326996	0.451930177514793	0.126653086419753	0.226641509433962	1.85147377647776e-08	0.0568673313617511	1.23493274527354e-08	0.286906779661017	0.328175438596491	0.106628638497653	0.117592475728155
ELAVL4	0.209638096554125	0.511769784172662	0.63683216080402	0.296888888888889	0.434415584415584	0.27936	0.486421649484536	0.158832475884244	0.28644	0.000644203606999801	0.112167269855387	0.0198136560396852	0.1647	0.235443373493976	0.0688483050847458	0.0911063636363636
NEGR1	0.50371612656806	0.7197903930131	0.86742796460177	0.565761316872428	0.747030742659758	0.255728571428572	0.412674860335196	0.109304324324324	0.136055652173913	0.36398164825116	0.405990974602879	0.228228449233394	0.398861290322581	0.547535540838852	0.203013387978142	0.362732776617954
PLPPR4	0.378466647028473	0.706078886310905	0.842134806629834	0.541121495327103	0.717855412844037	0.457101459854015	0.628260536398467	0.421736462093863	0.467334078212291	1.38265979628275e-05	0.315361786200893	5.77702214320181e-06	0.34787652733119	0.496639185750636	0.211216397849462	0.320247139588101
PRKACB	0.360640472829999	0.635641196013289	0.738871661237785	0.36	0.499646975088968	0.23621052631579	0.412674860335196	0.0925560810810811	0.150966666666667	0.000848020043479291	0.0568274396494995	0.0117902706666244	0.207148453608247	0.248186792452831	0.0845025	0.10081
LMO4	0.601176389579509	0.641185185185185	0.7028	0.502383419689119	0.536989966555184	0.256989211618257	0.440774377224199	0.139281138790036	0.218721621621622	0.459434726170243	0.586888202146629	0.47133476438789	0.387704651162791	0.491478974358974	0.222142146596859	0.27289656019656
AK5	0.610933916520157	0.705204705882353	0.810928192771084	0.535355450236967	0.654899297423888	0.267846835443038	0.422195594713656	0.207625831202046	0.222089632107023	0.143220642491334	0.562583356441238	0.0923790803967808	0.284808733624454	0.348871875	0.166001618122977	0.188698456790123
_ENSG00000224550	0.0985213279903595	0.290909090909091	0.391630769230769	0.0782608695652174	0.11562962962963	0.244505769230769	0.440576744186047	0.0925560810810811	0.155126829268293	2.22839140748966e-12	0.0422230078787662	1.26193886527417e-08	0.189325925925926	0.277876363636364	0.0648943396226415	0.0804785714285714
