gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
KIF1B	0.555	0.5766	0.5292	0.5176
UBE4B	0.6598	0.8932	0.3858	0.851
RERE	0.235	0.2428	0.037	0.07
CAMTA1	0.6656	0.951	0.4032	0.7418
KAZN	0.0662	0.0601	0.1036	0.0884
EIF4G3	0.3672	0.3306	0.1742	0.2132
RSRP1	0.5804	0.6812	0.3808	0.5338
STMN1	0.5538	0.715	0.589	0.7244
HP1BP3	0.6948	0.8992	0.744	0.9644
SRRM1	0.1068	0.1738	0.0328	0.0981
CAMK2N1	0.5308	0.7504	0.2156	0.5426
CLIC4	0.5652	0.7392	0.4182	0.7192
PHACTR4	0.433	0.6	0.0883	0.3074
TESK2	0.2256	0.2726	0.0289	0.0487
AGO3	0.5106	0.6198	0.176	0.4074
MACF1	0.0178	0.00919999999999999	0.0259	0.0145
NASP	0.0553	0.0717	0.0065	0.0173
MARCKSL1	0.7548	0.804	0.6798	0.7082
RNF220	0.4016	0.3128	0.2602	0.2178
FOXJ3	0.9988	0.9132	0.9974	0.8974
LRRC7	0.8646	0.996	0.8312	0.9972
NRDC	0.672	0.9018	0.492	0.8774
EPS15	0.2496	0.3106	0.1572	0.2342
TMEM59	0.9268	0.8792	0.8668	0.7754
DNAJC6	0.9098	0.7114	0.899	0.7446
SRSF11	0.6596	0.8066	0.543	0.841
OSBPL9	0.3618	0.4736	0.1548	0.3436
SGIP1	0.9632	0.928	0.9652	0.9154
ATG4C	0.0849	0.0889	0.0355	0.0484
SPATA6	0.4582	0.5506	0.2144	0.4098
TUT4	0.0911	0.17	0.0037	0.037
NFIA	0.3848	0.384	0.383	0.3904
NEGR1	0.6038	0.9562	0.3754	0.9424
PDE4B	0.3454	0.391	0.3022	0.3996
FAF1	0.4162	0.5232	0.1312	0.3232
_ENSG00000036549	0.3822	0.5074	0.1402	0.2426
PKN2	0.2552	0.3036	0.0421	0.0831
EVI5	0.184	0.2222	0.0248	0.0578
PTBP2	0.339	0.3496	0.1972	0.227
ZNF644	0.2498	0.302	0.1206	0.1974
TTLL7	0.343	0.2564	0.2916	0.203
PRKACB	0.5894	0.7984	0.3198	0.6582
AK5	0.8952	0.9462	0.8442	0.885
DIPK1A	0.7594	0.8706	0.5962	0.8514
ST6GALNAC3	0.1188	0.108	0.0813	0.0819
DPYD	0.4714	0.455	0.3402	0.3272
CCDC18-AS1	0.321	0.3104	0.0452	0.0639
RAP1A	0.5838	0.788	0.342	0.7116
SORT1	0.4084	0.5302	0.188	0.4002
SLC22A15	0.701	0.7532	0.6064	0.726
ASH1L	0.1522	0.2108	0.0065	0.0498
SYT11	0.586	0.5654	0.2698	0.2634
POGZ	0.4024	0.4188	0.1448	0.203
GATAD2B_ENSG00000143614	0.3698	0.5244	0.0353	0.2494
OTUD7B	0.6866	0.7354	0.341	0.4404
COPA	0.9822	0.8972	0.9258	0.7538
ATP1B1	0.6552	0.9358	0.343	0.8394
POU2F1	0.5088	0.7596	0.3412	0.6976
RABGAP1L	0.1984	0.2566	0.1808	0.2482
PBX1	0.8318	0.5674	0.814	0.49
DNM3	0.5824	0.454	0.4566	0.3498
PPP1R12B	0.7632	0.9894	0.6142	0.9842
PIK3C2B	0.4638	0.4814	0.15	0.128
NAV1	0.5388	0.4756	0.2594	0.3298
GLUL	0.2648	0.3534	0.262	0.3322
RGL1	0.2348	0.3066	0.1396	0.2154
CSRP1	0.7306	0.6466	0.7158	0.611
NFASC	0.6286	0.9206	0.5124	0.9246
CNTN2	0.3724	0.3996	0.3816	0.4242
MDM4	0.1364	0.1606	0.0723	0.0943
COLGALT2	0.4482	0.481	0.2588	0.3258
MIR181A1HG	0.7308	0.581	0.6812	0.5486
NUCKS1	0.46	0.5424	0.14	0.1932
CDK18	0.6266	0.7192	0.503	0.614
LPGAT1	0.2196	0.2758	0.1282	0.154
CDC42BPA	0.781	0.8534	0.6762	0.7964
ENAH	0.7792	0.4808	0.72	0.446
TMEM63A	0.355	0.3866	0.0991	0.1614
ARID4B	0.4802	0.688	0.2602	0.637
SDCCAG8_ENSG00000054282	0.3236	0.3424	0.0226	0.027
AKT3_ENSG00000117020	0.7948	0.9164	0.7038	0.7718
CEP170_ENSG00000143702	0.932	0.994	0.86	0.9612
PLD5	0.7666	0.9824	0.6936	0.926
PUM2	0.701	0.8732	0.568	0.8468
NCOA1	0.3536	0.5732	0.3148	0.5708
CLIP4	0.7056	0.7446	0.7318	0.818
BIRC6	0.1328	0.3158	0.0746	0.3214
YWHAQ	0.1868	0.159	0.0336	0.048
KIDINS220	0.9746	0.9648	0.956	0.9756
DTNB	0.604	0.6782	0.2452	0.3644
MBOAT2	0.6264	0.6392	0.4956	0.5636
RNF144A	0.9416	0.6994	0.9328	0.702
RASGRP3	0.8004	0.9948	0.6526	0.936
DPYSL5	0.779	0.7134	0.6476	0.5642
