gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
DNAJC11	0.414	0.814	0.2338	0.7638
VPS13D	0.1536	0.1088	0.0312	0.0263
PER3	0.6974	0.5096	0.6828	0.514
KIF1B	0.4898	0.5524	0.3574	0.4504
PRKCZ	0.575	0.528	0.269	0.3036
KCNAB2	0.2122	0.1954	0.0957	0.1066
ENO1	0.797	0.9248	0.7678	0.9104
GNB1	0.3804	0.5536	0.352	0.5164
SDF4	0.5202	0.4434	0.1018	0.0569
ACOT7	0.198	0.2408	0.1118	0.151
CEP104	0.4796	0.576	0.318	0.4542
RPL22	0.8182	0.7672	0.7882	0.727
CHD5	0.8858	0.9606	0.737	0.896
PARK7	0.0565	0.17	0.0384	0.0996
MFN2	0.6916	0.8786	0.6098	0.884
PRDM2	0.0389	0.0208	0.0187	0.0168
INTS11	0.928	0.9868	0.8534	0.983
UBE4B	0.4338	0.3906	0.1472	0.148
ACAP3	0.8842	0.9162	0.682	0.78
C1orf159	0.5298	0.9062	0.4726	0.8866
NPHP4	0.1802	0.2014	0.0994	0.1276
FBXO44	0.932	0.7646	0.914	0.7116
RERE	0.876	0.9922	0.8668	0.9898
FHAD1	0.0553	0.0735	0.014	0.0221
EFHD2	0.1898	0.4012	0.0721	0.264
PEX14	0.3338	0.3926	0.2264	0.322
RER1	0.7914	0.8944	0.6686	0.8648
SKI	0.653	0.6992	0.3208	0.4504
TPRG1L	0.505	0.6248	0.333	0.501
SSU72	0.5458	0.4866	0.4466	0.4064
UBE2J2	0.3812	0.3656	0.1088	0.145
NOL9	0.2196	0.1742	0.2526	0.2
SLC45A1	0.907	0.824	0.8662	0.7578
CLSTN1	0.698	0.8132	0.6208	0.767
PLEKHG5	0.0189	0.012	0.0165	0.0079
CAMTA1	0.1308	0.153	0.0605	0.052
EXOSC10	0.3958	0.4236	0.1756	0.2152
AURKAIP1	0.3644	0.4936	0.2892	0.4388
CTNNBIP1	0.7616	0.8548	0.676	0.815
GABRD	0.8096	0.9334	0.7004	0.8988
NOC2L	0.7434	0.8294	0.6012	0.7528
KAZN	0.8822	0.8438	0.8426	0.8152
AJAP1	0.5006	0.4772	0.2828	0.2218
MIB2	0.8604	0.8082	0.6472	0.5182
MTOR	0.2974	0.476	0.1874	0.381
CCNL2	0.4648	0.293	0.2376	0.1084
_ENSG00000230021	0.823	0.9018	0.6836	0.8294
LINC01409	0.1542	0.3016	0.0933	0.2062
MRPL20	0.1452	0.2348	0.1558	0.2358
CDK11B	0.0604	0.0468	0.0115	0.0111
MTATP6P1	0.3102	0.4964	0.2748	0.4376
NIPAL3	0.1604	0.102	0.1592	0.097
