gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
DNAJC11	0.7278	0.557	0.6252	0.4846
VPS13D	0.6842	0.4316	0.582	0.2844
PER3	0.8584	0.723	0.836	0.7046
KIF1B	0.2842	0.4002	0.1654	0.2612
PRKCZ	0.3098	0.2946	0.0356	0.0932
KCNAB2	0.5026	0.4736	0.34	0.3416
ENO1	0.7958	0.99	0.7692	0.9908
GNB1	0.5252	0.3248	0.4664	0.2948
SDF4	0.7952	0.7704	0.5906	0.6016
ACOT7	0.3724	0.4388	0.3056	0.3706
CEP104	0.7642	0.7608	0.7158	0.752
RPL22	0.3234	0.7804	0.2702	0.802
CHD5	0.85	0.718	0.715	0.4966
PARK7	0.9434	0.9956	0.975	0.8598
MFN2	0.3752	0.2262	0.2818	0.2256
PRDM2	0.4068	0.3188	0.3288	0.3058
INTS11	0.546	0.4528	0.254	0.1782
UBE4B	0.7786	0.9398	0.6544	0.9658
ACAP3	0.8926	0.7962	0.8184	0.6172
C1orf159	0.9006	0.4804	0.8978	0.433
NPHP4	0.9694	0.9594	0.954	0.9582
FBXO44	0.2582	0.2602	0.1362	0.1862
RERE	0.347	0.52	0.3302	0.5568
FHAD1	0.3206	0.307	0.216	0.2286
EFHD2	0.6126	0.6686	0.5874	0.6876
PEX14	0.7198	0.7898	0.6108	0.7628
RER1	0.3588	0.346	0.1664	0.2168
SKI	0.6284	0.8164	0.348	0.7736
TPRG1L	0.5872	0.7814	0.5352	0.7828
SSU72	0.451	0.4254	0.3592	0.3566
UBE2J2	0.6314	0.7166	0.4868	0.6722
NOL9	0.708	0.554	0.7302	0.5934
SLC45A1	0.6054	0.7002	0.494	0.6784
CLSTN1	0.5994	0.7546	0.508	0.7442
PLEKHG5	0.3852	0.2656	0.3754	0.2658
CAMTA1	0.9926	0.8672	0.937	0.73
EXOSC10	0.437	0.4406	0.2678	0.2964
AURKAIP1	0.647	0.836	0.5766	0.7846
CTNNBIP1	0.5746	0.6182	0.4366	0.5342
GABRD	0.352	0.4278	0.1476	0.2816
NOC2L	0.4218	0.4832	0.1856	0.313
KAZN	0.4566	0.4858	0.3934	0.4462
AJAP1	0.4602	0.373	0.2448	0.1406
MIB2	0.9806	0.8932	0.8228	0.5938
MTOR	0.7822	0.7204	0.7364	0.698
CCNL2	0.7446	0.983	0.612	0.9622
_ENSG00000230021	0.7548	0.6328	0.6602	0.4168
LINC01409	0.8768	0.9874	0.7762	0.9804
MRPL20	0.8272	0.8444	0.9058	0.9438
CDK11B	0.911	0.816	0.907	0.7568
MTATP6P1	0.5256	0.433	0.5652	0.3964
NIPAL3	0.7982	0.8442	0.773	0.8126
KDM1A	0.7258	0.6172	0.66	0.4912
FBXO42	0.7094	0.9418	0.656	0.9322
PITHD1	0.4164	0.5156	0.2732	0.4628
CROCC	0.8772	0.7568	0.87	0.7276
PTPRU	0.8526	0.7762	0.8372	0.6498
SPEN	0.1726	0.3368	0.1758	0.3474
CDC42	0.6194	0.8124	0.6118	0.8234
ARHGEF10L	0.47	0.507	0.421	0.4414
EIF4G3	0.9508	0.97	0.9736	0.9726
RAP1GAP	0.3844	0.3864	0.1388	0.1366
CAPZB	0.6452	0.6902	0.592	0.6494
CROCCP3	0.2014	0.2518	0.1468	0.2598
SLC9A1	0.7894	0.7454	0.8116	0.8156
NUDC	0.7278	0.577	0.6678	0.5074
USP48	0.2356	0.1832	0.1714	0.1942
DNAJC16	0.3708	0.3036	0.251	0.2042
SRSF4	0.3352	0.212	0.2338	0.1466
MECR	0.567	0.4048	0.4712	0.3092
PLEKHM2	0.4952	0.4358	0.4062	0.416
SDHB	0.9686	0.8634	0.8858	0.7282
IGSF21	0.4758	0.476	0.4086	0.41
ECE1	0.937	0.906	0.9942	0.8044
RSRP1	0.5764	0.579	0.5448	0.518
STMN1	0.7376	0.938	0.6604	0.8414
MAN1C1	0.647	0.9226	0.6488	0.9494
DHDDS	0.8486	0.824	0.8732	0.8372
ARID1A	0.4044	0.3358	0.3586	0.3446
STX12	0.652	0.4656	0.629	0.4636
HNRNPR	0.9708	0.9086	0.9532	0.8654
DNAJC8	0.73	0.6898	0.6602	0.631
AHDC1	0.4882	0.6504	0.2896	0.5112
UBR4	0.3526	0.334	0.2626	0.2918
HP1BP3	0.7726	0.5768	0.7226	0.4698
ATP5IF1	0.583	0.6656	0.521	0.6054
EPHB2	0.5244	0.5862	0.5226	0.5854
SRRM1	0.1184	0.0937	0.132	0.1124
SH3BGRL3	0.4504	0.5628	0.4052	0.5156
RPL11	0.1462	0.1678	0.125	0.1064
WDTC1	0.7166	0.9766	0.665	0.9858
NBPF3	0.37	0.5848	0.2482	0.4932
EXTL1	0.446	0.5076	0.143	0.3016
EYA3	0.5384	0.8968	0.4218	0.8932
WASF2	0.1812	0.2002	0.1046	0.1612
NBL1	0.4754	0.4794	0.2854	0.331
PINK1	0.6632	0.9552	0.6346	0.9328
EPB41	0.6692	0.4946	0.4738	0.3144
ATP13A2	0.4232	0.5032	0.2756	0.4036
GMEB1	0.6272	0.5172	0.4188	0.3186
CAMK2N1	0.593	0.6988	0.5538	0.662
LUZP1	0.805	0.8396	0.822	0.8532
OTUD3	0.257	0.1676	0.0987	0.1128
TRNAU1AP	0.5028	0.6506	0.2854	0.6628
TMEM50A	0.6968	0.7762	0.6486	0.7026
TMEM222	0.4066	0.3908	0.1874	0.2548
SRSF10	0.6556	0.8968	0.583	0.9766
DDI2	0.7322	0.678	0.702	0.8064
YTHDF2	0.6638	0.8508	0.4666	0.762
HMGN2	0.7164	0.8804	0.613	0.8494
