gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD	MAST_glm	MAST_glmer	rank_sum	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
KIF1B	0.382337311000965	0.0989	0.0906	0.062	0.0532	0.1288	0.121	0.0802	0.0684	0.0180077341630244	0.188758901024488	0.154340296387154	0.6928	0.5562	0.6576	0.4866
UBE4B	0.791523869471324	0.7992	0.818	0.7312	0.6688	0.3046	0.252	0.1312	0.0725	7.4282049692194e-06	0.031994090164223	5.69138815292931e-05	0.4798	0.5018	0.1162	0.092
RERE	0.827978720330443	0.5794	0.5024	0.3034	0.3214	0.0883	0.0726	0.106	0.0795	0.190247991799829	0.450587625643794	0.340285772428377	0.9722	0.6382	0.9574	0.5194
CAMTA1	0.228740856163248	0.3468	0.3782	0.387	0.4174	0.5588	0.6852	0.4336	0.6374	2.25449332758728e-06	0.0541159776969522	0.202520916469146	0.4388	0.5446	0.1168	0.3196
KAZN	0.503760523648892	0.596	0.9612	0.4752	0.943	0.8476	0.5616	0.7684	0.445	0.0799383494252077	0.563927200797009	2.64953651870595e-06	0.278	0.3498	0.3392	0.3654
EIF4G3	0.486081147417876	0.96	0.904	0.9544	0.9118	0.5012	0.3888	0.3894	0.302	0.00706002707495535	0.445256108070819	1.50215708968271e-06	0.9202	0.9804	0.8646	0.9712
RSRP1	0.262973566319532	0.2006	0.2996	0.1968	0.3138	0.8306	0.9036	0.8208	0.8898	9.94612382706223e-09	0.11822020869292	1.61447946610879e-10	0.2856	0.3804	0.059	0.131
STMN1	0.017621166927564	0.238	0.5728	0.1954	0.547	0.228	0.1262	0.0814	0.0274	3.3698301201338e-12	0.418399000204673	2.8535924778653e-26	0.5174	0.5426	0.4886	0.494
HP1BP3	0.348913045162498	0.1618	0.1988	0.1978	0.2186	0.6644	0.6176	0.662	0.626	9.60842977871345e-07	0.0321286953971616	0.0481510819038539	0.0181	0.039	0.0123	0.064
SRRM1	0.206347501996774	0.482	0.742	0.4202	0.696	0.5786	0.4008	0.305	0.2076	3.75572405607308e-05	0.300501433614008	1.58383654039436e-05	0.6384	0.8874	0.575	0.8462
CAMK2N1	0.678158144181253	0.5064	0.3828	0.1762	0.1007	0.6232	0.4412	0.3262	0.2514	3.74904584600379e-06	0.560030351243315	5.89334355788041e-05	0.5024	0.4478	0.1586	0.0909
CLIC4	0.544118828504265	0.3726	0.3328	0.2062	0.1962	0.3066	0.328	0.3274	0.3438	0.0312947542933188	0.611908509771366	1.47785986258297e-05	0.7614	0.8926	0.6506	0.8742
PHACTR4	0.238622995680104	0.2776	0.2608	0.3336	0.2964	0.315	0.3434	0.3086	0.3192	1.14931373116405e-06	0.108372445616859	0.614108418532228	0.8264	0.9216	0.6448	0.8166
