gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD	MAST_glm	MAST_glmer	rank_sum	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
VPS13D	0.3239041478602	0.5464	0.6616	0.4972	0.5938	0.0775	0.0509	0.0599	0.0351	0.270605056327252	0.264463958540618	0.00066264972892026	0.1502	0.1568	0.0538	0.0675
PER3	0.521748953938957	0.8594	0.8696	0.8242	0.828	0.8496	0.8354	0.8592	0.8414	0.886011300436072	0.921327056879733	0.0745385280069896	0.7344	0.4088	0.7334	0.3904
KIF1B	0.541440552912876	0.4916	0.7872	0.4066	0.7638	0.4538	0.1828	0.2784	0.127	0.0466486927305139	0.429420980462783	0.837451044670523	0.1606	0.2334	0.0804	0.1274
PRKCZ	0.000205276997291089	0.009	0.0066	1e-04	1e-04	0.2096	0.215	0.0302	0.0358	0.000188216059311384	0.0841877908494871	1.26981839120561e-12	0.908	0.8986	0.8206	0.8138
KCNAB2	0.0809059304974978	0.0296	0.0316	0.0352	0.0433	0.018	0.0107	0.0051	0.003	0.3182576356289	0.599204916253525	6.017340114481e-07	0.5766	0.3462	0.4982	0.2722
ENO1	0.0730795852368974	0.8406	0.9956	0.7696	0.991	0.1686	0.1454	0.2166	0.166	0.537698427409873	0.902479337910157	1.4699895573324e-06	0.639	0.6614	0.6236	0.6156
GNB1	0.759345332061854	0.9864	0.9684	0.9852	0.9668	0.2868	0.528	0.3242	0.5748	0.534636346423215	0.732222616689598	5.44605794930534e-05	0.732	0.6456	0.7008	0.6168
ACOT7	0.0711024138756953	0.038	0.0939	0.049	0.123	0.0159	0.0091	0.0118	0.0077	0.00209001012930212	0.126910878284205	3.10537283262845e-12	0.3196	0.2064	0.222	0.1214
CHD5	0.207984902368812	0.1852	0.1258	0.0162	0.0138	0.913	0.8538	0.7408	0.6252	0.0410972790818025	0.668561199044571	6.06180776111303e-06	0.6472	0.543	0.3622	0.2914
PARK7	0.016437847846143	0.2924	0.362	0.2498	0.3158	0.0419	0.052	0.0212	0.0263	6.76933234493014e-05	0.0220414715027368	1.11486510946182e-10	0.1374	0.2272	0.1338	0.227
PRDM2	0.988443410166441	0.4386	0.4022	0.4418	0.3774	0.0123	0.0182	0.021	0.0289	0.373584448364077	0.353120331309921	0.00396076206006391	0.8588	0.5686	0.8628	0.5798
UBE4B	0.52954388217956	0.8302	0.8906	0.8266	0.9062	0.0354	0.0238	0.0122	0.0087	0.396144145173741	0.46451476222221	0.00052817084771282	0.454	0.6058	0.2774	0.4946
ACAP3	0.892613738206108	0.503	0.3636	0.2892	0.1462	0.6844	0.387	0.2154	0.0336	0.0974500518632789	0.577427222237848	0.483460374128861	0.3486	0.3612	0.0543	0.0664
FBXO44	0.264122619073892	0.6702	0.5784	0.6572	0.5762	0.19	0.252	0.0552	0.0947	0.183545699172672	0.824793930668957	1.66384063653789e-07	0.751	0.8754	0.6542	0.8268
RERE	0.488643524694777	0.0048	0.0072	0.0013	0.0023	0.8842	0.5852	0.866	0.5196	0.00643744318617372	0.00667070618259023	0.000164952760343771	0.773	0.922	0.7276	0.9
EFHD2	0.0494462322158376	0.2908	0.5262	0.2196	0.4286	0.382	0.6816	0.1484	0.5654	0.0126247296943035	0.167956629926377	0.671505225873255	0.1306	0.2224	0.0617	0.1498
PEX14	0.983828384489215	0.8246	0.8986	0.8062	0.8926	0.0076	0.0028	0.0116	0.0147	0.904476287532266	0.899209287744473	0.00973517001907573	0.1796	0.1126	0.1092	0.0499
SKI	0.410391365066885	0.3738	0.313	0.2858	0.2354	0.823	0.9896	0.632	0.964	0.381599222051241	0.416176159197574	0.0485636297366435	0.3118	0.369	0.0622	0.1206
CLSTN1	0.126504936313192	0.3024	0.254	0.283	0.2514	0.6672	0.775	0.5114	0.666	0.0514915752730872	0.110707998731835	0.598780683904358	0.2332	0.1922	0.1268	0.116
PIK3CD	0.964032885869484	0.7258	0.74	0.6244	0.7702	0.0527	0.0484	0.0314	0.0317	0.969473851496051	0.945778070097433	0.0156679438188942	0.2142	0.205	0.096	0.1132
CAMTA1	0.0805241675667277	0.5582	0.5744	0.552	0.532	0.0387	0.067	0.0104	0.0225	0.00261116216015822	0.00590255125548217	0.0285518427254106	0.384	0.4508	0.3784	0.4564
KAZN	0.887965046336494	0.5114	0.523	0.4572	0.4582	0.299	0.3554	0.2378	0.297	0.786180659164726	0.955263351536435	0.547056151303907	0.6384	0.625	0.539	0.5564
MTOR	0.22484324015576	0.0361	0.0286	0.0483	0.0485	0.1672	0.3222	0.151	0.3424	0.647061901292308	0.493994114655084	6.46366150712556e-05	0.2186	0.575	0.1794	0.5288
MTATP6P1	0.125105443627697	0.4302	0.3696	0.3594	0.3076	0.1182	0.1114	0.0383	0.0449	0.00249281380003014	0.374032150853401	0.0173544400248591	0.3028	0.2714	0.2232	0.2032
NIPAL3	0.307394970385675	0.7638	0.9996	0.6972	0.9994	0.4202	0.4702	0.3854	0.4246	0.396891739938154	0.42721912301348	0.0167002169446547	0.5058	0.6996	0.4704	0.6702
KDM1A	0.521257869711442	0.499	0.4368	0.39	0.3184	0.997	0.4742	0.9978	0.2946	0.454213140807547	0.272680807484151	0.00121116250135337	0.65	0.6204	0.5836	0.5606
FBXO42	0.287645724010295	0.7526	0.8612	0.7382	0.8554	0.1272	0.1466	0.0663	0.0944	0.526676069474936	0.769049473097924	0.0132418240898049	0.2226	0.1526	0.0862	0.0567
PITHD1	0.26743513980884	0.2498	0.2242	0.212	0.1546	0.8788	0.6534	0.785	0.4566	0.321656147134272	0.296132543385567	0.0443180655579631	0.6342	0.4618	0.4918	0.3022
SPEN	0.121452260919285	0.4804	0.5342	0.4696	0.5484	0.196	0.4752	0.079	0.3628	0.137231416632727	0.137351654158185	0.26686437477838	0.1668	0.432	0.1684	0.4136
CDC42	0.47108041280633	0.3144	0.4382	0.2818	0.4242	0.926	0.9406	0.9056	0.927	0.476288200478047	0.459105878058463	0.0422618390229012	0.4404	0.4364	0.3606	0.3598
EIF4G3	0.760124668029769	0.2406	0.4246	0.218	0.4402	0.9674	0.9696	0.9614	0.9776	0.365454592737082	0.365994167621911	0.0866819198144067	0.8594	0.7548	0.8524	0.7482
RAP1GAP	0.216357327938798	0.438	0.3314	0.31	0.1866	0.1934	0.1292	0.0218	0.0127	0.972365883913196	0.961289957310003	0.000181582516037726	0.983	0.9382	0.9516	0.8648
CAPZB	0.0465436898092274	0.0088	0.0145	0.0087	0.0158	0.0628	0.0429	0.0206	0.0125	0.0527823753904987	0.132472567346004	1.9039580129872e-08	0.3394	0.2514	0.3476	0.2852
CROCCP3	0.670588621488455	0.0515	0.0682	0.0342	0.0416	0.4986	0.6804	0.4834	0.6924	0.281201491953266	0.420165885352394	0.000326512197751131	0.2694	0.278	0.1656	0.2148
USP48	0.835927557965531	0.7998	0.8908	0.7948	0.8812	0.114	0.1076	0.1022	0.1126	0.752508475165572	0.912250858728152	0.00155645806220378	0.285	0.1804	0.2322	0.1828
DNAJC16	0.630787827381457	0.4472	0.6346	0.4126	0.6194	0.267	0.811	0.1738	0.6912	0.465990615390688	0.561496549351933	0.0499940751308728	0.3234	0.3376	0.1124	0.1472
SRSF4	0.567361414140668	0.513	0.647	0.4734	0.5806	0.143	0.2076	0.1868	0.2734	0.304909736526616	0.289008317295192	0.0566876976945723	0.3502	0.4978	0.2736	0.435
PLEKHM2	0.613381585747658	0.7926	0.8234	0.792	0.8206	0.1034	0.0592	0.0808	0.0447	0.0132125428927045	0.0331462345433939	9.16151122367093e-05	0.7608	0.976	0.7424	0.9772
RSRP1	0.239624443630916	0.1882	0.2036	0.2266	0.2256	0.0146	0.0195	0.0122	0.0188	0.575903420943523	0.41527060060518	1.29205056788527e-05	0.1856	0.1844	0.143	0.119
STMN1	0.0281228493624324	0.0926	0.0787	0.0776	0.0698	0.0683	0.0877	0.0578	0.0799	2.21441199956989e-18	0.226605431345355	2.35566785890006e-26	0.407	0.5658	0.4182	0.5658
ARID1A	0.836746700535483	0.8832	0.8494	0.89	0.8496	0.0889	0.1146	0.0053	0.0079	0.494193431844382	0.360046501353833	0.0588281190595012	0.1032	0.0616	0.0591	0.03
STX12	0.967914131683393	0.9316	0.8656	0.9184	0.8452	0.04	0.0828	0.038	0.084	0.889030897838863	0.810835292965197	0.00116791717766753	0.1246	0.1536	0.1252	0.1256
HNRNPR	0.151322140322315	0.0526	0.0557	0.0084	0.0166	0.2264	0.3922	0.1174	0.3288	0.0265140054017017	0.508146675022824	0.882604001513242	0.1326	0.1228	0.0402	0.044
UBR4	0.722390516198763	0.8892	0.7458	0.8888	0.7298	0.0563	0.0903	0.0553	0.0932	0.912450124533976	0.906917975494697	0.00231180539278076	0.5474	0.5106	0.4688	0.4424
HP1BP3	0.0294379548402459	0.2628	0.2526	0.147	0.1234	0.0993	0.1116	0.0097	0.0172	0.0209521324604097	0.983835807143108	0.624873531471	0.0482	0.0637	0.0135	0.0208
ATP5IF1	0.000146928086943888	0.4046	0.2416	0.3862	0.2626	0.0018	0.0014	4e-04	4e-04	1.20900299604725e-14	0.00019266587101375	1.9926415407905e-28	0.0279	0.0401	0.0199	0.0294
SRRM1	0.558164810169758	0.4896	0.5968	0.4926	0.5984	0.0294	0.017	0.0266	0.0167	0.520279249826932	0.819544263084651	0.000165019603699504	0.9066	0.7116	0.9066	0.727
RPL11	0.476648103657564	0.6714	0.5032	0.6208	0.4474	0.5792	0.702	0.4962	0.645	0.00249004370273551	0.448555890053236	1.1389682822734e-07	0.6004	0.6946	0.5424	0.6678
EYA3	0.997537497432779	0.4054	0.4318	0.444	0.4768	0.9868	0.8726	0.9854	0.7848	0.889207628100562	0.878756498348739	0.00968380294778566	0.4588	0.3084	0.3452	0.2286
NBL1	0.376410001708851	0.9398	0.67	0.902	0.5666	0.8056	0.9692	0.6286	0.9466	0.242984492626004	0.28505695850619	0.00163293049415615	0.3108	0.3344	0.113	0.155
PINK1	0.403469932639098	0.8966	0.9718	0.9006	0.9758	0.0263	0.0172	0.028	0.0207	0.15748299801519	0.716127605062652	1.28147697823694e-07	0.951	0.8556	0.9528	0.8556
ATP13A2	0.0158367255988889	0.0257	0.0195	0.0125	0.0128	0.0867	0.071	0.0115	0.0077	0.00157689498467493	0.0497802600033119	9.16621460881391e-11	0.3608	0.3016	0.2058	0.161
CAMK2N1	0.0253582181097998	0.5134	0.4756	0.3582	0.3214	0.1676	0.2008	0.0386	0.052	6.18508503955556e-07	0.215787661766953	0.0706398224193864	0.1548	0.1352	0.036	0.0319
LUZP1	0.0864168529052881	0.0654	0.1082	0.0549	0.0892	0.0228	0.0483	0.0187	0.0374	0.00206302228796112	0.0728348898083147	4.99616153891852e-08	0.1546	0.2254	0.0534	0.1016
TMEM50A	0.810116656536402	0.7622	0.7256	0.5952	0.6462	0.3022	0.5472	0.2556	0.4498	0.999727922428606	0.850659245792125	0.00534894109722453	0.8144	0.9052	0.8276	0.9162
SRSF10	0.439876064433953	0.1954	0.168	0.0716	0.0788	0.33	0.623	0.2202	0.5854	0.326071048558621	0.526866426701234	0.00119595307225436	0.6418	0.608	0.5664	0.5582
PHACTR4	0.840511486039806	0.0938	0.0908	0.0416	0.0407	0.177	0.1236	0.1084	0.0667	0.240406958978817	0.318408264372856	0.00221912303162168	0.2544	0.1742	0.137	0.0973
MACO1	0.564675712294728	0.1384	0.1264	0.129	0.1216	0.2034	0.1862	0.1646	0.1652	0.0288939189075524	0.0427105568258682	0.291805301323251	0.29	0.2774	0.211	0.1744
NBPF1	0.964861975889317	0.7	0.5952	0.6668	0.561	0.4154	0.2136	0.4064	0.2342	0.944576272888419	0.763335371193983	0.00120243696957235	0.9818	0.9834	0.9756	0.9884
UQCRHL	0.0893340325713732	0.4984	0.5544	0.4788	0.5574	0.2034	0.4142	0.0925	0.2972	0.0448516727722712	0.55321697740705	8.07849332703731e-09	0.9304	0.7998	0.8964	0.7722
