"gene","DESeq2_qvalue","PS_dca_direct_Was_qvalue","log_mean_pvalue","log_pseudo_theta_pvalue"
"DNAJC11","0.416851772182641","0.139227261462206","0.0248535839681775","0.00818892148905005"
"VPS13D","0.76599255785399","0.0940651982378855","0.00516974913061219","0.00259811328744074"
"PER3","0.470506914684909","0.386030769230769","0.351522082767398","0.146551604919854"
"KIF1B","0.765185899369656","0.35096","0.333896440095144","0.0149993361475226"
"PRKCZ","0.257960841069648","0.190413167701863","0.0247929577902993","0.00313371199153819"
"KCNAB2","0.373756816224816","0.202027947598253","0.0878638626753217","0.171411525973893"
"ENO1","0.735260463090748","0.51934373993264","0.814578520256317","0.465302087127407"
"GNB1","0.712153269565159","0.579310003943736","0.755378474516521","0.51535661624416"
"SDF4","0.716356941423563","0.396224524904981","0.165441314117381","0.0852519531111962"
"ACOT7","0.377908791079693","0.209161561561562","0.0567510224231355","0.468199177813816"
"CEP104","0.735967847312042","0.190094631710362","0.059669628479616","0.00359862974677809"
"RPL22","0.134602563169884","0.167210649960846","0.0401692998530744","0.915202570159816"
"CHD5","0.336359927388523","0.349988063844552","0.161009100810042","0.377485610455452"
"ERRFI1","0.424643469108011","0.334290410958904","0.179751103050022","0.486744566371534"
"PARK7","0.460026854759375","0.321894921371488","0.327530537674975","0.92437186584323"
"SRM","0.714154535538106","0.526572845200346","0.824620529024385","0.00609578746873731"
"FBXO2","0.656680776265826","0.387918163181632","0.180994121277042","0.155446637558728"
"MFN2","0.789997219899753","0.381513973063973","0.401691560936717","0.18969233827396"
"PRDM2","0.70310322326318","0.206925","0.081465985525729","0.0394412823866792"
"INTS11","0.484683032784134","0.262296674833742","0.0442441714856209","0.010521883567598"
"LRRC47","0.644731620417382","0.510149169783097","0.88457940478657","0.681618742289899"
"UBE4B","0.604041927430452","0.100918352059925","0.00931034725147695","0.00208118306550091"
"ACAP3","0.35063120945896","0.302639460370995","0.0937741753542633","0.262779598961171"
"C1orf159","0.667558974520689","0.216939413680782","0.228358066491854","0.470151577929712"
"NPHP4","0.765185899369656","0.356808113590264","0.22966814849697","0.0386656226301779"
"FBXO44","0.336915148273437","0.313218016085791","0.134337741318516","0.00396169834160017"
"RERE","0.69273210261316","0.364483692307692","0.421719499849168","0.135631104977718"
"CFAP74","0.686488003959783","0.155243571428571","0.0468361069274618","0.0130477908623554"
"FHAD1","0.755150209481116","0.211524087591241","0.153819874965599","0.123342543119992"
"PEX14","0.512032936346124","0.103479646017699","0.00769014705739661","0.0139915597377969"
"PLCH2_ENSG00000149527","0.325532518878039","0.460721478991597","0.138405809383011","0.0268916869352772"
"RER1","0.276899456768413","0.310191492820374","0.046208058587251","0.00478495251596438"
"SKI","0.792427138256161","0.602430888030888","0.545121381348384","0.00531550304731569"
"TPRG1L","0.461895330093337","0.369544767694312","0.37650018802589","0.463224246547682"
"DFFA","0.631682907385632","0.282789731051345","0.13207573682017","0.0405845204239759"
"ATAD3B","0.484690764060063","0.175834933890049","0.0377891867966693","0.00791749679477693"
"SSU72","0.582922373382493","0.503825407960958","0.330764125631106","0.739113345693814"
"UBE2J2","0.756347147203542","0.463491333333333","0.168166917395745","0.00186805614354508"
"NOL9","0.49685665170142","0.203469098712446","0.0780002010991977","0.0124148725070346"
"SLC45A1","0.256730997339641","0.108675184275184","0.0077513621366564","0.00325605542834178"
"LZIC","0.638843179745758","0.466686424664346","0.514945392074888","0.0513453077124454"
"CLSTN1","0.587284871583575","0.375239854607655","0.382823122350339","0.832393364099026"
"SLC25A33","0.414868459375398","0.0817071428571429","0.00217420416700058","0.0118675253609272"
"PLEKHG5","0.772052976104136","0.173343763837638","0.0522943239164821","0.11175276303519"
"CAMTA1","0.622930633417572","0.36181999111506","0.362122371266093","0.00531138438507474"
"EXOSC10","0.537220170380003","0.200184272169548","0.0638246481678649","0.00561402260994381"
"NMNAT1","0.743587252023144","0.112467720090293","0.0111599259632559","0.00233321306207688"
"AURKAIP1","0.249408998149697","0.269661478090255","0.0174845571555729","0.00936919841174136"
"MTHFR","0.671760380603655","0.385355822627435","0.338718279696407","0.01291227563985"
"CTNNBIP1","0.679218727158035","0.194561904761905","0.0769349696927512","0.0029010471448718"
"GABRD","0.690868010368208","0.602327644200822","0.214186058568115","0.111288689167228"
"NOC2L","0.736455873780807","0.476444372259217","0.300173860805947","0.00697514597481927"
"KAZN","0.466673073541831","0.0989105058365759","0.00531167786928083","0.009629178167694"
"MMP23B","0.566577658014936","0.215395396899953","0.0817821193305063","0.0763857227240388"
"AJAP1","0.494975147942505","0.43842511528911","0.553314063555415","0.0434568359964453"
"MIB2","0.679218727158035","0.426910716248397","0.132516556656888","0.0620759967493092"
"MTOR","0.559152417046481","0.277106633291615","0.0402315919198917","0.00274318072958044"
"TNFRSF25","0.516155353230886","0.249346312242606","0.0525454413663191","0.121452210548755"
"CCNL2","0.588243221702303","0.216698972922502","0.0496338293564598","0.00755758931058008"
"LINC01128","0.638229050366584","0.362434913602127","0.323003733138757","0.428321477079507"
"_ENSG00000230021","0.476454212804011","0.548706479030236","0.726030374993189","0.45417627391869"
"_ENSG00000236948","0.592762605745685","0.436805839416058","0.139566508122906","0.705094944855346"
"_ENSG00000237094","0.415954779306054","0.173419241982507","0.0565483630842617","0.00575315681260274"
"LINC01409","0.394353679211729","0.247246200607903","0.09727942684648","0.648136652587063"
"MRPL20","0.778439221261423","0.464242795341098","0.701025410687229","0.492614401350504"
"CDK11B","0.134602563169884","0.0693272727272727","0.000459736739376403","0.000819006013946573"
"MTATP6P1","0.457832496782368","0.247246200607903","0.227808644161364","0.111263960995931"
"STPG1","0.714503666934799","0.566729760301643","0.892360005953536","0.0980424252585139"
"NIPAL3","0.758460546613607","0.611924874341057","0.955525105055156","0.956918458554721"
"KDM1A","0.64637344553685","0.409257120921305","0.384376925273721","0.0823687712429529"
"FAM76A","0.778439221261423","0.228297838553154","0.112895616300811","0.0137539880355983"
"FBXO42","0.708960310357426","0.199187633501967","0.0651552437931539","0.0160165197617004"
"PITHD1","0.678733043716528","0.530599284180387","0.817193503791089","0.737523965099061"
"CROCC","0.578736426840833","0.203521739130435","0.0882002325414344","0.0192494616521091"
"SPEN","0.638964229003464","0.445071737613399","0.639570337645858","0.019305396663116"
"CDC42","0.578236274794304","0.421083717472119","0.493155488672866","0.956663868872216"
"EIF4G3","0.786541052554095","0.327157703927492","0.251740182423562","0.0185955529761146"
"RAP1GAP","0.322981020308459","0.177887370600414","0.0212206632804345","0.0120810248946243"
"CAPZB","0.287432041624323","0.146967880085653","0.0179987394465795","0.0118172632798349"
"CROCCP3","0.582922373382493","0.164162108731466","0.0644379142017242","0.0884818264264024"
"SLC9A1","0.784007254623025","0.173343763837638","0.0433136441237111","0.00224721388015777"
"NUDC","0.556960027836683","0.268200398142004","0.294563446498994","0.617858564727332"
"USP48","0.70310322326318","0.269035278688525","0.199987018812522","0.00300901915707173"
"DNAJC16","0.283304691913978","0.121269724770642","0.0142245102167041","0.089054662729768"
"OPRD1","0.627673399814689","0.208816248746239","0.0841235050424385","0.015995698994183"
"SRSF4","0.717069913810047","0.26793595730487","0.155162503435276","0.000394385578386231"
"MECR","0.504485552708831","0.204537967351237","0.070033088737158","0.0990647156045011"
"PLEKHM2","0.617495414678095","0.19809670079636","0.0742615250570125","0.0113047545818421"
"SDHB","0.484683032784134","0.142678121420389","0.0322887718282602","0.0363685581849295"
"IGSF21","0.638843179745758","0.155243571428571","0.0505026624536128","0.0254720205888744"
"KIF17","0.346267989839572","0.151560754716981","0.0384447054894349","0.0494554442113898"
"ECE1","0.73870058558624","0.343215446960667","0.264931622792656","0.00643184977377269"
"SYF2","0.64234129721868","0.502493793946805","0.709638008973211","0.659548875728001"
"RSRP1","0.346267989839572","0.123911111111111","0.0097869650498123","0.139314842025382"
"STMN1","0.681648271093878","0.56236733805117","0.792348566011144","0.122597463927142"
"MAN1C1","0.510808906628892","0.328131693851945","0.284943539321906","0.0481812353752129"
"DHDDS","0.33294714496912","0.155243571428571","0.0289198247590706","0.00822955725515487"
"ARID1A","0.556442164711157","0.55377401411374","0.29767361882154","0.0193360351074634"
"STX12","0.638843179745758","0.151560754716981","0.0270317304802556","0.0703431053981084"
"TAF12","0.735967847312042","0.156257573073516","0.0423285125553999","0.0407362495152261"
"HNRNPR","0.287065876589471","0.24642629969419","0.0251962773596024","0.158758591809042"
"DNAJC8","0.644731620417382","0.456948092897101","0.625718640148941","0.912889918331471"
"AHDC1","0.520705227616744","0.354241488878802","0.434351936672803","0.371131876859087"
"EMC1","0.759190061739621","0.439546676096181","0.525428844774204","0.103432690542846"
"UBR4","0.692661113608346","0.103479646017699","0.00744078521215688","0.00348411808235222"
"HP1BP3","0.179403556845702","0.142678121420389","0.0246489382657857","0.0180721890978794"
"ATP5IF1","0.410371188360807","0.261708016877637","0.0861486144722241","0.0801088651384093"
"EPHB2","0.690129933788259","0.247662329803328","0.0884896659647508","0.0863859573938406"
"SRRM1","0.733307157125473","0.292634208990076","0.140631189283621","0.128826927372832"
"SH3BGRL3","0.201479681574298","0.436677021731386","0.137857060793635","0.0440961975516743"
"RPL11","0.581472604712098","0.346282347395711","0.49710408466127","0.789880389625739"
"WDTC1","0.292505663292229","0.470427172300083","0.614626052372424","0.0204241428945673"
"EXTL1","0.545939270556105","0.230695205479452","0.0434117212367758","0.0115286207489039"
"EYA3","0.546870449272904","0.601839102244389","0.78975657579637","0.0588248715498775"
"WASF2","0.727256371544675","0.184963947368421","0.0672393386142363","0.0155072456025789"
"NBL1","0.732753658409563","0.521161938120257","0.525408463958862","0.114694594856303"
"PINK1","0.738526726902853","0.477825125628141","0.446368501852794","0.344912542544984"
"EPB41","0.587284871583575","0.119389432485323","0.0351971305301944","0.130820149482836"
"ATP13A2","0.287432041624323","0.179842176870748","0.00829880765983567","0.00933863087663267"
"GMEB1","0.645824902726292","0.322900946049604","0.309992125954839","0.0629416746014594"
"CAMK2N1","0.256249959209507","0.179842176870748","0.0468483117385206","0.782197327469992"
"LUZP1","0.402119494256574","0.0802736842105263","0.000414364308813663","0.0083232425725906"
"OTUD3","0.638843179745758","0.262227368421053","0.135274008267353","0.00519547012465672"
"TRNAU1AP","0.690490361778726","0.232301013513514","0.0898765951209607","0.0130327085748522"
"TMEM50A","0.700295369258213","0.570164409954509","0.679064589383144","0.587078783277363"
"TMEM222","0.751462479229953","0.55100808895066","0.923634861766166","0.0386793699221469"
"SRSF10","0.681858739033963","0.24045132254244","0.291036661158075","0.0275233270403342"
"DDI2","0.791296395361203","0.586090449148167","0.862039753691833","0.0151380328807442"
"YTHDF2","0.732923998180058","0.428936421666971","0.491681799187058","0.157495150037916"
"HMGN2","0.656292548031861","0.591066138715034","0.984559166908107","0.0612365757283219"
"PHACTR4","0.764766807259945","0.24407916505605","0.124378195768044","0.0129383504911526"
"MACO1","0.571577798121121","0.61008","0.903490631261413","0.0260802005352128"
"CROCCP2","0.590072782079832","0.164786027619821","0.0456563227011215","0.0120336506517132"
"NBPF1","0.692661113608346","0.39998011442099","0.43234458778401","0.0151752734378298"
"EMC1-AS1","0.40615924873594","0.435276470588235","0.536536258649628","0.883332640518504"
"_ENSG00000233478","0.788311362024156","0.346047735849057","0.197802077781089","0.168347781003677"
"UQCRHL","0.79481917765407","0.586034852200852","0.987043811846385","0.127418510095533"
"_ENSG00000235912","0.309928803695833","0.229356719022688","0.13723293583971","0.724892385938089"
"ELOA-AS1","0.775145091225636","0.506481509433962","0.669953185149551","0.229146565972757"
"_ENSG00000240553","0.709108003423835","0.28605156626506","0.14857574246927","0.231639329806889"
"_ENSG00000280114","0.582922373382493","0.431056826835902","0.697446308912596","0.34953269011812"
"AK2","0.270775058397125","0.0939696682464455","0.00455694857982896","0.00530476930072439"
"SCMH1","0.738526726902853","0.516415146603802","0.973043018927985","0.11342358206431"
"NCDN","0.449671182429539","0.280312128712871","0.239601953259284","0.931026657125402"
"KPNA6","0.791089839100666","0.345740831758034","0.234899471252613","0.01547131414398"
"TRIT1","0.638348871980131","0.414843619840969","0.411554213449467","0.109033459400972"
"TRAPPC3","0.199296056112849","0.188212020460358","0.0698318791378842","0.00869089082656464"
"THRAP3","0.732923998180058","0.327157703927492","0.242826838664995","0.157310072575618"
"SNRNP40","0.46407175519919","0.107445360824742","0.0108389332865595","0.00113246780370576"
"KDM4A","0.638348871980131","0.421305091044222","0.479555000860508","0.0593784780311366"
"NFYC","0.336350747282792","0.410959908186687","0.378486281927051","0.00498616708110632"
"TESK2","0.763649749214444","0.549675198440329","0.935436647950656","0.0213429259641381"
"EIF2B3","0.692921586145213","0.405971483920961","0.108302657054961","0.0316258669263778"
"SMAP2","0.36768820448034","0.279121568627451","0.188478768306604","0.250961940223135"
"PPIE","0.623907062468149","0.567316234725393","0.873950100453934","0.37874332091756"
"ZMPSTE24","0.701585233478732","0.294716112236043","0.233665937739799","0.0470625224627942"
"EIF3I","0.676770157041125","0.546217225950783","0.807376235996754","0.883563920217119"
"NKAIN1","0.42875312060383","0.376913506604176","0.501258914776655","0.0401542353782685"
"COL16A1","0.167420839479186","0.143380224719101","0.00946539272283102","0.00657725789164405"
"POMGNT1","0.692855659912226","0.58549425346997","0.847527292179038","0.170466739738446"
"MAST2","0.666878087457489","0.273816458533461","0.0544420903916485","0.0025193110329079"
"AGO1","0.656680776265826","0.19088624535316","0.0652194487650192","0.0100781140042322"
"S100PBP","0.554511449892135","0.511884266984505","0.889739343755564","0.023714007919895"
"DLGAP3","0.78873109879864","0.387819286007386","0.478081624082058","0.92899445562366"
"SFPQ","0.389013597914233","0.473443867385269","0.504204143515212","0.622780090236418"
"MAP7D1","0.765698442738973","0.595062013151239","0.368980527512988","0.0421405303860748"
"OSCP1","0.623600881811916","0.251840178239881","0.125140899836172","0.0616477785293148"
"HPCAL4","0.251466102110679","0.192408004708652","0.0472488838643575","0.607220037132557"
"RLF","0.239553717332611","0.0928807692307693","0.00215428412302028","0.0498579803587124"
"RIMS3","0.546870449272904","0.306409898267803","0.15475485829071","0.925410709320507"
"EBNA1BP2","0.312303660052235","0.187716923076923","0.0704221393708259","0.0690142067668562"
"IPO13","0.780978281871764","0.58078124426981","0.664181133036372","0.0327125139181917"
"ATP6V0B","0.337391717085517","0.509619184652278","0.23279690614312","0.345750874921329"
"B4GALT2","0.78331969742761","0.604611029867394","0.715375466643808","0.203083080877255"
"ERI3","0.792197016047237","0.497837891472868","0.869742290874683","0.0517065330877725"
"PTCH2","0.582593053975121","0.132534620689655","0.01663980795452","0.000596425758992276"
"PRDX1","0.745930167575591","0.516207678676905","0.707536008252942","0.205292204890773"
"FAAH","0.299591417376254","0.271411458333333","0.182382188756747","0.190464752902437"
"NSUN4","0.56366220380935","0.306133333333333","0.196910589873939","0.0475303403448463"
"ADGRB2","0.287567853147226","0.565347961533252","0.16191631278624","0.0118961130347347"
"ZCCHC17","0.791089839100666","0.502007973014413","0.618801934749248","0.165178224171036"
"FABP3","0.62260905690512","0.404497052508296","0.307998093441084","0.721456874614552"
"KHDRBS1","0.245291703750603","0.244720030757401","0.0432110628821154","0.0447888886573488"
"TMEM39B","0.740750853214912","0.380817545339519","0.449700968188846","0.588883940977524"
"CSMD2","0.796136745683574","0.4123","0.499399496251568","0.627165329320045"
"HPCA","0.632431635165053","0.387322455706634","0.387234018189505","0.632697540550944"
"PSMB2","0.742651781600648","0.451154823206317","0.549214253736749","0.308783383743375"
"AGO3","0.792109086683204","0.208423541247485","0.0893199686712796","0.00490271300297729"
"ST3GAL3","0.672000827916166","0.296773570812985","0.217927016506072","0.028191885235539"
"HIVEP3","0.732923998180058","0.54844544820856","0.707990102075243","0.497173577999992"
"MACF1","0.656778946464816","0.204683958333333","0.070584481554079","0.0302105066325833"
"CAP1","0.645824902726292","0.47145281157514","0.619047982614314","0.751930749293022"
