gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD	MAST_glm	MAST_glmer	rank_sum	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
DNAJC11	0.0975124027246289	0.0656	0.0538	0.0304	0.0314	0.101	0.0704	0.0221	0.0312	8.28795598700366e-11	0.00185925317837999	2.36574147285746e-13	0.0441	0.0657	0.0151	0.0352
VPS13D	0.860582959653307	0.3288	0.417	0.2316	0.3236	0.0531	0.0345	0.0041	0.004	8.31551413345979e-05	0.019459708069907	0.00635594485373205	0.0837	0.0493	0.0182	0.0128
PER3	0.14637198394529	0.6834	0.466	0.6658	0.4342	0.3802	0.256	0.3672	0.248	7.05794592327777e-07	0.0296789722773164	0.215244373543464	0.751	0.5958	0.7528	0.5774
KIF1B	0.85798504035704	0.2336	0.3026	0.18	0.2474	0.361	0.4164	0.2996	0.3444	0.00329551746284217	0.50281350381839	2.02017359299881e-06	0.5556	0.7492	0.4544	0.679
PRKCZ	0.0157587675539477	0.1912	0.1214	0.0898	0.0436	0.2064	0.1952	0.0603	0.0662	1.43929887701397e-12	0.157422684057581	8.8675629208175e-37	0.6814	0.5732	0.4974	0.4212
KCNAB2	0.0616301133136665	0.073	0.1394	0.0508	0.0984	0.1272	0.0926	0.0725	0.0456	7.79075463410873e-17	0.227446571710383	3.21395157405894e-33	0.5608	0.5876	0.518	0.5664
ENO1	0.7436107729985	0.4858	0.4638	0.4524	0.4382	0.7416	0.7606	0.6972	0.7378	0.169626141936036	0.702318165390593	2.57661545565327e-12	0.807	0.7422	0.7662	0.7124
GNB1	0.643662991318223	0.9582	0.966	0.9626	0.9674	0.8702	0.8054	0.8668	0.7704	5.56037019966687e-05	0.657211669555681	4.03205483002224e-07	0.672	0.7308	0.6766	0.7142
SDF4	0.658003245283285	0.69	0.497	0.4824	0.2484	0.6772	0.48	0.3896	0.2166	0.000347949562651825	0.894447063817099	0.000154232663266376	0.7444	0.6632	0.4774	0.3894
ACOT7	0.0641328624262282	0.1656	0.178	0.18	0.1898	0.0899	0.1152	0.0822	0.0895	2.5614261614318e-18	0.0951738133685918	9.23290074686296e-44	0.3204	0.3148	0.2888	0.2886
CEP104	0.747982905503864	0.44	0.4878	0.36	0.3956	0.121	0.0551	0.0599	0.0281	0.00141909376907584	0.0519607326541431	2.22742247283532e-06	0.139	0.126	0.0605	0.0673
RPL22	0.000560091825363845	0.0224	0.057	0.0067	0.015	0.0648	0.1138	0.042	0.0698	1.06457542000214e-17	0.0234332195245559	4.52358934369075e-08	0.0856	0.1642	0.0467	0.0834
CHD5	0.0451506828089085	0.4366	0.3004	0.1168	0.0555	0.5916	0.4322	0.2976	0.1632	2.69533277535691e-10	0.737387429745776	5.00880398904098e-13	0.801	0.6364	0.553	0.2624
ERRFI1	0.104224802828182	0.284	0.2714	0.2796	0.2486	0.4144	0.1664	0.2688	0.0539	3.39582075946254e-07	0.0431592741934938	1.50496907725059e-11	0.9058	0.5686	0.8568	0.4952
PARK7	0.133533631092767	0.2358	0.2558	0.2038	0.2014	0.3022	0.3942	0.2456	0.322	5.43487061747137e-37	0.0569092573213533	1.72253992281999e-48	0.2228	0.3558	0.2094	0.3172
SRM	0.650301105365875	0.789	0.834	0.7268	0.7842	0.7718	0.9856	0.718	0.9852	0.000935960278853314	0.671254233870619	0.00324183677936824	0.4942	0.722	0.3246	0.6494
FBXO2	0.485807811749336	0.8262	0.9752	0.7756	0.9738	0.485	0.4862	0.3722	0.3638	6.92165140822686e-09	0.822986197136524	5.81596542225783e-34	0.7978	0.918	0.7672	0.9022
MFN2	0.961139382774637	0.9364	0.9466	0.9296	0.942	0.4364	0.5826	0.3566	0.5452	0.00165321195664576	0.342592057448195	6.64557128288002e-05	0.3612	0.5914	0.256	0.5228
PRDM2	0.620194371368416	0.0845	0.0574	0.083	0.0574	0.0897	0.0742	0.0799	0.0745	2.31537812739723e-13	0.0794195757461947	5.31685864098456e-10	0.142	0.1198	0.154	0.1208
