gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD	MAST_glm	MAST_glmer	rank_sum	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
DNAJC11	0.26434961134701	0.2406	0.5466	0.268	0.5274	0.0508	0.0432	0.0157	0.0148	0.18320948885225	0.213733442706783	0.00236705580083076	0.0272	0.0323	0.0147	0.0379
VPS13D	0.577186807158897	0.5692	0.713	0.4498	0.6388	0.0405	0.0379	0.0179	0.0146	0.291847495075247	0.353851437566836	0.0122038278832482	0.1632	0.1732	0.038	0.056
PER3	0.417381977180354	0.8238	0.948	0.8308	0.9452	0.4334	0.2552	0.468	0.3056	0.0982420201157763	0.092149340823685	0.0577531561755634	0.7272	0.8958	0.6726	0.867
KIF1B	0.140306895852612	0.5374	0.571	0.5722	0.5936	0.748	0.591	0.648	0.4592	0.273925755404244	0.340349516162412	0.101955468784683	0.1812	0.1588	0.0499	0.0407
PRKCZ	0.090531797659935	0.142	0.1556	0.1432	0.126	0.4164	0.4876	0.1462	0.2592	0.604305272403469	0.573642752562817	0.0221724026431047	0.8888	0.8236	0.8166	0.7566
KCNAB2	0.00919620941302079	0.0163	0.0156	0.0022	0.0036	0.6602	0.7282	0.628	0.7078	0.060458310298426	0.140916631259507	0.00010541958424282	0.7218	0.5266	0.6352	0.4162
ENO1	0.67511867538571	0.3362	0.3114	0.3522	0.33	0.7536	0.818	0.7268	0.791	0.545537137675432	0.500436019506671	0.563277836654527	0.9114	0.742	0.9028	0.7254
GNB1	0.109416916037522	0.7194	0.847	0.6842	0.8274	0.7328	0.7104	0.7062	0.6928	0.154858989689829	0.30697606933284	0.343330116510342	0.7024	0.8248	0.6858	0.7962
ACOT7	0.0256084949114178	0.2348	0.3918	0.29	0.4104	0.059	0.0809	0.0607	0.0721	0.00649144705257622	0.00919846233399431	0.00204380010207047	0.2668	0.2614	0.2054	0.1884
CEP104	0.836868575988831	0.7572	0.5414	0.7004	0.4238	0.0395	0.0298	0.0212	0.0146	0.776720189102569	0.775148215688239	0.0613135513641345	0.1014	0.1286	0.046	0.074
RPL22	0.680434528880789	0.7832	0.995	0.7816	0.9946	0.122	0.179	0.0369	0.0673	0.61857674457214	0.799602771372505	0.866254031389471	0.5984	0.501	0.4642	0.3574
CHD5	0.671269122651781	0.8584	0.9888	0.7784	0.9904	0.8842	0.7262	0.6508	0.428	0.832241924448951	0.91097769772247	0.707258081673781	0.928	0.913	0.7882	0.7798
PARK7	0.0348708405577668	0.2314	0.3402	0.1394	0.2294	0.2562	0.4118	0.123	0.2558	6.95283720703212e-05	0.0586951413036574	5.50648668814343e-06	0.1134	0.1836	0.0718	0.104
SRM	0.827304398207688	0.7646	0.8632	0.7378	0.855	0.6254	0.8028	0.4786	0.7372	0.0154891251470632	0.226965590016826	0.668886207858481	0.3476	0.5574	0.1694	0.4258
MFN2	0.097322281997629	0.1356	0.1458	0.1172	0.1256	0.5046	0.5838	0.4492	0.5076	0.0778397058487255	0.0839148993298279	0.488023851188655	0.391	0.5958	0.2372	0.4738
PRDM2	0.713068316905956	0.3038	0.2372	0.2768	0.184	0.0484	0.106	0.0642	0.1306	0.790289861835496	0.808642768067121	0.882388641255358	0.4788	0.4154	0.4248	0.368
UBE4B	0.392259320400086	0.0746	0.0788	0.0685	0.0623	0.0244	0.0169	0.0047	0.005	0.0300377102242418	0.0605956325904192	0.307845599937654	0.3024	0.2412	0.0652	0.0432
ACAP3	0.702030151251931	0.7694	0.5774	0.7056	0.4166	0.6732	0.4832	0.1958	0.0668	0.179035056373089	0.911295690962699	0.642899712870292	0.7742	0.7912	0.4248	0.4954
C1orf159	0.461732933684505	0.7074	0.947	0.7202	0.9456	0.2324	0.3692	0.0605	0.1804	0.16862065172934	0.182042224234198	0.658617197945711	0.9132	0.8876	0.8902	0.8768
FBXO44	0.282837138702347	0.8674	0.6196	0.858	0.6162	0.472	0.5708	0.3304	0.4416	0.939205455543189	0.978685226936299	0.190523976607756	0.811	0.9984	0.7744	0.9976
RERE	0.831925762660884	0.7524	0.843	0.6768	0.7764	0.4774	0.534	0.4588	0.5326	0.842977114898282	0.812898942971112	0.729821717632956	0.8018	0.7942	0.7332	0.7238
EFHD2	0.0991138462679148	0.662	0.7526	0.5748	0.6766	0.4164	0.6848	0.1972	0.5752	6.75417447381909e-05	0.0143322261805674	0.0446179196371433	0.276	0.567	0.116	0.4088
PEX14	0.159154203691136	0.0765	0.0812	0.1022	0.0922	0.0075	0.0096	0.0035	0.0045	0.0263922187898444	0.0361694559647295	0.0138776956788638	0.0759	0.0574	0.0144	0.0072
SKI	0.910447320341521	0.578	0.3914	0.4916	0.2796	0.5326	0.4842	0.269	0.3106	0.309170853621298	0.918412547911115	0.667115796312122	0.688	0.715	0.466	0.467
SSU72	0.202379672496004	0.7518	0.8122	0.7576	0.7964	0.7114	0.661	0.653	0.585	0.885827574433337	0.831322689726445	0.062278893526544	0.8702	0.7082	0.8452	0.6292
CLSTN1	0.0281924852812422	0.2074	0.1596	0.137	0.1006	0.2378	0.3032	0.1256	0.1736	9.32008341872917e-07	0.0855775032412213	0.000579739584528738	0.2522	0.314	0.167	0.2286
PLEKHG5	0.207007600254172	0.189	0.1762	0.2426	0.2336	0.0051	0.0031	0.0079	0.0049	0.321653058620329	0.282888196115207	0.0305685511447297	0.0104	0.0194	0.0197	0.0324
CAMTA1	0.418291304627781	0.4704	0.4308	0.3902	0.3242	0.1146	0.0919	0.0087	0.0093	0.0827111028150771	0.111622414127319	0.205039369441563	0.1976	0.1424	0.0758	0.0641
EXOSC10	0.00919338463970271	0.0268	0.0297	0.0365	0.0354	0.0484	0.0367	0.0104	0.0105	3.27866037696461e-05	0.000215423914707289	2.57856971264593e-05	0.0573	0.0467	0.003	0.0019
GABRD	0.17517669169446	0.9912	0.6768	0.9876	0.5798	0.9476	0.805	0.9068	0.7356	0.0313013307706622	0.941035488928669	0.218753250639276	0.6758	0.9874	0.5358	0.9792
KAZN	0.65481802191132	0.3354	0.1712	0.3196	0.1694	0.1446	0.1398	0.0904	0.0931	0.00234976827099991	0.286070209692962	0.0117812376799967	0.4268	0.288	0.3702	0.2064
AJAP1	0.977585346981938	0.3288	0.479	0.34	0.5038	0.9824	0.8988	0.9826	0.8938	0.609065142704497	0.585358432913463	0.406969919598949	0.4386	0.6724	0.3764	0.655
MTOR	0.870268267725127	0.2196	0.259	0.19	0.214	0.0714	0.114	0.0239	0.0544	0.167196604046418	0.158114216153718	0.46401682527604	0.0426	0.0336	0.0101	0.0134
DISP3	0.734292244569193	0.5452	0.5142	0.5666	0.5342	0.6288	0.94	0.4372	0.8874	0.303491510713778	0.428502070043168	0.795332249389973	0.6692	0.8818	0.6488	0.8582
CCNL2	0.587830888366532	0.3708	0.5882	0.3616	0.5488	0.2108	0.1102	0.0342	0.017	0.927958835524317	0.920719787659652	0.0675369179805056	0.395	0.3056	0.1992	0.1622
_ENSG00000230021	0.432065527144113	0.9482	0.9358	0.9188	0.8924	0.6676	0.768	0.3642	0.6092	0.66883206920018	0.772274563222466	0.770210584730741	0.645	0.7628	0.4126	0.6116
MRPL20	0.341666875315131	0.7986	0.8916	0.8096	0.8762	0.3116	0.4984	0.3198	0.4886	0.0923878859522254	0.131722918219271	0.0156390566424716	0.228	0.1684	0.2362	0.176
MTATP6P1	0.317073144107255	0.6578	0.308	0.4916	0.1884	0.1504	0.1338	0.056	0.0624	0.0150472111100304	0.258189784287059	0.104119270076082	0.458	0.4784	0.3396	0.385
KDM1A	0.571920034268822	0.3508	0.6548	0.1082	0.487	0.8056	0.3848	0.721	0.2422	0.71611052449139	0.665518220880408	0.133332542292762	0.9978	0.6876	0.9948	0.4936
FBXO42	0.52714481441698	0.2444	0.1722	0.2888	0.2018	0.1102	0.1418	0.0475	0.0775	0.375396416412888	0.312242717378374	0.0558160056009351	0.2038	0.1634	0.0639	0.0544
PITHD1	0.0655392730708701	0.1576	0.1318	0.1504	0.1278	0.5482	0.7038	0.4598	0.631	0.00147873351997997	0.0284884142196564	0.0641610441343508	0.6314	0.7646	0.5272	0.6782
SPEN	0.038214486295905	0.0801	0.0984	0.046	0.053	0.6216	0.6868	0.3182	0.5158	0.0217812298251762	0.0316273927676947	0.0678267315822449	0.7044	0.1636	0.7044	0.1616
CDC42	0.561699418807931	0.2808	0.3478	0.2912	0.3608	0.3058	0.3118	0.2742	0.3062	0.207121123138904	0.360110643479665	0.819291769926982	0.4508	0.7744	0.3562	0.7066
EIF4G3	0.321401280892667	0.3028	0.3186	0.2782	0.2738	0.1078	0.1088	0.055	0.0478	0.0438508336073151	0.415541309769149	0.00620803948294679	0.9466	0.7182	0.946	0.6434
RAP1GAP	0.435769131716272	0.593	0.4346	0.59	0.4228	0.4828	0.5396	0.1954	0.2636	0.427377725560134	0.378592141318695	0.27040215399911	0.807	0.8488	0.7186	0.7706
CAPZB	0.239324392639731	0.6652	0.748	0.5952	0.7184	0.1322	0.262	0.0667	0.1688	0.283237852459793	0.448457992009373	0.107075185043276	0.2706	0.2256	0.2322	0.1962
CROCCP3	0.212988621560368	0.1926	0.2222	0.1706	0.232	0.0855	0.1118	0.0693	0.1124	0.0287244210609929	0.031853081615543	0.00176504541720544	0.1024	0.089	0.0316	0.0416
NUDC	0.0366864564814316	0.1994	0.224	0.193	0.2082	0.1124	0.1542	0.0922	0.1258	0.00379282393338701	0.00890248006106902	0.000191719586125929	0.0888	0.1274	0.0646	0.0908
USP48	0.83732301420027	0.6046	0.2984	0.6208	0.3218	0.0406	0.0663	0.0433	0.065	0.290817471872733	0.283067779750065	0.637594490737397	0.0713	0.0271	0.0283	0.0131
DNAJC16	0.651815766393684	0.656	0.6968	0.6792	0.7208	0.1866	0.2956	0.116	0.2392	0.322478456605891	0.317929111926011	0.996023714220607	0.4024	0.6156	0.2544	0.4906
SRSF4	0.656441620597092	0.6068	0.826	0.653	0.8432	0.0935	0.1094	0.1084	0.1282	0.767573542448122	0.767650768123296	0.450531186267482	0.277	0.3048	0.176	0.2218
PLEKHM2	0.224369757809002	0.0734	0.0371	0.0436	0.0209	0.0748	0.0441	0.0554	0.0327	0.050291252566532	0.045937700606595	0.609028848122935	0.1016	0.1372	0.0674	0.0977
SDHB	0.898470601663703	0.431	0.8572	0.4334	0.8634	0.0363	0.0366	0.0081	0.0115	0.561157138877057	0.548008382534823	0.25983353293916	0.0746	0.2808	0.0208	0.209
ECE1	0.926991668014374	0.9774	0.9522	0.9782	0.955	0.0159	0.0155	0.0195	0.0226	0.946823963975601	0.966188388671753	0.464777440517419	0.2272	0.1434	0.2074	0.1316
RSRP1	0.0546360033782357	0.0271	0.0294	0.0271	0.0294	0.0024	0.0032	8e-04	8e-04	0.0119630633799384	0.0648235513980834	1.77016886850115e-05	0.0833	0.1458	0.0398	0.0585
STMN1	0.189252173214869	0.4418	0.5042	0.4094	0.4462	0.6578	0.7656	0.6182	0.7224	1.02076616095046e-07	0.321991248397244	4.61372524404691e-08	0.3058	0.3048	0.2862	0.294
MAN1C1	0.722132297061922	0.8232	0.8196	0.8046	0.797	0.0092	0.0168	0.007	0.0401	0.0807339148889098	0.0714345538896438	0.662635756787578	0.1654	0.2304	0.1436	0.2044
DHDDS	0.258160478199547	0.6426	0.525	0.6252	0.5022	0.077	0.0796	0.0387	0.0365	0.116933407169617	0.166459866440473	0.0157667685358888	0.0364	0.0412	0.0168	0.0166
ARID1A	0.141540308136931	0.3662	0.2406	0.3726	0.2378	0.0928	0.0924	0.0465	0.0342	0.238547175230178	0.244279893083319	0.777818330096275	0.989	0.8648	0.9886	0.8398
STX12	0.738063088117109	0.8846	0.7668	0.8854	0.7484	0.3484	0.7174	0.255	0.7786	0.288899560166242	0.273652683272514	0.174700568917263	0.128	0.2726	0.1028	0.268
HNRNPR	0.72120693040312	0.74	0.7024	0.736	0.6718	0.0303	0.0505	0.0169	0.0495	0.905879820129219	0.904376629224951	0.69304296177669	0.1582	0.113	0.0317	0.0202
DNAJC8	0.270866329975586	0.8832	0.9096	0.8324	0.8684	0.9772	0.9728	0.9656	0.9598	0.2192710001915	0.201463894660453	0.0270849869003763	0.7646	0.8266	0.7172	0.7948
AHDC1	0.302335294840497	0.75	0.5828	0.7378	0.5856	0.4736	0.5602	0.2034	0.3246	0.0344955596478123	0.0975773946342053	0.333356693317499	0.302	0.2824	0.098	0.0834
IFI6	0.705867720610435	0.6112	0.8072	0.604	0.8034	0.7556	0.6818	0.7048	0.6106	0.364038474344595	0.573363547249561	0.545666080931408	0.8968	0.8134	0.8994	0.7884
UBR4	0.811905289864348	0.6242	0.6566	0.6234	0.6486	0.0094	0.0102	0.003	0.0042	0.982142961950943	0.980180415382592	0.343434263018621	0.2166	0.2324	0.0835	0.1088
HP1BP3	0.785097700576388	0.5704	0.4694	0.498	0.393	0.196	0.224	0.033	0.0611	0.611417206921143	0.683913247875952	0.798370076150838	0.09	0.0682	0.0087	0.0086
ATP5IF1	0.015092661858964	0.14	0.328	0.1682	0.3272	0.0179	0.0268	0.02	0.0333	3.67670032103363e-08	0.0342190762052592	3.00745062713258e-13	0.0560000000000001	0.0574	0.044	0.0467
EPHB2	0.564465439792441	0.3938	0.4868	0.443	0.5178	0.0311	0.0419	0.0239	0.0409	0.132414814220973	0.127336632259447	0.151792894225326	0.1268	0.1498	0.0904	0.0874
SRRM1	0.26438325080595	0.1026	0.0488	0.1252	0.0537	0.0365	0.054	0.0234	0.0415	0.246335756601466	0.251779954225901	0.00628773508271663	0.2946	0.2502	0.3044	0.2538
RPL11	0.99996183862721	0.9984	0.9796	0.9964	0.9776	0.6254	0.596	0.5144	0.455	0.442768865667342	0.709893521119582	0.0577648018291489	0.7958	0.8288	0.732	0.7732
WDTC1	0.0178852234718166	0.0843	0.1672	0.0757	0.1862	0.6918	0.4926	0.5838	0.353	0.0142963869792982	0.0192524712091006	0.0644376721916405	0.2292	0.1122	0.0794	0.0392
EYA3	0.287018144802344	0.4994	0.9744	0.4208	0.972	0.788	0.928	0.7374	0.7998	0.0420963071692369	0.0450312878387451	0.00164809943881469	0.648	0.751	0.5088	0.6368
