gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD	MAST_glm	MAST_glmer	rank_sum	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
VPS13D	0.912828387658464	0.6698	0.4994	0.5944	0.4282	0.784	0.8082	0.5752	0.6866	0.393435863718474	0.350941726904018	0.0180303139327511	0.8662	0.9718	0.75	0.9312
KIF1B	0.189679551255497	0.343	0.3884	0.1794	0.2382	0.5438	0.921	0.4396	0.6276	0.000817231905132076	0.0369288131264925	0.0822784654301569	0.1252	0.1542	0.0144	0.033
GNB1	0.566672265394278	0.27	0.2468	0.1758	0.1794	0.3988	0.6006	0.442	0.6312	0.181374499516202	0.402310119116408	7.06826214745738e-05	0.8262	0.7854	0.7892	0.7384
UBE4B	0.521217784367259	0.4784	0.7078	0.4134	0.6914	0.684	0.1304	0.488	0.0742	0.0946925486733388	0.114322764132774	0.0497695496986885	0.6578	0.8588	0.4202	0.7718
ACAP3	0.293678889388674	0.3762	0.275	0.1358	0.0738	0.8822	0.8476	0.6728	0.6684	0.0109959638469091	0.629741183906613	0.0645414030480434	0.389	0.4736	0.0783	0.156
RERE	0.236267913814843	0.9772	0.7478	0.968	0.7272	0.0797	0.0944	0.0514	0.0611	0.0500428246600231	0.34857594528579	0.481080630081905	0.703	0.5098	0.6134	0.4138
CLSTN1	0.258084637987925	0.2524	0.1218	0.145	0.0662	0.4332	0.2116	0.2746	0.0877	0.123148012809549	0.641916742721338	3.09640846207203e-06	0.4468	0.4622	0.1924	0.1652
CAMTA1	0.624448255246989	0.3292	0.2302	0.2554	0.1802	0.434	0.8704	0.4126	0.7714	0.571004867782678	0.989423583751232	0.000656472475409754	0.8982	0.7206	0.9134	0.7284
KAZN	0.466672489666568	0.4884	0.701	0.4526	0.6732	0.3188	0.151	0.1056	0.0391	8.65897890345451e-06	0.670995982336581	0.000327371925269663	0.831	0.9622	0.7094	0.9156
EIF4G3	0.848638370421316	0.527	0.3728	0.4122	0.2904	0.1342	0.2232	0.0752	0.1206	0.0305301906589003	0.708805610964429	0.582307263133703	0.7968	0.8578	0.7396	0.8422
IGSF21	0.474269891099749	0.8434	0.8208	0.7888	0.7464	0.1742	0.271	0.2076	0.299	0.634050312852347	0.857468551953536	0.0903296643074031	0.691	0.9904	0.6392	0.9848
STMN1	0.000598497996421289	0.2078	0.1646	0.142	0.0915	0.179	0.121	0.1318	0.0765	2.11642984645008e-34	0.263698471311593	2.93149474266587e-43	0.7522	0.7228	0.7458	0.706
HP1BP3	0.162373369183669	0.6256	0.6586	0.629	0.66	0.437	0.4772	0.1642	0.2808	0.0959140414030579	0.196577310435235	0.114038845025678	0.0889	0.0752000000000001	0.0082	0.0372
PHACTR4	0.808490393108385	0.4386	0.4692	0.4656	0.4758	0.479	0.5984	0.1866	0.48	0.0599205805089565	0.75438632967485	0.114757638584073	0.4876	0.6466	0.2052	0.3464
SCMH1	0.930671185380746	0.1672	0.0971	0.0893	0.0522	0.3344	0.1498	0.0623	0.0279	0.576142487328322	0.446422106837888	0.00234624774533055	0.5486	0.5612	0.2902	0.303
SFPQ	0.121069511218407	0.8764	0.7022	0.8	0.5824	0.5494	0.3746	0.1884	0.1216	0.020380056000235	0.20258921652201	0.950587420787052	0.404	0.4116	0.2016	0.269
RLF	0.0927573419997343	0.0768	0.0968	0.0798	0.099	0.0813	0.0612	0.0852	0.0631	0.157871439871587	0.208102911948418	1.30290291676896e-07	0.2318	0.1896	0.0434	0.0279
CSMD2	0.560433832107555	0.7366	0.4442	0.6872	0.3798	0.46	0.3894	0.1452	0.0971	0.291983968147051	0.792062912272559	0.936751763686441	0.3924	0.4352	0.1946	0.2552
AGO3	0.480903769279308	0.823	0.6572	0.7674	0.547	0.1818	0.1718	0.1404	0.1366	0.102319915486035	0.390031889127348	0.124122032577504	0.4658	0.5148	0.2178	0.2466
HIVEP3	0.863118393493648	0.5834	0.6664	0.579	0.6236	0.2144	0.0615	0.0291	0.0159	0.803681298452779	0.873238284674201	0.00403464360467831	0.6104	0.576	0.494	0.4612
MACF1	0.94257051615581	0.476	0.4548	0.439	0.4088	0.5942	0.4914	0.4588	0.3472	0.659429066683913	0.904117125557472	0.272212061860626	0.822	0.8336	0.7426	0.7648
NASP	0.363995359674547	0.3194	0.31	0.2422	0.1812	0.9398	0.9468	0.936	0.9408	0.0984327510897245	0.575239084681815	4.0616678543118e-07	0.5326	0.683	0.4402	0.632
