gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
KIF1B	0.4444	0.5426	0.3366	0.4408
PRKCZ	0.2702	0.2488	0.1028	0.1172
KCNAB2	0.3024	0.3672	0.1846	0.2446
ENO1	0.7434	0.9424	0.5648	0.9012
GNB1	0.3436	0.3436	0.2622	0.2582
ACOT7	0.0634	0.1128	0.0325	0.0623
CHD5	0.8138	0.692	0.6958	0.5702
PARK7	0.1138	0.1878	0.0213	0.0372
FBXO2	0.211	0.2458	0.0501	0.0758
PRDM2	0.51	0.3406	0.3112	0.1028
FBXO44	0.6034	0.6288	0.555	0.5916
RERE	0.7172	0.7752	0.6926	0.7434
TPRG1L	0.5988	0.9116	0.4898	0.9002
SSU72	0.0719	0.1516	0.0234	0.0634
CLSTN1	0.9052	0.9144	0.8926	0.899
CAMTA1	0.0178	0.077	0.021	0.0525
AURKAIP1	0.0897	0.1698	0.0113	0.0519
GABRD	0.6488	0.6762	0.6054	0.6358
MTATP6P1	0.3372	0.2226	0.3052	0.1798
PITHD1	0.3814	0.568	0.2632	0.4396
CDC42	0.929	0.9096	0.8532	0.8328
EIF4G3	0.3896	0.379	0.3338	0.3314
RAP1GAP	0.5972	0.4762	0.5152	0.4102
CAPZB	0.151	0.1912	0.1446	0.1936
IGSF21	0.4084	0.4204	0.378	0.4006
STMN1	0.287	0.377	0.1114	0.1692
IFI6	0.1082	0.0655	0.073	0.0501
HP1BP3	0.3328	0.3826	0.132	0.2206
ATP5IF1	0.00109999999999999	0.0127	1e-04	0.001
SH3BGRL3	0.0245	0.1314	0.0099	0.0532
RPL11	0.5038	0.5432	0.3692	0.3762
NBL1	0.7696	0.7002	0.689	0.6126
PINK1	0.2442	0.4972	0.172	0.3786
ATP13A2	0.483	0.5176	0.3568	0.4382
CAMK2N1	0.356	0.3524	0.185	0.1412
TMEM50A	0.2062	0.27	0.0762	0.1072
UQCRHL	0.8196	0.8134	0.7396	0.7626
_ENSG00000235912	0.1704	0.1508	0.1638	0.1522
_ENSG00000280114	0.0583	0.0456	0.0448	0.0352
NCDN	0.3578	0.4522	0.3128	0.3746
SMAP2	0.3486	0.5562	0.3114	0.5414
HPCAL4	0.3938	0.5686	0.233	0.4512
RIMS3	0.5684	0.6882	0.399	0.6088
ATP6V0B	0.0185	0.0251	0.0072	0.0087
ERI3	0.492	0.266	0.451	0.2534
PRDX1	0.3958	0.429	0.1564	0.1826
ADGRB2	0.682	0.5858	0.5364	0.4616
ZCCHC17	0.3554	0.4602	0.152	0.2646
FABP3	0.1854	0.3992	0.0533	0.1974
HPCA	0.689	0.7834	0.5972	0.709
PSMB2	0.4516	0.6262	0.2918	0.4976
MACF1	0.6304	0.5548	0.5416	0.4678
PPT1	0.285	0.381	0.139	0.1688
PUM1	0.2214	0.4866	0.1222	0.3422
C1orf216	0.2356	0.3068	0.1412	0.2194
RPS8	0.7296	0.9422	0.6788	0.926
PTPRF	0.792	0.8974	0.769	0.8856
SDC3	0.5646	0.6818	0.5416	0.6628
MEAF6	0.4476	0.637	0.3356	0.5592
NDUFS5	0.0799	0.4006	0.0096	0.2416
UQCRH	0.4658	0.5516	0.384	0.474
RNF220	0.764	0.607	0.6858	0.5158
LRRC7	0.2108	0.9422	0.225	0.823
EPS15	0.4066	0.3722	0.3014	0.2982
DHCR24	0.695	0.854	0.6422	0.8314
TMEM59	0.1902	0.1768	0.036	0.0349
DNAJC6	0.4176	0.7066	0.292	0.6336
SRSF11	0.9962	0.954	0.9856	0.939
SGIP1	0.7688	0.8522	0.7026	0.8068
RNF11	0.4762	0.6832	0.2716	0.537
SSBP3	0.1112	0.1476	0.0525	0.1016
ELAVL4	0.0242	0.0808	0.011	0.0578
ZYG11B	0.6116	0.7468	0.5058	0.7102
JAK1	0.5944	0.8672	0.4824	0.8338
NEGR1	0.0629	0.1116	0.0354	0.0418
PDE4B	0.6998	0.8194	0.6516	0.7786
AGBL4	0.1312	0.199	0.0656	0.132
USP33	0.229	0.5204	0.0599	0.264
ST6GALNAC5	0.3816	0.3176	0.3328	0.2806
ADGRL2	0.3382	0.4424	0.235	0.3622
SSX2IP	0.6212	0.6854	0.4596	0.5718
PLPPR4	0.7784	0.7424	0.7114	0.661
OLFM3	0.7366	0.846	0.6794	0.7804
RPL5	0.0706	0.0886	0.0318	0.0616
TTLL7	0.2134	0.2492	0.1376	0.1962
RPL7P9	0.3868	0.5292	0.302	0.3988
PRKACB	0.3894	0.4168	0.191	0.273
LMO4	0.9886	0.9544	0.9864	0.9398
DDAH1	0.0306	0.1058	0.0201	0.0633
AK5	0.521	0.5638	0.4704	0.5168
C1orf52	0.5416	0.5298	0.4188	0.3398
EXTL2	0.8186	0.8616	0.7992	0.8374
MIGA1	0.4348	0.3646	0.2382	0.144
LRRC8B	0.8258	0.8294	0.7366	0.7616
_ENSG00000224550	0.0527	0.0979	0.0181	0.0152
CSDE1	0.5754	0.8228	0.5292	0.8054
SARS1	0.2582	0.3014	0.068	0.0803
WDR47	0.755	0.8748	0.695	0.8668
ATP5PB	0.4718	0.5704	0.2086	0.3258
SORT1	0.86	0.753	0.799	0.6742
LAMTOR5	0.2634	0.3748	0.0813	0.1638
CELSR2	0.7494	0.9108	0.7258	0.8856
ATP1A1	0.4778	0.7858	0.3384	0.6736
