gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD	MAST_glm	MAST_glmer	rank_sum	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
VPS13D	0.843432707000971	0.3242	0.3078	0.311	0.2894	0.7126	0.5302	0.6166	0.4276	0.000261933676340623	0.0535262290145446	7.30826993649219e-08	0.5578	0.6158	0.4074	0.4978
PER3	0.955923225221847	0.5414	0.5394	0.5316	0.5186	0.936	0.8814	0.9326	0.876	0.000186978661157883	0.0438004611804139	0.000467035972642338	0.9538	0.8028	0.9366	0.7714
KIF1B	0.725458333196184	0.9298	0.9298	0.9276	0.9404	0.3406	0.3486	0.318	0.2972	0.000718997486708825	0.388553894107581	0.019477162557511	0.3526	0.3756	0.3288	0.342
ENO1	0.126709977733742	0.9482	0.8018	0.9436	0.8142	0.3424	0.3608	0.3368	0.296	1.63202339089188e-06	0.247708724762661	1.08551232611384e-17	0.671	0.7516	0.6894	0.7412
GNB1	0.128630562546446	0.348	0.3034	0.357	0.3008	0.0533	0.0495	0.0835	0.0795	0.00302837342087126	0.472136189325791	2.52052777780686e-08	0.8424	0.7372	0.7906	0.6508
UBE4B	0.309003027438854	0.0281	0.0308	0.0334	0.0387	0.8654	0.7578	0.8746	0.7784	0.252081764796622	0.32364920132147	0.000245600535002423	0.7246	0.5982	0.5582	0.4784
RERE	0.445359964501538	0.7792	0.5674	0.763	0.5354	0.3592	0.3512	0.3096	0.2826	7.64999451187075e-05	0.0579308440698988	0.752817167827818	0.8588	0.895	0.8486	0.841
PRDM16	0.412441168097337	0.1392	0.0874	0.1122	0.0629	0.1054	0.1176	0.1254	0.1292	4.71259754422575e-05	0.101972060216569	1.49490139235134e-08	0.2672	0.2142	0.2488	0.1994
CLSTN1	0.394131112166767	0.913	0.8818	0.8992	0.8694	0.2792	0.1798	0.1618	0.1048	8.29189060494668e-05	0.284085319739673	4.41372306832193e-05	0.4778	0.4732	0.2196	0.2666
SLC25A33	0.279868910918022	0.3552	0.1926	0.373	0.2406	0.8538	0.9852	0.8578	0.9778	0.00101251955157545	0.438024187697613	0.00739617602533931	0.4872	0.3926	0.4928	0.426
CAMTA1	0.680361816843555	0.8428	0.4586	0.7896	0.319	0.9042	0.6116	0.9038	0.569	0.384259218038019	0.668970162049392	0.0546221613201231	0.9158	0.6754	0.9048	0.6876
PRDM16-DT	0.289064837390999	0.7778	0.5128	0.7546	0.4718	0.5158	0.5636	0.4592	0.524	0.0179830277011098	0.263079800324952	4.34829242399357e-05	0.5792	0.4126	0.5684	0.3894
ARHGEF10L	0.887686294132744	0.61	0.5868	0.5656	0.5544	0.5678	0.5888	0.5104	0.4858	0.0244586745460811	0.424852464769329	0.000793169495453006	0.726	0.9204	0.6456	0.8978
EIF4G3	0.836178780802803	0.5698	0.4618	0.5848	0.4552	0.3298	0.3208	0.276	0.2652	0.000128214119638764	0.163860789860064	0.816281295897048	0.6054	0.7326	0.5782	0.6432
RSRP1	0.143580517049553	0.5954	0.9008	0.5572	0.8808	0.5956	0.8366	0.6242	0.8416	0.00190381099754518	0.26384314090795	2.19563478634622e-09	0.2072	0.1756	0.014	0.0093
ARID1A	0.43469927039348	0.621	0.4646	0.5298	0.403	0.7118	0.3752	0.672	0.3914	0.0800225678804786	0.328413102272383	0.0670960662697927	0.722	0.3792	0.5852	0.1958
HP1BP3	0.509477473682964	0.2734	0.1694	0.2024	0.1132	0.3484	0.3128	0.1614	0.1728	0.00071467445762999	0.292986608853028	0.914238678237893	0.2906	0.307	0.0436	0.1092
SRRM1	0.612698315659932	0.9298	0.9634	0.9094	0.9434	0.4246	0.3224	0.2938	0.24	0.000293802481082728	0.135219236006943	0.00574253232588237	0.2444	0.1348	0.1686	0.1228
LUZP1	0.276240696642814	0.0282	0.0788	0.0269	0.0845	0.9964	0.8224	0.9962	0.8314	0.000267947870143409	0.0580677735079541	0.000101734696686731	0.5038	0.7544	0.1402	0.5226
PHACTR4	0.142830017422816	0.091	0.0964	0.0883	0.0954	0.9352	0.9064	0.8858	0.8398	0.136281993086925	0.174422459011144	1.85799830705497e-07	0.4854	0.41	0.2374	0.2428
SCMH1	0.89736804221986	0.7598	0.7408	0.718	0.6754	0.9618	0.9622	0.936	0.9464	0.0163784955480427	0.259624258313717	1.19929761665729e-05	0.7696	0.7632	0.553	0.6314
TESK2	0.220156158328051	0.1936	0.1934	0.2238	0.2176	0.969	0.9696	0.9636	0.9732	0.127379510832879	0.381863051778277	0.000386442611320442	0.508	0.3866	0.1656	0.1184
COL16A1	0.450378775865601	0.1866	0.2288	0.1802	0.224	0.884	0.8384	0.8444	0.8012	0.0179054204637282	0.339473425753081	0.355708290479903	0.9818	0.9712	0.9644	0.961
SFPQ	0.952401460744148	0.781	0.771	0.6038	0.6492	0.976	0.8706	0.935	0.8056	0.00106096818743422	0.230330714825164	0.336741876448113	0.7336	0.5744	0.4572	0.362
ERI3	0.628173290895196	0.9496	0.571	0.9462	0.5776	0.8068	0.994	0.7572	0.994	0.167552071393107	0.738161598635206	0.307653897754796	0.4134	0.2888	0.3454	0.2144
AGO3	0.629448926132844	0.9064	0.7586	0.859	0.6004	0.4554	0.373	0.453	0.3796	0.164029355210971	0.367506119870581	0.00625674252436131	0.4802	0.3336	0.2284	0.1046
HIVEP3	0.517338628214668	0.7328	0.8768	0.723	0.8678	0.7604	0.7758	0.5694	0.6464	6.24624476830039e-05	0.113376284036007	2.19872056738698e-05	0.514	0.461	0.334	0.2804
MACF1	0.818860155954266	0.5472	0.4278	0.522	0.4396	0.0932	0.1022	0.1388	0.1126	9.47242766824538e-10	0.629775582282496	7.48204786338038e-08	0.3692	0.3436	0.3128	0.2976
NASP	0.556542383270836	0.8656	0.3906	0.7962	0.3648	0.7404	0.8706	0.73	0.8448	0.000742032331383929	0.20496880281773	0.395249743789446	0.8688	0.7132	0.8508	0.6892
PUM1	0.418308989182372	0.7614	0.827	0.4754	0.6814	0.318	0.359	0.1616	0.2376	2.92741258270447e-06	0.013083380814656	0.0111081275584202	0.302	0.2192	0.119	0.1174
KIAA0319L	0.595674718197557	0.3984	0.324	0.423	0.3404	0.8766	0.864	0.883	0.8742	0.101711915722755	0.713886419548955	0.0805582922300269	0.6144	0.6622	0.2184	0.4064
ZMYM4	0.914363650313738	0.9462	0.8754	0.9496	0.8676	0.8724	0.8202	0.8018	0.7356	1.18452050209587e-06	0.0504457570298964	0.0038919668575163	0.2912	0.4864	0.224	0.4086
ZSWIM5	0.102158575493045	0.0921	0.0829	0.0444	0.026	0.291	0.2092	0.25	0.1692	1.06414478714454e-06	0.0811359670997504	0.0476939217197827	0.7764	0.827	0.6172	0.73
RNF220	0.872289050481423	0.2312	0.3552	0.2262	0.3574	0.6042	0.4612	0.6186	0.4836	0.0132879803555898	0.513225590489195	0.0904595579066218	0.0605	0.0473	0.0351	0.0235
ARMH1	0.810937538655856	0.4554	0.35	0.3648	0.3406	0.6308	0.6032	0.5426	0.5058	0.000656730590982583	0.386103832266733	0.49793699857647	0.3908	0.347	0.1464	0.153
FOXJ3	0.795107322274007	0.857	0.5642	0.8334	0.5384	0.571	0.6664	0.5188	0.6088	0.0515938469984232	0.525372413299957	1.6801044560649e-08	0.5278	0.7408	0.5054	0.7568
_ENSG00000228436	0.00125674099169669	0.049	0.06	0.0224	0.0355	0.4316	0.399	0.104	0.0914	5.59340994346726e-08	0.944858954397741	1.08451163697248e-19	0.3112	0.2464	0.0451	0.0601
LRRC7	0.666829929392393	0.823	0.8544	0.7604	0.8084	0.6684	0.5366	0.5614	0.4268	0.00049725945268172	0.0352400239278356	0.00949886295097184	0.4326	0.3506	0.1682	0.1334
NRDC	0.297204462557271	0.4756	0.7306	0.3982	0.7616	0.3272	0.2786	0.193	0.1544	3.09979262282119e-05	0.136747766314345	6.22771695552282e-18	0.3028	0.2854	0.0742	0.0959
EPS15	0.327663471501898	0.824	0.7148	0.811	0.7184	0.3288	0.319	0.1366	0.1602	0.010820886395692	0.0531839623477539	0.404473856242197	0.1084	0.1342	0.0911	0.0624
DOCK7	0.652282548007566	0.6042	0.626	0.5632	0.615	0.608	0.7166	0.5164	0.671	0.120062276388637	0.279667749406686	0.980152491858202	0.8994	0.9736	0.8908	0.9684
WLS	0.53122517281631	0.6522	0.3732	0.664	0.402	0.242	0.1474	0.181	0.1524	0.0191853855403832	0.142937336518149	0.668851487830398	0.7158	0.5662	0.7342	0.588
SRSF11	0.483775564017974	0.495	0.368	0.4766	0.3404	0.924	0.975	0.8724	0.9658	0.00167974049348993	0.274124527966087	6.42070067627653e-06	0.9502	0.9718	0.9208	0.9556
OSBPL9	0.691796063698432	0.8602	0.986	0.8294	0.9794	0.3518	0.3872	0.3806	0.411	0.0215471788054264	0.306588929589027	0.00184455235924307	0.9484	0.7042	0.9232	0.6196
SGIP1	0.682180949106266	0.6504	0.5348	0.5552	0.4472	0.7656	0.6716	0.6694	0.553	0.000416456990011958	0.410395835065312	0.0243384727047929	0.2664	0.2684	0.253	0.2428
ECHDC2	0.439512331067477	0.5372	0.5688	0.4958	0.5088	0.4734	0.7764	0.5024	0.7882	0.213736363787931	0.333536338382508	0.00162690772430601	0.2368	0.1708	0.1242	0.0559
SPATA6	0.8503750315862	0.5716	0.5146	0.5864	0.5326	0.9522	0.828	0.948	0.8236	0.000636534736061044	0.351357292506974	0.146260998358051	0.7336	0.9378	0.6986	0.9342
ZRANB2	0.76774316966836	0.2162	0.2006	0.1866	0.172	0.6514	0.671	0.4786	0.5856	0.0109296274993034	0.352721151185931	7.93555637653789e-05	0.2822	0.2098	0.1014	0.073
PATJ	0.261203057374786	0.7584	0.5464	0.6586	0.4996	0.3598	0.314	0.2982	0.269	0.971012156755526	0.534237464905843	4.21778780715124e-05	0.9576	0.7994	0.9456	0.761
TUT4	0.666375965695192	0.9736	0.7612	0.9634	0.6826	0.9096	0.9288	0.8398	0.8842	0.00123220860083916	0.142820505075745	0.497279402612515	0.7042	0.6296	0.5112	0.3472
CACHD1	0.770745997323193	0.8528	0.7668	0.8464	0.7614	0.9514	0.9496	0.947	0.9532	0.063155956138743	0.455005096862876	0.552063738511948	0.99	0.944	0.99	0.9328
ACOT11	0.554804733673478	0.3836	0.528	0.3598	0.5184	0.9264	0.9424	0.9274	0.95	0.0478915660565353	0.557334625964641	0.739935998950892	0.4826	0.4764	0.379	0.3844
USP24	0.373084807278496	0.9838	0.8444	0.965	0.7346	0.985	0.9478	0.9804	0.9286	5.19510971623488e-05	0.154615191780972	0.588838333739127	0.2262	0.2712	0.1058	0.1322
PLPP3	0.395086207158773	0.7358	0.5096	0.638	0.3998	0.2106	0.16	0.1664	0.1418	0.177433966601439	0.269718784330697	0.685403199278843	0.5756	0.6046	0.4784	0.5406
NFIA	0.350471883739263	0.485	0.4788	0.3868	0.4054	0.3784	0.4746	0.366	0.4794	0.0258312713147543	0.0510941217700881	0.0134385657601517	0.2356	0.2198	0.2792	0.2644
NEGR1	0.391682070123491	0.1868	0.1312	0.1562	0.111	0.6838	0.5954	0.4956	0.4124	6.88215126737697e-06	0.130248806865239	0.369984984383153	0.4232	0.37	0.1824	0.1776
FGGY	0.568760323358779	0.4654	0.2718	0.4638	0.2694	0.7764	0.7678	0.7566	0.7486	0.00134865185883794	0.137507206023616	0.000338581359130742	0.9436	0.9136	0.9108	0.8792
DAB1	0.786081781812454	0.4162	0.487	0.4602	0.5226	0.5692	0.2884	0.5852	0.3078	0.000134899586438551	0.619664925968815	0.470983391736169	0.6594	0.6694	0.5412	0.5626
PDE4B	0.359410318904605	0.5066	0.436	0.4946	0.4348	0.5804	0.617	0.494	0.5762	0.706891792602245	0.772263583478123	0.000739287256317585	0.4102	0.515	0.3416	0.4676
FAF1	0.794651026078437	0.309	0.3322	0.2912	0.313	0.1222	0.1806	0.1316	0.1864	0.00297031372849675	0.151345924722134	0.092390750064332	0.7798	0.694	0.704	0.6036
ROR1	0.435334137537481	0.997	0.9724	0.9964	0.9616	0.4398	0.4536	0.4566	0.4752	0.000155783113992264	0.018723141831721	0.0779585488779484	0.5394	0.411	0.4164	0.305
AGBL4	0.912542435661246	0.6988	0.5134	0.629	0.3614	0.2528	0.1296	0.2586	0.1474	0.000853349369620096	0.130889077451336	0.00294184748239867	0.823	0.978	0.761	0.9724
LINC01748	0.048146754795586	0.0355	0.0292	0.054	0.0518	0.2886	0.1872	0.273	0.1826	4.06173201398795e-05	0.0195592470900916	0.843128920658568	0.9996	0.9516	0.9992	0.9372
_ENSG00000231252	0.4469925151376	0.414	0.359	0.4152	0.3372	0.9758	0.894	0.9758	0.9156	0.0682234320024089	0.18300111168451	0.00209353778345744	0.5832	0.6886	0.5316	0.6314
PKN2	0.146991171430366	0.136	0.1462	0.1416	0.1518	0.199	0.0299	0.1742	0.0261	0.0111655349803393	0.207336492370149	1.72261029333397e-06	0.3326	0.3236	0.1068	0.1626
EVI5	0.53317108142433	0.9092	0.8658	0.8896	0.8592	0.7518	0.6344	0.709	0.561	0.0757978495719484	0.202378754748886	0.000877327673739277	0.7836	0.3694	0.758	0.3412
TGFBR3	0.798636107634218	0.604	0.4768	0.6026	0.4434	0.5074	0.3762	0.478	0.3536	0.000130446125573471	0.0649655225404382	0.000130639618413556	0.9714	0.9136	0.9692	0.898
CDC14A	0.389856253897783	0.4192	0.4458	0.399	0.4102	0.4868	0.4174	0.434	0.3666	1.26229795951177e-05	0.122406287932487	0.968380256263004	0.7026	0.7418	0.5974	0.669
CNN3	0.941401728717037	0.4378	0.4214	0.4392	0.411	0.5144	0.586	0.4938	0.562	5.50957672592113e-06	0.834557579607815	5.05663326467263e-12	0.7416	0.7612	0.6854	0.738
F3	0.726253929850147	0.7812	0.815	0.6662	0.7196	0.9404	0.901	0.917	0.863	0.00162680321239933	0.74703211045444	2.68563583951445e-05	0.5634	0.6596	0.4198	0.5224
PTBP2	0.4634110526896	0.0563	0.0651	0.0769	0.0855	0.6324	0.3384	0.5652	0.3152	0.0344599993741095	0.0735881121270182	0.0936652546585145	0.185	0.1476	0.0982	0.0686
ZNF644	0.518112342291786	0.441	0.6524	0.3962	0.5794	0.5496	0.379	0.4014	0.2606	0.00328596381264624	0.671620027802283	0.956190311953673	0.5722	0.6566	0.516	0.6044
RPAP2	0.130935985170195	0.6408	0.3202	0.6584	0.3252	0.2806	0.2472	0.2624	0.2498	0.000489295345694941	0.0770900649705813	9.99149861644599e-09	0.4288	0.3592	0.0546	0.1046
VAV3	0.867015547906677	0.8562	0.591	0.8364	0.526	0.6276	0.5746	0.5672	0.4966	0.590475322309489	0.428008834547661	0.186904264523714	0.8902	0.625	0.8756	0.5694
BCAR3	0.261056520608594	0.5566	0.4612	0.5526	0.4368	0.288	0.197	0.221	0.1726	0.000262382783978277	0.224431269140158	0.788283963101676	0.8808	0.8248	0.7142	0.6388
PRKACB	0.612831228942594	0.8428	0.7454	0.8206	0.752	0.9944	0.8804	0.988	0.8334	8.81551219823207e-05	0.0568869968728952	0.659933741458437	0.4332	0.3314	0.1446	0.1168
DDAH1	0.944226381148219	0.4944	0.2578	0.4884	0.2674	0.653	0.8758	0.614	0.867	0.644981790510669	0.692359150246379	0.02753431620847	0.5942	0.5076	0.5718	0.4916
