gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
DNAJC11	0.0808	0.0809	0.0301	0.0277
VPS13D	0.2132	0.3088	0.0595	0.1142
PER3	0.7914	0.7714	0.8004	0.783
KIF1B	0.5214	0.4868	0.3554	0.3314
PRKCZ	0.5746	0.5444	0.2808	0.3256
KCNAB2	0.2852	0.345	0.153	0.2318
ENO1	0.8748	0.7496	0.8736	0.7266
GNB1	0.521	0.638	0.4504	0.5818
ACOT7	0.2108	0.2746	0.1502	0.197
CEP104	0.2008	0.1532	0.1082	0.0917
RPL22	0.1386	0.2024	0.0821	0.1282
CHD5	0.9426	0.7946	0.8478	0.5566
PARK7	0.2102	0.2046	0.1274	0.1154
MFN2	0.4436	0.5772	0.2712	0.4928
PRDM2	0.2654	0.276	0.2916	0.2976
UBE4B	0.3096	0.2886	0.1416	0.1342
ACAP3	0.8376	0.9782	0.5884	0.96
C1orf159	0.5756	0.9796	0.524	0.9824
NPHP4	0.1358	0.0951	0.0852	0.0537
FBXO44	0.977	0.7828	0.9654	0.7166
RERE	0.7192	0.5718	0.6802	0.5096
EFHD2	0.3402	0.6454	0.1384	0.4876
PEX14	0.2216	0.1176	0.1212	0.0569
SKI	0.9066	0.806	0.7974	0.6966
TPRG1L	0.3428	0.363	0.1776	0.209
SSU72	0.8528	0.785	0.7988	0.7284
CLSTN1	0.4146	0.4104	0.24	0.2602
CAMTA1	0.1502	0.115	0.0571	0.0439
EXOSC10	0.2446	0.2404	0.0952	0.0935
AURKAIP1	0.4408	0.4534	0.38	0.3836
CTNNBIP1	0.136	0.0532	0.1202	0.047
GABRD	0.7478	0.8848	0.593	0.8394
NOC2L	0.8836	0.885	0.796	0.787
KAZN	0.1448	0.1306	0.1006	0.0766
AJAP1	0.8992	0.8938	0.8916	0.8478
MTOR	0.1668	0.1222	0.0938	0.0603
CCNL2	0.3054	0.1564	0.1148	0.0357
_ENSG00000230021	0.6874	0.5536	0.461	0.282
LINC01409	0.1612	0.1964	0.1488	0.1724
MRPL20	0.5392	0.7758	0.5124	0.7714
CDK11B	0.0223	0.0252	0.0038	0.0065
MTATP6P1	0.4528	0.4088	0.3534	0.3228
NIPAL3	0.1284	0.0956	0.1308	0.0931
KDM1A	0.3888	0.2814	0.1646	0.1074
FBXO42	0.3066	0.2282	0.1648	0.1
PITHD1	0.6866	0.6884	0.5818	0.572
CROCC	0.7108	0.771	0.685	0.7644
SPEN	0.786	0.6496	0.7854	0.6786
CDC42	0.4402	0.408	0.3386	0.3066
EIF4G3	0.4666	0.4432	0.4288	0.3956
RAP1GAP	0.541	0.4862	0.313	0.2432
CAPZB	0.1292	0.2632	0.0532	0.1528
CROCCP3	0.2108	0.213	0.1416	0.1554
NUDC	0.3378	0.25	0.252	0.187
USP48	0.1094	0.081	0.0618	0.0652
DNAJC16	0.2732	0.3362	0.1102	0.2034
SRSF4	0.2964	0.4422	0.2082	0.367
MECR	0.1084	0.104	0.0531	0.0458
PLEKHM2	0.0447	0.0144	0.0332	0.0143
SDHB	0.0457	0.0478	0.0058	0.008
IGSF21	0.2784	0.2644	0.1856	0.2002
ECE1	0.8096	0.7092	0.811	0.71
RSRP1	0.0877	0.1092	0.0325	0.0304
STMN1	0.6488	0.6212	0.5822	0.5968
MAN1C1	0.6236	0.7352	0.5902	0.7272
DHDDS	0.103	0.1172	0.0495	0.0527
ARID1A	0.7262	0.738	0.728	0.7616
