gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
KIF1B	0.9902	0.9824	0.9934	0.9804
GNB1	0.0726	0.0578	0.0836	0.0626
CHD5	0.8736	0.8432	0.7952	0.7568
PRDM2	0.8186	0.6642	0.8036	0.6184
ACAP3	0.8054	0.7332	0.6642	0.5844
RERE	0.4132	0.28	0.2818	0.1594
CLSTN1	0.8442	0.8994	0.7834	0.887
CAMTA1	0.8276	0.7526	0.8016	0.6906
KAZN	0.0575	0.0550000000000001	0.0359	0.0294
MTATP6P1	0.5266	0.9366	0.457	0.8954
EIF4G3	0.5982	0.5086	0.5848	0.4932
STMN1	0.0242	0.0158	0.0224	0.0161
CAMK2N1	0.242	0.2656	0.1244	0.1244
SCMH1	0.7366	0.542	0.6758	0.4974
NCDN	0.4984	0.6706	0.3792	0.5888
ATP6V0B	0.1814	0.088	0.1286	0.0526
ADGRB2	0.6114	0.72	0.4038	0.5762
CSMD2	0.6262	0.3916	0.645	0.4152
HIVEP3	0.941	0.8794	0.9246	0.8626
MACF1	0.0869	0.0803000000000001	0.0278	0.0285
PUM1	0.1212	0.203	0.0463	0.1076
LRRC7	0.0659	0.1136	0.0442	0.0726
DNAJC6	0.5678	0.6176	0.4518	0.4468
SRSF11	0.6778	0.357	0.614	0.2632
SGIP1	0.479	0.5526	0.4578	0.5244
ZRANB2	0.5712	0.6164	0.5388	0.618
PATJ	0.3942	0.3002	0.337	0.271
SSBP3	0.3196	0.3368	0.1402	0.1592
PRKAA2	0.0697	0.0678	0.022	0.0203
NEGR1	0.0639	0.1216	0.0326	0.0641
DAB1	0.1992	0.111	0.179	0.1058
PDE4B	0.3046	0.2414	0.2634	0.2
FAF1	0.9526	0.8958	0.9394	0.8486
AGBL4	0.3438	0.287	0.3598	0.2908
PKN2	0.2204	0.1518	0.054	0.0407
EVI5	0.476	0.4434	0.4038	0.335
ST6GALNAC5	0.6766	0.705	0.7134	0.7136
ADGRL2	0.00770000000000004	0.00649999999999995	0.0083	0.007
SSX2IP	0.1196	0.0958	0.0197	0.0164
PTBP2	0.6688	0.6228	0.6228	0.535
PLPPR4	0.3628	0.2274	0.1574	0.0602
OLFM3	0.5	0.5164	0.41	0.4322
TTLL7	0.6472	0.5574	0.6376	0.5674
SLC44A5	0.6608	0.6666	0.6314	0.6294
PRKACB	0.3024	0.3092	0.1218	0.1248
LMO4	0.7404	0.7856	0.6274	0.681
AK5	0.1672	0.1392	0.0651	0.0609
COL24A1	0.3302	0.3056	0.3102	0.282
DPYD	0.0526	0.0839	0.0588	0.0869
LRRC8B	0.139	0.1012	0.0326	0.0208
MIR137HG	0.0748	0.1088	0.0329	0.0549
ATP1A1	0.3196	0.139	0.2398	0.0804
MAN1A2	0.5224	0.5828	0.4602	0.5112
_ENSG00000224363	0.7498	0.675	0.7566	0.6614
ASH1L	0.3342	0.3268	0.1922	0.1792
SYT11	0.5978	0.3074	0.5572	0.274
ENSA	0.517	0.3866	0.4852	0.3598
POGZ	0.994	0.9846	0.9924	0.9766
RPRD2	0.178	0.0688	0.1862	0.0732
KIFAP3	0.5132	0.4938	0.2704	0.2654
TNR	0.6182	0.6524	0.6398	0.6638
RGS4	0.8356	0.9862	0.7906	0.9866
PRRC2C	0.1148	0.1016	0.0939	0.0814
ATP1B1	0.992	0.6518	0.9916	0.641
NME7	0.0757	0.0711000000000001	0.0832	0.0773
DCAF6	0.00749999999999995	0.00349999999999995	0.0027	0.0015
POU2F1	0.4084	0.3304	0.379	0.3364
COP1	0.0872000000000001	0.0555	0.0827	0.0509
RABGAP1L	0.1466	0.2194	0.176	0.2446
