gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
VPS13D	0.5578	0.6158	0.4074	0.4978
PER3	0.9538	0.8028	0.9366	0.7714
KIF1B	0.3526	0.3756	0.3288	0.342
ENO1	0.671	0.7516	0.6894	0.7412
GNB1	0.8424	0.7372	0.7906	0.6508
UBE4B	0.7246	0.5982	0.5582	0.4784
RERE	0.8588	0.895	0.8486	0.841
PRDM16	0.2672	0.2142	0.2488	0.1994
CLSTN1	0.4778	0.4732	0.2196	0.2666
SLC25A33	0.4872	0.3926	0.4928	0.426
CAMTA1	0.9158	0.6754	0.9048	0.6876
PRDM16-DT	0.5792	0.4126	0.5684	0.3894
ARHGEF10L	0.726	0.9204	0.6456	0.8978
EIF4G3	0.6054	0.7326	0.5782	0.6432
RSRP1	0.2072	0.1756	0.014	0.0093
ARID1A	0.722	0.3792	0.5852	0.1958
HP1BP3	0.2906	0.307	0.0436	0.1092
SRRM1	0.2444	0.1348	0.1686	0.1228
LUZP1	0.5038	0.7544	0.1402	0.5226
PHACTR4	0.4854	0.41	0.2374	0.2428
SCMH1	0.7696	0.7632	0.553	0.6314
TESK2	0.508	0.3866	0.1656	0.1184
COL16A1	0.9818	0.9712	0.9644	0.961
SFPQ	0.7336	0.5744	0.4572	0.362
ERI3	0.4134	0.2888	0.3454	0.2144
AGO3	0.4802	0.3336	0.2284	0.1046
HIVEP3	0.514	0.461	0.334	0.2804
MACF1	0.3692	0.3436	0.3128	0.2976
NASP	0.8688	0.7132	0.8508	0.6892
PUM1	0.302	0.2192	0.119	0.1174
KIAA0319L	0.6144	0.6622	0.2184	0.4064
ZMYM4	0.2912	0.4864	0.224	0.4086
ZSWIM5	0.7764	0.827	0.6172	0.73
RNF220	0.0605	0.0473	0.0351	0.0235
ARMH1	0.3908	0.347	0.1464	0.153
FOXJ3	0.5278	0.7408	0.5054	0.7568
_ENSG00000228436	0.3112	0.2464	0.0451	0.0601
LRRC7	0.4326	0.3506	0.1682	0.1334
NRDC	0.3028	0.2854	0.0742	0.0959
EPS15	0.1084	0.1342	0.0911	0.0624
DOCK7	0.8994	0.9736	0.8908	0.9684
WLS	0.7158	0.5662	0.7342	0.588
SRSF11	0.9502	0.9718	0.9208	0.9556
OSBPL9	0.9484	0.7042	0.9232	0.6196
SGIP1	0.2664	0.2684	0.253	0.2428
ECHDC2	0.2368	0.1708	0.1242	0.0559
SPATA6	0.7336	0.9378	0.6986	0.9342
ZRANB2	0.2822	0.2098	0.1014	0.073
PATJ	0.9576	0.7994	0.9456	0.761
TUT4	0.7042	0.6296	0.5112	0.3472
CACHD1	0.99	0.944	0.99	0.9328
ACOT11	0.4826	0.4764	0.379	0.3844
USP24	0.2262	0.2712	0.1058	0.1322
PLPP3	0.5756	0.6046	0.4784	0.5406
NFIA	0.2356	0.2198	0.2792	0.2644
NEGR1	0.4232	0.37	0.1824	0.1776
FGGY	0.9436	0.9136	0.9108	0.8792
DAB1	0.6594	0.6694	0.5412	0.5626
PDE4B	0.4102	0.515	0.3416	0.4676
FAF1	0.7798	0.694	0.704	0.6036
ROR1	0.5394	0.411	0.4164	0.305
AGBL4	0.823	0.978	0.761	0.9724
LINC01748	0.9996	0.9516	0.9992	0.9372
_ENSG00000231252	0.5832	0.6886	0.5316	0.6314
PKN2	0.3326	0.3236	0.1068	0.1626
EVI5	0.7836	0.3694	0.758	0.3412
TGFBR3	0.9714	0.9136	0.9692	0.898
CDC14A	0.7026	0.7418	0.5974	0.669
CNN3	0.7416	0.7612	0.6854	0.738
F3	0.5634	0.6596	0.4198	0.5224
PTBP2	0.185	0.1476	0.0982	0.0686
ZNF644	0.5722	0.6566	0.516	0.6044
RPAP2	0.4288	0.3592	0.0546	0.1046
VAV3	0.8902	0.625	0.8756	0.5694
BCAR3	0.8808	0.8248	0.7142	0.6388
PRKACB	0.4332	0.3314	0.1446	0.1168
DDAH1	0.5942	0.5076	0.5718	0.4916
HS2ST1	0.7654	0.7984	0.6154	0.704
AGL	0.6358	0.7108	0.5586	0.6446
RNPC3	0.4948	0.586	0.0736	0.1496
CCDC18-AS1	0.8708	0.7452	0.7064	0.5482
SLC44A3-AS1	0.8138	0.9462	0.6332	0.8818
MAGI3	0.5546	0.5812	0.4426	0.4936
CAPZA1	0.7384	0.8966	0.6904	0.9398
NOTCH2	0.394	0.3854	0.2508	0.25
AHCYL1	0.592	0.8166	0.6014	0.7982
_ENSG00000223804	0.8804	0.924	0.8184	0.9146
RNF115	0.6288	0.239	0.3666	0.102
_ENSG00000274642	0.9792	0.9284	0.9624	0.8912
ASH1L	0.8106	0.8204	0.6784	0.7076
C1orf61	0.3676	0.6112	0.4068	0.6572
BCAN	0.6986	0.886	0.666	0.8806
SYT11	0.5202	0.4774	0.3518	0.345
VPS45	0.6408	0.959	0.4224	0.8912
ENSA	0.5694	0.6198	0.5192	0.578
POGZ	0.221	0.2152	0.1474	0.1456
KCNN3	0.6828	0.732	0.574	0.655
S100A1	0.999	0.9828	0.9978	0.9794
RPRD2	0.8096	0.8104	0.8038	0.7378
PBXIP1	0.8086	0.9016	0.7604	0.8836
PDE4DIP	0.2482	0.2266	0.1774	0.1344
OTUD7B	0.7384	0.6066	0.6668	0.5206
NBPF19	0.6482	0.5148	0.2626	0.181
LINC01138	0.65	0.7094	0.3868	0.5746
ATP1A2	0.325	0.1936	0.2578	0.1566
PRRX1	0.9924	0.9266	0.9876	0.9172
