gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD	MAST_glm	MAST_glmer	rank_sum	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
DNAJC11	0.41139722938624	0.911366012186866	0.968662106703146	0.53201062215478	0.611558419243986	0.605668755935423	0.697513896457766	0.207706329113924	0.269550689655172	0.00818280849056279	0.386893227692886	3.71936336335576e-13	0.755208323699422	0.815453093812375	0.348310177705977	0.392306254295533
VPS13D	0.619963784415488	0.911366012186866	0.968662106703146	0.55506904985889	0.629512568306011	0.636177458033573	0.829953416149068	0.261974840989399	0.577893038266482	0.00239106149009919	0.293178472047653	2.94081405429667e-08	0.755208323699422	0.815453093812375	0.348310177705977	0.392306254295533
PER3	0.575272150223897	0.935887939897193	0.97236559719601	0.772563842459174	0.758612173913044	0.71238949704142	0.717012352941176	0.377770382695508	0.332853947368421	0.000529950875261596	0.483996942991839	0.342793315346666	0.812829409552463	0.851845288871656	0.581578714285714	0.634383642031909
KIF1B	0.709103009256199	0.952094489868468	0.979635220125786	0.793403934191702	0.821465600595017	0.718696134926212	0.80968974205159	0.375498795180723	0.483511716276124	0.17491498337847	0.439595625613293	0.311172269784894	0.758260860440714	0.815453093812375	0.414369997137131	0.467323715288861
PRKCZ	0.22913934559115	0.911366012186866	0.968662106703146	0.53201062215478	0.605564102564103	0.684199169262721	0.7469769751693	0.217075862068966	0.284732917705736	0.0232815056807479	0.39342637580173	9.07742299597691e-09	0.764096112730807	0.819781481481481	0.386040689422102	0.465711855670103
KCNAB2	0.503995767228812	0.911366012186866	0.970386916633427	0.539349519890261	0.653969120654397	0.555282051282051	0.691235643564357	0.183762580645161	0.262929837251356	0.0820800830359875	0.571408977308478	5.59304184660462e-12	0.755208323699422	0.815453093812375	0.348310177705977	0.429929638958858
ENO1	0.78923456432064	0.925688919288646	0.978474589224303	0.740812008005337	0.793191567050641	0.840234942449751	0.891049205834684	0.625454545454546	0.707288551590505	0.140637360592796	0.600905247574665	1.26848997824133e-05	0.834612681222708	0.847114995034757	0.604321387283237	0.615406587514362
GNB1	0.78923456432064	0.912143163364729	0.968662106703146	0.678970869033048	0.684774289462177	0.807232641770401	0.884467854694996	0.562275719217491	0.687725407608696	0.10137768309139	0.399860794498886	1.1265473688857e-05	0.758260860440714	0.829006622516556	0.452849036085022	0.563029146608315
ACOT7	0.429522989306724	0.911366012186866	0.968662106703146	0.551410735586481	0.643459490084986	0.517860869565217	0.650751592356688	0.197379948586118	0.262929837251356	8.35918651762273e-06	0.371304256049926	4.02865699278834e-17	0.755208323699422	0.815453093812375	0.348310177705977	0.416155167531855
CEP104	0.736777465923298	0.95119575635632	0.98263021480561	0.791910313901345	0.827222074896972	0.684199169262721	0.708287179487179	0.291048439181916	0.275663473053892	0.205146938894402	0.572905362147705	0.00181387878988328	0.755208323699422	0.815453093812375	0.348310177705977	0.392306254295533
RPL22	0.17229575647233	0.911366012186866	0.968662106703146	0.518292537313433	0.630621356615178	0.568647702407002	0.658416	0.197426086956522	0.262929837251356	2.73908901947752e-10	0.367787273198383	0.00040571278443488	0.755208323699422	0.815453093812375	0.348310177705977	0.392306254295533
