gene	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
DNAJC11	0.742	0.4612	0.5896	0.2674
VPS13D	0.7272	0.8752	0.6402	0.9106
PER3	0.656	0.5938	0.5866	0.5272
KIF1B	0.3796	0.6984	0.1684	0.5338
PRKCZ	0.345	0.3134	0.0335	0.0457
KCNAB2	0.4382	0.4078	0.2874	0.2834
ENO1	0.6466	0.8814	0.6094	0.8452
GNB1	0.9742	0.8674	0.917	0.8312
ACOT7	0.3534	0.3976	0.2254	0.2672
CEP104	0.9026	0.7914	0.8084	0.6522
CHD5	0.7488	0.8202	0.4898	0.716
PARK7	0.9836	0.862	0.9174	0.7516
MFN2	0.5174	0.6386	0.4402	0.6082
PRDM2	0.3596	0.4338	0.3084	0.4342
INTS11	0.6536	0.5936	0.2722	0.2412
UBE4B	0.8214	0.9388	0.8076	0.906
ACAP3	0.7662	0.9038	0.5952	0.9892
C1orf159	0.706	0.3588	0.693	0.3456
FBXO44	0.267	0.3122	0.1272	0.197
RERE	0.4624	0.6338	0.3998	0.6
PEX14	0.9282	0.6822	0.8716	0.621
PLCH2_ENSG00000149527	0.8724	0.6264	0.6342	0.2544
SKI	0.9834	0.7542	0.846	0.4292
SSU72	0.6284	0.9902	0.4932	0.9892
FAAP20	0.7622	0.7782	0.5154	0.5976
CLSTN1	0.7128	0.7894	0.5852	0.7278
CAMTA1	0.7642	0.7702	0.755	0.7606
EXOSC10	0.5076	0.5192	0.3632	0.4092
AURKAIP1	0.6638	0.949	0.5904	0.9156
GABRD	0.5002	0.5328	0.3654	0.3622
KAZN	0.8598	0.9332	0.8772	0.8782
AJAP1	0.5922	0.9584	0.619	0.9396
MTOR	0.6858	0.7188	0.6452	0.7212
CCNL2	0.5754	0.431	0.3794	0.2892
_ENSG00000230021	0.8698	0.807	0.8628	0.7074
MRPL20	0.9512	0.961	0.9698	0.975
CDK11B	0.8302	0.6036	0.8112	0.543
MTATP6P1	0.7392	0.7124	0.8306	0.7388
KDM1A	0.9406	0.8104	0.9676	0.8608
FBXO42	0.5394	0.6536	0.408	0.6344
PITHD1	0.5294	0.7774	0.3472	0.6884
CROCC	0.9934	0.9108	0.9628	0.8566
SPEN	0.0135	0.0118	0.0094	0.0038
CDC42	0.7282	0.8648	0.6856	0.8322
ARHGEF10L	0.6674	0.8212	0.5994	0.8204
EIF4G3	0.9982	0.9036	0.9956	0.9228
RAP1GAP	0.3388	0.348	0.0412	0.0556
CAPZB	0.6634	0.4988	0.6098	0.4286
CROCCP3	0.3234	0.293	0.2544	0.2766
NUDC	0.458	0.434	0.4182	0.3994
USP48	0.286	0.3274	0.2906	0.3676
DNAJC16	0.4232	0.413	0.3444	0.3652
OPRD1	0.7244	0.6742	0.686	0.6334
SRSF4	0.5074	0.64	0.4908	0.6194
PLEKHM2	0.8584	0.862	0.8294	0.8456
SDHB	0.84	0.7308	0.7126	0.5772
IGSF21	0.6566	0.747	0.6146	0.7626
RSRP1	0.7834	0.7732	0.7854	0.7548
STMN1	0.6434	0.94	0.5754	0.8652
MAN1C1	0.93	0.847	0.9114	0.7934
DHDDS	0.9498	0.9892	0.8856	0.9968
ARID1A	0.3316	0.2894	0.2924	0.3612
STX12	0.5456	0.7342	0.5638	0.822
HNRNPR	0.681	0.4358	0.5094	0.2842
