gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD	MAST_glm	MAST_glmer	rank_sum	KR_saver_direct_Was	KR_saver_direct_JSD	PS_saver_direct_Was	PS_saver_direct_JSD
KIF1B	0.959016787707849	0.762619852941177	0.762976859504132	0.694724865831843	0.683967768595041	0.774035016835017	0.788128	0.521739501779359	0.538134831460674	0.152981755593111	0.869198723699896	0.243335145653748	0.844157303370787	0.787903296703297	0.508751351351351	0.478981818181818
ENO1	0.742426950105001	0.567110857142857	0.583468041237114	0.4759424	0.4916	0.546461538461539	0.493618604651163	0.385211111111111	0.3444	0.115241448257426	0.899559281105051	0.0264887514857845	0.870806916426513	0.866899731903485	0.630590960451977	0.66822
RERE	0.609260572546806	0.665197790055249	0.740973333333333	0.529292508143322	0.6132	0.579097435897436	0.582047244094488	0.40196449704142	0.408626086956522	0.103710928021473	0.68328538672088	0.0118275018875026	0.932724137931034	0.881405057471264	0.736546421267894	0.670715044247788
PRDM16	0.959016787707849	0.679535483870968	0.71064	0.582671733966746	0.609955555555556	0.59052	0.503264864864865	0.406136040609137	0.408626086956522	0.529421051793092	0.917697918435679	0.516290143501979	0.870806916426513	0.80393640167364	0.615028571428572	0.576086021505376
CLSTN1	0.94842021224235	0.607661538461539	0.61625	0.4759424	0.489671889400922	0.59052	0.493618604651163	0.349520930232558	0.3444	0.39307638277436	0.946668096057643	0.528468712838246	0.932724137931034	0.895669677419355	0.76028	0.670715044247788
CAMTA1	0.959016787707849	0.719873150105708	0.809660348162476	0.635166666666667	0.730848837209302	0.782949019607843	0.822786706948641	0.61110989010989	0.650475	0.219064859713322	0.818274041192706	0.282205940341637	0.844157303370787	0.789737931034483	0.522178343949045	0.521490566037736
EIF4G3	0.959016787707849	0.632380141843972	0.722096907216495	0.509145263157895	0.614349606299213	0.705524031007752	0.707842794759825	0.484554330708661	0.513668571428571	0.136539800430399	0.68328538672088	0.333747070472695	0.932724137931034	0.9152	0.768351048951049	0.731504204753199
STMN1	0.583876221144737	0.567110857142857	0.583468041237114	0.4759424	0.489671889400922	0.546202222222222	0.493618604651163	0.349520930232558	0.3444	2.03322923160544e-09	0.879354876307788	4.85068820827478e-08	0.844157303370787	0.787903296703297	0.508751351351351	0.478981818181818
MACF1	0.742426950105001	0.66769095890411	0.722096907216495	0.562271578947368	0.625290072639225	0.542411494252874	0.493618604651163	0.349520930232558	0.3444	0.261187563480867	0.813430424219887	0.25062004128598	0.844157303370787	0.787903296703297	0.508751351351351	0.481329936305733
DOCK7	0.959016787707849	0.779633098591549	0.761401666666667	0.702583745583039	0.666722637362637	0.59052	0.602624	0.406136040609137	0.428446927374302	0.138821270580701	0.813430424219887	0.189213222201992	0.844157303370787	0.787903296703297	0.508751351351351	0.478981818181818
SGIP1	0.967415300803831	0.567110857142857	0.583468041237114	0.4759424	0.489671889400922	0.866374004192872	0.89008870292887	0.699063829787234	0.717530973451328	0.222002759711965	0.90529218513668	0.12346647230357	0.844157303370787	0.787903296703297	0.522178343949045	0.481329936305733
ECHDC2	0.959016787707849	0.645348466257669	0.612127102803738	0.537135403726708	0.501574683544304	0.782949019607843	0.89008870292887	0.617870866141732	0.739589873417722	0.05113495269531	0.68328538672088	0.0286749206809543	0.844157303370787	0.787903296703297	0.508751351351351	0.478981818181818
TUT4	0.959016787707849	0.705490831556503	0.6946625	0.584361411764706	0.550267148014441	0.881499305555555	0.901939726027397	0.749472	0.784344463971881	0.438872805406012	0.90529218513668	0.39694100762279	0.932724137931034	0.906382778864971	0.763333333333334	0.709691017964072
CACHD1	0.959016787707849	0.705490831556503	0.751045676274945	0.615803837953092	0.65992	0.705524031007752	0.707842794759825	0.490081818181818	0.513377586206897	0.00176218086321165	0.869198723699896	0.0018753927191093	0.888918918918919	0.859117037037037	0.680013559322034	0.605337209302325
ACOT11	0.959016787707849	0.567110857142857	0.6426	0.4759424	0.489671889400922	0.871740845070423	0.901939726027397	0.718971428571429	0.787456849315069	0.471751193819658	0.922879964436538	0.233876618466907	0.874545454545455	0.879948267898383	0.650436974789916	0.670715044247788
PLPP3	0.959016787707849	0.607661538461539	0.703502114803626	0.4759424	0.544394181818182	0.713392647058824	0.700710280373832	0.490081818181818	0.49347248908297	0.0530269618278826	0.627934510488122	0.0640688918689864	0.870806916426513	0.85849358490566	0.521644155844156	0.535433898305085
NFIA	0.959016787707849	0.567110857142857	0.583468041237114	0.4759424	0.489671889400922	0.579097435897436	0.493618604651163	0.40196449704142	0.36792	0.0329535790138529	0.68328538672088	0.0461166187274541	0.844157303370787	0.787903296703297	0.508751351351351	0.478981818181818
NEGR1	0.959016787707849	0.761245756457565	0.75412144373673	0.675556554307116	0.65992	0.866374004192872	0.89008870292887	0.660297247706422	0.734410367170626	0.506360076397295	0.90529218513668	0.481229441158011	0.893677248677249	0.866899731903485	0.599389547038328	0.580593630573248
PDE4B	0.742426950105001	0.713290870488323	0.720337677053824	0.612164806866953	0.597343620178042	0.826802891566265	0.901939726027397	0.66780814479638	0.781672795497186	0.249582759183103	0.876597290594517	0.361283023631271	0.844157303370787	0.787903296703297	0.541929064039409	0.481329936305733
FAF1	0.76815972607155	0.567110857142857	0.5376	0.4759424	0.489671889400922	0.542411494252874	0.493618604651163	0.349520930232558	0.3444	0.0667739044364591	0.899559281105051	0.108114864579724	0.906551724137931	0.896209406952965	0.657664810126582	0.699001242236025
F3	0.959016787707849	0.626717391304348	0.67406711409396	0.4759424	0.543712781954887	0.873173476702509	0.901939726027397	0.735495652173913	0.775211406844107	6.97398029723968e-09	0.227738854388508	1.66352044167599e-05	0.870806916426513	0.862575342465753	0.534417679558011	0.545073170731707
VAV3	0.816055373208221					0.873173476702509	0.89008870292887	0.716060557768924	0.717530973451328	0.398482272356537	0.90529218513668	0.435627599613425	0.874453781512605	0.864471794871795	0.622463636363636	0.578918709677419
