geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer	ranksum_pval
EE	0.686	0.973	0.91	0.481	0.673	0.969	0.898	0.505	0.988716305745663	0.925609390164708	0.790227899943983	0.879727313294686
EE	0.226	0.206	0.23	0.655	0.22	0.171	0.218	0.618	0.299215407806822	0.0542142221787775	0.349967950127366	0.0141398830558789
EE	0.447	0.632	0.198	0.224	0.448	0.663	0.189	0.227	0.123759037228678	0.0163641777566356	0.455919401395822	0.0324008544100483
meanDE	0.299	0.415	0.088	0.057	0.282	0.408	0.098	0.038	0.00990829022859627	1.01417402484986e-08	0.0602028586898164	1.19130026431189e-05
varDE	0.816	0.721	0.756	0.327	0.815	0.729	0.721	0.355	0.450985606768672	3.45377624136663e-05	4.81893593074062e-05	0.478921275316558
varDE	0.309	0.077	0.35	0.493	0.315	0.085	0.347	0.483	0.462910246421889	4.76110016207112e-12	4.28541490342229e-05	0.0105918714323463
EE	0.102	0.121	0.118	0.508	0.098	0.118	0.108	0.505	0.880485228258822	0.656703392204629	0.563914565928626	0.47328641895408
EE	0.008	0.003	0.03	0.087	0.004	0.004	0.021	0.087	0.0991732680631856	0.00179829397931007	0.281402014368601	3.3844616178099e-05
EE	0.659	0.71	0.54	0.031	0.664	0.727	0.535	0.041	0.219048773640341	0.0978497688202322	0.31428749028126	0.0376421692878581
EE	0.497	0.318	0.317	0.264	0.484	0.258	0.299	0.297	0.30072338576862	0.459625634822986	0.779586318087969	0.0575248800163734
EE	0.96	0.844	0.757	0.629	0.968	0.857	0.782	0.658	0.565680883035001	0.196257902393353	0.534776244263547	0.096470792817037
EE	0.532	0.428	0.536	0.543	0.524	0.429	0.543	0.568	0.21445683802251	0.174167371120102	0.819502027630407	0.0628765022425829
EE	0.849	0.7	0.645	0.41	0.839	0.695	0.642	0.403	0.994650049324299	0.559474960991856	0.907275027603315	0.490886327523613
EE	0.907	0.589	0.943	0.783	0.908	0.539	0.938	0.77	0.486531816986785	0.00872380961495636	0.637550205215308	0.0205964999760488
EE	0.727	0.69	0.86	0.658	0.708	0.664	0.854	0.646	0.8741843525674	0.565551816826412	0.539457788665423	0.252369022938613
meanDE	0.008	0.003	0.005	0.008	0.006	0.004	0.007	0.003	0.00246770077542125	7.10493632603294e-13	0.070908209968533	5.27419331598883e-18
EE	0.617	0.545	0.473	0.331	0.632	0.573	0.499	0.297	0.956976786069748	0.61145595014512	0.615849929431271	0.612244698263102
varDE	0.208	0.056	0.167	0.049	0.189	0.054	0.191	0.057	0.353564247370176	4.96967151822075e-13	0.00881938219225978	0.085363432819304
meanDE	0.068	0.219	0.18	0.002	0.067	0.213	0.148	0.002	0.0304840396099143	2.62375039139529e-06	0.481677963820589	8.32320981001393e-07
EE	0.139	0.221	0.258	0.638	0.13	0.236	0.253	0.6	0.499172104385926	0.103243188902908	0.414602013456689	0.00913960018044798
EE	0.064	0.086	0.105	0.521	0.053	0.061	0.104	0.503	0.427663806902286	0.193739916078247	0.627829986720221	0.00505317358993502
EE	0.168	0.39	0.429	0.569	0.148	0.387	0.455	0.563	0.772275889194463	0.871266431013869	0.999094790013185	0.744269422483722
EE	0.132	0.364	0.41	0.26	0.131	0.343	0.351	0.262	0.142745921226892	1.1188150105595e-06	0.170146003735753	4.38093265183602e-06
EE	0.912	0.479	0.518	0.499	0.924	0.511	0.5	0.496	0.582722366332107	0.00982490856478758	0.304217254899546	0.00459368351672175
EE	0.866	0.795	0.966	0.957	0.83	0.774	0.955	0.961	0.774565283542124	0.803275367246302	0.678992920891958	0.62892372308618
EE	0.016	0.015	0.01	0.095	0.011	0.016	0.015	0.112	0.00597218831938902	2.40951936774417e-101	0.0027491535776573	7.95088871184019e-61
EE	0.113	0.429	0.305	0.959	0.111	0.451	0.317	0.954	0.144606680615258	0.0532631386788922	0.88619650867559	0.00432337462737189
varDE	0.394	0.09	0.263	0.269	0.396	0.087	0.271	0.278	0.156853426674919	3.97710474012668e-17	0.000648141718984511	0.550299528255784
EE	0.426	0.4	0.964	0.934	0.418	0.397	0.963	0.929	0.701760569592485	0.32522414594724	0.475218545588558	0.936638736144496
EE	0.054	0.097	0.187	0.696	0.045	0.073	0.199	0.655	0.714058953049173	0.4263960356435	0.689300956373769	0.409088391629015
EE	0.769	0.503	0.568	0.868	0.781	0.501	0.599	0.836	0.634391219572867	0.489709730859683	0.631857216812742	0.909712953363006
EE	0.078	0.174	0.222	0.019	0.09	0.186	0.244	0.022	0.789658126545684	0.0342577796111409	0.103690008930566	0.329070719235369
EE	0.779	0.993	0.809	0.875	0.765	0.993	0.806	0.875	0.29270262472863	0.0714248393179219	0.339318728651953	0.101985006017382
EE	0.548	0.837	0.386	0.715	0.601	0.842	0.39	0.7	0.172137894957641	2.87075620401396e-05	0.236277577703289	0.00922348521835919
meanDE	0.406	0.561	0.475	0.087	0.406	0.59	0.456	0.075	0.0700292375065089	4.01486674437173e-20	0.279745781703401	9.59559422419896e-14
EE	0.988	0.756	0.732	0.985	0.985	0.725	0.745	0.978	0.418807069667736	0.404032756380664	0.82034027036928	0.0734080447102938
EE	0.38	0.233	0.36	0.902	0.386	0.232	0.345	0.913	0.673308521556092	0.05379835376097	0.248034276237732	0.16962423225444
EE	0.331	0.47	0.762	0.325	0.382	0.528	0.798	0.303	0.912071561328567	0.51753311674341	0.714730444820224	0.311963542369894
EE	0.953	0.827	0.473	0.497	0.957	0.795	0.468	0.468	0.577481427703322	0.105542813272088	0.336847076610412	0.452897294292876
EE	0.057	0.1	0.081	0.317	0.033	0.088	0.057	0.304	0.720476296877613	0.950080628076708	0.876980540946015	0.604146037163155
varDE	0.016	0.001	0.003	0.001	0.013	0.001	0.002	0.001	0.199029890666251	1.02528257323508e-10	0.577088099314559	1.55587648279199e-06
meanDE	0.283	0.255	0.36	0.236	0.268	0.208	0.292	0.21	0.722672211490557	0.00543093621688076	0.800489614514973	1.02812411304396e-06
meanDE	0.456	0.663	0.412	0.265	0.465	0.644	0.399	0.27	0.197092029483637	0.00842469521290729	0.285054624254468	0.000245915334109799
varDE	0.534	0.136	0.223	0.086	0.508	0.112	0.181	0.083	0.417395099144915	6.13761753440434e-19	0.0779791493127643	8.21169114212731e-22
EE	0.619	0.804	0.857	0.795	0.623	0.786	0.863	0.783	0.647901808841092	0.145715186913687	0.530863305520596	0.0420187237709926
EE	0.825	0.696	0.631	0.029	0.824	0.686	0.646	0.038	0.573731744608356	0.0731629744772814	0.72226284624188	0.0563513757276769
EE	0.099	0.065	0.191	0.237	0.084	0.061	0.169	0.243	0.613922994906267	0.31787711219584	0.417316582403404	0.684366198865768
EE	0.216	0.351	0.624	0.373	0.119	0.227	0.497	0.333	0.595399016823797	0.478384594132021	0.929401177109346	0.930476898544933
varDE	0.203	0.269	0.152	0.687	0.211	0.261	0.147	0.685	0.450057743558351	2.07238684595446e-10	8.93691114488808e-06	0.135324683619969
meanDE	0.91	0.984	0.224	0.346	0.884	0.983	0.255	0.365	0.18503477171397	0.00092137039082594	0.379294366843372	0.0017026383039007
EE	0.11	0.083	0.361	0.2	0.11	0.092	0.359	0.233	0.826651541997626	0.157629908910231	0.221291687762268	0.269366881117846
EE	0.07	0.041	0.038	0.085	0.065	0.038	0.033	0.056	0.0527956427663429	8.12913663452243e-11	0.21329092762067	1.57160756255692e-09
EE	0.287	0.225	0.537	0.133	0.282	0.234	0.544	0.104	0.733615930255553	0.766066530545876	0.920847170867791	0.0980368937943938
EE	0.222	0.175	0.401	0.508	0.216	0.173	0.438	0.486	0.186326025218738	1.68452834838529e-05	0.137824506018712	0.00931484565480476
EE	0.583	0.766	0.503	0.422	0.577	0.77	0.51	0.397	0.99922051117088	0.689704840116758	0.833215616934047	0.865963539778317
EE	0.109	0.061	0.064	0.316	0.104	0.055	0.055	0.331	0.260880634832777	0.0138327084142015	0.29966445923476	0.00999799312490427
EE	0.803	0.904	0.545	0.418	0.807	0.908	0.546	0.431	0.263150205223991	0.0130322474937926	0.324241042362582	0.178089664293122
EE	0.092	0.034	0.094	0.032	0.089	0.041	0.105	0.033	0.268201354499401	0.349806610407025	0.587064047523363	0.015712076199704
EE	0.941	0.85	0.991	0.972	0.944	0.867	0.982	0.972	0.787116530263321	0.957875551963569	0.983410340475456	0.674118926503274
EE	0.147	0.262	0.189	0.249	0.153	0.274	0.191	0.248	0.289105184447148	0.0067407753628644	0.637581777048415	2.88010810930463e-06
EE	0.716	0.504	0.659	0.268	0.7	0.518	0.667	0.248	0.460164805316327	0.0194457289096068	0.17827822772833	0.0417534435303429
EE	0.26	0.341	0.561	0.642	0.283	0.345	0.549	0.621	0.271981037792933	0.000287087497957563	0.207160180436253	0.0132597580835194
EE	0.266	0.163	0.048	0.066	0.239	0.185	0.044	0.056	0.550995796930577	0.202679741674228	0.236356946722024	0.678519737628291
EE	0.449	0.359	0.628	0.932	0.494	0.388	0.644	0.924	0.259575679043089	0.0679685657574397	0.34966820503869	0.360721180508868
EE	0.298	0.331	0.234	0.4	0.237	0.276	0.212	0.382	0.608644704249565	0.0237659072038585	0.276073225461072	0.332163353798947
EE	0.669	0.692	0.37	0.671	0.674	0.681	0.36	0.643	0.7905485657846	0.539136578893024	0.815783939845594	0.349882309741851
EE	0.948	0.849	0.932	0.93	0.93	0.807	0.929	0.901	0.508091379306956	0.0904871492786921	0.381134496587751	0.124818970904288
EE	0.467	0.539	0.779	0.185	0.437	0.505	0.732	0.162	0.450173261149437	0.338829696779423	0.610165897114983	0.686638636112725
EE	0.076	0.042	0.081	0.001	0.083	0.054	0.106	0.003	0.396594039378216	0.0588479039887088	0.646797597168111	0.0642426760865845
EE	0.961	0.862	0.593	0.946	0.955	0.873	0.573	0.958	0.2927597814222	0.0126792333087973	0.12206706161781	0.174917327447565
meanDE	0.045	0.203	0.063	0.781	0.045	0.213	0.077	0.752	0.000311373053738343	0.00012200923484361	0.316771357368407	4.48128902846844e-07
EE	0.789	0.79	0.917	0.715	0.803	0.786	0.914	0.713	0.480566302402529	0.695538078630747	0.909317710375825	0.203676564402497
EE	0.731	0.979	0.714	0.931	0.723	0.989	0.75	0.935	0.889985728705476	0.570700576667522	0.96899901444837	0.801654057154708
EE	0.773	0.727	0.423	0.836	0.796	0.72	0.442	0.836	0.0359784337278125	0.000691487736229618	0.0201844522523636	0.039189479225975
EE	0.918	0.961	0.782	0.52	0.913	0.982	0.772	0.471	0.650069567597285	0.804295341111006	0.855239548790329	0.867524542420835
EE	0.445	0.384	0.548	0.669	0.428	0.407	0.498	0.657	0.513286716775512	0.0525974623121619	0.373654587946684	0.0656267905420363
meanDE	0.072	0.041	0.026	0.083	0.056	0.03	0.019	0.079	0.361672880150784	0.0959405662295955	0.363884487868791	0.257250057133016
EE	0.241	0.178	0.712	0.455	0.251	0.173	0.691	0.462	0.481866272848075	0.161092939311947	0.487573939687245	0.00238077113976021
EE	0.941	0.986	0.988	0.917	0.931	0.988	0.988	0.923	0.920274786570501	0.515603164553468	0.902865726885787	0.534396725527489
EE	0.55	0.614	0.69	0.545	0.556	0.592	0.69	0.529	0.510017473347235	0.00173611935188905	0.0691969952293673	0.985726035202354
EE	0.183	0.112	0.128	0.239	0.158	0.131	0.126	0.221	0.175004500892755	0.00696959374076685	0.395495820627174	0.0117809226633306
EE	0.219	0.208	0.184	0.096	0.25	0.254	0.237	0.106	0.199704524741753	0.234749443128591	0.730326690205664	0.13111963730599
meanDE	0.016	0.038	0.042	0.028	0.019	0.053	0.041	0.032	0.108949017211208	2.03750364056563e-05	0.184501524604088	3.0708388900307e-07
EE	0.146	0.13	0.175	0.191	0.131	0.141	0.17	0.199	0.146627361433976	3.1366927015186e-07	0.267650897580945	1.04191039396659e-10
meanDE	0.135	0.061	0.123	0.177	0.108	0.065	0.073	0.167	0.221813597182305	0.000445315456863998	0.596497319667329	1.94086826354435e-06
EE	0.493	0.72	0.608	0.202	0.497	0.698	0.616	0.212	0.297610136038195	0.224739688911281	0.836980805674309	0.0992175217069865
EE	0.264	0.256	0.271	0.31	0.256	0.303	0.291	0.34	0.363016368887096	0.11862993199701	0.412068150966498	0.00105672044755969
EE	0.836	0.953	0.576	0.762	0.833	0.949	0.601	0.767	0.538838536105828	0.925182366616429	0.980135654565384	0.336676749555883
varDE	0.26	0.104	0.137	0.056	0.277	0.116	0.134	0.068	0.510815293463478	3.32886653709462e-06	0.0326331406824837	0.0510936905432937
EE	0.111	0.087	0.04	0.283	0.096	0.071	0.033	0.243	0.0397336056772704	1.11294800688516e-12	0.0251120989127678	8.46436613383318e-14
EE	0.756	0.596	0.838	0.706	0.789	0.571	0.839	0.727	0.471432818124863	0.0582554539799866	0.188374387853077	0.209900348123543
EE	0.626	0.575	0.508	0.629	0.643	0.592	0.491	0.645	0.817437052815645	0.932218313914537	0.886857956466548	0.638292736903047
varDE	0.106	0.002	0.05	0.009	0.073	0.001	0.041	0.012	0.0392071913010018	5.95872202298474e-12	0.000105478265483901	0.672042583525417
varDE	0.05	0.024	0.01	0.041	0.037	0.025	0.003	0.04	0.00778503387372379	1.78045795448576e-51	0.000982078518429479	2.45552158277976e-60
EE	0.42	0.373	0.11	0.068	0.407	0.363	0.117	0.065	0.340576274556246	0.113915792039709	0.368636700926825	0.153387681643727
EE	0.753	1	0.714	0.493	0.72	0.998	0.723	0.471	0.774414578892102	0.825066813946413	0.875880456196491	0.915828317037173
meanDE	0.142	0.074	0.027	0.013	0.146	0.077	0.026	0.011	0.00555579086176445	1.51897143951088e-17	9.53786871020099e-05	2.91330005052847e-14
EE	0.202	0.188	0.379	0.735	0.182	0.201	0.361	0.725	0.688138761957305	0.364352815930711	0.719036446829923	0.602992513943101
EE	0.606	0.769	0.704	0.926	0.605	0.773	0.675	0.899	0.450317077621716	0.0266258285398752	0.66655076562291	0.000537045860680817
varDE	0.18	0.005	0.174	0.139	0.199	0.006	0.185	0.129	0.759746416900044	1.90940113627209e-05	0.0104291109926379	0.0801416933860218
EE	0.507	0.791	0.539	0.092	0.463	0.802	0.477	0.055	0.134861817142344	1.5149272462353e-05	0.248050872243099	6.80527722811188e-07
EE	0.557	0.48	0.544	0.197	0.581	0.48	0.548	0.189	0.483541769194832	0.223967391949253	0.560363799853256	0.301009885447691
EE	0.107	0.043	0.091	0.6	0.093	0.037	0.071	0.561	0.0362029284790908	0.00113443031972694	0.438205381435234	0.0283990038843742
EE	0.672	0.418	0.442	0.913	0.665	0.404	0.451	0.928	0.282489646946809	0.00028246725567422	0.181559363809291	0.00034860435652296
EE	0.394	0.521	0.443	0.309	0.398	0.526	0.452	0.31	0.291479368164334	0.0926873231878213	0.912647735604295	0.0186266930948059
EE	0.839	0.88	0.822	0.866	0.831	0.869	0.807	0.865	0.352925376575553	0.127373040999161	0.702161076721108	0.00597694942768601
varDE	0.537	0.181	0.545	0.772	0.536	0.148	0.538	0.82	0.912614882947903	1.00166528835923e-15	0.245919278691293	8.11673594017202e-07
EE	0.811	0.928	0.496	0.071	0.806	0.926	0.502	0.054	0.946092589970354	0.951667804162932	0.773070721905863	0.889234361628021
EE	0.7	0.623	0.98	0.641	0.59	0.538	0.975	0.607	0.67376648666538	0.37315207488691	0.593009454289756	0.412882193877137
meanDE	0.492	0.576	0.587	0.581	0.488	0.594	0.547	0.624	0.145650220181328	0.0699557555889517	0.180991677314522	0.131388896337886
EE	0.164	0.277	0.17	0.472	0.185	0.289	0.185	0.421	0.525470275590524	0.0535188793746986	0.440506696186301	0.262045038627336
EE	0.318	0.405	0.546	0.548	0.298	0.416	0.53	0.515	0.273693522853552	1.19642493487106e-09	0.293197613898167	0.00036041318251452
meanDE	0.137	0.1	0.063	0.594	0.14	0.095	0.075	0.572	0.057128454020967	3.20818998316845e-06	0.271847622632389	1.66780963535876e-05
EE	0.541	0.522	0.505	0.605	0.547	0.525	0.485	0.599	0.618307932335107	0.000362469815996606	0.711956566981614	4.75293000235635e-08
EE	0.386	0.361	0.44	0.296	0.388	0.349	0.438	0.294	0.462634236473685	0.0171251365958985	0.649467685106341	0.00031100681333164
EE	0.772	0.872	0.789	0.889	0.774	0.839	0.752	0.908	0.663748547772874	0.28843454539034	0.484539363268406	0.112705230311202
varDE	0.057	0.003	0.005	0.009	0.051	0.004	0.006	0.011	0.705878836706169	7.56047566663782e-14	9.07654646734846e-08	4.15418375586218e-05
EE	0.583	0.569	0.497	0.844	0.526	0.552	0.48	0.786	0.621531193902879	0.387480006669089	0.937378669850454	0.588093410219306
EE	0.015	0.034	0.025	0.038	0.016	0.018	0.02	0.03	0.0367057514941618	0.00633468858428134	0.234855292177552	5.77589322072943e-05
EE	0.662	0.183	0.058	0.676	0.631	0.162	0.051	0.712	0.218991147869088	0.0628441815129694	0.26253694556008	0.119797801812232
