gene	DDcategory	Clusters.combined	Clusters.c1	Clusters.c2	nonzero.pvalue	nonzero.pvalue.adj	zero.pvalue	zero.pvalue.adj	combined.pvalue	combined.pvalue.adj
gene1	NS	2	2	2	0.0443332486019459	0.0647555210545129	0.514970036744131	0.606739365825191	0.109121203979335	0.128813580025775
gene2	NS	1	1	1	0.107966732255071	0.134663838172836	0.561988219131467	0.648666246292272	0.230702803247451	0.251962105935783
gene3	NS	2	2	1	0.521003439911114	0.53347338017265	0.607542479897924	0.689605539044181	0.680648232158635	0.687812002553788
gene4	DE	1	1	1	0.000115348881470245	0.000416798126360416	1.71569045753868e-08	9.43334959471437e-08	5.53107436567066e-11	2.36370699387635e-10
gene5	DZ	1	1	3	0.0259214856869828	0.0420669201202479	5.48788756098471e-11	4.17726931378475e-10	4.02274613289951e-11	1.74050670974559e-10
gene6	DB	1	2	1	3.46010669394214e-06	1.76604425569775e-05	2.82997680590855e-11	2.23052359086388e-10	3.70749232871995e-15	2.40941824774651e-14
gene7	NS	2	2	2	0.00297753254556798	0.00717477721823611	0.869511197576704	0.907810804764854	0.018010323412955	0.0259234593925225
gene8	NS	2	1	2	0.0531387921960041	0.0751476644101172	0.111676909212958	0.172440701351797	0.0363598829260499	0.0484920008780853
gene9	NS	1	1	1	0.0611281789184371	0.0842130930510586	0.0270022367529733	0.0503538214507661	0.0122253454284083	0.018284307987898
gene10	NS	1	1	1	0.0529085927775114	0.074835350463241	0.0199369461963799	0.0386094334473588	0.00828507061286384	0.0128422752892569
gene11	NS	2	2	2	0.587615486879983	0.598234142916756	0.379784625747866	0.477041451716584	0.557881148705574	0.568686186244214
gene12	DZ	1	1	1	0.0542753888511941	0.0764711361059445	1.55075448038023e-07	7.49609416497998e-07	1.64910299153151e-07	4.93558695557504e-07
gene13	DZ	1	1	1	0.000163317679217068	0.000565770514199957	5.21350610714839e-06	2.00615915618986e-05	1.86333613866967e-08	6.15724457222527e-08
gene14	NS	1	1	1	0.196523646453563	0.223639995964225	0.103153880221708	0.160613281777669	0.0993033779104417	0.118429788801958
gene15	DZ	2	2	2	0.0142867314829332	0.0260766260240625	0.000195598807010171	0.000576562437760269	3.85297534973579e-05	8.86250799249175e-05
gene16	DB	1	1	2	0.00249649089690107	0.00615088610262044	3.60520216059431e-16	5.1228449884111e-15	3.82981754667885e-17	3.06999402539387e-16
gene17	NS	1	1	1	0.165298160440791	0.192711349974691	0.78542019690313	0.84058348832442	0.394878724674793	0.412352146899666
gene18	DZ	1	1	1	0.0193882533494665	0.0334785294184614	1.72364484388781e-24	5.10709583374166e-23	1.99376852238238e-24	2.59352002911529e-23
gene19	DB	1	1	2	4.53804105404743e-10	4.97319567566841e-09	7.82374176475198e-16	1.06626804289635e-14	2.03431879205777e-23	2.50377697484033e-22
gene20	DB	1	1	2	0.0117137800564129	0.0223332317567452	0.649227885550368	0.726104163903669	0.044708983693085	0.0582907218945046
gene21	NS	2	1	2	0.0971878679043449	0.123276192046101	0.776334942026167	0.832456917292509	0.270435183283074	0.291652934249743
gene22	DP	2	2	2	0.0109471323799702	0.0212153728293997	0.272163294023776	0.363429536336206	0.0203077339883666	0.0288206265579089
gene23	NS	2	2	2	0.0678659238975172	0.0916178520384978	0.356831115262948	0.453118876524378	0.114319986396364	0.134139027745807
gene24	DB	2	1	2	1.3762603560119e-06	7.59840086134937e-06	0.194469225731529	0.275549735361713	4.318007197011e-06	1.11253003465662e-05
gene25	NS	2	2	2	0.354209944388322	0.37469474200182	0.0146913799930234	0.0293827599860468	0.0325674587260354	0.0439655197111514
gene26	DE	1	1	1	0	0	6.6576692230955e-83	6.6576692230955e-80	0	0
gene27	DZ	2	2	2	0.00127143321521306	0.00344678607987274	0.0025709224146304	0.00614134945268533	4.45567453369392e-05	0.000101524911049705
gene28	DE	1	1	1	0.000185715191824865	0.000634381526301843	9.15605552645541e-15	1.09489453231156e-13	7.12741635103851e-17	5.53585736002991e-16
gene29	NS	1	1	1	0.130042776981135	0.157127656826624	0.474252627628595	0.569416332136989	0.233488727052411	0.254587681125704
gene30	DP	2	2	2	0.00151325080434583	0.00399670070477605	0.00982844465549235	0.0205831301685704	0.000180199626924643	0.000377579103037493
gene31	DP	2	2	2	0.00398998176435073	0.00913561938031076	0.265779571905279	0.355974648458436	0.00832357639104774	0.0128947736499578
gene32	NS	2	2	2	0.209708728191037	0.236196340006985	0.731639865714179	0.795909562919966	0.4410385711165	0.45697559499184
gene33	DZ	1	1	2	0.0424627572315933	0.0624796869326368	0.00476733634854408	0.0107645189919144	0.00192415682767613	0.00342300525270381
gene34	DE	1	1	1	2.76521028297338e-11	3.65044261778665e-10	5.83253932391967e-06	2.22935091215276e-05	6.0260393846707e-15	3.81999327078967e-14
gene35	DE	1	1	1	1.09297580985768e-08	9.30192178602278e-08	0.0011320041237611	0.0029072337046834	3.23115363224932e-10	1.27524563680289e-09
gene36	DZ	2	2	1	0.0578105413842662	0.0804040909377833	6.5564285234996e-06	2.48702836358448e-05	5.98324519224727e-06	1.5154970028229e-05
gene37	NS	2	2	2	0.0548938401401968	0.077192955022249	0.166218327253399	0.241271392476426	0.0519797333841095	0.0665766677990515
gene38	DZ	1	2	1	0.0575409558191768	0.080098772673293	1.92364394846699e-15	2.52695428370049e-14	4.17735622273521e-15	2.70379043542732e-14
gene39	NS	1	1	1	0.176609407700517	0.204025308534893	0.929102028389244	0.948547246951755	0.460653129440602	0.476127265571682
gene40	DZ	1	1	2	0.0368377289399602	0.055656625405039	0.00654037077856257	0.0142259288277598	0.00224813886699096	0.00394496840007188
