geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer	ranksum_pval
EE	0.771	0.744	0.816	0.629	0.719	0.726	0.811	0.705	0.998133630984116	0.65420379304804	0.991689189452632	0.593437936800071
EE	0.363	0.45	0.343	0.516	0.366	0.484	0.373	0.517	0.170204037831845	1.63843897222423e-08	0.363503606861216	1.50295353414908e-09
EE	0.453	0.359	0.627	0.164	0.412	0.323	0.61	0.148	0.648287203985613	0.361988350770992	0.701311703151497	0.237179305480668
meanDE	0.019	0.028	0.025	0.322	0.001	0.006	0.007	0.343	0.00041741095498259	9.11059534233809e-15	0.0692986728136417	6.03532017384759e-24
varDE	0.385	0.369	0.405	0.677	0.385	0.423	0.386	0.664	0.169744977228294	5.30490646094173e-13	0.00153186215972628	0.00394386110878854
varDE	0.203	0.033	0.157	0.623	0.204	0.033	0.136	0.705	0.24686815546206	9.55052550292584e-21	8.67773208174595e-06	0.000517825223567271
EE	0.201	0.516	0.00600000000000001	0.017	0.236	0.552	0.006	0.012	0.0181151228749288	0.00159844821041483	0.0190680320565566	6.26589669799189e-05
EE	0.649	0.617	0.724	0.788	0.652	0.595	0.658	0.744	0.542122998368266	0.0196164367208667	0.784064772798681	0.000424227668261557
EE	0.95	0.807	0.654	0.692	0.932	0.786	0.639	0.704	0.880127064766474	0.0985140963424287	0.857335558080206	0.00867642463399467
EE	0.318	0.271	0.308	0.497	0.337	0.256	0.298	0.564	0.287507384342628	0.0182030172874556	0.0739589088253555	0.00293576514145191
EE	0.029	0.042	0.015	0.00700000000000001	0.035	0.048	0.021	0.014	0.0138371415467402	1.21920598968204e-17	0.00660793324626909	1.53662535034399e-10
EE	0.442	0.428	0.49	0.8	0.461	0.461	0.54	0.829	0.560987736308168	0.190220632940681	0.84444454801215	0.553135600884764
