baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene
0.418364027899981	-0.121372917862515	0.050616926301609	-2.39787214931415	0.0165176602665106	0.0287835452879685	gene1
0.344354490254464	0.10975115606329	0.0584247559912869	1.87850431210458	0.0603594241342684	0.0921949866875006	gene2
0.250343156299166	0.189178528437862	0.0652417269411598	2.89965543996833	0.00375037029208562	0.00738989220115393	gene3
0.764600213974918	-0.306670049806224	0.037220591993474	-8.23925771680347	2.04328400850016e-16	1.81625245200014e-15	gene4
0.259591626980084	-0.0264593989584043	0.0670417043531643	-0.394670738366386	0.69311985081583	0.748509558116447	gene5
0.414015922624694	-0.0994693748582517	0.0520451576916798	-1.91121286340445	0.0560317974374844	0.0864021548766143	gene6
0.418831029830362	-0.0304948265902724	0.0501125160163638	-0.60852715078833	0.542858544669015	0.612333694758922	gene7
0.325195033021419	-0.0282529025202858	0.0574621634242092	-0.491678364277921	0.622966741261322	0.687316774250528	gene8
1.59517432268791	0.020096830956529	0.0265577695594442	0.756721339551741	0.449239690031473	0.524123890951114	gene9
1.45533167696516	0.0327317038957737	0.0277088439110339	1.18127280953572	0.237531363459212	0.305801562226215	gene10
0.310873869132948	0.0517036995040719	0.058268716186245	0.88733205205364	0.374938761879852	0.450742191672391	gene11
0.720392402069993	-0.205250227985684	0.0386575253492229	-5.30945077656942	1.13606638630614e-07	4.33820099782773e-07	gene12
1.0206408524387	0.158590737576122	0.0330365263906297	4.80046648067408	1.6136380747653e-06	5.36092383642958e-06	gene13
1.9365313821889	-0.0463738975916882	0.0272991372779271	-1.69873124998657	0.0894147838789354	0.130604029766566	gene14
0.441681368248875	0.203624830807682	0.049639264555512	4.10209201588728	4.14724274208058e-05	0.000113235296712098	gene15
0.835975408396811	0.328991938560353	0.0370298066387316	8.88451678319706	8.11805102099083e-19	8.65925442239022e-18	gene16
1.67644396095416	-0.0220233758471603	0.0262911011098501	-0.837674152753882	0.402240632074988	0.478359604073124	gene17
