geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer	ranksum_pval
EE	0.987	0.739	0.898	0.543	0.968	0.725	0.892	0.537	0.93866934909008	0.661397407376275	0.960552828423078	0.377814868388082
EE	0.427	0.215	0.544	0.637	0.418	0.186	0.517	0.626	0.305499347408093	0.0129684267901868	0.48054645540657	0.0175064865380255
EE	0.736	0.985	0.714	0.366	0.762	0.99	0.649	0.365	0.534327624489364	0.252749183049431	0.686407615379625	0.343374592364964
meanDE	0.01	0.021	0.019	0.392	0.008	0.011	0.016	0.416	0.0155449778476224	1.92716868825427e-19	0.0502809365743087	1.0232428574506e-08
varDE	0.349	0.145	0.497	0.089	0.31	0.136	0.477	0.109	0.352585430216615	1.2191102513444e-17	1.02777830262349e-06	0.155285742801494
varDE	0.048	0.001	0.026	0.168	0.038	0.001	0.019	0.177	0.589852800678705	7.05785042429891e-38	9.65865375090489e-07	3.22473067437706e-07
EE	0.807	0.578	0.826	0.886	0.798	0.563	0.825	0.891	0.563000523876535	0.563250174222473	0.686608970001021	0.141601920480021
EE	0.039	0.037	0.07	0.357	0.026	0.025	0.05	0.363	0.0562321294077281	1.15507162827907e-11	0.120356742433829	1.7795414186765e-15
EE	0.958	0.511	0.42	0.031	0.963	0.523	0.415	0.021	0.287743568468505	0.329284662550167	0.714590112187663	0.00530255536063004
EE	0.429	0.675	0.363	0.795	0.455	0.686	0.388	0.798	0.158418195427688	6.28809477023787e-05	0.853768950070483	3.15073570249688e-05
EE	0.586	0.331	0.421	0.712	0.602	0.307	0.41	0.739	0.827506971449367	0.290199861534547	0.796771637937333	0.195597745733411
EE	0.662	0.73	0.874	0.878	0.664	0.716	0.856	0.865	0.732371078229817	0.0300141061886692	0.618658582366342	0.506973837018112
EE	0.687	0.682	0.521	0.716	0.688	0.68	0.525	0.679	0.703267677259339	0.682430580525964	0.929517309494625	0.00209975201274156
EE	0.876	0.623	0.685	0.597	0.881	0.58	0.679	0.575	0.471290174476468	1.99491310406496e-07	0.485616860175501	5.54841377703871e-08
EE	0.307	0.354	0.442	0.436	0.298	0.382	0.426	0.363	0.651419987047868	0.0802880845697884	0.657172955525234	0.962824925926261
meanDE	0.001	0.012	0.006	0.009	0.003	0.006	0.003	0.009	0.00219670084801423	1.32220872353159e-33	0.000879935980446176	9.29433143888494e-45
EE	0.801	0.644	0.915	0.851	0.798	0.635	0.912	0.835	0.645246851492025	0.000141751974183993	0.23539588873961	0.436935245265972
varDE	0.104	0.014	0.031	0.05	0.094	0.012	0.026	0.035	0.475717491555194	1.57984354707516e-28	0.0324048545739004	0.000124666228967911
meanDE	0.028	0.022	0.023	0.045	0.021	0.015	0.034	0.03	0.0315635228323553	1.43850116581396e-19	0.0327533317020962	6.40350386347057e-22
EE	0.418	0.304	0.504	0.62	0.426	0.311	0.463	0.583	0.669859030807416	0.0864306427116183	0.875832528338907	0.000137901652082923
EE	0.258	0.17	0.293	0.15	0.262	0.173	0.309	0.174	0.320050261118854	0.0169523045602509	0.634300715068584	6.77776719356871e-05
EE	0.393	0.495	0.532	0.919	0.416	0.476	0.58	0.93	0.343565063340443	0.00580372518268018	0.639906660204989	0.00762355571672837
EE	NA	NA	0.272	0.023	NA	NA	0.239	0.019	0.165496585837392	2.42425228766628e-16	0.374657802677556	1.07702734496054e-17
EE	0.752	0.549	0.273	0.684	0.746	0.556	0.288	0.688	0.35434525589155	0.000516391013095224	0.659169262446148	1.61422550500693e-07
EE	0.772	0.798	0.816	0.771	0.783	0.802	0.83	0.766	0.684423565818903	0.831892989934056	0.902219400606732	0.327925806561287
EE	0.01	0.013	0.018	0.046	0.009	0.016	0.016	0.041	0.00389418978530211	2.04328362903686e-305	0.00253997701324501	8.56627715856105e-198
EE	0.439	0.79	0.855	0.222	0.459	0.811	0.876	0.195	0.390901913158871	0.115453673436135	0.716551941538545	0.00428188280541415
varDE	0.029	0.017	0.185	0.05	0.042	0.016	0.183	0.058	0.0640542916834858	1.65763390398081e-44	5.52448294643922e-05	0.605111388989697
EE	0.866	0.924	0.798	0.976	0.881	0.928	0.797	0.978	0.70852799405639	0.0229814932638344	0.390045852191216	0.855260366680122
EE	0.305	0.345	0.316	0.154	0.273	0.347	0.305	0.157	0.84035003832211	0.287569003416275	0.79425636638158	0.129549639061106
EE	0.958	0.837	0.299	0.44	0.962	0.854	0.31	0.442	0.280483113049111	0.0027913575176853	0.351737045996694	0.0460041729988394
EE	0.278	0.207	0.276	0.125	0.268	0.212	0.254	0.13	0.648686328257454	0.000811093840620384	0.114488525167328	0.0936983355402103
EE	0.764	0.7	0.609	0.906	0.78	0.715	0.579	0.903	0.278115069508217	0.0014580426542756	0.282932795645572	0.0390131672535062
EE	0.644	0.975	0.737	1	0.623	0.98	0.75	0.999	0.557733921031771	0.000120492941038908	0.350037706638427	0.0528466518017195
meanDE	0.239	0.329	0.344	0.794	0.273	0.345	0.326	0.775	0.0465593176333571	1.45263387439718e-57	0.423535179899827	1.94881643534769e-34
EE	0.956	0.848	0.484	0.46	0.955	0.823	0.492	0.413	0.279789093887581	0.0200144625553268	0.8817791286026	0.000131282924522412
EE	0.318	0.219	0.51	0.521	0.322	0.263	0.496	0.557	0.464776553158677	0.287099666116866	0.806533271576784	0.0774566962283788
EE	0.736	0.74	0.756	0.573	0.736	0.753	0.752	0.595	0.911247596383021	0.0477940645896753	0.50423392626108	0.153317330583272
EE	0.093	0.067	0.19	0.422	0.065	0.053	0.151	0.399	0.077320000561695	3.21644675745336e-06	0.101338530622551	0.0367013242369902
EE	0.138	0.424	0.085	0.156	0.15	0.442	0.08	0.14	0.938444239699501	0.223709776334811	0.743071672565522	0.588810099396709
varDE	0.023	0.001	0.001	0.001	0.016	0.002	0.002	0.001	0.505986964313776	4.36913448945373e-28	5.50218483271561e-06	9.62882722869485e-11
meanDE	0.51	0.384	0.517	0.429	0.497	0.354	0.484	0.404	0.633891491011715	3.9069547622171e-08	0.798256363214389	1.57588607033014e-18
meanDE	0.415	0.531	0.594	0.084	0.378	0.48	0.529	0.089	0.525973407023299	0.0110291141309152	0.567409433756528	3.40565214930114e-06
varDE	0.263	0.09	0.139	0.138	0.284	0.078	0.134	0.149	0.304818690783234	7.80366378607288e-60	0.047926395452664	2.93012293685225e-66
EE	0.817	0.913	0.798	0.51	0.826	0.92	0.814	0.51	0.515360521601803	0.0246560127436408	0.724814038561466	0.00126826299728174
EE	0.497	0.959	0.407	0.886	0.493	0.97	0.471	0.87	0.445482539879274	0.00414246758023147	0.810973563084864	0.000235948062264956
EE	0.183	0.113	0.244	0.221	0.162	0.087	0.23	0.217	0.494263013907349	0.0160707261396161	0.696556997738226	0.0243734918036988
EE	0.071	0.028	0.105	0.066	0.041	0.012	0.081	0.027	0.12893849746354	2.99957940825289e-08	0.172412978056004	8.51236071502259e-06
varDE	0.002	0.004	0.001	0.379	0.009	0.007	0.003	0.356	0.441406327694024	7.87975828230555e-33	7.79424745819422e-06	0.000507491185503287
meanDE	0.104	0.22	0.074	0.528	0.117	0.241	0.077	0.52	0.070113681567564	4.61606248935419e-16	0.144934475230811	1.98786244204257e-12
EE	0.194	0.076	0.358	0.467	0.19	0.085	0.375	0.448	0.518503144796031	0.0161386587819037	0.41529020584651	0.00173903710372307
EE	0.033	0.029	0.025	0.175	0.048	0.033	0.026	0.145	0.0244277429255322	8.44773245499672e-36	0.0236077402128325	3.86536379193286e-26
EE	0.516	0.452	0.812	0.565	0.529	0.452	0.814	0.529	0.762870012440255	0.156360499090451	0.655463661091771	0.00316598597060321
EE	NA	NA	0.336	0.992	NA	NA	0.365	0.99	0.427792373804525	1.95027919728371e-06	0.498789682565504	0.0028189182976059
EE	0.315	0.504	0.742	0.308	0.313	0.519	0.747	0.302	0.621728969994556	0.745673362638856	0.96145742534234	0.0598774741099383
EE	0.01	0.003	0.01	0.008	0.011	0.006	0.016	0.017	0.321191065410079	0.0690363048925625	0.588645984294194	0.0100956165644702
EE	0.193	0.187	0.064	0.305	0.223	0.223	0.07	0.294	0.00350341782429235	5.67801896691024e-05	0.619408299859301	2.82529766141058e-05
EE	0.163	0.125	0.221	0.242	0.152	0.147	0.201	0.196	0.344494878085564	0.5009566817171	0.873681319584684	0.0066525310930113
EE	0.906	0.757	0.711	0.752	0.902	0.798	0.69	0.771	0.896402368073673	0.586730673196931	0.806220368662034	0.833994500445452
EE	0.303	0.44	0.333	0.501	0.301	0.434	0.35	0.501	0.267423088288542	1.79420894191813e-06	0.554345663894408	1.37672602190184e-14
EE	0.799	0.51	0.815	0.558	0.771	0.513	0.82	0.578	0.570167247237505	0.0256904523433771	0.463834403158618	0.305676067791961
EE	0.222	0.16	0.159	0.23	0.204	0.142	0.164	0.2	0.290048664509094	2.84021467155518e-08	0.22797216928792	0.000652291393418213
EE	0.942	0.797	0.887	0.759	0.957	0.793	0.877	0.767	0.838755564518198	0.358675506975799	0.507721520966584	0.957193226404275
EE	0.195	0.199	0.426	0.381	0.207	0.205	0.427	0.365	0.420395744061668	0.26017330488802	0.997378826928152	0.116541870996435
EE	0.348	0.373	0.373	0.401	0.291	0.321	0.341	0.369	0.459772471513544	0.00371898333350415	0.520349182744657	0.216282867998364
EE	0.663	0.618	0.782	0.798	0.659	0.603	0.744	0.777	0.805955850387137	0.0126286104173324	0.620101014892442	0.993170391920792
EE	0.918	0.864	0.696	0.467	0.889	0.76	0.63	0.366	0.413949681593815	0.000625005817304975	0.407676036273298	0.25943377084309
EE	0.808	0.692	0.713	0.891	0.814	0.704	0.689	0.884	0.546176190820765	0.0637807616584292	0.681520885984332	0.59558365249559
EE	0.512	0.621	0.58	0.24	0.49	0.627	0.547	0.241	0.615825705990679	0.118896147155159	0.940975192568632	0.705765110903788
EE	0.598	0.78	0.439	0.466	0.606	0.741	0.426	0.455	0.342345560273691	2.68952836978274e-06	0.113044689307608	0.0351342914771745
meanDE	0.003	0.001	0.001	0.021	0.003	0.003	0.001	0.015	1.76113133116259e-06	8.58214655929232e-16	6.17560617104506e-05	5.02514903952817e-21
EE	0.438	0.257	0.771	0.727	0.436	0.248	0.779	0.759	0.410754822631137	0.115512691920568	0.975833057520903	0.00498490476448453
EE	1	0.966	0.664	0.899	0.999	0.964	0.713	0.893	0.820470887479037	0.917320122624688	0.995554265612838	0.969099953302146
EE	0.316	0.245	0.186	0.68	0.306	0.239	0.17	0.636	0.00686772134853865	5.45456731157825e-12	0.0116265483594091	0.000219582488662278
EE	0.75	0.61	0.916	0.771	0.782	0.61	0.901	0.742	0.778285702818264	0.906207910291662	0.938875957632464	0.961078314956662
EE	0.791	0.835	0.559	0.977	0.738	0.833	0.475	0.987	0.733391844833446	0.0157396725321118	0.508088303027717	0.0370656195709812
meanDE	0.821	0.978	0.276	0.138	0.8	0.981	0.304	0.166	0.157479842460208	2.74297903166206e-06	0.103386176599291	0.0160932220051132
EE	0.595	0.472	0.748	0.744	0.583	0.443	0.747	0.703	0.638480376223457	0.351986020059217	0.747478349008917	0.0012824619831434
EE	0.775	0.874	0.82	0.768	0.746	0.868	0.827	0.768	0.802085395158016	0.269716625001881	0.937938189487321	0.0050461236517472
EE	0.429	0.447	0.444	0.26	0.404	0.434	0.43	0.271	0.7148872252354	0.799899907886312	0.675408244636558	0.0576650483443307
EE	0.119	0.105	0.107	0.085	0.133	0.102	0.111	0.085	0.307728323258703	3.77547615579491e-05	0.52316821874099	1.56491006497722e-05
EE	0.088	0.139	0.186	0.058	0.102	0.157	0.222	0.079	0.211853177843094	0.0305392572039379	0.447986253590733	0.01387545326471
meanDE	0.047	0.062	0.053	0.057	0.046	0.057	0.045	0.061	0.0738533149357558	9.76805793198236e-20	0.105180834116268	5.99312056967025e-23
EE	0.193	0.141	0.187	0.15	0.201	0.141	0.184	0.148	0.100428291420536	6.85853600811951e-28	0.0624846306930114	4.09762837865163e-36
meanDE	0.16	0.185	0.185	0.531	0.116	0.133	0.124	0.537	0.319636636984473	8.71821489665539e-06	0.722593647400228	1.3894978762078e-10
EE	0.778	0.885	0.58	0.025	0.796	0.87	0.562	0.031	0.778061806285838	0.0527442070816165	0.404931350801258	0.537584228961724
EE	0.486	0.496	0.616	0.599	0.508	0.495	0.631	0.613	0.2570780798986	0.00111711047199969	0.59591857502246	1.40289653537308e-10
EE	0.979	0.609	0.786	0.377	0.963	0.615	0.769	0.396	0.883211715585116	0.448185718697757	0.760629242339854	0.593706940354586
varDE	0.166	0.028	0.145	0.059	0.152	0.013	0.138	0.046	0.31529874441612	1.14630469395277e-14	0.0297213169224395	0.0954608019911381
EE	0.046	0.019	0.03	0.537	0.037	0.016	0.027	0.559	0.037643752553055	7.88141734008729e-38	0.00849051804833213	2.04857221604706e-39
EE	0.613	0.769	0.827	0.742	0.606	0.727	0.855	0.733	0.936306908772159	0.866595946359151	0.895979689975303	0.56309614637701
EE	0.518	0.29	0.161	0.274	0.474	0.26	0.106	0.264	0.33881798868523	0.165890294346612	0.578967127564946	0.0252176071553742
varDE	0.002	0.001	0.001	0.004	0.005	0.001	0.001	0.002	0.148577120905137	4.9960693635838e-36	3.96410981826583e-05	0.00131323156527268
varDE	0.032	0.016	0.008	0.026	0.024	0.015	0.007	0.024	0.00696477403101362	2.59609851210434e-154	0.000644277616131343	3.85860195429021e-173
EE	0.47	0.52	0.336	0.978	0.492	0.529	0.345	0.971	0.325976270950652	0.00512532726684735	0.502411075038333	0.0416773359805005
EE	0.72	0.753	0.838	0.852	0.721	0.771	0.853	0.855	0.857647094861837	0.973574917822883	0.923396536248694	0.148627186331184
meanDE	0.009	0.005	0.002	0.001	0.009	0.005	0.007	0.001	0.00150734253449265	2.71100244702294e-60	1.75414789579262e-05	4.9075258888325e-41
EE	0.758	0.892	0.946	0.86	0.781	0.903	0.958	0.853	0.823879681504263	0.0771556781744144	0.456489909780252	0.53663652686168
EE	0.637	0.858	0.811	0.916	0.651	0.862	0.815	0.919	0.497093464779632	1.06286931637069e-05	0.917731293849871	3.25680836934764e-08
varDE	0.27	0.051	0.135	0.395	0.239	0.038	0.139	0.383	0.976309140237122	3.28293378295551e-21	0.000950427813982815	4.84685856051199e-08
EE	0.112	0.236	0.194	0.503	0.11	0.223	0.168	0.442	0.08782866353431	1.80311116670342e-14	0.250934022612458	1.14866501629879e-19
EE	0.837	0.79	0.175	0.065	0.846	0.793	0.175	0.067	0.151093993029767	1.43899044216994e-05	0.11747284531348	0.0120183948376923
EE	0.526	0.32	0.357	0.957	0.472	0.27	0.302	0.969	0.190477556430314	0.000189883128215746	0.747380980739477	0.1859711195187
EE	0.455	0.367	0.372	0.867	0.459	0.375	0.389	0.891	0.302097601861665	5.52915725389976e-09	0.199975933227517	3.68553738906653e-07
EE	0.323	0.294	0.356	0.324	0.294	0.28	0.364	0.347	0.275661155495378	0.0244794115815483	0.582950984627705	0.000298101150181485
EE	0.811	0.774	0.657	0.83	0.78	0.753	0.66	0.839	0.560533750429383	0.0014837298435758	0.248518288920437	0.000232156563462716
varDE	0.822	0.412	0.48	0.129	0.812	0.416	0.475	0.124	0.929285068191124	5.2341253342751e-39	0.343168356597398	8.09003085911277e-18
EE	0.653	0.886	0.898	0.858	0.652	0.875	0.897	0.854	0.721182610050666	0.90083119910709	0.772936166067259	0.275410612446292
EE	0.873	0.887	0.922	0.691	0.847	0.871	0.906	0.696	0.81284625436743	0.119317598243382	0.822920411023088	0.224693950607983
meanDE	0.431	0.629	0.658	0.685	0.413	0.632	0.646	0.684	0.175166216355641	0.223799165397029	0.638230962239531	0.0197406305918749
EE	0.443	0.939	0.533	0.286	0.43	0.946	0.515	0.296	0.695127819121625	0.0297049101434066	0.754949651997936	0.366265705693313
EE	0.35	0.559	0.368	0.637	0.337	0.579	0.36	0.631	0.257818202147248	9.34945630442968e-27	0.258453664599243	1.2045937443036e-13
meanDE	0.054	0.066	0.042	0.474	0.052	0.052	0.052	0.425	0.0847278337995817	1.08063162404923e-11	0.183754335367966	3.56617582188361e-09
EE	0.727	0.664	0.712	0.777	0.744	0.667	0.707	0.767	0.611702141450676	3.24214829911543e-11	0.690227570586143	7.89222756793066e-21
EE	0.582	0.422	0.616	0.582	0.578	0.435	0.607	0.578	0.529380307891983	0.000945834093775379	0.762581115930497	1.94183708007064e-07
EE	0.708	0.702	0.917	0.814	0.732	0.676	0.917	0.831	0.851131175170675	0.420179847144228	0.527879339753519	0.252161650106872
varDE	0.017	0.001	0.006	0.001	0.029	0.001	0.003	0.001	0.503511398715651	9.39199271244894e-34	1.38207704696672e-09	1.77648176367671e-14
EE	0.754	0.729	0.689	0.759	0.715	0.73	0.642	0.779	0.65945704362224	0.0164471279124991	0.934915358885842	0.610524112008664
EE	0.094	0.071	0.089	0.43	0.102	0.086	0.095	0.443	0.071487727610897	0.000219738048620896	0.256730418426232	2.11937386665006e-09
EE	0.872	0.531	0.832	0.849	0.839	0.502	0.8	0.837	0.739724454470656	0.142153325534953	0.712969796418894	0.499504012551986
EE	0.719	0.63	0.74	0.607	0.703	0.625	0.701	0.603	0.48801291037323	2.16970430389667e-05	0.595010852953451	0.0156616058405628
varDE	0.059	0.004	0.001	0.004	0.057	0.004	0.004	0.005	0.0981870774536222	3.52548794853855e-51	0.00095020962458968	2.7510633897966e-20
EE	0.481	0.526	0.824	0.947	0.483	0.526	0.831	0.969	0.731530209713285	0.35070941039097	0.912195544624803	0.815139631998763
EE	0.638	0.892	0.622	0.654	0.632	0.881	0.654	0.674	0.873225305095441	0.416573193134989	0.679258845101696	0.891173959829893
EE	0.55	0.752	0.858	0.946	0.52	0.707	0.851	0.935	0.883392763664333	0.910022683558684	0.995222137982352	0.00131956100294197
EE	0.193	0.118	0.074	0.163	0.176	0.13	0.067	0.156	0.0309556349549474	1.77597061465587e-07	0.685501596829831	3.11014410223764e-07
EE	0.205	0.537	0.203	0.612	0.202	0.535	0.218	0.595	0.0792564309860761	5.16756256957663e-05	0.32147575023	4.68751320191385e-06
EE	0.583	0.231	0.32	0.108	0.579	0.207	0.301	0.121	0.591931018384948	4.61254409374197e-31	0.319398406561941	4.75228270192891e-40
EE	0.72	0.404	0.528	0.641	0.737	0.438	0.557	0.649	0.947832394060661	0.00036219469718633	0.423840811335784	0.938123729027135
EE	0.901	0.911	0.801	0.207	0.903	0.91	0.8	0.199	0.595402510947876	0.00779869066225806	0.541188666044841	0.0577124363150927
