geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer	ranksum_pval
EE	0.931	0.93	0.822	0.817	0.91	0.946	0.825	0.85	0.99410060037544	0.632958479772295	0.992365477177803	0.566607659521502
EE	0.282	0.294	0.343	0.669	0.299	0.28	0.359	0.602	0.169278464621536	1.51049600657591e-08	0.34756368908159	1.81989362679775e-09
EE	0.431	0.522	0.858	0.644	0.463	0.573	0.871	0.645	0.64408286149873	0.375329333271782	0.697270606025225	0.240431858172911
meanDE	0.052	0.109	0.074	0.147	0.004	0.018	0.023	0.028	0.0110409884371379	1.29198685554376e-07	0.0226535218875478	3.91908988119811e-15
varDE	0.23	0.302	0.312	0.898	0.204	0.285	0.291	0.857	0.128111006273045	2.4434208197888e-11	0.00204187270769926	9.57801557196041e-06
varDE	0.044	0.001	0.042	0.227	0.037	0.001	0.046	0.215	0.177634522269359	2.74623265065501e-17	1.69214263774018e-05	0.00700437056788678
EE	0.076	0.0580000000000001	0.056	0.676	0.08	0.06	0.047	0.695	0.054842121225671	0.00879717301919383	0.0537293647277521	9.28706366919487e-05
EE	0.76	0.78	0.863	0.769	0.715	0.723	0.787	0.699	0.556337852231689	0.0184097262058206	0.793090417471859	0.000449572001047794
EE	0.536	0.411	0.53	0.21	0.515	0.376	0.487	0.22	0.817187542295616	0.0541063184165152	0.856086121572145	0.00392451274526283
EE	0.459	0.605	0.447	0.578	0.479	0.61	0.452	0.63	0.328681514204782	0.0371731172059451	0.180614062176617	0.00850704402478862
EE	0.0639999999999999	0.099	0.033	0.045	0.075	0.117	0.037	0.038	0.00987709254019061	2.95238894835184e-18	0.0397603108735586	1.42685907779945e-11
EE	0.541	0.586	0.62	0.731	0.58	0.598	0.651	0.768	0.495353983120093	0.144576036890768	0.796789207651628	0.379716948624695
EE	0.83	0.614	0.821	0.828	0.849	0.587	0.801	0.838	0.914919296285397	0.104991085864511	0.641100593552715	0.0476123055509892
EE	0.164	0.155	0.218	0.227	0.157	0.121	0.169	0.192	0.230152823580458	1.96246747395397e-12	0.291616407791373	3.88372757216544e-23
EE	0.383	0.315	0.665	0.518	0.338	0.288	0.593	0.47	0.43514085511652	0.0412773293130741	0.404233152448551	0.00253886924820826
meanDE	0.021	0.014	0.031	0.028	0.009	0.004	0.021	0.017	0.00872340176977096	1.07732534801849e-20	0.00515174558859334	8.92625528233636e-31
EE	0.995	0.733	0.561	0.828	1	0.765	0.545	0.826	0.755540544494057	0.286465905865264	0.885723919644375	0.559090585984998
varDE	0.095	0.00600000000000001	0.011	0.001	0.096	0.014	0.036	0.002	0.255347327019919	3.69464369480019e-24	0.00154388828573891	9.78282491631795e-13
meanDE	0.441	0.377	0.626	0.787	0.386	0.308	0.557	0.78	0.762341659783903	0.283655539294675	0.934136051202754	0.161643223838564
EE	0.905	0.873	0.783	0.889	0.885	0.882	0.773	0.894	0.66294445025906	0.0462174450598175	0.933730055527972	0.482056913863613
EE	0.757	0.653	0.88	0.774	0.729	0.614	0.846	0.779	0.81205673751535	0.107779973255594	0.766834178302312	0.0645392379725289
EE	0.11	0.11	0.303	0.346	0.101	0.091	0.314	0.365	0.34397139596316	0.0315957171024628	0.471803247128105	0.00746882998666744
EE	0.149	0.153	0.145	0.445	0.141	0.141	0.138	0.461	0.128850484706475	7.52544762848567e-11	0.215227407934674	4.28919715151972e-15
EE	0.364	0.388	0.671	0.182	0.35	0.385	0.664	0.225	0.619293544264741	0.106644895193869	0.918450709859727	0.0063622709464385
EE	0.382	0.513	0.882	0.031	0.301	0.442	0.875	0.007	0.74671159590826	0.316374810802019	0.58178077375905	0.4395218662669
EE	0.575	0.786	0.821	0.684	0.641	0.824	0.836	0.723	0.587431605029088	4.10064207760894e-13	0.712747374460372	0.00230606355363809
EE	0.345	0.485	0.32	0.174	0.28	0.463	0.255	0.231	0.237063629921334	0.00122587175665932	0.271866394409019	0.438039793823632
varDE	0.044	0.00700000000000001	0.003	0.099	0.04	0.009	0.004	0.081	0.173436444074665	6.31203206619168e-26	0.000268142434735962	1.24684294717578e-13
EE	0.806	0.879	0.736	0.562	0.754	0.944	0.716	0.564	0.965956001972274	0.85863835687546	0.991950545352145	0.116145197633266
EE	0.807	0.829	0.873	0.535	0.805	0.845	0.901	0.564	0.556696248261445	0.0918394645395073	0.575478461782609	0.933413233654022
EE	0.793	0.928	0.821	0.934	0.759	0.925	0.822	0.922	0.56486237504796	0.145858824110767	0.513302723564723	0.626790341181459
EE	0.488	0.689	0.979	0.98	0.494	0.665	0.984	0.972	0.677477568093664	0.34105176000243	0.889754866566559	0.467990238208967
EE	0.599	0.855	0.596	0.915	0.722	0.898	0.631	0.97	0.628284769097933	0.272233685919727	0.633910894892847	0.00454418337964102
EE	0.491	0.473	0.519	0.173	0.508	0.496	0.537	0.173	0.861733225096497	0.044319015593804	0.569268034023598	0.95537564465113
meanDE	0.699	0.937	0.876	0.418	0.746	0.929	0.918	0.321	0.641919626464758	1.49653469078165e-18	0.902323366934192	1.14944981612732e-16
EE	0.794	0.972	0.368	0.371	0.734	0.969	0.339	0.401	0.641724533770854	0.0350765818285193	0.559576472752813	0.556968022959662
EE	0.574	0.682	0.932	0.308	0.552	0.664	0.921	0.24	0.620881968081285	0.692628182878498	0.934748872639396	0.817982826527109
EE	0.024	0.0659999999999999	0.019	0.0610000000000001	0.013	0.052	0.024	0.052	0.00264830683513795	6.58015857139295e-31	0.00985785919373998	1.66838737142257e-36
EE	0.995	0.81	0.652	0.637	0.998	0.804	0.664	0.628	0.409066685315832	0.140483218014564	0.541303586673678	0.109744896985799
EE	0.031	0.043	0.024	0.092	0.035	0.045	0.027	0.097	0.0402144734478998	1.22108778784504e-07	0.0597255907734508	0.00159565596924485
varDE	0.088	0.049	0.015	0.004	0.097	0.048	0.032	0.002	0.563048387161869	5.91833438856959e-15	0.0106283970913682	0.460934927027023
meanDE	0.764	0.561	0.381	0.484	0.724	0.556	0.414	0.484	0.695313605711285	1.49743671746787e-29	0.571639743354484	4.83330699157373e-11
meanDE	0.246	0.167	0.114	0.767	0.223	0.154	0.102	0.749	0.0317477712681053	1.0066009743801e-14	0.0237098336788703	3.063713085532e-09
varDE	0.631	0.816	0.783	0.523	0.589	0.817	0.731	0.541	0.580843630022852	0.00929956688590096	0.762628629790594	0.947438172822259
EE	0.387	0.592	0.405	0.551	0.382	0.621	0.404	0.56	0.308622322623714	0.000369670311023597	0.470957916920256	1.66398017353015e-05
EE	0.825	0.757	0.846	0.534	0.852	0.769	0.84	0.484	0.598999182706222	0.0941841184776485	0.841455921800343	0.0654816673760361
EE	0.386	0.407	0.668	0.604	0.433	0.466	0.708	0.625	0.543576696066826	0.61665527627416	0.751133635168014	0.855687434126559
EE	0.017	0.013	0.036	0.346	0.033	0.027	0.041	0.375	0.0292132189837247	8.32213522989e-16	0.0608603447047332	1.46486860302188e-10
varDE	0.00600000000000001	0.005	0.001	0.139	0.008	0.001	0.001	0.166	0.0765950756210892	9.50185157078031e-24	4.456337126623e-06	2.98075096650302e-14
meanDE	0.842	0.972	0.723	0.536	0.816	0.975	0.654	0.536	0.577624356938935	0.198550138148806	0.676207167634139	0.81322124203997
EE	0.866	0.7	0.639	0.59	0.885	0.707	0.625	0.547	0.748142999580796	0.451995178809222	0.938063983613466	0.0228351027595264
EE	0.313	0.417	0.17	0.033	0.323	0.462	0.194	0.035	0.107613667866315	6.32293253928432e-10	0.103304555257698	0.00110467858480124
EE	0.355	0.531	0.371	0.883	0.361	0.515	0.378	0.932	0.35595713104054	0.00997688097325256	0.516220007809763	0.57278542946238
EE	0.242	0.352	0.305	0.392	0.145	0.252	0.175	0.406	0.244484878978171	1.04837962849627e-08	0.428024379147278	7.05453325172805e-19
EE	0.349	0.248	0.738	0.401	0.359	0.246	0.78	0.399	0.358897672978281	0.0188759137326157	0.340946994427689	0.18156758401781
EE	0.873	0.911	0.758	0.41	0.848	0.89	0.743	0.426	0.834107801564557	0.338010755760244	0.882216601968849	0.0283062211641982
EE	0.717	0.566	0.571	0.955	0.686	0.534	0.586	0.98	0.339277043677361	0.252864925603504	0.592815812787708	0.401555205942174
EE	0.692	0.512	0.876	0.307	0.67	0.464	0.851	0.312	0.765554415172289	0.474725760073988	0.876159616851981	0.0370426522449896
EE	0.948	0.838	0.419	0.511	0.944	0.868	0.372	0.606	0.189628140632725	0.0240690408339397	0.32507126711177	0.00136555744219808
EE	0.985	0.806	0.912	0.737	0.971	0.785	0.864	0.679	0.915722160608573	0.369273300367677	0.382563052619544	0.0645113014127983
EE	0.23	0.186	0.074	0.722	0.198	0.165	0.065	0.711	0.026190369581363	4.77015331562258e-09	0.0686192424270727	0.00163679291773458
EE	0.476	0.46	0.463	0.76	0.421	0.447	0.424	0.758	0.284206480619858	5.60598056011349e-07	0.135562210914533	0.00829303449940663
EE	0.534	0.411	0.663	0.327	0.518	0.372	0.582	0.312	0.420017438954555	0.277045328805607	0.629287482778912	0.490369912514247
EE	0.823	0.96	0.95	0.869	0.79	0.935	0.928	0.864	0.755951432303338	0.675147912167437	0.951798573963144	0.332780203722746
EE	0.302	0.303	0.546	0.542	0.2	0.177	0.437	0.48	0.458538722275356	0.192593001813698	0.595839547388686	0.0564708938638548
EE	0.96	0.977	0.937	0.922	0.955	0.966	0.959	0.937	0.857849149764676	0.758095069647894	0.935907523406005	0.81879977651768
EE	0.093	0.0629999999999999	0.119	0.049	0.064	0.027	0.064	0.015	0.0430267082195881	2.84156339339522e-42	0.0180273064185973	3.81790002881414e-10
EE	0.522	0.353	0.489	0.738	0.452	0.326	0.41	0.743	0.338910600198541	1.77227477346464e-05	0.343263213157719	1.11592375875092e-14
EE	0.41	0.533	0.363	0.286	0.442	0.518	0.385	0.276	0.282392186378474	7.05736535779842e-06	0.242897130863921	6.22883474579586e-05
EE	0.521	0.919	0.512	0.531	0.548	0.927	0.55	0.485	0.372068335750911	0.00011637447618479	0.36054141478471	0.00560335213873024
meanDE	0.035	0.017	0.041	0.373	0.034	0.027	0.032	0.387	0.00696999964530209	2.31032495921421e-08	0.00519830892176501	8.88786352379596e-08
