geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer	ranksum_pval
EE	0.178	0.214	0.178	0.559	0.155	0.197	0.186	0.578	0.268001674520145	0.00181386347827825	0.135951601223023	4.31205184106359e-06
EE	0.716	0.752	0.156	0.773	0.924	0.852	0.191	0.87	0.227456693107614	0.202122129661279	0.208970240141353	0.849959691663176
EE	0.594	0.437	0.974	0.982	0.878	0.875	0.912	0.991	0.946813698728148	0.45984643063345	0.75267386606267	0.0804186075211553
meanDE	0.518	0.579	0.756	0.876	0.58	0.685	0.949	0.607	0.461145010410071	0.00570524313845228	0.00742642546464458	0.0134624415506932
varDE	0.097	0.174	0.128	0.431	0.086	0.115	0.11	0.54	0.00416384954459321	4.09269199584763e-05	0.0139054966960128	0.844321217126827
varDE	0.41	0.18	0.466	0.103	0.567	0.095	0.584	0.268	0.646326995015496	4.88059748077484e-05	0.000188238196896986	0.0859650266101217
EE	0.29	0.298	0.294	0.438	0.166	0.13	0.154	0.616	0.606723849946357	0.282265877790036	0.345693535570835	0.228407512345397
EE	0.86	0.957	0.751	0.021	0.721	0.514	0.938	0.015	0.894380554112099	0.968887050148568	0.985915398460128	0.49222917002383
EE	0.725	0.66	0.425	0.398	0.455	0.411	0.275	0.222	0.859838575142047	0.741617856825537	0.741589884486302	0.356882777276337
EE	0.763	0.762	0.52	0.712	0.657	0.647	0.517	0.595	0.962401938565789	0.126440129619882	0.139958419144844	0.00184313924669089
EE	0.706	0.785	0.766	0.807	0.98	0.689	0.975	0.829	0.770957584281422	0.652380573915967	0.903772471038725	0.76034296986027
EE	0.901	0.98	0.936	0.885	0.943	0.873	0.892	0.808	0.800233735785531	0.458424133606257	0.505330579991162	0.00174693799832659
EE	0.922	0.931	0.633	0.324	0.968	0.941	0.615	0.321	0.589644265295243	0.160517829143585	0.518065374449081	1.72129539468015e-10
