gene	DDcategory	Clusters.combined	Clusters.c1	Clusters.c2	nonzero.pvalue	nonzero.pvalue.adj	zero.pvalue	zero.pvalue.adj	combined.pvalue	combined.pvalue.adj
gene1	DM	2	3	2	1.75813013545412e-05	2.07786099625246e-05	3.2026109271715e-17	6.50032476766257e-16	2.81128622577125e-20	1.51756341472132e-19
gene2	NS	2	2	2	1.10645339237436e-05	1.32787685853509e-05	0.255814230165002	0.349103480994799	3.8989855141227e-05	4.269936223543e-05
gene3	DB	2	2	1	8.10216315150214e-08	1.20927808231375e-07	0.371467915601664	0.469516187935279	5.51341039247085e-07	6.8119356200412e-07
gene4	DB	1	2	1	0	0	0.574704222510822	0.664959054573672	0	0
gene5	DB	3	1	2	0.00853726733486249	0.00873936515404989	0.946960175154254	0.960289185988913	0.0470338272744058	0.0474430233508065
gene6	DB	1	2	1	2.22044604925031e-16	1.45603019622971e-15	0.00124532920681491	0.00341058139277358	1.20927152223005e-17	5.45023784667065e-17
gene7	NS	2	2	2	9.99200722162641e-15	4.90706309226589e-14	0.521642596186201	0.617457346389277	1.76631718596569e-13	4.92469372257619e-13
gene8	NS	2	2	2	7.43849426498855e-15	3.73793681657716e-14	0.938346653188431	0.954184156530263	2.34494468347702e-13	6.44436876256137e-13
gene9	NS	1	1	1	0.00192272769086943	0.00200754653183966	0.768793351612086	0.827573082897005	0.0111113975370216	0.0112992475271607
gene10	NS	1	1	1	2.71797029327558e-11	6.80555941978237e-11	0.326893090642235	0.424377280173044	2.34974907903435e-10	4.21858003417299e-10
gene11	NS	3	3	3	8.91314022588574e-10	1.74042279245999e-09	0.0318877124243646	0.0605571209350852	7.18616957055496e-10	1.20902958074531e-09
gene12	DB	1	2	1	1.09216427346404e-07	1.60612393156476e-07	0.0152931886790665	0.0317578888253688	3.54268433540107e-08	4.89067725335783e-08
gene13	DE	1	1	1	0	0	7.13219523994364e-11	7.12061989186383e-10	0	0
gene14	NS	1	1	1	9.0030850674605e-07	1.19344955326734e-06	0.3020629290505	0.39914032445751	4.3831916161486e-06	5.05923141382034e-06
gene15	NS	2	3	3	2.78322920266305e-11	6.94938627381536e-11	0.176033730549479	0.256606223697445	1.32489703859758e-10	2.4557869112096e-10
gene16	DZ	1	1	1	2.74003042477489e-13	9.87398351270229e-13	1.17488714315742e-07	7.17767187458358e-07	1.4770635624789e-18	7.14420102770931e-18
gene17	NS	1	1	1	0.000452775931539806	0.000486463531066136	0.0432619239367438	0.078861546779608	0.000231933087718314	0.000245756914138611
gene18	DE	1	1	1	2.93124136074852e-09	5.30901763323254e-09	0.0377845482388564	0.0700872139019506	2.64968391123392e-09	4.17273056887232e-09
gene19	DZ	1	1	3	0.047467365064093	0.0479105375363038	4.23440865873457e-08	2.77562016753282e-07	4.22597569179412e-08	5.79396838635012e-08
gene20	DB	3	3	1	0.00269371813634312	0.00280121475246912	0.000254699593838988	0.000817020718784751	1.04232402254139e-05	1.17362310771726e-05
gene21	NS	2	2	2	4.9960036108132e-15	2.58191401075618e-14	0.0132521066462362	0.0280808417726421	2.53268706031223e-15	9.20140621366841e-15
gene22	DZ	2	2	2	1.61958113586991e-10	3.57918483065173e-10	1.20956516539351e-10	1.16822374730095e-09	9.08564828661109e-19	4.45647984628379e-18
gene23	NS	2	2	2	0.003693005673301	0.00382348199642914	0.903811186061498	0.927950024150592	0.0223713005115778	0.0226401523203823
gene24	DB	2	2	1	7.78089592756714e-09	1.33348687704664e-08	0.0207723790591101	0.0416035683582175	3.8056419118015e-09	5.89108655077632e-09
gene25	DZ	2	2	2	4.34460514897594e-07	5.96069991284643e-07	1.1725434553117e-05	5.03318841230686e-05	1.37559264090687e-10	2.54124400452624e-10
gene26	DE	3	1	1	1.07262532189623e-10	2.43709246667702e-10	8.25218865591851e-06	3.6319621728883e-05	3.15651571704154e-14	9.89115775022809e-14
gene27	NS	2	2	2	1.20105817180693e-07	1.75657502275237e-07	0.157120310504081	0.233635389196938	3.54504928348914e-07	4.45218120375402e-07
gene28	DE	1	1	1	0	0	0.000634721736781615	0.0018668149058634	0	0
gene29	NS	1	1	1	1.90772520003435e-08	3.09444476891216e-08	0.289688072499671	0.386105919296645	1.1060486877494e-07	1.45484865208734e-07
gene30	DB	2	1	3	1.19904086659517e-13	4.67462326157961e-13	6.57699327743588e-07	3.53706894684968e-06	3.54768111246775e-18	1.66851551438813e-17
gene31	DB	2	2	1	4.15008027943031e-11	1.01098179766877e-10	0.55034535876934	0.64306134337791	5.82471743986537e-10	9.9292008350571e-10
gene32	NS	2	2	2	3.48485237944285e-06	4.37314808400671e-06	0.0896601779258317	0.146628311425946	4.99261995352532e-06	5.74276917731165e-06
gene33	DB	2	3	1	1.32636124305918e-11	3.50078850032117e-11	0.0101482662603665	0.0221918745649853	4.12374786915369e-12	9.41226332474452e-12
gene34	NS	1	1	1	1.3681214838801e-07	1.98530235280987e-07	0.802992523091739	0.853813483202319	1.87024921743002e-06	2.21626332979413e-06
gene35	DE	1	1	1	0	0	0.527249084411259	0.622624177205675	0	0
gene36	DM	2	2	3	1.76236802928997e-12	5.47106877544423e-12	1.08297613845857e-05	4.67128380757991e-05	7.53851718089572e-16	2.91907732077279e-15
gene37	DB	2	2	1	5.81449333125761e-10	1.17227688130194e-09	0.125325254322999	0.194004270000198	1.77383327882305e-09	2.85756468598155e-09
gene38	NS	2	2	2	4.10782519111308e-15	2.15917224237218e-14	0.186028892397959	0.268436133617192	2.73633469074115e-14	8.64902312363856e-14
gene39	NS	1	1	1	2.22651796999429e-08	3.57601761894285e-08	0.297417450762328	0.394052464504062	1.31334252429659e-07	1.71454637636631e-07
gene40	DM	2	2	3	0	0	0.870340802541956	0.904358305098078	0	0
gene41	DZ	1	1	1	0.000195738866082151	0.000214449593078227	1.70429510402909e-07	1.01442952653106e-06	8.38117674675594e-10	1.39861105494467e-09
gene42	DE	1	1	1	0	0	8.58038712654591e-11	8.46083302724879e-10	0	0
gene43	NS	2	2	2	6.13715633868139e-09	1.06594117910228e-08	0.541502098010489	0.634954879441331	6.82014535224495e-08	9.14995183933584e-08
gene44	DM	1	1	3	6.4337994252428e-05	7.25957622030218e-05	3.24076509536767e-48	5.18327969353105e-46	2.50204430738172e-50	1.85336615361609e-49
gene45	NS	1	1	1	2.57332156694545e-08	4.09927768529742e-08	0.0267021789618959	0.0519050377147013	1.51846024849605e-08	2.18877152936368e-08
gene46	DE	1	1	1	1.23624782311094e-06	1.61733157561529e-06	5.19618398039389e-08	3.37288013727353e-07	2.0155343762492e-12	4.82762724850108e-12
gene47	DM	2	2	3	5.7815175646958e-08	8.77316777647315e-08	0.32138089301101	0.419126386400692	3.49338258595132e-07	4.39074009231902e-07
gene48	DM	1	3	2	0.000106407653398755	0.000118477554236609	0.00193802943103949	0.0050964884445981	3.38085505853074e-06	3.93122681224505e-06
gene49	DB	1	2	1	0	0	0.130356666084327	0.200083352161223	0	0
gene50	DZ	2	2	2	1.91042626163096e-10	4.17922069812624e-10	0.000112452433376661	0.000388962850221955	6.97592097439557e-13	1.79099383168051e-12
gene51	DB	2	2	1	5.04178920834875e-11	1.21051361544988e-10	0.182176847691063	0.264068923506513	2.42606837579672e-10	4.34876697431633e-10
gene52	DZ	3	3	3	9.28687660106675e-09	1.57138351963904e-08	0.0023291651380106	0.00601043356201058	5.52813043507228e-10	9.45181523414795e-10
gene53	DZ	2	2	2	1.28655608158112e-05	1.53664506608674e-05	1.50015345467078e-15	2.57440497360564e-14	8.95422031888067e-19	4.39470935895984e-18
gene54	NS	1	3	3	2.01250127673802e-12	6.18993087808696e-12	0.0469576967404343	0.0844056419045298	2.92864440039343e-12	6.84462611836034e-12
gene55	NS	1	1	1	5.32959384391685e-06	6.55950011558997e-06	0.735497471666359	0.802786641382417	5.2720511984851e-05	5.74297516174848e-05
gene56	NS	2	2	2	1.87994064759778e-12	5.81574832976884e-12	0.399010280467205	0.498765235371269	2.16922560424665e-11	4.4565497775997e-11
gene57	DZ	2	2	2	1.52156343080634e-09	2.87222922285293e-09	0.00588352106915533	0.0136655585216483	2.36687047056785e-10	4.24645969153235e-10
gene58	NS	1	1	1	9.65894031423886e-15	4.76103034589716e-14	0.0220535137099895	0.0438609557310472	7.89964578692151e-15	2.70304389629478e-14
