geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer	ranksum_pval
EE	0.798	0.844	0.746	0.488	0.728	0.791	0.734	0.538	0.995280071810439	0.544124942460316	0.990531588313691	0.482322049160978
EE	0.445	0.405	0.303	0.717	0.454	0.408	0.29	0.718	0.170579556930938	5.29927525977863e-09	0.310531881542735	4.10767327350783e-10
EE	0.296	0.41	0.711	0.642	0.282	0.405	0.704	0.67	0.645411139642485	0.329840102140416	0.660619616142586	0.211858530834426
meanDE	0.003	0.004	0.001	0.00600000000000001	0.001	0.002	0.001	0.003	2.35053373896229e-10	4.62701657560634e-44	6.94644662580393e-08	1.40442478469599e-56
varDE	0.135	0.085	0.214	0.728	0.122	0.074	0.21	0.657	0.110240338494626	3.77679391273207e-20	6.57052306711428e-05	0.0842141373074759
varDE	0.025	0.001	0.01	0.569	0.016	0.001	0.009	0.499	0.166825563575969	9.18494552811202e-35	1.0643475334367e-07	1.42642887446847e-07
EE	0.112	0.168	0.031	0.58	0.122	0.151	0.04	0.587	0.0181809375092341	0.000475559468756362	0.0167919396696394	5.81606621713716e-06
EE	0.772	0.743	0.796	0.341	0.739	0.721	0.768	0.305	0.513590879939036	0.00662104829768756	0.728187862030964	0.00121567253704258
EE	0.95	0.87	0.834	0.279	0.946	0.899	0.82	0.26	0.855909055469781	0.365015004857914	0.694272005223477	0.00264178365432566
EE	0.196	0.198	0.156	0.609	0.197	0.215	0.173	0.639	0.204732059677518	0.00561640019362326	0.322191344179031	0.000411304220672733
EE	0.00600000000000001	0.028	0.02	0.004	0.012	0.031	0.02	0.009	0.0102924070556232	2.25275333083291e-19	0.00379329741656659	3.87608586384577e-11
EE	0.385	0.327	0.513	0.591	0.406	0.363	0.574	0.65	0.670439494793058	0.602343797253275	0.941101407564609	0.687638865592737
EE	0.812	0.575	0.76	0.587	0.879	0.613	0.747	0.584	0.920467733323749	0.0940892009650928	0.457037033810368	0.126649722154694
EE	0.433	0.469	0.441	0.438	0.421	0.488	0.441	0.437	0.214576836665849	1.05097585051243e-13	0.233696839549433	1.33863727517854e-24
EE	0.598	0.5	0.741	0.598	0.581	0.492	0.718	0.579	0.425959970737335	0.00670642350131374	0.385763462599224	0.00142171111913256
meanDE	0.004	0.001	0.002	0.003	0.001	0.001	0.001	0.001	2.49677520552636e-06	1.01345303504076e-55	0.00240574503390921	1.91983006158507e-76
