geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer	ranksum_pval
EE	0.75	0.777	0.875	0.489	0.784	0.824	0.892	0.535	0.995405859259411	0.757125655348749	0.990085585277404	0.60610652341589
EE	0.406	0.625	0.263	0.651	0.42	0.645	0.274	0.679	0.169218147419132	9.25602553495755e-09	0.333783931355095	1.1981804354347e-09
EE	0.972	0.96	0.782	0.973	0.969	0.95	0.811	0.977	0.645185398777631	0.529286022892987	0.779318774617764	0.30222058470121
meanDE	0.514	0.567	0.377	0.241	0.428	0.507	0.267	0.085	0.117504693510276	0.00467393813684507	0.259882415066911	1.14877221610002e-07
varDE	0.167	0.279	0.283	0.972	0.164	0.239	0.228	0.962	0.112662894358681	7.42625902197768e-11	0.00475711724910669	1.22385991475427e-07
varDE	0.129	0.36	0.18	0.301	0.164	0.394	0.176	0.25	0.176920620888794	3.29425783782046e-12	0.000449864286066777	0.0514334670117101
EE	0.033	0.054	0.05	0.144	0.025	0.036	0.037	0.122	0.0998668708625402	0.0115493608059837	0.0927438505948575	0.000303415040591651
EE	0.816	0.64	0.724	0.934	0.776	0.624	0.683	0.961	0.554462007902501	0.0215661016824099	0.848377017866933	0.000152232069398529
EE	0.384	0.356	0.246	0.167	0.405	0.337	0.266	0.166	0.748324301340949	0.0171567289902893	0.81939253048518	0.00282163141891321
EE	0.691	0.836	0.21	0.014	0.716	0.814	0.217	0.024	0.297719834304498	0.0312199191456935	0.102242223857579	0.00321220125391585
EE	0.135	0.27	0.052	0.053	0.161	0.27	0.05	0.056	0.00599332986166771	8.99344987667175e-21	0.00204679448451723	3.46022039848815e-13
EE	0.426	0.603	0.837	0.922	0.444	0.619	0.868	0.951	0.495083460562074	0.141761698273102	0.796331991741136	0.524079517566322
EE	0.976	0.936	0.943	0.875	0.936	0.969	0.957	0.877	0.863230485519895	0.209338473596503	0.762299858958458	0.0300144836304334
EE	0.201	0.246	0.261	0.222	0.198	0.227	0.256	0.218	0.229801168592319	1.85081423770615e-12	0.313991018893277	2.57487394730072e-22
EE	0.816	0.924	0.58	0.332	0.766	0.907	0.556	0.329	0.409185166829261	0.0466612573743871	0.551206818169678	0.00175351805374362
meanDE	0.054	0.036	0.054	0.082	0.044	0.035	0.05	0.085	0.0522521618495831	1.0126348699807e-11	0.0448432512486395	4.48459849051631e-20
EE	0.853	0.876	0.893	0.441	0.857	0.882	0.893	0.447	0.765330576143769	0.275904892202479	0.88451072211556	0.763260503324699
varDE	0.127	0.017	0.036	0.003	0.132	0.026	0.043	0.008	0.266932060925422	5.47251163014727e-19	0.00529717544919391	1.03198275817219e-10
meanDE	0.367	0.374	0.54	0.981	0.351	0.328	0.552	0.999	0.443675722879045	0.00209257975777598	0.59868687647249	0.93298804654664
EE	0.641	0.948	0.563	0.086	0.645	0.966	0.583	0.107	0.637915775287343	0.0408846363908562	0.924817875823727	0.444570156779902
EE	0.886	0.712	0.997	0.725	0.851	0.654	0.976	0.787	0.964158572695102	0.237652370092103	0.846132610357678	0.00433690341257503
EE	0.349	0.541	0.367	0.201	0.344	0.567	0.395	0.214	0.320541893025019	0.0271916431863088	0.450521157577351	0.00673983567315262
EE	0.193	0.232	0.184	0.52	0.185	0.216	0.178	0.548	0.114627138868081	7.99390908899626e-11	0.201062055897757	5.83086748979299e-15
EE	0.513	0.447	0.702	0.936	0.465	0.374	0.696	0.968	0.63590511512012	0.0437079558783599	0.88794184319578	0.00653625688343545
EE	0.95	0.834	0.794	0.295	0.915	0.778	0.712	0.233	0.886130662446552	0.362375597816105	0.358685947004117	0.200883822070403
EE	0.541	0.724	0.691	0.92	0.584	0.784	0.736	0.87	0.59684546629776	3.20977538926917e-12	0.730798877212567	0.00262262999979971
EE	0.142	0.087	0.172	0.485	0.091	0.045	0.123	0.471	0.207828491271153	0.000458098429376419	0.207765957716701	0.297867655303355
varDE	0.187	0.17	0.056	0.355	0.185	0.151	0.061	0.333	0.221960855249651	2.83516375049489e-20	0.00229648739115309	8.05129748142524e-12
EE	0.547	0.902	0.838	0.774	0.507	0.823	0.731	0.719	0.936483784981988	0.932835206155046	0.991721802687338	0.126609685800083
EE	0.954	0.986	0.915	0.226	0.96	0.991	0.879	0.247	0.498498545746521	0.110860191530934	0.827810766991933	0.706155149325098
EE	0.845	0.837	0.886	0.879	0.77	0.776	0.852	0.88	0.643286706287465	0.123705783890058	0.257473041112819	0.521936922277645
EE	0.78	0.83	0.985	0.956	0.786	0.838	0.989	0.965	0.610946331795566	0.363770454903159	0.690943926209078	0.538205851309778
EE	0.651	0.85	0.762	0.609	0.704	0.852	0.806	0.702	0.600193846539955	0.247845797909999	0.526156875763325	0.0266533812272083
