geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer	ranksum_pval
EE	0.734	0.797	0.671	0.268	0.699	0.782	0.682	0.304	0.997066651290901	0.544636263541862	0.991012864176397	0.4948506957609
EE	0.407	0.382	0.38	0.734	0.43	0.352	0.339	0.738	0.170655531303074	1.08828187328043e-08	0.348194869872802	9.87783337035343e-10
EE	0.391	0.375	0.799	0.483	0.374	0.367	0.767	0.473	0.649692447074823	0.3368105761981	0.417876908756613	0.232642431397278
meanDE	0.011	0.019	0.003	0.018	0.001	0.006	0.001	0.002	8.24022070921782e-08	1.16040387354853e-33	1.15469489896806e-06	4.22641018464827e-46
varDE	0.332	0.297	0.336	0.711	0.362	0.285	0.297	0.702	0.117308246804799	5.0226185742947e-20	2.10358664889681e-05	0.0192499905406451
varDE	0.011	0.001	0.025	0.719	0.019	0.001	0.031	0.715	0.171312500124611	3.11266660959089e-28	6.69060197632881e-06	9.31687126762185e-06
EE	0.109	0.259	0.015	0.255	0.131	0.314	0.019	0.322	0.0201155806307964	0.00106403352667414	0.369582411178294	1.64990104371115e-05
EE	0.632	0.479	0.79	0.431	0.578	0.435	0.733	0.447	0.512013644874718	0.00699719070045134	0.706394285212223	0.00140315963757062
EE	0.722	0.771	0.782	0.363	0.764	0.815	0.824	0.416	0.859560689958221	0.307576389249805	0.976782321843061	0.00433349360926418
EE	0.161	0.138	0.09	0.092	0.181	0.162	0.116	0.099	0.201865452027634	0.00314465048074924	0.383753416183226	0.000304997439599539
EE	0.016	0.032	0.021	0.005	0.017	0.059	0.023	0.015	0.00973538502559395	5.59902811565011e-19	0.00312062096935899	1.98007630824114e-11
EE	0.168	0.125	0.271	0.152	0.201	0.139	0.327	0.148	0.585987329401711	0.350259730913513	0.870723751784002	0.953731625683026
EE	0.947	0.697	0.886	0.651	0.964	0.728	0.87	0.665	0.927078428164667	0.0768664878629275	0.594730028768385	0.0902945010100969
EE	0.137	0.182	0.128	0.182	0.129	0.156	0.118	0.158	0.202333539262452	4.38098523295858e-14	0.212562064673602	1.36100747947241e-24
EE	0.477	0.356	0.673	0.819	0.433	0.329	0.617	0.776	0.471802586957627	0.0208949233953485	0.491998816267842	0.00223153775369276
meanDE	0.00700000000000001	0.003	0.00600000000000001	0.00700000000000001	0.001	0.001	0.001	0.001	2.49506926866691e-05	5.02842739926583e-47	2.13814146786208e-05	7.95061120593125e-65
EE	0.789	0.863	0.897	0.913	0.764	0.852	0.892	0.923	0.876641465537337	0.527732879023643	0.937315478571158	0.675956662365104
varDE	0.013	0.001	0.00700000000000001	0.001	0.028	0.002	0.011	0.002	0.296618880246581	5.43765534637646e-36	0.000149202234455999	5.68584906129616e-18
meanDE	0.578	0.571	0.5	0.517	0.591	0.601	0.527	0.531	0.555364466533539	0.052812868064568	0.524237626103246	3.19500472744339e-06
EE	0.578	0.735	0.577	0.862	0.604	0.717	0.588	0.835	0.512159398468394	0.00511767683575155	0.860609305864987	0.084900250965922
EE	0.766	0.707	0.829	0.732	0.721	0.63	0.733	0.739	0.793325113679831	0.373420139224486	0.898293557743029	0.0324994834682106
EE	0.726	0.889	0.468	0.518	0.734	0.901	0.521	0.585	0.386135693475936	0.0634914244420403	0.518067082217392	0.0349197376029253
EE	0.286	0.289	0.194	0.049	0.255	0.276	0.166	0.069	0.120408921167319	7.71100563994107e-11	0.228801970876966	1.31484877639327e-15
EE	0.372	0.614	0.714	0.965	0.339	0.564	0.699	0.971	0.633677652846024	0.0754985407322365	0.875392615692579	0.00562069514550024
EE	0.375	0.31	0.317	0.132	0.393	0.353	0.223	0.141	0.915641064064415	0.676873408081292	0.593441692211217	0.285591947758011
EE	0.574	0.815	0.701	0.851	0.61	0.836	0.759	0.849	0.632125365135112	2.71366680663781e-10	0.724102530683186	0.000435213871369905
EE	0.084	0.052	0.14	0.074	0.053	0.028	0.108	0.057	0.192517514804805	8.72875801013351e-05	0.177867879307247	0.130012158226692
varDE	0.003	0.002	0.001	0.00900000000000001	0.009	0.001	0.001	0.003	0.139887507608197	2.84125275267584e-44	6.47481079718233e-06	4.65873168299732e-24
EE	0.739	0.943	0.743	0.705	0.672	0.952	0.67	0.707	0.869039590390813	0.309636244370444	0.549096838305486	0.0267491132267706
EE	0.969	0.769	0.731	0.808	0.958	0.778	0.743	0.831	0.607465613051493	0.164996067121674	0.905476876910473	0.761724046091037
EE	0.585	0.474	0.931	0.843	0.562	0.446	0.905	0.826	0.87721306693536	0.7993246247571	0.873373672849792	0.280160127870193
EE	0.878	0.925	0.813	0.377	0.836	0.889	0.796	0.37	0.926681037118907	0.217536930498008	0.857960158015089	0.974118518147337
EE	0.718	0.856	0.752	0.969	0.787	0.926	0.853	0.98	0.61844166763853	0.211719854077151	0.634239393396207	0.00140516811396497
EE	0.934	0.836	0.961	0.815	0.908	0.806	0.939	0.789	0.958695065674864	0.477283762629152	0.850156726863765	0.556925640821609
meanDE	0.898	0.76	0.684	0.302	0.892	0.737	0.665	0.252	0.889781239100436	1.10965770450627e-16	0.544862290881918	6.45435562553155e-36
EE	0.491	0.602	0.706	0.254	0.46	0.632	0.697	0.236	0.877548147796509	0.339657550003805	0.855031794534477	0.751425420655644
EE	0.609	0.642	0.839	0.523	0.632	0.676	0.856	0.579	0.90633239667386	0.820565533265413	0.968582516744118	0.533651649046782
EE	0.026	0.046	0.014	0.509	0.021	0.044	0.017	0.513	0.00127701810041062	1.74794542605942e-35	0.00592691542376566	3.23605292924767e-41
EE	0.978	0.981	0.938	0.502	0.976	0.978	0.96	0.548	0.592260039175339	0.4612484238523	0.821097093144195	0.447861969999272
EE	0.0679999999999999	0.083	0.027	0.345	0.046	0.067	0.021	0.347	0.0431268772957423	5.86212352427984e-07	0.0536770608672541	0.0141101660538916
varDE	0.004	0.004	0.001	0.001	0.006	0.003	0.001	0.001	0.889222302246488	7.90139278809381e-31	6.11885545805422e-08	4.14124737270316e-06
meanDE	0.411	0.186	0.117	0.171	0.428	0.21	0.165	0.191	0.247470902458501	3.65095370435394e-70	0.135992992043012	3.3991483385089e-52
meanDE	0.028	0.026	0.012	0.638	0.042	0.032	0.014	0.639	0.000874999503092572	3.30199997629983e-29	0.00123009717268901	1.56296219290322e-23
varDE	0.518	0.612	0.48	0.626	0.471	0.577	0.442	0.603	0.508323636634542	1.55384013302471e-08	0.413643277914634	0.00125831084753213
EE	0.354	0.527	0.33	0.819	0.403	0.561	0.359	0.825	0.34953400949502	0.000618967371022974	0.474093383661483	6.48914451669462e-05
EE	0.948	0.964	0.951	0.384	0.964	0.946	0.971	0.386	0.940388061863397	0.330568992511425	0.964867860308927	0.00312970236478759
EE	0.48	0.295	0.576	0.619	0.499	0.321	0.563	0.611	0.475839975097746	0.171711674379966	0.529883163690282	0.775068732094172
EE	0.236	0.264	0.0679999999999999	0.516	0.22	0.26	0.061	0.567	0.0264292030872379	2.12772487841817e-13	0.0585752307874191	5.47541738542801e-09
varDE	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0140820532042449	9.46196431364396e-39	5.69746567886894e-09	1.72717341222675e-24
meanDE	0.735	0.961	0.834	0.18	0.755	0.948	0.836	0.184	0.903537109579282	0.883075383123945	0.952413191208828	0.0161443290539621
EE	0.828	0.663	0.925	0.464	0.825	0.652	0.891	0.497	0.763925826797157	0.189829761176679	0.875445121863221	0.254061491284617
EE	0.239	0.31	0.298	0.78	0.269	0.343	0.315	0.779	0.126973322267713	1.1639558278777e-09	0.0912517905595197	0.0123516088985977
EE	0.624	0.606	0.646	0.439	0.646	0.647	0.615	0.459	0.426469751627093	0.037094344379627	0.640648945463518	0.417615823359412
EE	0.393	0.415	0.418	0.527	0.338	0.34	0.327	0.486	0.207166651557754	2.7567274090454e-09	0.391924756340442	1.26833637225733e-20
EE	0.359	0.295	0.538	0.315	0.349	0.3	0.498	0.363	0.299186959239316	0.00690269008225416	0.530849082255102	0.262567947124785
EE	0.968	0.804	0.885	0.943	0.973	0.853	0.901	0.953	0.633192965988327	0.109903078505969	0.628074808089068	0.00506399823950867
EE	0.4	0.389	0.611	0.839	0.371	0.38	0.606	0.841	0.393569779975219	0.449734458699875	0.732698731648634	0.822668972742452
EE	0.775	0.973	0.669	0.539	0.822	0.983	0.696	0.521	0.533484370951805	0.0940799894880799	0.460117109349152	0.0169105151985123
EE	0.649	0.906	0.359	0.447	0.613	0.86	0.317	0.433	0.132320955547225	0.00722683155331722	0.22330798523182	0.000249123247959867
EE	0.93	0.76	0.996	0.752	0.897	0.73	0.994	0.693	0.907065088931649	0.64737980415882	0.65755250154972	0.0518339376752472
