geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer	ranksum_pval
EE	0.912	0.673	0.829	0.816	0.885	0.682	0.791	0.802	0.925598073490979	0.0232348060160429	0.939005698640221	0.66881117811211
EE	0.617	0.425	0.385	0.016	0.615	0.397	0.344	0.009	0.197630493893995	1.27633721092538e-09	0.881242231176195	3.11602375039258e-08
EE	0.35	0.468	0.161	0.07	0.336	0.465	0.144	0.059	0.238710431183779	3.143698757963e-05	0.343555749508635	7.49896795182918e-05
meanDE	0.013	0.019	0.01	0.142	0.013	0.014	0.007	0.158	0.00562705857422191	2.83354327861968e-63	0.0324486858711267	3.45366113451636e-24
varDE	0.324	0.141	0.473	0.32	0.307	0.139	0.476	0.359	0.375939985106493	6.15508718305736e-44	1.596112728707e-06	0.00221155004777035
varDE	0.017	0.001	0.039	0.001	0.021	0.001	0.025	0.004	0.61278798227843	1.3660081369826e-97	4.41357755851919e-06	1.91952438707427e-16
EE	0.892	0.841	0.946	0.522	0.881	0.827	0.948	0.503	0.980370144519959	0.0327595576525724	0.494686362459252	0.385844793848918
EE	0.063	0.03	0.084	0.232	0.047	0.033	0.082	0.262	0.068714242269225	3.96502313873193e-30	0.146862538962127	1.24693947223521e-38
EE	0.54	0.945	0.315	0.328	0.547	0.935	0.314	0.304	0.239538451470655	0.0114418210140673	0.750001143292022	4.26701984172887e-08
EE	0.198	0.149	0.192	0.284	0.183	0.133	0.185	0.288	0.243069957346354	2.53814881897801e-05	0.991498948046049	1.36877705559598e-09
EE	0.548	0.366	0.526	0.629	0.528	0.352	0.515	0.591	0.721106423245035	0.00174269951173374	0.676031267282833	0.00507418600684647
EE	0.573	0.7	0.783	0.868	0.597	0.704	0.771	0.866	0.673122952154083	0.0216309745479505	0.780645407348548	0.209405418184994
EE	0.743	0.507	0.713	0.893	0.759	0.523	0.704	0.865	0.683749893363818	0.159267364679501	0.897210529556294	1.1624588206218e-07
EE	0.678	0.584	0.651	0.568	0.642	0.552	0.639	0.564	0.426945980198337	1.41107809285125e-21	0.554537798947272	2.13112283974948e-18
EE	0.859	0.736	0.693	0.552	0.866	0.745	0.687	0.492	0.427175226938115	1.97762702966855e-05	0.40102596692877	0.0440992143641425
meanDE	0.021	0.025	0.013	0.002	0.014	0.012	0.007	0.004	0.00403898999023839	3.95707658140939e-84	0.00212950220804306	6.53547738818461e-116
EE	0.736	0.575	0.699	0.136	0.725	0.565	0.701	0.149	0.485298189154997	7.39362507132305e-14	0.441759451710482	0.00135748921272417
varDE	0.033	0.002	0.035	0.001	0.037	0.003	0.034	0.001	0.266492957759759	5.2533724507748e-105	3.88215557787561e-05	1.70569034036944e-06
meanDE	0.091	0.079	0.053	0.293	0.081	0.076	0.047	0.261	0.0430084830330901	1.16065133886193e-45	0.415808627325592	5.84848000241997e-51
EE	0.349	0.337	0.468	0.632	0.383	0.345	0.452	0.59	0.618817731036566	0.000657043348915836	0.9766885662778	1.91618985157211e-13
EE	0.144	0.143	0.205	0.066	0.165	0.159	0.232	0.062	0.307302395331607	2.56969393625259e-06	0.636288744336044	1.35351615532407e-11
EE	0.479	0.317	0.607	0.664	0.48	0.328	0.606	0.67	0.561422078790416	0.00179114182698673	0.789554925921878	0.0132758046576423
EE	0.341	0.523	0.36	0.727	0.265	0.471	0.328	0.713	0.264513124796287	9.6908878788183e-28	0.675748643574538	1.40631626845577e-40
EE	0.779	0.563	0.59	0.095	0.748	0.576	0.544	0.085	0.610388388785249	0.00156879502383115	0.730381343870866	2.4035200043528e-08
EE	0.784	0.44	0.844	0.587	0.77	0.449	0.816	0.588	0.796647809965578	0.71276159976672	0.979005402112946	0.34325916225969
EE	NA	NA	0.019	0.036	NA	NA	0.024	0.039	0.00445733640827379	0	0.00243072693984337	0
EE	0.369	0.517	0.622	0.372	0.386	0.555	0.634	0.345	0.501629464470319	0.0623581951338901	0.747812409813947	0.000679118178092446
varDE	0.057	0.014	0.194	0.159	0.063	0.017	0.207	0.183	0.0845512183772434	5.2430433801771e-132	8.26258262530032e-05	0.69325605057676
EE	0.778	0.67	0.847	0.156	0.789	0.616	0.842	0.147	0.874055155044015	0.018326792437524	0.786128332563445	0.265562760948435
EE	0.758	0.674	0.617	0.204	0.752	0.675	0.631	0.209	0.863129297665528	0.0516019119006165	0.804049867179661	0.0638728367202799
EE	0.617	0.906	0.317	0.041	0.62	0.902	0.346	0.054	0.228326157728704	1.78623951105724e-09	0.251565880890856	0.000371446597787025
EE	0.53	0.43	0.933	0.627	0.495	0.372	0.928	0.587	0.733420846389139	8.14651933079585e-06	0.29340875642893	0.186618661871158
EE	0.491	0.46	0.622	0.781	0.465	0.458	0.623	0.76	0.2345778618872	3.8219811876119e-10	0.191290554641888	0.00515621126076185
EE	0.484	0.551	0.58	0.888	0.457	0.545	0.611	0.872	0.504934120104644	5.05676352129325e-10	0.506996033381984	0.0214844929205178
meanDE	0.326	0.328	0.336	0.362	0.332	0.303	0.34	0.32	0.0380769175085817	1.10548034166395e-187	0.276417504138592	2.45236033199433e-104
EE	0.558	0.531	0.267	0.835	0.545	0.522	0.273	0.814	0.228132782959521	1.03338288219956e-05	0.527568628394154	1.89753802104655e-11
EE	0.278	0.243	0.433	0.647	0.262	0.244	0.433	0.61	0.537547856306963	0.000489210127069388	0.5105501875403	0.00208087971727592
EE	0.694	0.67	0.673	0.332	0.698	0.681	0.668	0.302	0.868800148111366	0.000385965825964021	0.595927700423974	0.0014448355761207
EE	0.201	0.347	0.262	0.595	0.188	0.339	0.205	0.613	0.15006008718093	8.87503528552948e-12	0.143333258601116	0.0170656426694186
EE	0.446	0.727	0.703	0.376	0.461	0.759	0.694	0.398	0.893854130699297	0.00257616503779958	0.417219222313745	0.222550810058698
varDE	0.021	0.003	0.001	0.001	0.018	0.002	0.001	0.001	0.806662874320853	9.33891123299436e-70	1.03165704895834e-05	5.47127166584937e-19
meanDE	0.573	0.462	0.546	0.498	0.556	0.419	0.525	0.47	0.649052950410239	6.21796139054521e-29	0.7434174765996	1.51795830752578e-48
meanDE	0.59	0.598	0.645	0.134	0.561	0.595	0.658	0.121	0.411109218595086	1.02233520096163e-06	0.60309432350314	5.19129916557329e-17
varDE	0.283	0.1	0.185	0.079	0.284	0.1	0.164	0.086	0.310453058232431	3.90162979251258e-169	0.0563796947175665	2.9678457022952e-184
EE	0.536	0.413	0.751	0.555	0.548	0.443	0.738	0.536	0.527867656941195	0.0119347526928623	0.811375834970865	1.46173898094663e-06
EE	0.57	0.969	0.577	0.202	0.571	0.968	0.598	0.158	0.639595574352687	0.00272901275756369	0.929859300631747	0.000168194764352651
EE	0.418	0.371	0.481	0.669	0.407	0.35	0.475	0.674	0.70629700066704	0.00500771568155743	0.772872981594019	0.178627715568566
EE	0.034	0.019	0.041	0.082	0.023	0.005	0.033	0.061	0.087187744554178	2.15506306147548e-21	0.776233584175469	5.08276644668798e-15
varDE	0.001	0.001	0.003	0.007	0.001	0.001	0.003	0.013	0.890115266911163	2.71238119163178e-100	2.79300519453024e-06	1.23263544565964e-16
meanDE	0.136	0.319	0.063	0.097	0.136	0.337	0.084	0.113	0.0894406345212739	1.96910097299079e-43	0.0911342889377907	3.75257322894387e-27
EE	0.2	0.15	0.284	0.158	0.18	0.137	0.274	0.202	0.334519981336676	7.83987601175698e-05	0.675209359221277	1.1698043956133e-09
EE	0.032	0.014	0.024	0.135	0.032	0.018	0.024	0.135	0.0130116453884085	4.86288870426821e-125	0.0114775116856701	1.73749400318297e-84
EE	0.535	0.472	0.71	0.547	0.51	0.473	0.7	0.518	0.602714975996074	0.00229739310206794	0.896523922544692	1.19825156925796e-10
EE	0.407	0.485	0.571	0.876	0.44	0.486	0.571	0.863	0.43007380655468	1.05927523759855e-18	0.471885164460118	4.41279804946286e-06
EE	0.425	0.626	0.752	0.264	0.462	0.631	0.763	0.269	0.937465020715844	0.00869323977612725	0.564085298947524	0.362121965964558
EE	0.023	0.008	0.029	0.053	0.029	0.017	0.043	0.045	0.22160695155274	3.24563306729116e-06	0.363163266250506	1.88292403970547e-07
EE	0.272	0.24	0.028	0.053	0.27	0.25	0.023	0.06	0.0161179396527307	6.25296506734055e-05	0.850893840838426	5.56635066683969e-06
EE	0.12	0.079	0.122	0.262	0.125	0.079	0.14	0.212	0.124179351611813	0.000364974583003635	0.662952222139668	8.6016414187927e-11
EE	0.911	0.782	0.854	0.85	0.899	0.798	0.834	0.839	0.964320967937294	0.14571382311648	0.698412822418437	0.789152904097917
EE	0.292	0.506	0.318	0.417	0.286	0.489	0.325	0.428	0.286304173541959	1.0689814127115e-15	0.81232904191191	3.90477049598459e-39
EE	0.548	0.446	0.513	0.71	0.535	0.445	0.488	0.722	0.427932501669888	1.9078217776637e-07	0.399035007245656	0.00356697377851069
EE	0.226	0.128	0.186	0.197	0.208	0.106	0.176	0.161	0.270426691184021	4.45818522488035e-27	0.192614696049486	1.66364700932343e-10
EE	0.995	0.822	0.897	0.515	0.99	0.812	0.897	0.469	0.840740428404145	0.024500186319523	0.52995931284555	0.978258702600701
EE	0.941	0.868	0.633	0.08	0.948	0.854	0.619	0.091	0.651837066657683	0.493813414203838	0.680691663894713	0.226052937081804
EE	0.361	0.217	0.437	0.687	0.316	0.191	0.392	0.666	0.481386706146798	2.2920741036788e-06	0.601338382226186	0.0576573822623748
