geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer	ranksum_pval
EE	0.387	0.347	0.564	0.663	0.394	0.326	0.539	0.559	0.77571246394083	0.835110019497547	0.994321868779514	0.47976720729232
EE	0.982	0.803	0.84	0.713	0.991	0.796	0.838	0.729	0.692907269337392	0.664042462662392	0.91111864828724	0.382363095252484
EE	0.331	0.329	0.227	0.916	0.322	0.334	0.248	0.903	0.132310194834169	0.0982018111011048	0.165770181330542	0.0610687751827911
meanDE	0.924	0.859	0.518	0.149	0.928	0.861	0.539	0.143	0.0820710509424779	0.131074463101259	0.158498377175032	0.0985073530692912
varDE	0.773	0.856	0.853	0.788	0.759	0.85	0.837	0.776	0.789573433645405	0.137615427015401	0.396485404515445	0.118517872365983
varDE	0.25	0.489	0.032	0.023	0.257	0.484	0.037	0.027	0.399804111539594	0.00792041454908696	0.0259375591698589	0.00569798802898107
EE	0.798	0.698	0.825	0.593	0.784	0.678	0.783	0.601	0.718053160575926	0.894299983692889	0.749222902053424	0.645730345373875
EE	0.284	0.352	0.243	0.25	0.237	0.307	0.238	0.261	0.83540749845948	0.387110262445052	0.702001746044336	0.203918828523118
EE	0.631	0.513	0.349	0.543	0.604	0.456	0.318	0.578	0.131304720853255	0.0419249038800348	0.0870114737694586	0.00841318138260221
EE	0.79	0.916	0.69	0.49	0.797	0.911	0.672	0.48	0.53892191712252	0.6814527532526	0.712570142659849	0.448674200417955
EE	0.462	0.476	0.651	0.268	0.477	0.513	0.683	0.322	0.765973644269933	0.428030149518747	0.539454496539771	0.373461444845834
EE	0.343	0.276	0.442	0.485	0.322	0.307	0.456	0.503	0.284900193751629	0.435909349001729	0.497153449089573	0.321218820058609
EE	0.105	0.166	0.112	0.087	0.102	0.175	0.126	0.078	0.323453710004932	0.285128200898862	0.41316061457977	0.16913982782397
EE	0.247	0.572	0.521	0.807	0.22	0.579	0.534	0.819	0.52677646326544	0.589390904108532	0.899978799388587	0.51174311388536
EE	0.51	0.497	0.224	0.08	0.506	0.519	0.241	0.097	0.49633476515529	0.489213617460226	0.605210892669717	0.214685529692688
meanDE	0.225	0.23	0.107	0.21	0.274	0.243	0.132	0.228	0.146330570471222	0.0076485342297116	0.174134667552891	0.00220710901096315
EE	0.704	0.726	0.112	0.174	0.696	0.722	0.117	0.194	0.73425037369518	0.691706486112804	0.801760364217409	0.396738600151436
varDE	0.505	0.293	0.483	0.258	0.517	0.278	0.485	0.275	0.997188006987855	0.126289089137464	0.292810503037436	0.172919469615247
meanDE	0.239	0.325	0.209	0.261	0.269	0.357	0.232	0.23	0.074459977895083	0.0339273679223639	0.0699926223603323	0.0156200498727912
EE	0.355	0.38	0.59	0.446	0.353	0.351	0.595	0.427	0.647005023819885	0.348106196814136	0.812779873378185	0.325306166333265
EE	0.922	0.941	0.729	0.768	0.923	0.931	0.747	0.79	0.952771604981202	0.941638499942496	0.969038202075757	0.88983030393424
EE	0.211	0.203	0.254	0.901	0.213	0.21	0.28	0.874	0.13820783861525	0.0638846762670515	0.101387715305827	0.0685003960965046
EE	0.861	0.651	0.93	0.963	0.851	0.635	0.925	0.956	0.731220013371353	0.569877155194129	0.557295725952446	0.508715009709889
EE	0.256	0.188	0.091	0.428	0.246	0.199	0.117	0.413	0.725852769712547	0.651413636023964	0.715153003300887	0.467474946201506
EE	0.661	0.574	0.757	0.436	0.671	0.565	0.763	0.471	0.226480266678912	0.060888033884618	0.195398735463927	0.131325566129542
EE	0.007	0.018	0.029	0.098	0.016	0.037	0.033	0.123	0.00193210329721849	3.3216173644816e-22	0.00580030334686796	1.14072182890703e-17
EE	0.739	0.74	0.601	0.723	0.764	0.745	0.596	0.721	0.326115258974594	0.0148153558156392	0.0341997988531784	0.389789032618103
varDE	0.249	0.287	0.25	0.509	0.241	0.284	0.271	0.515	0.970755859898463	0.000801428249739539	0.0108919978756129	0.0801765082537887
EE	0.513	0.426	0.843	0.757	0.493	0.378	0.861	0.744	0.478728416547673	0.508486190592795	0.53353387683914	0.348558414430324
EE	0.411	0.498	0.597	0.195	0.388	0.446	0.587	0.204	0.630558259818504	0.45880117795701	0.622670755367287	0.692369867082401
EE	0.114	0.057	0.16	0.78	0.138	0.077	0.19	0.802	0.178219683199538	0.105328972963415	0.263501168121056	0.0569555851706169
EE	0.488	0.548	0.609	0.583	0.509	0.58	0.59	0.6	0.146979454887967	0.170336473997556	0.225257829236186	0.160567377122145
EE	0.083	0.091	0.209	0.287	0.07	0.076	0.203	0.29	0.195101803247681	0.194611337982023	0.194607505491381	0.0976026305438718
EE	0.061	0.058	0.099	0.104	0.057	0.064	0.071	0.086	0.00518958619645733	0.000115019485219058	0.00271996157163702	0.00010688067032375
meanDE	0.712	0.889	0.6	0.54	0.749	0.897	0.667	0.573	0.404305836396207	0.0372568870788412	0.933627854166511	0.327393069526466
EE	0.802	0.29	0.11	0.459	0.788	0.315	0.139	0.487	0.370096647061628	0.240678898979106	0.859397622348721	0.124014027655876
EE	0.578	0.715	0.725	0.404	0.585	0.716	0.739	0.426	0.227707513942541	0.22915475178496	0.374940840955524	0.350728774364144
EE	0.366	0.199	0.255	0.482	0.361	0.205	0.242	0.442	0.0511068626116556	0.00238108102726969	0.158897273493114	0.00036052748694553
EE	0.564	0.827	0.719	0.908	0.601	0.826	0.699	0.908	0.0960366886815537	0.0666235027057697	0.288177761812722	0.0515187495301597
EE	0.742	0.664	0.654	0.529	0.766	0.675	0.633	0.55	0.254085640008559	0.141491045649996	0.305588051260445	0.0776739463395924
varDE	0.288	0.165	0.158	0.061	0.299	0.184	0.147	0.083	0.608976568371936	0.00605418084528179	0.0251881311896276	0.382023829762371
meanDE	0.909	0.55	0.601	0.73	0.913	0.59	0.633	0.761	0.844245971424065	0.0408793578801944	0.857779961462013	0.738514798315667
meanDE	0.658	0.428	0.795	0.44	0.693	0.424	0.843	0.459	0.747228699886443	0.731945553761503	0.787327583681852	0.490656356326346
varDE	0.91	0.789	0.833	0.974	0.914	0.801	0.836	0.963	0.337889453152336	0.170456229229193	0.679272355181833	0.0617486738587686
EE	0.976	0.87	0.791	0.654	0.977	0.858	0.768	0.654	0.837138193106148	0.908426730642039	0.679269347864452	0.850538168228885
EE	0.254	0.266	0.453	0.404	0.277	0.279	0.468	0.425	0.618190143645128	0.473021016267112	0.59297928052273	0.521848330403063
EE	0.848	0.797	0.557	0.282	0.862	0.782	0.533	0.305	0.391532234246242	0.102660053909437	0.178403605685401	0.0656455695527081
EE	0.926	0.585	0.533	0.545	0.923	0.595	0.489	0.55	0.391282282558853	0.172066828190061	0.192779506266925	0.229046942059607
varDE	0.204	0.279	0.099	0.319	0.224	0.283	0.102	0.303	0.700756881115995	0.00378643042639486	0.00343315077317597	0.0589836212333414
meanDE	0.163	0.183	0.258	0.512	0.156	0.194	0.274	0.5	0.142401562767738	0.0706921122881059	0.215611221704021	0.0343636387846476
EE	0.76	0.7	0.659	0.836	0.765	0.718	0.693	0.837	0.603861111012018	0.144055719958537	0.203177090866435	0.986354249346119
EE	0.474	0.575	0.444	0.545	0.458	0.557	0.42	0.516	0.0620802313123296	0.0101291916869975	0.276341233951271	0.0341235719842773
EE	0.167	0.454	0.475	0.19	0.132	0.432	0.446	0.224	0.161976594723835	0.0629828605709134	0.150086347008938	0.0550305142274023
EE	0.68	0.958	0.607	0.493	0.668	0.933	0.588	0.474	0.496066322562159	0.0705800763582651	0.479966704387919	0.18861120832307
EE	0.346	0.317	0.334	0.287	0.388	0.321	0.392	0.321	0.859777115307577	0.885080692977388	0.908788688996876	0.722808824600453
EE	0.554	0.137	0.921	0.929	0.46	0.197	0.913	0.921	0.823500032515452	0.909396390819551	0.931284010303232	0.902532252698979
EE	0.273	0.51	0.383	0.452	0.272	0.522	0.395	0.42	0.319157712860798	0.359713139413331	0.233064530411299	0.162793929807068
EE	0.892	0.966	0.743	0.493	0.896	0.962	0.719	0.485	0.379257223811482	0.407231156632668	0.464658236406253	0.139486713449
EE	0.195	0.32	0.216	0.124	0.167	0.271	0.166	0.152	0.0990302432257266	0.00990673596791391	0.0171072373176128	0.183173098593643
EE	0.033	0.05	0.02	0.009	0.044	0.06	0.022	0.025	0.0186190317053969	1.50397244009164e-08	0.0881895888373536	1.24015828160136e-09
EE	0.662	0.139	0.557	0.975	0.647	0.187	0.597	0.971	0.452642783237514	0.577752214211795	0.785021882098349	0.548592299624764
EE	0.003	0.011	0.033	0.021	0.012	0.011	0.033	0.023	0.0101257883701789	3.03221373604456e-05	0.00659417189213284	2.48419451315453e-05
