baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene
0.475627697508836	0.268502098512924	0.036194245757309	7.41836424257309	1.27930977775269e-13	4.62889109996449e-13	gene1
0.280640856817107	-0.0583165607424472	0.0463495559574398	-1.25819027901791	0.208353120514053	0.254749344965982	gene2
0.246308121478377	0.0857535257851363	0.049329898081289	1.73836819293294	0.0821795287292101	0.109847323280481	gene3
0.74494792618691	-0.196317279012828	0.0285996541795352	-6.86432352574758	7.00101814157225e-12	2.29447542534117e-11	gene4
0.182235975220494	0.940854283509705	0.0592085918641445	15.8905026092922	2.45067155513824e-55	5.25613202174422e-54	gene5
0.405376472404116	-0.51499233099258	0.0397680034536135	-12.9499166734202	5.69049969987053e-38	5.90453924759588e-37	gene6
0.439434747142404	0.0470744905915369	0.0368308273961851	1.27812742529952	0.201229748651879	0.24705600913118	gene7
0.290392479876857	0.398552055183488	0.0459255794325079	8.67821506246207	4.69286420483467e-18	2.08803746599985e-17	gene8
1.65338437083633	0.0568626687491938	0.0195031000457236	2.91557078699712	0.00355618462096873	0.00589748693361315	gene9
1.51682886741509	0.0444646237199404	0.0203518599679999	2.18479410677226	0.0289212841387047	0.0416958502630452	gene10
0.320215175142615	-0.0239950843555721	0.0433044266840768	-0.554102344562275	0.579521106740966	0.630342468243063	gene11
0.718790569842049	0.00827764621036816	0.0290624542106174	0.284822683947459	0.77578535725519	0.80969117521742	gene12
1.0841734275146	0.059316111703327	0.0238588427933184	2.48612693487122	0.012926871076056	0.0196830926167583	gene13
1.9376309205791	-0.0767684371015562	0.0208333692291563	-3.68487863183065	0.000229827018638978	0.000433431435434188	gene14
0.426668563823655	-0.0280426493971924	0.0377192804504348	-0.743456637091527	0.45722211963934	0.513012195948768	gene15
0.838334724350963	0.319779290865435	0.0275459863598152	11.6089250422318	5.51678691530577e-31	4.17543002104505e-30	gene16
1.79742399478271	-0.0484641913936168	0.0192074993359784	-2.52319110082364	0.0116412856826431	0.0178483144255503	gene17
1.94645102211738	-0.170173573577811	0.0197328567899227	-8.62386908238836	7.24159774435592e-18	3.19540992580515e-17	gene18
0.488983315405735	0.25224494437738	0.0358778279039437	7.03066375848392	2.20982260433847e-12	7.46246552752545e-12	gene19
0.361508961333783	0.166577770022515	0.041085575771856	4.05441001843333	5.06482888766124e-05	0.000101831191508645	gene20
0.378465636497296	0.14003146075882	0.0399621798272921	3.50409966032898	0.000459948850634787	0.000841818989951566	gene21
0.332389976517687	0.0967456355856233	0.0424378622962246	2.27970096397221	0.0226453561125355	0.0332469900716249	gene22
0.271512879396216	0.993199873572716	0.0488886842714515	20.3155369872103	1.99289873265214e-89	1.36266580010403e-87	gene23
0.354296239474874	0.162154496883036	0.041373226307345	3.91930993436323	8.93893203735056e-05	0.000175273177202952	gene24
0.352218323630144	0.358486828422528	0.0414023406021518	8.6586126100295	5.41002452580007e-18	2.40045458715477e-17	gene25
