gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
KIF1B	0.684295742446522	0.512	0.4278	0.4848	0.4204	0.497	0.9818	0.4008	0.9748
ENO1	0.964080500755472	0.7522	0.9902	0.7186	0.991	0.8536	0.9438	0.8002	0.9346
GNB1	0.814354675241732	0.9718	0.901	0.9642	0.8966	0.298	0.2904	0.2634	0.2686
ACOT7	0.363382260857519	0.4184	0.4804	0.45	0.475	0.0175	0.0212	0.007	0.0108
CHD5	0.163534307520223	0.405	0.3258	0.1498	0.118	0.9706	0.8668	0.9598	0.7944
CLSTN1	0.181865860428903	0.7826	0.7086	0.761	0.7138	0.2682	0.2386	0.1992	0.1652
CAMTA1	0.111470898028913	0.0198	0.0224	0.0149	0.0269	0.2356	0.184	0.0723	0.0653
MTATP6P1	0.551148488010801	0.401	0.649	0.3384	0.6222	0.3234	0.2152	0.1602	0.0813
CDC42	0.952599578167091	0.6796	0.6218	0.6226	0.5524	0.1158	0.1616	0.1134	0.1224
STMN1	0.0598893103023898	0.3636	0.4234	0.2078	0.2912	0.2046	0.37	0.0739	0.1886
ATP5IF1	1.24016515062978e-05	4e-04	3e-04	2e-04	2e-04	0.0143	0.0627	0.0018	0.0164
CAMK2N1	0.0343611777042948	0.064	0.0483	0.023	0.0176	0.0809	0.0694	0.0241	0.0204
NCDN	0.85900037671506	0.359	0.544	0.2096	0.396	0.1364	0.1812	0.0655	0.0865
ATP6V0B	0.0470496719367298	0.187	0.1168	0.1828	0.1314	0.058	0.0652	0.0461	0.0508
ADGRB2	0.144764295184682	0.32	0.2506	0.2314	0.1888	0.903	0.8696	0.861	0.8038
HPCA	0.39320676895029	0.6322	0.7456	0.6176	0.738	0.616	0.9612	0.4896	0.9516
NDUFS5	0.00915680853115952	0.0218	0.2132	0.0072	0.116	0.1018	0.2	0.0279	0.084
UQCRH	0.128760238181277	0.8836	0.9966	0.8728	0.9968	0.3804	0.6396	0.1664	0.444
LRRC7	0.794753462301393	0.7806	0.546	0.697	0.4728	0.204	0.1772	0.0815	0.0772
DNAJC6	0.797244856450187	0.2714	0.2008	0.24	0.2082	0.2002	0.2548	0.0673	0.0812
RNF11	0.0345290133040942	0.024	0.0248	0.0063	0.0067	0.2166	0.3838	0.1036	0.2336
ELAVL4	0.095802355952154	0.1348	0.2402	0.1336	0.2204	0.3104	0.4718	0.165	0.3534
NEGR1	0.620166628946697	0.6816	0.9498	0.6748	0.9562	0.1872	0.1528	0.0682	0.0506
PLPPR4	0.367515043758871	0.634	0.8856	0.579	0.8772	0.8186	0.8232	0.788	0.8148
PRKACB	0.335796954735648	0.3958	0.4216	0.1994	0.3148	0.04	0.0845	0.0272	0.064
LMO4	0.87834255908882	0.4302	0.3508	0.484	0.3596	0.1976	0.3052	0.132	0.21
AK5	0.919405338968294	0.6238	0.6522	0.564	0.6098	0.2766	0.2408	0.2738	0.2156
_ENSG00000224550	0.0172825103450363	0.0194	0.0296	0.0045	0.007	0.162	0.268	0.0401	0.0805
ATP1A1	0.698550954426876	0.9626	0.832	0.932	0.7636	0.8502	0.9222	0.7154	0.879
SLC6A17	0.143207750012223	0.6826	0.7176	0.5976	0.637	0.2022	0.3152	0.1126	0.1952
SYT11	0.197478813065117	0.492	0.697	0.3456	0.6588	0.3012	0.1394	0.1174	0.0486
ENSA	0.11340408061038	0.0157	0.0153	0.0237	0.0269	0.2166	0.4052	0.0765	0.2392
SV2A	0.223323449703532	0.3344	0.4692	0.3862	0.5076	0.1	0.213	0.0602	0.174
MLLT11	0.0604375987398111	0.2836	0.5574	0.2166	0.4856	0.1624	0.2848	0.047	0.1026
KIFAP3	0.176682081533121	0.2204	0.1902	0.0915	0.0803	0.8948	0.901	0.8812	0.8968
RGS4	0.103795009884302	0.1614	0.1314	0.149	0.0946	0.1064	0.2528	0.083	0.2072
ATP1B1	0.17640259890658	0.1658	0.4738	0.1716	0.4378	0.0212	0.0501	0.013	0.0293
MGST3	0.023428483641976	0.2564	0.3506	0.1158	0.2306	0.1278	0.1782	0.0231	0.036
CADM3	0.379193968984197	0.8842	0.6804	0.8174	0.6128	0.3744	0.367	0.3062	0.3222
DNM3	0.352447289282578	0.603	0.8516	0.635	0.8338	0.5326	0.7136	0.5242	0.7214
CAMSAP2	0.894578647869673	0.946	0.8664	0.918	0.8442	0.4458	0.7924	0.3838	0.777
NUCKS1	0.873874106212018	0.5454	0.8372	0.4938	0.7934	0.2322	0.3242	0.0822	0.1374
ARF1	0.231288805013235	0.3962	0.3444	0.3718	0.3068	0.8112	0.937	0.7696	0.916
GUK1	0.0558584497867384	0.11	0.1198	0.0482	0.0529	0.0129	0.0507	0.0016	0.0133
TOMM20	0.0680111513325647	0.3796	0.3658	0.246	0.1916	0.2326	0.3488	0.1272	0.2222
ZBTB18	0.0645688126443866	0.355	0.7206	0.346	0.7098	0.1308	0.1798	0.0505	0.079
MYT1L	0.308066862665051	0.358	0.2666	0.2274	0.1964	0.8012	0.8316	0.7524	0.7998
RYR2	0.394575660332771	0.9458	0.7054	0.9372	0.7148	0.689	0.9758	0.5492	0.9584
KIF3C	0.595009342340251	0.4176	0.3822	0.4418	0.4146	0.1716	0.2726	0.1402	0.237
VSNL1	0.350260364521234	0.3804	0.4008	0.2828	0.3014	0.7046	0.6414	0.6618	0.639
FAM49A	0.186290664480577	0.223	0.227	0.1186	0.1268	0.1908	0.2994	0.0953	0.2076
LINC00486	0.336418491786429	0.6154	0.2756	0.483	0.1642	0.1928	0.173	0.055	0.0457
MDH1	0.082404747621443	0.4662	0.5268	0.1998	0.3386	0.2204	0.4194	0.0612	0.1984
SPTBN1	0.0309559937796355	0.1054	0.0717	0.0816	0.0681	0.7436	0.753	0.5544	0.6558
RTN4	0.972490718184051	0.8868	0.7922	0.8426	0.6986	0.7316	0.8642	0.5576	0.7718
ACTR2	0.211759876853759	0.0314	0.0388	0.0098	0.014	0.9952	0.8398	0.9928	0.7848
PREPL	0.195526420770647	0.1434	0.196	0.119	0.1666	0.0699	0.1458	0.0343	0.1054
RPS27A	0.232189757546852	0.5072	0.5426	0.3172	0.305	0.4324	0.5842	0.2328	0.364
PRKCE	0.0646295163475698	0.9868	0.5962	0.9848	0.4544	0.2736	0.3286	0.1216	0.181
NRXN1	0.446166368069259	0.215	0.1624	0.2782	0.2222	0.1996	0.1746	0.0915	0.0908
SLC8A1	0.104598768441418	0.1868	0.1982	0.114	0.1552	0.5308	0.7466	0.3776	0.6498
TMSB10	0.0919602026134268	0.1756	0.2178	0.1772	0.1826	0.0851	0.1804	0.0323	0.0858
CTNNA2	0.569396959216312	0.4264	0.2982	0.4142	0.263	0.575	0.576	0.4736	0.4632
AAK1	0.825483334377647	0.3582	0.647	0.3552	0.6602	0.0326	0.0211	0.0075	0.0042
LRRTM4	0.202820105106511	0.2994	0.1812	0.2278	0.1154	0.327	0.3588	0.1884	0.2326
COX5B	4.78544674255436e-05	0.0145	0.04	0.005	0.0198	0.013	0.0538	0.0017	0.0164
LONRF2	0.705242626793103	0.8666	0.9262	0.8384	0.9126	0.1072	0.1344	0.0738	0.101
CREG2	0.395433358785244	0.2182	0.194	0.1174	0.0784	0.2138	0.3096	0.1978	0.2956
LRP1B	0.926532191988321	0.7848	0.7938	0.8102	0.818	0.4422	0.824	0.3094	0.7188
DPP10	0.787073239098074	0.159	0.1732	0.1032	0.12	0.6822	0.8776	0.502	0.7886
CHN1	0.24069031559934	0.3052	0.3408	0.2934	0.332	0.2876	0.1514	0.1348	0.0399
SCN2A	0.632491969451535	0.9986	0.8568	0.9972	0.814	0.5664	0.4578	0.3548	0.266
SCN1A	0.94373076651889	0.4706	0.2908	0.456	0.2328	0.2506	0.4218	0.1344	0.2988
SLC4A10	0.264700742322488	0.9836	0.684	0.9796	0.632	0.9842	0.939	0.9816	0.9218
KIF5C_ENSG00000168280	0.158000383325735	0.1376	0.1568	0.1102	0.118	0.5534	0.3902	0.5224	0.3706
CERS6	0.537599429841039	0.4898	0.437	0.462	0.422	0.3512	0.466	0.2992	0.4118
CSRNP3	0.637773030375316	0.1872	0.5144	0.1762	0.471	0.2248	0.1734	0.0938	0.0777
_ENSG00000218175	0.0189153156379977	0.1938	0.3604	0.0656	0.1252	0.0954	0.1428	0.0225	0.0445
_ENSG00000233762	0.000119650949804883	0.0117	0.0189	0.0105	0.0161	0.0698	0.1272	0.011	0.0372
NCKAP1	0.422490496085742	0.7038	0.5222	0.5226	0.363	0.163	0.2686	0.1194	0.2098
MAP2	0.555654030453643	0.6654	0.929	0.6382	0.898	0.2814	0.3552	0.0733	0.1054
INO80D	0.462924162722713	0.6334	0.7846	0.4708	0.6868	0.3084	0.2856	0.1172	0.1068
PDE1A	0.0545786240167804	0.0548	0.0523	0.0529	0.0507	0.4822	0.8294	0.3826	0.7522
GLS	0.508753028636367	0.0875	0.0796	0.0759	0.0655	0.4658	0.5656	0.281	0.4298
ABI2	0.613433451706132	0.6204	0.8316	0.497	0.7806	0.774	0.7384	0.705	0.7146
FAM171B	0.243274671902069	0.5024	0.6264	0.4688	0.627	0.1792	0.2942	0.0899	0.182
ERBB4	0.515442342045051	0.8014	0.998	0.7566	0.9944	0.215	0.3024	0.1792	0.2878
SLC39A10	0.231365207656147	0.8256	0.9588	0.8076	0.9596	0.6922	0.6256	0.6536	0.6474
PTPRN	0.56866471611449	0.9418	0.7344	0.9434	0.6856	0.7386	0.7692	0.6954	0.7168
NGEF	0.0328530257616034	0.2034	0.113	0.142	0.0726	0.0226	0.0257	0.0052	0.0068
EPHA4	0.0426571378942808	0.3704	0.709	0.3548	0.7168	0.3312	0.4446	0.2144	0.3606
ACSL3	0.098840217213218	0.3646	0.222	0.3598	0.252	0.1542	0.282	0.1176	0.186
TUBA4A	0.109093018238322	0.2762	0.6706	0.2802	0.6592	0.0597	0.0312	0.0156	0.0062
ITM2C	0.0268749423543572	0.0576	0.1019	0.028	0.0619	0.1514	0.1752	0.0449	0.0472
SERPINE2	0.920775766976522	0.7292	0.5868	0.677	0.5392	0.5228	0.8132	0.5454	0.7378
SCG2	0.0638239379679999	0.1482	0.1072	0.1148	0.0972	0.006	0.0052	0.0085	0.0091
PTMA	4.88676527696935e-05	2e-04	4e-04	5e-04	6e-04	0.0619	0.083	0.0109	0.0214
RPL37A	0.804749843624919	0.3162	0.3514	0.1632	0.19	0.6072	0.49	0.4586	0.2884
KIF1A	0.971645460439881	0.9002	0.8804	0.889	0.8658	0.4886	0.5238	0.4196	0.4492
CHL1	0.09117608042394	0.397	0.82	0.3892	0.803	0.2018	0.3112	0.188	0.2842
RPL32	0.0296597767385611	0.2634	0.4684	0.1414	0.2936	0.3278	0.5124	0.1396	0.2978
ATP2B2	0.692990784734842	0.9144	0.9804	0.9218	0.9826	0.6798	0.9014	0.5962	0.8854
SYN2	0.0192493774076323	0.0601	0.1156	0.0566	0.1002	0.065	0.0856	0.0486	0.0777
RPL15	0.167699730391949	0.3626	0.1688	0.2778	0.1582	0.5766	0.867	0.3594	0.7594
BRK1	0.0161779155479812	0.0678	0.1378	0.023	0.0538	0.2852	0.4646	0.0844	0.225
EIF1B	0.902730608792922	0.2154	0.1908	0.1892	0.1654	0.5872	0.7218	0.3816	0.5806
CLASP2	0.225339463766704	0.5818	0.6014	0.5642	0.6248	0.7808	0.9916	0.7414	0.9904
BSN	0.66936267426523	0.6274	0.594	0.5922	0.5988	0.2812	0.3498	0.2286	0.306
CAMKV	0.508279098027012	0.4262	0.4742	0.3792	0.4382	0.1752	0.309	0.1666	0.2668
ARPP21	0.316956184565186	0.6308	0.568	0.6072	0.5498	0.9348	0.7916	0.8638	0.6374
CCK	4.45688878043597e-05	0.0082	0.0117	0.0014	0.0017	0.0194	0.0873	0.0034	0.0252
TMA7	0.402279177401272	0.5572	0.7866	0.394	0.7056	0.8816	0.641	0.7968	0.4492
DOCK3	0.227218244124817	0.0697	0.08	0.0215	0.0216	0.5192	0.8628	0.444	0.8042
ARL6IP5	0.915021292945953	0.3292	0.2516	0.1306	0.0618	0.788	0.9948	0.6462	0.986
CADM2	0.0776933513439795	0.2758	0.447	0.3064	0.47	0.2664	0.3226	0.1362	0.1856
ROBO2	0.258428094081494	0.1192	0.068	0.1182	0.0705	0.4344	0.4056	0.3206	0.28
ATP6V1A	0.421054776923092	0.4184	0.3888	0.4424	0.3998	0.1992	0.1172	0.136	0.0944
TAGLN3	0.00837369526438809	0.6924	0.8044	0.668	0.7834	0.314	0.2678	0.1988	0.1838
KALRN	0.0623800921170808	0.4284	0.432	0.3052	0.2956	0.8416	0.634	0.809	0.5804
GAP43	0.210471783896876	0.7358	0.6848	0.7152	0.657	0.139	0.2348	0.0364	0.0875
LSAMP	0.763126398281373	0.5978	0.2332	0.682	0.2396	0.3718	0.4672	0.2736	0.3286
CD47	0.246361337263545	0.8144	0.6008	0.7808	0.5174	0.401	0.6384	0.2858	0.568
RAB6B	0.94771205554225	0.806	0.5774	0.8158	0.6104	0.0468	0.1874	0.0556	0.2
CLSTN2	0.256898761887119	0.7424	0.969	0.7378	0.9682	0.9136	0.73	0.8596	0.6036
SEC62	0.689680717543444	0.5224	0.56	0.362	0.3568	0.749	0.9628	0.579	0.9324
PEX5L	0.240396967562147	0.2196	0.1838	0.1004	0.0781	0.8004	0.6784	0.704	0.579
NCEH1	0.0384653836184877	0.1472	0.2058	0.0878	0.1462	0.2056	0.4742	0.2032	0.4274
SERPINI1	0.744218273953079	0.9474	0.841	0.9302	0.7956	0.3104	0.617	0.2544	0.5854
NLGN1	0.909047614894677	0.6244	0.5962	0.6238	0.573	0.4052	0.621	0.3254	0.4864
CRMP1	0.916253530642878	0.8274	0.741	0.6306	0.5878	0.3412	0.5122	0.2858	0.438
PPP2R2C	0.674196787427644	0.7538	0.9188	0.7612	0.916	0.8776	0.9408	0.8696	0.943
FGF12	0.867469975550559	0.6244	0.779	0.6008	0.7478	0.4604	0.6388	0.431	0.5882
EIF4A2	0.930703900789409	0.4274	0.3666	0.247	0.141	0.3856	0.4858	0.2228	0.35
NAT8L	0.0534868750907288	0.1734	0.114	0.0082	0.015	0.7922	0.9422	0.7118	0.9192
C4orf48	0.342013955260777	0.719	0.648	0.617	0.4282	0.127	0.0969	0.0571	0.0395
OCIAD1	0.282160166168997	0.2286	0.2504	0.1896	0.225	0.5018	0.483	0.2648	0.2422
ATP8A1	0.107485801723318	0.1274	0.436	0.1346	0.3942	0.2888	0.4374	0.1466	0.2908
UCHL1	0.0474730410111055	0.2556	0.2488	0.26	0.2538	0.0293	0.1014	0.0087	0.0405
LDB2	0.286269787373404	0.6706	0.8602	0.6602	0.8452	0.812	0.5582	0.6642	0.3824
PCDH7	0.36172439801255	0.5608	0.9066	0.5238	0.9058	0.2638	0.4478	0.1502	0.3182
KCNIP4_ENSG00000185774	0.425377929080859	0.3046	0.0948	0.2312	0.0781	0.2646	0.278	0.1578	0.1808
RUFY3	0.88777726586825	0.5684	0.6016	0.589	0.6028	0.7288	0.8346	0.6162	0.7734
CCNI	0.0284439409912249	0.0279	0.0144	0.0018	9e-04	0.0838	0.0071	0.0498	0.0074
RASGEF1B	0.773532016175649	0.8966	0.67	0.8644	0.538	0.2278	0.1484	0.0719	0.0316
G3BP2	0.139556201361664	0.1788	0.4964	0.1872	0.4984	0.1026	0.1476	0.0582	0.0969
SCD5	0.55449735138811	0.787	0.4964	0.7432	0.4214	0.329	0.4862	0.2716	0.4454
ADGRL3	0.774959498291784	0.5652	0.4394	0.5104	0.3926	0.2206	0.2394	0.0863	0.1142
PPP3CA	0.0817722297244176	0.3242	0.2222	0.248	0.1658	0.101	0.1442	0.0506	0.102
SNCA	0.262978584125606	0.1432	0.2302	0.0853	0.192	0.511	0.6794	0.4458	0.5978
ANK2	0.983225237301505	0.7812	0.6188	0.6326	0.434	0.4118	0.5754	0.294	0.4988
SPARCL1	0.673584727156492	0.767	0.6734	0.6566	0.5024	0.3058	0.3308	0.1196	0.1304
GUCY1B1	0.0653989070705403	0.2992	0.4176	0.258	0.352	0.1532	0.3112	0.0774	0.2134
TRIM2	0.647482904379376	0.577	0.6732	0.6396	0.7436	0.353	0.9882	0.2798	0.983
FBXW7	0.804448789062795	0.7064	0.5372	0.646	0.439	0.995	0.8872	0.9906	0.8498
GRIA2	0.0155856438573721	5e-04	9e-04	0.001	0.0063	0.0673	0.3466	0.0624	0.3634
KIAA1109	0.313799326124977	0.3404	0.3114	0.2296	0.2264	0.0935	0.1734	0.0331	0.1029
SCOC	0.891008273108785	0.488	0.3008	0.4364	0.223	0.0419	0.1652	0.0382	0.136
