gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
KIF1B	0.110384589882017	0.3498	0.4166	0.2482	0.3036	0.3768	0.4402	0.3068	0.3796
ENO1	0.798892380701722	0.6906	0.5634	0.7512	0.5844	0.7606	0.729	0.7612	0.7482
RERE	0.799398689735933	0.8346	0.7782	0.9076	0.8706	0.4124	0.5218	0.3426	0.4468
PRDM16	0.772590811756028	0.9848	0.9126	0.9334	0.8734	0.8072	0.6384	0.8222	0.6874
CLSTN1	0.458311632145882	0.4764	0.528	0.437	0.4812	0.7086	0.616	0.6424	0.568
CAMTA1	0.878198330358992	0.955	0.9708	0.967	0.9556	0.9784	0.9564	0.956	0.8864
EIF4G3	0.625033278582181	0.7326	0.7062	0.7808	0.722	0.6948	0.6942	0.646	0.6312
STMN1	0.793493722105071	0.654	0.568	0.5524	0.4112	0.8234	0.744	0.7828	0.7076
MACF1	0.198829987484278	0.5044	0.6708	0.5168	0.6966	0.2338	0.2744	0.2084	0.2668
DOCK7	0.132826472546436	0.2426	0.4084	0.149	0.2816	0.327	0.2034	0.2884	0.1694
SGIP1	0.48114878873587	0.933	0.925	0.9692	0.9622	0.8148	0.847	0.7724	0.7922
ECHDC2	0.485770414571847	0.485	0.7198	0.352	0.6486	0.289	0.305	0.3114	0.322
TUT4	0.846968591505832	0.9826	0.6768	0.9708	0.6516	0.4948	0.5114	0.4864	0.504
CACHD1	0.00343648282349012	0.257	0.21	0.24	0.1846	0.8514	0.9846	0.8788	0.9144
ACOT11	0.846790314741302	0.674	0.618	0.742	0.6524	0.3194	0.4114	0.2716	0.386
PLPP3	0.206896382282914	0.3156	0.3334	0.1554	0.1788	0.9544	0.7292	0.8044	0.5844
NFIA	0.469677189351263	0.8544	0.8568	0.9188	0.9084	0.9884	0.713	0.9102	0.6456
NEGR1	0.768365232030939	0.6846	0.7556	0.5456	0.6466	0.6952	0.9626	0.6112	0.9098
PDE4B	0.329604969066509	0.8754	0.7638	0.818	0.7224	0.5672	0.5406	0.5746	0.5948
