gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
KIF1B	0.0181666719100761	0.166	0.2538	0.1522	0.2358	0.224	0.2064	0.1534	0.1288
UBE4B	0.868033547104477	0.9024	0.8684	0.7858	0.6872	0.4156	0.3978	0.308	0.255
RERE	0.104369195437876	0.8932	0.7968	0.699	0.6024	0.2166	0.2662	0.202	0.2374
CAMTA1	0.24206642497084	0.6954	0.8036	0.7112	0.8336	0.462	0.106	0.3574	0.1282
KAZN	0.312775074466371	0.9718	0.997	0.9588	0.975	0.4026	0.1956	0.1828	0.0891
EIF4G3	0.107142227231742	0.6752	0.83	0.7018	0.862	0.3546	0.3416	0.2168	0.264
RSRP1	0.652252091350161	0.771	0.6774	0.7966	0.7336	0.77	0.9652	0.6984	0.8738
STMN1	0.471104222265987	0.6454	0.7202	0.554	0.5656	0.3942	0.3302	0.2422	0.173
HP1BP3	0.732671330870085	0.9388	0.9906	0.8068	0.8512	0.495	0.5386	0.4786	0.5744
SRRM1	0.822875611359459	0.9052	0.795	0.9676	0.978	0.9412	0.6356	0.841	0.5478
CAMK2N1	0.0346745287209199	0.722	0.4454	0.848	0.3762	0.5998	0.5744	0.2742	0.448
CLIC4	0.684101928402706	0.8988	0.8624	0.9694	0.9904	0.6846	0.8096	0.8132	0.892
PHACTR4	0.435002356469148	0.8868	0.9482	0.9432	0.9954	0.4396	0.455	0.4516	0.4572
TESK2	0.282961173270826	0.7832	0.8458	0.9766	0.9852	0.8678	0.9876	0.8516	0.9552
AGO3	0.814623844656769	0.9668	0.9898	0.9154	0.801	0.4276	0.427	0.4018	0.4046
MACF1	0.233262650896495	0.9968	0.8906	0.8012	0.6846	0.8364	0.9028	0.7604	0.8614
NASP	0.0451757764943522	0.1584	0.27	0.1616	0.286	0.3324	0.4286	0.3486	0.4258
MARCKSL1	0.483398801235294	0.6076	0.7318	0.5166	0.6396	0.626	0.6098	0.476	0.466
RNF220	0.639795678847102	0.891	0.7086	0.7816	0.6346	0.1378	0.1586	0.0641	0.08
FOXJ3	0.0628069615112246	0.4252	0.5358	0.4044	0.469	0.4108	0.3446	0.2522	0.1792
LRRC7	0.66821635874292	0.5478	0.8254	0.4588	0.8062	0.945	0.9734	0.8576	0.9168
NRDC	0.779704700682222					0.6976	0.5572	0.4016	0.2886
EPS15	0.686137926116071	0.9332	0.9464	0.8868	0.7918	0.8828	0.614	0.8314	0.6126
TMEM59	0.769393918601248	0.9654	0.9668	0.89	0.9278	0.637	0.7816	0.5006	0.6486
DNAJC6	0.831889617392154	0.9904	0.9112	0.9628	0.7786	0.1382	0.1922	0.1244	0.1738
SRSF11	0.593603664201637	0.9852	0.9936	0.841	0.8058	0.7886	0.698	0.666	0.593
OSBPL9	0.442703053158118	0.8334	0.913	0.934	0.937	0.4368	0.3974	0.425	0.365
SGIP1	0.737749505102437	0.4542	0.52	0.3734	0.4188	0.5656	0.4392	0.4602	0.3968
ATG4C	0.200011037503878	0.99	0.9822	0.8396	0.897	0.171	0.1448	0.1624	0.1426
SPATA6	0.216076142833136	0.666	0.7834	0.7856	0.9526	0.3778	0.4008	0.1874	0.258
TUT4	0.144276626878901	0.401	0.5908	0.3904	0.5684	0.5876	0.5936	0.4836	0.4646
NFIA	0.552763210345346	0.3232	0.3598	0.1894	0.2086	0.4064	0.3114	0.4052	0.3418
NEGR1	0.61384970155999	0.7026	0.8704	0.6524	0.8206	0.6288	0.7588	0.4372	0.7254
PDE4B	0.501327948525598	0.971	0.8568	0.9692	0.8142	0.1964	0.2492	0.2082	0.2586
FAF1	0.773071753018892	0.8098	0.8174	0.7184	0.7096	0.1622	0.1384	0.1172	0.0907
_ENSG00000036549	0.664141416422677	0.9296	0.9736	0.9516	0.8468	0.374	0.4654	0.3636	0.428
PKN2	0.547254350969525					0.7192	0.4064	0.6968	0.4802
EVI5	0.767720918485669	0.547	0.6646	0.5052	0.6022	0.3206	0.3506	0.2844	0.3094
PTBP2	0.838292756094764	0.9848	0.9688	0.9388	0.9078	0.192	0.2582	0.1874	0.2554
ZNF644	0.254495175097003	0.955	0.8864	0.768	0.7024	0.6812	0.6188	0.5528	0.481
TTLL7	0.443793599354175	0.9324	0.9876	0.778	0.9274	0.3318	0.2998	0.2232	0.2094
PRKACB	0.847591941771074	0.9124	0.918	0.8454	0.8364	0.8998	0.998	0.8474	0.9964
AK5	0.3097199700733	0.3712	0.474	0.3284	0.4572	0.2486	0.2338	0.164	0.157
DIPK1A	0.235945853984884	0.6436	0.6418	0.7644	0.7866	0.5004	0.403	0.2776	0.2222
ST6GALNAC3	0.375755276139008	0.6672	0.8074	0.7474	0.91	0.4188	0.4246	0.352	0.3396
DPYD	0.859881534946182	0.9318	0.954	0.9224	0.9032	0.247	0.2442	0.0869	0.1128
CCDC18-AS1	0.368772549278751	0.745	0.5628	0.7008	0.5396	0.826	0.8902	0.7498	0.9088
RAP1A	0.280766526441562	0.3362	0.4994	0.2468	0.3564	0.4796	0.5908	0.382	0.5252
SORT1	0.0754103244300186	0.244	0.32	0.2522	0.3502	0.376	0.313	0.1042	0.1212
SLC22A15	0.264564231585862	0.3684	0.5608	0.351	0.6038	0.3734	0.4404	0.2734	0.3182
ASH1L	0.976665276990936	0.7582	0.7564	0.9402	0.9288	0.5918	0.5564	0.4786	0.4232
SYT11	0.803378119372127	0.8066	0.7668	0.7606	0.6882	0.2422	0.2076	0.1982	0.1646
