gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
KIF1B	0.137496401632989	0.9838	0.7876	0.9854	0.8692	0.0798	0.1982	0.0732	0.1876
GNB1	0.74743297049615	0.8604	0.9532	0.8342	0.936	0.0987	0.113	0.1018	0.1202
CHD5	0.24720174564594	0.2668	0.3278	0.1376	0.2246	0.9104	0.873	0.9042	0.9256
PRDM2	0.862587977024793	0.9288	0.9438	0.9576	0.9412	0.071	0.0261	0.0801	0.0312
ACAP3	0.327175356706137					0.8838	0.9448	0.7686	0.8306
RERE	0.690500865791196	0.982	0.9772	0.979	0.9576	0.5948	0.6478	0.5018	0.5634
CLSTN1	0.0239845803369249	0.1676	0.2472	0.0594	0.1566	0.3236	0.3166	0.2036	0.211
CAMTA1	0.199223266846839	0.6034	0.3684	0.827	0.5282	0.1038	0.2416	0.0439	0.1612
KAZN	0.0698103469502634	0.2776	0.305	0.3464	0.4204	0.2176	0.1816	0.208	0.1574
MTATP6P1	0.0844189197126479	0.3338	0.3436	0.3416	0.3288	0.497	0.4788	0.3782	0.4072
EIF4G3	0.501159864525247	0.5634	0.5208	0.558	0.5004	0.9424	0.8302	0.9148	0.7962
STMN1	0.25707112481889	0.1598	0.1932	0.1404	0.152	0.0842	0.1702	0.0754	0.1424
CAMK2N1	0.602192916015469	0.8504	0.959	0.8982	0.939	0.7588	0.7178	0.8236	0.7724
SCMH1	0.88193823536183	0.6468	0.782	0.546	0.7002	0.4148	0.4478	0.3128	0.435
NCDN	0.570550333557369	0.662	0.4816	0.6546	0.4264	0.5192	0.4326	0.5248	0.4388
ATP6V0B	0.124015441191417	0.3224	0.359	0.3554	0.3762	0.0955	0.1118	0.0714	0.0879
ADGRB2	0.292632214204381	0.4128	0.2284	0.3556	0.1718	0.526	0.4754	0.3544	0.3768
CSMD2	0.32663062782265	0.3674	0.4904	0.335	0.4912	0.4992	0.2926	0.4646	0.2802
HIVEP3	0.538706880689096	0.6454	0.759	0.5892	0.6918	0.3668	0.4218	0.353	0.4212
MACF1	0.695590554909858	0.326	0.3032	0.4092	0.38	0.6186	0.5116	0.6304	0.5054
PUM1	0.616297430443087	0.6212	0.9586	0.6558	0.92	0.5554	0.5696	0.5688	0.6336
LRRC7	0.593838825197201	0.9198	0.9646	0.8814	0.9428	0.575	0.4692	0.4394	0.3376
DNAJC6	0.890415350395368	0.9826	0.9286	0.9646	0.9956	0.3494	0.356	0.2362	0.2872
SRSF11	0.528114287457585	0.879	0.9042	0.882	0.9236	0.6948	0.863	0.6004	0.8322
SGIP1	0.133351658146343	0.788	0.916	0.7608	0.916	0.87	0.9708	0.9662	0.9186
ZRANB2	0.62744367671178	0.2752	0.145	0.2962	0.1958	0.5302	0.148	0.4118	0.0652
PATJ	0.399369289446145	0.49	0.4212	0.497	0.4366	0.5644	0.7754	0.5262	0.7998
SSBP3	0.785840587340007	0.5056	0.4718	0.485	0.4666	0.632	0.7602	0.4846	0.7116
PRKAA2	0.936830679627544	0.8454	0.6288	0.9394	0.7652	0.7658	0.903	0.6644	0.8166
NEGR1	0.49625175110309	0.9528	0.9972	0.9858	0.9828	0.9128	0.8678	0.7722	0.737
DAB1	0.311171924993367	0.5912	0.479	0.5304	0.431	0.3328	0.1884	0.2598	0.1596
PDE4B	0.61458855142286	0.7122	0.727	0.8624	0.8612	0.382	0.5156	0.2524	0.4096
FAF1	0.238623077521776	0.14	0.1452	0.1312	0.1138	0.382	0.3916	0.2556	0.2312
AGBL4	0.325891886843919	0.3372	0.3142	0.2786	0.2456	0.4446	0.3248	0.3626	0.249
PKN2	0.599464162298016	0.674	0.8324	0.5226	0.7598	0.506	0.6222	0.4942	0.5724
EVI5	0.415592352351521	0.1226	0.1632	0.0872	0.1056	0.5116	0.3254	0.4944	0.3518
ST6GALNAC5	0.587397152186459	0.7414	0.814	0.7254	0.7928	0.9452	0.984	0.816	0.975
ADGRL2	0.226769912919483	0.468	0.3704	0.4836	0.3918	0.0679	0.0424	0.0702	0.0469
SSX2IP	0.232883843378312	0.0467	0.0603	0.0333	0.0427	0.7134	0.6374	0.66	0.592
PTBP2	0.366228274114154	0.3618	0.2156	0.3326	0.1734	0.8098	0.5936	0.8052	0.555
PLPPR4	0.671466679707744	0.8646	0.8694	0.8174	0.878	0.6056	0.503	0.4758	0.4012
OLFM3	0.445556423452275	0.359	0.4952	0.4686	0.6118	0.8484	0.8264	0.9352	0.8996
TTLL7	0.507513227993163	0.305	0.4716	0.2594	0.42	0.8576	0.7938	0.8172	0.757
SLC44A5	0.101288563419487	0.1009	0.3582	0.1452	0.5066	0.0715	0.099	0.0756	0.0775
PRKACB	0.751559172389106	0.9864	0.9814	0.9334	0.9974	0.7894	0.839	0.784	0.8864
LMO4	0.36180204945945	0.755	0.9246	0.8042	0.9948	0.2748	0.2572	0.1366	0.1646
AK5	0.128067022670525	0.0488	0.0779	0.0618	0.0825	0.9452	0.963	0.8778	0.9412
COL24A1	0.250972868825019	0.5138	0.6474	0.56	0.7	0.2518	0.2572	0.183	0.162
DPYD	0.467117631769843	0.4208	0.8072	0.3582	0.7198	0.2106	0.1926	0.1838	0.1628
LRRC8B	0.801606365701155	0.6866	0.6188	0.5738	0.5218	0.7082	0.8102	0.6726	0.7232
MIR137HG	0.451956349869347	0.8936	0.9932	0.7844	0.9694	0.5286	0.4206	0.3996	0.2792
ATP1A1	0.178579213208891	0.8044	0.9108	0.847	0.8722	0.1282	0.138	0.0904	0.107
MAN1A2	0.719499232610474	0.3388	0.4762	0.4	0.5644	0.5298	0.349	0.4986	0.3266
_ENSG00000224363	0.635488154141056	0.6438	0.8312	0.6334	0.7906	0.6548	0.4182	0.501	0.3036
ASH1L	0.106540904441807	0.273	0.1994	0.1836	0.1436	0.1082	0.0843	0.104	0.0696
SYT11	0.462274290182155	0.4874	0.4078	0.5776	0.4892	0.104	0.178	0.1026	0.1766
ENSA	0.783856360788045	0.4474	0.5942	0.4006	0.5168	0.4224	0.4148	0.3588	0.3276
POGZ	0.929167107143335	0.9656	0.8452	0.9444	0.7832	0.4048	0.498	0.3404	0.4732
RPRD2	0.654570960556775	0.7122	0.8438	0.7178	0.7928	0.3154	0.4332	0.2834	0.4116
KIFAP3	0.587140445683244	0.4492	0.5564	0.468	0.5458	0.1072	0.1488	0.1084	0.1504
TNR	0.247975585399592	0.3778	0.5534	0.4102	0.5552	0.6568	0.7774	0.6876	0.785
RGS4	0.841625001753999	0.7586	0.7758	0.75	0.7298	0.2306	0.249	0.1636	0.191
PRRC2C	0.00846661861756609	0.0705	0.0427	0.0317	0.0176	0.996	0.8474	0.9718	0.8186
ATP1B1	0.278539912845122	0.4188	0.4168	0.3764	0.3622	0.1456	0.212	0.1128	0.179
NME7	0.220538891539041	0.908	0.9394	0.8046	0.8234	0.169	0.222	0.1396	0.195
DCAF6	0.831453792121224	0.3556	0.5246	0.3434	0.4572	0.7512	0.3046	0.6498	0.2398
POU2F1	0.885632734515266	0.5878	0.4928	0.5518	0.4186	0.3786	0.3272	0.3224	0.2914
COP1	0.0925959522119435	0.308	0.495	0.173	0.3688	0.3308	0.3282	0.2552	0.2904
RABGAP1L	0.799377917176827	0.9694	0.808	0.8492	0.5928	0.474	0.356	0.4066	0.2968
PBX1	0.547802940089979	0.612	0.6662	0.7584	0.7766	0.1778	0.1752	0.158	0.1652
