gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
VPS13D	0.3239041478602	0.5464	0.6616	0.4972	0.5938	0.0775	0.0509	0.0599	0.0351
PER3	0.521748953938957	0.8594	0.8696	0.8242	0.828	0.8496	0.8354	0.8592	0.8414
KIF1B	0.541440552912876	0.4916	0.7872	0.4066	0.7638	0.4538	0.1828	0.2784	0.127
PRKCZ	0.000205276997291089	0.009	0.0066	1e-04	1e-04	0.2096	0.215	0.0302	0.0358
KCNAB2	0.0809059304974978	0.0296	0.0316	0.0352	0.0433	0.018	0.0107	0.0051	0.003
ENO1	0.0730795852368974	0.8406	0.9956	0.7696	0.991	0.1686	0.1454	0.2166	0.166
GNB1	0.759345332061854	0.9864	0.9684	0.9852	0.9668	0.2868	0.528	0.3242	0.5748
ACOT7	0.0711024138756953	0.038	0.0939	0.049	0.123	0.0159	0.0091	0.0118	0.0077
CHD5	0.207984902368812	0.1852	0.1258	0.0162	0.0138	0.913	0.8538	0.7408	0.6252
PARK7	0.016437847846143	0.2924	0.362	0.2498	0.3158	0.0419	0.052	0.0212	0.0263
PRDM2	0.988443410166441	0.4386	0.4022	0.4418	0.3774	0.0123	0.0182	0.021	0.0289
UBE4B	0.52954388217956	0.8302	0.8906	0.8266	0.9062	0.0354	0.0238	0.0122	0.0087
ACAP3	0.892613738206108	0.503	0.3636	0.2892	0.1462	0.6844	0.387	0.2154	0.0336
FBXO44	0.264122619073892	0.6702	0.5784	0.6572	0.5762	0.19	0.252	0.0552	0.0947
RERE	0.488643524694777	0.0048	0.0072	0.0013	0.0023	0.8842	0.5852	0.866	0.5196
EFHD2	0.0494462322158376	0.2908	0.5262	0.2196	0.4286	0.382	0.6816	0.1484	0.5654
PEX14	0.983828384489215	0.8246	0.8986	0.8062	0.8926	0.0076	0.0028	0.0116	0.0147
SKI	0.410391365066885	0.3738	0.313	0.2858	0.2354	0.823	0.9896	0.632	0.964
CLSTN1	0.126504936313192	0.3024	0.254	0.283	0.2514	0.6672	0.775	0.5114	0.666
PIK3CD	0.964032885869484	0.7258	0.74	0.6244	0.7702	0.0527	0.0484	0.0314	0.0317
CAMTA1	0.0805241675667277	0.5582	0.5744	0.552	0.532	0.0387	0.067	0.0104	0.0225
KAZN	0.887965046336494	0.5114	0.523	0.4572	0.4582	0.299	0.3554	0.2378	0.297
MTOR	0.22484324015576	0.0361	0.0286	0.0483	0.0485	0.1672	0.3222	0.151	0.3424
MTATP6P1	0.125105443627697	0.4302	0.3696	0.3594	0.3076	0.1182	0.1114	0.0383	0.0449
NIPAL3	0.307394970385675	0.7638	0.9996	0.6972	0.9994	0.4202	0.4702	0.3854	0.4246
KDM1A	0.521257869711442	0.499	0.4368	0.39	0.3184	0.997	0.4742	0.9978	0.2946
FBXO42	0.287645724010295	0.7526	0.8612	0.7382	0.8554	0.1272	0.1466	0.0663	0.0944
PITHD1	0.26743513980884	0.2498	0.2242	0.212	0.1546	0.8788	0.6534	0.785	0.4566
SPEN	0.121452260919285	0.4804	0.5342	0.4696	0.5484	0.196	0.4752	0.079	0.3628
CDC42	0.47108041280633	0.3144	0.4382	0.2818	0.4242	0.926	0.9406	0.9056	0.927
EIF4G3	0.760124668029769	0.2406	0.4246	0.218	0.4402	0.9674	0.9696	0.9614	0.9776
RAP1GAP	0.216357327938798	0.438	0.3314	0.31	0.1866	0.1934	0.1292	0.0218	0.0127
CAPZB	0.0465436898092274	0.0088	0.0145	0.0087	0.0158	0.0628	0.0429	0.0206	0.0125
CROCCP3	0.670588621488455	0.0515	0.0682	0.0342	0.0416	0.4986	0.6804	0.4834	0.6924
USP48	0.835927557965531	0.7998	0.8908	0.7948	0.8812	0.114	0.1076	0.1022	0.1126
DNAJC16	0.630787827381457	0.4472	0.6346	0.4126	0.6194	0.267	0.811	0.1738	0.6912
SRSF4	0.567361414140668	0.513	0.647	0.4734	0.5806	0.143	0.2076	0.1868	0.2734
PLEKHM2	0.613381585747658	0.7926	0.8234	0.792	0.8206	0.1034	0.0592	0.0808	0.0447
RSRP1	0.239624443630916	0.1882	0.2036	0.2266	0.2256	0.0146	0.0195	0.0122	0.0188
STMN1	0.0281228493624324	0.0926	0.0787	0.0776	0.0698	0.0683	0.0877	0.0578	0.0799
ARID1A	0.836746700535483	0.8832	0.8494	0.89	0.8496	0.0889	0.1146	0.0053	0.0079
STX12	0.967914131683393	0.9316	0.8656	0.9184	0.8452	0.04	0.0828	0.038	0.084
HNRNPR	0.151322140322315	0.0526	0.0557	0.0084	0.0166	0.2264	0.3922	0.1174	0.3288
UBR4	0.722390516198763	0.8892	0.7458	0.8888	0.7298	0.0563	0.0903	0.0553	0.0932
HP1BP3	0.0294379548402459	0.2628	0.2526	0.147	0.1234	0.0993	0.1116	0.0097	0.0172
ATP5IF1	0.000146928086943888	0.4046	0.2416	0.3862	0.2626	0.0018	0.0014	4e-04	4e-04
SRRM1	0.558164810169758	0.4896	0.5968	0.4926	0.5984	0.0294	0.017	0.0266	0.0167
RPL11	0.476648103657564	0.6714	0.5032	0.6208	0.4474	0.5792	0.702	0.4962	0.645
EYA3	0.997537497432779	0.4054	0.4318	0.444	0.4768	0.9868	0.8726	0.9854	0.7848
NBL1	0.376410001708851	0.9398	0.67	0.902	0.5666	0.8056	0.9692	0.6286	0.9466
PINK1	0.403469932639098	0.8966	0.9718	0.9006	0.9758	0.0263	0.0172	0.028	0.0207
ATP13A2	0.0158367255988889	0.0257	0.0195	0.0125	0.0128	0.0867	0.071	0.0115	0.0077
CAMK2N1	0.0253582181097998	0.5134	0.4756	0.3582	0.3214	0.1676	0.2008	0.0386	0.052
LUZP1	0.0864168529052881	0.0654	0.1082	0.0549	0.0892	0.0228	0.0483	0.0187	0.0374
TMEM50A	0.810116656536402	0.7622	0.7256	0.5952	0.6462	0.3022	0.5472	0.2556	0.4498
SRSF10	0.439876064433953	0.1954	0.168	0.0716	0.0788	0.33	0.623	0.2202	0.5854
PHACTR4	0.840511486039806	0.0938	0.0908	0.0416	0.0407	0.177	0.1236	0.1084	0.0667
MACO1	0.564675712294728	0.1384	0.1264	0.129	0.1216	0.2034	0.1862	0.1646	0.1652
NBPF1	0.964861975889317	0.7	0.5952	0.6668	0.561	0.4154	0.2136	0.4064	0.2342
UQCRHL	0.0893340325713732	0.4984	0.5544	0.4788	0.5574	0.2034	0.4142	0.0925	0.2972
SCMH1	0.364777007461478	0.5136	0.7632	0.376	0.6828	0.9268	0.9728	0.8904	0.971
NCDN	0.80965127094837	0.6512	0.764	0.5592	0.701	0.4106	0.5138	0.1894	0.3488
THRAP3	0.169844988140783	0.3646	0.4024	0.298	0.3212	0.2142	0.1874	0.1652	0.1544
NFYC	0.665969517844042	0.3384	0.4808	0.3428	0.4514	0.7642	0.7896	0.6238	0.7938
EIF2B3	0.560300765180488	0.2888	0.2448	0.2166	0.1606	0.1698	0.142	0.062	0.0541
SMAP2	0.852068174111043	0.3676	0.2782	0.3794	0.3224	0.4448	0.4314	0.125	0.2312
MAST2	0.986304667091254	0.7814	0.823	0.8014	0.8112	0.0659	0.0527	0.0618	0.0491
SFPQ	0.121194477102032	0.4774	0.4146	0.478	0.4168	0.4146	0.531	0.1214	0.3424
MAP7D1	0.554656743532786	0.2974	0.223	0.298	0.2434	0.3804	0.3586	0.1508	0.1822
HPCAL4	0.0687480444074763	0.136	0.2816	0.0904	0.24	0.0682	0.0373	0.0222	0.0117
RLF	0.557126862270099	0.809	0.9034	0.812	0.9056	0.005	0.0033	0.0059	0.0048
ATP6V0B	0.108582500855985	0.6972	0.509	0.6454	0.4356	0.1764	0.1378	0.0922	0.0809
ERI3	0.881341179772526	0.9632	0.7738	0.9598	0.6898	0.8276	0.6058	0.7838	0.6086
PRDX1	0.20399480921628	0.46	0.7064	0.4808	0.7152	0.3564	0.502	0.291	0.4562
ZCCHC17	0.677842598054574	0.7062	0.548	0.7166	0.5482	0.29	0.399	0.2548	0.3328
KHDRBS1	0.0528760911287677	0.3404	0.3002	0.3248	0.2632	0.1884	0.2064	0.0157	0.0434
CSMD2	0.0968600107985166	0.5404	0.6044	0.5646	0.6238	0.2098	0.1832	0.167	0.1438
AGO3	0.638261026356818	0.149	0.2078	0.1908	0.233	0.0885	0.049	0.0905	0.05
ST3GAL3	0.505064358805362	0.6394	0.7054	0.554	0.6838	0.1796	0.112	0.129	0.0744
HIVEP3	0.910915170539836	0.445	0.461	0.3584	0.3644	0.9392	0.8936	0.9056	0.8642
MACF1	0.851933489285517	0.6358	0.7016	0.651	0.7066	0.249	0.2664	0.3056	0.2968
PPT1	0.772483859170495	0.4962	0.441	0.5388	0.4742	0.1214	0.1248	0.093	0.1028
NASP	0.828032678936178	0.6314	0.7654	0.6454	0.7834	0.3694	0.3442	0.4002	0.3848
PUM1	1.19928021165839e-05	0.0235	0.0114	0.0267	0.0116	0.0503	0.0457	0.0104	0.0149
YARS1	0.3213170709855	0.8306	0.6886	0.8268	0.6918	0.056	0.0599	0.0343	0.0422
PHC2	0.259781083361818	0.5324	0.8172	0.5416	0.8384	0.9078	0.9682	0.9132	0.959
AGO4	0.630003138357495	0.8218	0.9704	0.826	0.972	0.0651	0.0693	0.0227	0.0363
KIAA0319L	0.735480602652607	0.5458	0.4016	0.487	0.3796	0.0913	0.0871	0.0525	0.0489
RPS8	0.285048813443162	0.3864	0.4654	0.3478	0.3922	0.5194	0.634	0.426	0.5602
ZMYM4	0.0507397749168958	0.151	0.2656	0.101	0.1854	0.213	0.2758	0.0841	0.1474
GPBP1L1	0.0426281726079654	0.0684	0.0492	0.0732	0.0424	0.7018	0.56	0.6794	0.5806
BSDC1	0.321712973083718	0.4914	0.273	0.386	0.1578	0.6782	0.8472	0.5478	0.7906
ZSWIM5	0.626334822031623	0.9316	0.789	0.9264	0.7622	0.5448	0.24	0.4222	0.222
SDC3	0.370648227809526	0.378	0.3974	0.3136	0.3422	0.1398	0.1122	0.0249	0.0211
RBBP4	0.478530805048592	0.334	0.693	0.2114	0.6042	0.8084	0.7324	0.8282	0.77
GRIK3	0.274099484835084	0.502	0.3994	0.5014	0.3754	0.267	0.2088	0.3112	0.229
MEAF6	0.949537878955258	0.843	0.947	0.7708	0.9506	0.811	0.9338	0.753	0.9418
NDUFS5	0.128803465847208	0.2026	0.151	0.2034	0.1424	0.105	0.1924	0.096	0.1956
UQCRH	0.495533936900196	0.5846	0.5806	0.5936	0.588	0.189	0.4108	0.1602	0.3936
ZBTB8OS	0.611023992869886	0.137	0.1192	0.0801	0.0906	0.7338	0.6306	0.5504	0.485
CCDC30	0.171722557673277	0.7968	0.8338	0.764	0.7804	0.5642	0.66	0.4864	0.5328
RNF220	0.80705452467523	0.5864	0.9014	0.5768	0.9006	0.0896	0.1	0.0806	0.0922
FOXJ3	0.711037523697302	0.5718	0.5566	0.588	0.534	0.7374	0.8096	0.596	0.7192
_ENSG00000228436	0.646699974888016	0.9598	0.893	0.9442	0.8536	0.6978	0.6054	0.5862	0.4772
LRRC7	0.0575149075198292	0.125	0.113	0.11	0.116	0.0271	0.0284	0.0254	0.024
NRDC	0.0346697710582428	0.0547	0.0678	0.0041	0.0079	0.0499	0.0522	0.0078	0.0043
MKNK1	0.352065842469772	0.1636	0.186	0.1212	0.1502	0.411	0.3052	0.2996	0.2856
EPS15	0.547628450975125	0.706	0.6632	0.6968	0.659	0.8526	0.9302	0.792	0.9164
SCP2	0.348108908707387	0.7436	0.9466	0.727	0.9428	0.7378	0.837	0.7402	0.8856
TMEM59	0.861051116589545	0.449	0.564	0.3688	0.535	0.0773	0.083	0.032	0.0341
DOCK7	0.803371041422376	0.3544	0.2008	0.2774	0.1526	0.0411	0.043	0.0314	0.0584
DNAJC6	0.43300705258615	0.463	0.6868	0.3138	0.6338	0.1858	0.21	0.0287	0.0641
WLS	0.855761561260678	0.7864	0.8234	0.7958	0.8198	0.0331	0.1382	0.0365	0.138
SRSF11	0.0173765180055649	0.0068	0.0058	0.0016	0.0011	0.542	0.4058	0.2192	0.235
OSBPL9	0.518496225424669	0.2616	0.1934	0.2996	0.2256	0.5028	0.7146	0.5298	0.7284
ANKRD13C	0.961371136450593	0.6936	0.768	0.6744	0.7542	0.1596	0.2164	0.1426	0.231
SGIP1	0.509982260140241	0.3312	0.3164	0.3214	0.2912	0.0353	0.0193	0.0518	0.0372
RNF11	0.0984834396209681	0.5222	0.6732	0.3382	0.5338	0.2652	0.3416	0.087	0.1532
ATPAF1	0.4016307137442	0.6696	0.708	0.5146	0.6168	0.7824	0.905	0.7388	0.8938
ATG4C	0.841314200313902	0.9582	0.9622	0.959	0.965	0.2294	0.4516	0.241	0.479
SPATA6	0.617025287760538	0.666	0.5118	0.6444	0.478	0.188	0.2346	0.0432	0.114
ZRANB2	0.879950096016506	0.846	0.8468	0.8184	0.8222	0.5028	0.565	0.4272	0.4734
PATJ	0.474624669482364	0.52	0.6004	0.4032	0.4712	0.4122	0.7716	0.308	0.7574
HOOK1	0.910656596720271	0.4154	0.2804	0.404	0.2622	0.6656	0.7786	0.5152	0.7216
BTF3L4	0.136573200912716	0.242	0.1458	0.2372	0.1296	0.6864	0.5264	0.6946	0.6114
TUT4	0.856626231846323	0.951	0.8802	0.9478	0.8894	0.8748	0.5326	0.8582	0.533
ZFYVE9	0.52146384059983	0.0404	0.0389	0.0349	0.0362	0.0919	0.0893	0.0578	0.0563
LRP8	0.824220049364383	0.2174	0.1554	0.2524	0.1772	0.7274	0.4468	0.6308	0.2764
SSBP3	0.116513229168164	0.664	0.992	0.6496	0.9936	0.23	0.2478	0.0546	0.0699
ELAVL4	0.0125472225488315	0.0739	0.1606	0.0752	0.1524	0.0463	0.0522	0.0251	0.0319
ZYG11B	0.0157313857641409	0.059	0.119	0.0783	0.1362	0.1408	0.1032	0.0323	0.0257
USP24	0.68527879790105	0.2846	0.3162	0.2606	0.2936	0.0489	0.0333	0.0404	0.02
PRKAA2	0.367329932594818	0.6476	0.8178	0.6644	0.7934	0.0817	0.0893	0.0408	0.051
JAK1	0.937714647340403	0.5042	0.6006	0.4662	0.5538	0.9558	0.9924	0.8994	0.9572
MYSM1	0.766078885671721	0.0974	0.1366	0.084	0.107	0.1928	0.2948	0.0712	0.1976
RAB3B	0.144758005772784	0.0672	0.0446	0.0309	0.021	0.9366	0.962	0.9246	0.9534
NEGR1	0.686089057906699	0.9852	0.839	0.9934	0.8418	0.082	0.0697	0.0481	0.0437
DAB1	0.960828661504385	0.4922	0.542	0.5182	0.5554	0.0111	0.0183	0.0119	0.0203
PDE4B	0.397584095940035	0.9982	0.8992	0.999	0.9144	0.6266	0.2492	0.465	0.1184
FAF1	0.559333830024344	0.5004	0.3734	0.4622	0.3368	0.9896	0.924	0.9894	0.9082
AGBL4	0.0595288092919381	0.1314	0.1238	0.1212	0.1306	0.0635	0.0798	0.094	0.1094
MIER1	0.814088385488087	0.483	0.3222	0.3924	0.1784	0.1054	0.2924	0.1013	0.3214
GNG12-AS1	0.0709580120600129	0.1532	0.0941	0.106	0.0499	0.2112	0.2238	0.1516	0.1236
_ENSG00000036549	0.139244424344324	0.2626	0.3048	0.267	0.3162	0.1298	0.954	0.0866	0.8108
PKN2	0.783826836297329	0.2094	0.1208	0.175	0.0992	0.138	0.198	0.0737	0.1214
EVI5	0.924810905832333	0.0873	0.211	0.0869	0.1738	0.348	0.2896	0.3772	0.3226
USP33	0.192060895395222	0.0255	0.0561	0.0374	0.0841	0.0052	0.0061	0.0024	0.0018
SH3GLB1	0.424852766922029	0.18	0.218	0.1626	0.2194	0.9042	0.935	0.829	0.925
ACADM	0.942428886145616	0.8498	0.9482	0.8574	0.9302	0.1044	0.2056	0.0439	0.1276
ST6GALNAC5	0.161972520351663	0.4756	0.1952	0.4696	0.1994	0.1066	0.1974	0.0717	0.1446
ADGRL2	0.130374443401933	0.5636	0.6108	0.5524	0.6118	0.0821	0.1792	0.0394	0.1128
SSX2IP	0.118037879987644	0.458	0.5368	0.3854	0.4264	0.1642	0.1844	0.0797	0.1158
PTBP2	0.438293460558384	0.461	0.4554	0.5032	0.46	0.0874	0.429	0.0671	0.4604
PLPPR5	0.112890832963199	0.681	0.5324	0.704	0.5718	0.0487	0.1028	0.0339	0.0866
PLPPR4	0.235197824686909	0.3416	0.468	0.2056	0.3372	0.159	0.1408	0.0624	0.058
OLFM3	0.364393345959097	0.8494	0.5636	0.8242	0.4876	0.4782	0.8892	0.3368	0.85
RPL5	0.909494919990254	0.7708	0.4894	0.7122	0.3792	0.7206	0.8626	0.6408	0.8382
ODF2L	0.863551708864774	0.5708	0.6746	0.5862	0.6994	0.1404	0.2918	0.0844	0.2182
ZNF644	0.784058044691173	0.8344	0.8332	0.7958	0.7804	0.949	0.5858	0.8806	0.3578
RPAP2	0.575020610530465	0.153	0.1116	0.086	0.0568	0.1378	0.1268	0.0413	0.0473
TTLL7	0.632924944979452	0.4366	0.3156	0.3616	0.2278	0.2454	0.1488	0.0444	0.0672
GIPC2	0.221734696435185	0.918	0.9696	0.9304	0.9774	0.2834	0.3694	0.2136	0.3
SLC44A5	0.480233939683926	0.5462	0.5106	0.546	0.4888	0.0266	0.0174	0.043	0.0271
RPL7P9	0.587221410400773	0.9422	0.8124	0.9304	0.7902	0.706	0.7816	0.6402	0.7092
PRKACB	0.111488343468614	0.3792	0.4282	0.2772	0.3322	0.1124	0.0937	0.0445	0.0295
LMO4	0.488810404105047	0.5368	0.3498	0.494	0.2764	0.645	0.6494	0.4154	0.4426
MTF2	0.396855932299916	0.8318	0.7632	0.788	0.7292	0.1562	0.0767	0.1804	0.0916
DDAH1	0.317656980279481	0.2576	0.251	0.2436	0.2048	0.83	0.2588	0.7072	0.136
HS2ST1	0.0393969378939886	0.4486	0.919	0.3642	0.9102	0.6432	0.6258	0.6064	0.5994
AK5	0.664477671626467	0.3254	0.2466	0.2878	0.2134	0.8906	0.983	0.831	0.9818
DIPK1A	0.184896547771205	0.8942	0.5402	0.8916	0.5294	0.006	0.0162	0.0037	0.0103
FUBP1	0.054817074212507	0.3838	0.3704	0.3664	0.372	0.1192	0.1422	0.0195	0.0257
ZNF326	0.243946361327776	0.6432	0.7078	0.6254	0.671	0.4834	0.696	0.333	0.5966
AGL	0.360208172017452	0.9198	0.593	0.9098	0.5592	0.7974	0.5752	0.6538	0.5108
GLMN	0.781318333696745	0.2394	0.2208	0.169	0.1622	0.1608	0.1912	0.0504	0.0555
ERICH3	0.678971716524395	0.5756	0.8256	0.5246	0.8168	0.0989	0.0489	0.0119	0.0043
MIGA1	0.473048760108736	0.2998	0.171	0.3494	0.2078	0.5176	0.4894	0.51	0.4858
SELENOF	0.603661311077527	0.964	0.943	0.955	0.9466	0.5496	0.2798	0.5526	0.2744
ST6GALNAC3	0.985235180818905	0.5552	0.7748	0.4754	0.7426	0.0842	0.3224	0.1048	0.3284
RNPC3	0.676088030479824	0.3548	0.4874	0.2944	0.4184	0.5344	0.491	0.4492	0.45
DPYD	0.0448758233088718	0.205	0.1602	0.1272	0.1062	0.4876	0.664	0.4638	0.6482
LRRC8B	0.122390876335013	0.198	0.4214	0.1314	0.3328	0.6606	0.4684	0.4714	0.3452
CCDC18-AS1	0.569409081371916	0.2822	0.3094	0.2298	0.2938	0.3974	0.4722	0.111	0.2696
_ENSG00000224550	0.099121552564833	0.1702	0.1778	0.1546	0.1492	0.0284	0.059	0.0078	0.0139
MIR137HG	0.369318687705737	0.5836	0.7846	0.5824	0.7772	0.0481	0.0664	0.0322	0.0401
_ENSG00000232825	0.178641941368634	0.0215	0.016	0.021	0.0161	0.7096	0.71	0.7142	0.7016
ST7L	0.531807044878524	0.9156	0.7042	0.9306	0.7154	0.843	0.7654	0.8366	0.7976
CSDE1	0.102068031913671	0.0969	0.0794	0.0488	0.0359	0.116	0.105	0.0407	0.0377
SARS1	0.948290634299686	0.4746	0.5888	0.4734	0.587	0.0919	0.0981	0.0758	0.0794
MAGI3	0.732421429827454	0.9162	0.9972	0.9184	0.998	0.3698	0.4184	0.2912	0.3426
WDR47	0.908960705229916	0.7096	0.8408	0.693	0.833	0.66	0.6644	0.4352	0.4572
KIAA1324	0.514824701954219	0.4518	0.5126	0.3646	0.4024	0.1646	0.19	0.1372	0.1484
RAP1A	0.047851150047889	0.2472	0.2144	0.2808	0.2438	0.0619	0.1112	0.0594	0.1138
CAPZA1	0.900735748192084	0.2808	0.3574	0.262	0.319	0.5758	0.4136	0.5638	0.415
PHTF1	0.105569228772862	0.0664	0.0876	0.0772	0.0948	0.0355	0.088	0.027	0.0771
PRPF38B	0.922139127061367	0.386	0.3992	0.396	0.4118	0.9916	0.7854	0.983	0.7206
SORT1	0.854053130998557	0.2474	0.3594	0.2216	0.3294	0.5996	0.3106	0.5946	0.3022
CTTNBP2NL	0.624860445308761	0.8014	0.9986	0.79	0.9986	0.0158	0.0297	0.0255	0.0492
SLC22A15	0.130886893490366	0.163	0.1944	0.1356	0.179	0.693	0.6774	0.5492	0.5298
ATP1A1	0.0196896817239374	0.3828	0.3416	0.355	0.3536	0.2714	0.1488	0.1922	0.0718
AHCYL1	0.158649976309719	0.6056	0.742	0.6232	0.7544	0.166	0.3984	0.0757	0.285
KCND3	0.133940545528143	0.8642	0.9818	0.8582	0.979	0.567	0.9328	0.52	0.9288
SRGAP2C	0.528896377156542	0.322	0.3652	0.2366	0.2704	0.1116	0.0892	0.046	0.0358
SRGAP2B	0.668665340887956	0.533	0.5148	0.4788	0.459	0.1036	0.1338	0.0373	0.0663
SLC6A17	0.113327110956201	0.2784	0.4954	0.2084	0.4464	0.4224	0.6162	0.1882	0.4188
TRIM33	0.29218236442601	0.6902	0.575	0.5456	0.4794	0.586	0.8504	0.38	0.7484
MAN1A2	0.946396901497461	0.479	0.4366	0.487	0.4614	0.2148	0.1916	0.1832	0.1538
_ENSG00000223804	0.724175405722693	0.9246	0.7306	0.9346	0.7368	0.84	0.8522	0.6182	0.6536
_ENSG00000224363	0.877924162816648	0.7468	0.679	0.7382	0.6572	0.2174	0.2688	0.16	0.2032
LINC02798	0.280670038369456	0.7348	0.5188	0.759	0.533	0.1374	0.1784	0.0708	0.0848
