gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
VPS13D	0.167990120059274	0.2706	0.8028	0.2628	0.8148	0.0775	0.0695	0.0302	0.0306
PER3	0.801877748001831	0.7566	0.8086	0.7646	0.8304	0.2426	0.1308	0.2688	0.1324
KIF1B	0.325774938087553	0.4918	0.5484	0.4526	0.5092	0.6014	0.5704	0.4214	0.4242
PRKCZ	0.0049506950783249	0.0345	0.0301	0.0082	0.0078	0.3306	0.41	0.1022	0.1812
KCNAB2	0.103663553207807	0.0491	0.0768	0.03	0.0534	0.0216	0.0234	0.0119	0.0134
ENO1	0.554620531506618	0.8938	0.6882	0.889	0.7096	0.8204	0.9726	0.8104	0.969
GNB1	0.406284655581057	0.526	0.638	0.489	0.6058	0.892	0.7238	0.8866	0.7002
ACOT7	0.0567930458965423	0.1296	0.1624	0.1244	0.1652	0.0138	0.0295	0.0235	0.0539
CHD5	0.410526323650231	0.7516	0.7058	0.6516	0.6244	0.9968	0.8264	0.9902	0.6484
PARK7	0.0643962777833451	0.225	0.37	0.1666	0.3036	0.2566	0.3214	0.1262	0.1554
PRDM2	0.506253500571892	0.282	0.6824	0.1974	0.5836	0.1606	0.1318	0.1532	0.1208
UBE4B	0.812989677225532	0.4188	0.4512	0.286	0.321	0.0414	0.0196	0.0078	0.0029
ACAP3	0.311992954789365	0.5114	0.4026	0.1598	0.0814	0.8226	0.6056	0.5368	0.28
FBXO44	0.124945444216945	0.7976	0.5726	0.7358	0.5206	0.244	0.3498	0.2022	0.3312
RERE	0.925525768258955	0.0767	0.0479	0.0965	0.0558	0.8402	0.902	0.8272	0.913
PEX14	0.280286940552297	0.1024	0.066	0.0941	0.0612	0.0149	0.0142	0.0092	0.0107
CLSTN1	0.113704431568784	0.2942	0.4004	0.245	0.3728	0.3832	0.4404	0.2622	0.3328
CAMTA1	0.0195666101267529	0.3904	0.3906	0.3936	0.3666	0.2216	0.4908	0.112	0.4016
EXOSC10	0.0260412089727165	0.0329	0.0512	0.0227	0.0462	0.2714	0.4946	0.2474	0.4852
KAZN	0.482914384071993	0.1628	0.2224	0.1992	0.2356	0.1606	0.1534	0.1562	0.1374
MTOR	0.104610757996703	0.095	0.141	0.0769	0.1222	0.0712	0.0813	0.045	0.0631
CCNL2	0.428000611260897	0.2622	0.1726	0.2286	0.1306	0.1052	0.05	0.024	0.0163
MTATP6P1	0.165209568192855	0.4836	0.6358	0.397	0.5684	0.1176	0.117	0.0424	0.0562
NIPAL3	0.773452210217495	0.8824	0.7576	0.8656	0.6976	0.9582	0.8062	0.9492	0.7704
KDM1A	0.698014496033379	0.9972	0.8692	0.995	0.823	0.6076	0.9656	0.343	0.9456
FBXO42	0.994308160797812	0.5624	0.6024	0.4158	0.505	0.1584	0.1084	0.0706	0.0512
SPEN	0.39618825538454	0.4984	0.4368	0.3444	0.304	0.579	0.7862	0.422	0.749
CDC42	0.459106502224631	0.9772	0.9024	0.9694	0.8952	0.755	0.7956	0.735	0.7694
EIF4G3	0.861335123090657	0.3856	0.601	0.4018	0.6104	0.3542	0.5174	0.2528	0.4594
RAP1GAP	0.264995195565463	0.562	0.5496	0.457	0.464	0.2494	0.3096	0.0543	0.12
CAPZB	0.0129635384408558	0.0364	0.1027	0.0409	0.094	0.0565	0.1046	0.0293	0.0767
NUDC	0.00864284637182931	0.1194	0.1196	0.1364	0.1398	0.0119	0.0147	0.0102	0.0165
USP48	0.927803234760879	0.5308	0.6872	0.4722	0.6252	0.134	0.1084	0.126	0.1002
DNAJC16	0.898627431748002	0.5678	0.4362	0.4748	0.3416	0.1872	0.2498	0.1246	0.179
SRSF4	0.913578261379151	0.7972	0.8762	0.7996	0.8746	0.457	0.9556	0.511	0.9712
IGSF21	0.831127744447276	0.2118	0.1454	0.0793	0.0596	0.0025	0.0039	0.0045	0.0092
RSRP1	0.150985677115583	0.0689	0.0554	0.0687	0.0553	0.0067	0.0156	0.0029	0.0084
STMN1	0.158086051099941	0.2212	0.2328	0.1918	0.2006	0.436	0.3794	0.3774	0.3036
MAN1C1	0.204309879093271	0.6428	0.9466	0.6516	0.9376	0.0632	0.1048	0.0262	0.0572
ARID1A	0.0256747348732166	0.9276	0.8548	0.911	0.8518	0.0919	0.0653	0.0404	0.0213
STX12	0.241043550045172	0.4824	0.6522	0.457	0.5976	0.4926	0.707	0.4998	0.6994
HNRNPR	0.0296184292605339	0.1306	0.111	0.134	0.122	0.0669	0.1414	0.051	0.151
AHDC1	0.286838435973893	0.7952	0.8596	0.757	0.844	0.5216	0.6948	0.2782	0.5324
UBR4	0.249818994558453	0.0131	0.0354	0.0187	0.0454	0.0077	0.0045	0.0071	0.0068
HP1BP3	0.0294173662167104	0.429	0.3656	0.2888	0.2398	0.135	0.1404	0.0187	0.0339
ATP5IF1	0.00390041024428815	0.019	0.0463	0.0185	0.0429	0.0061	0.0202	0.0025	0.0113
EPHB2	0.324658178496635	0.3942	0.6292	0.3832	0.6188	0.2552	0.0673	0.2816	0.0804
SRRM1	0.766399121448403	0.6412	0.5092	0.6486	0.5202	0.0338	0.0236	0.0154	0.0109
RPL11	0.862161547741625	0.6428	0.5518	0.5278	0.4308	0.7246	0.727	0.617	0.6258
