gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
KIF1B	0.873644529284316	0.9138	0.7736	0.9244	0.7554	0.4438	0.4478	0.3296	0.31
ENO1	0.122959344717181	0.1176	0.2016	0.1738	0.2458	0.096	0.065	0.0937	0.0596
RERE	0.0171086267601958	0.5216	0.6526	0.3896	0.5246	0.122	0.139	0.1124	0.1232
PRDM16	0.44294539209392	0.596	0.5076	0.5952	0.4884	0.1668	0.1	0.1672	0.1236
CLSTN1	0.352284922105043	0.33	0.29	0.2874	0.2182	0.137	0.076	0.0611	0.0343
CAMTA1	0.438675414909649	0.75	0.8794	0.74	0.861	0.4922	0.5102	0.501	0.4944
EIF4G3	0.65990419689049	0.3928	0.5526	0.3502	0.5344	0.3036	0.3046	0.2766	0.269
STMN1	0.0100965516708659	0.1468	0.0881	0.0889	0.0367	0.0949	0.0597	0.0549	0.0358
MACF1	0.0752461938350264	0.5356	0.5608	0.5174	0.5776	0.0299	0.0265	0.0672	0.0469
DOCK7	0.675316880107067	0.973	0.7678	0.9652	0.6922	0.1882	0.1518	0.1802	0.1654
SGIP1	0.898514564619549	0.101	0.1294	0.1354	0.1142	0.7974	0.7618	0.7386	0.6756
ECHDC2	0.63914538885843	0.455	0.2752	0.4076	0.266	0.5316	0.773	0.5288	0.7588
TUT4	0.567936760153128	0.6718	0.4602	0.6008	0.348	0.9796	0.9738	0.9664	0.9542
CACHD1	0.615293653802939	0.7212	0.6862	0.701	0.6772	0.3386	0.295	0.2906	0.2558
ACOT11	0.597999991186693	0.2186	0.3306	0.1704	0.2094	0.8364	0.9876	0.825	0.9876
PLPP3	0.514913916995856	0.3306	0.4826	0.2132	0.3374	0.3728	0.2828	0.2862	0.2432
NFIA	0.620756671331354	0.0393	0.0457	0.1202	0.0924	0.1196	0.0723	0.1348	0.0859
NEGR1	0.55453497844944	0.9082	0.7344	0.8734	0.6684	0.7862	0.804	0.6484	0.736
PDE4B	0.092095048417309	0.7396	0.5342	0.685	0.4596	0.6614	0.9084	0.6648	0.8986
FAF1	0.188093905527794	0.0174	0.0167	0.0384	0.0167	0.0593	0.0256	0.0478	0.0226
F3	0.498665165892256	0.381	0.4202	0.2756	0.3292	0.9232	0.903	0.905	0.8826
VAV3	0.206547221822321					0.8486	0.7534	0.8096	0.6898
PRKACB	0.710307854869044	0.638	0.2666	0.5552	0.18	0.905	0.9772	0.8466	0.96
DDAH1	0.168930406877659	8e-04	4e-04	0.0044	6e-04	0.34	0.1734	0.2078	0.0672
RNPC3	0.066710611733698	0.0439	0.0796	0.0239	0.0514	0.298	0.375	0.2818	0.354
AHCYL1	0.370534282537543	0.4214	0.7008	0.4186	0.6754	0.66	0.7806	0.6666	0.752
ASH1L	0.506364232553063	0.5882	0.9108	0.48	0.8542	0.7246	0.6778	0.698	0.6478
C1orf61	0.324023430863232	0.5072	0.5876	0.533	0.5862	0.189	0.411	0.2098	0.3986
BCAN	0.550817346109348	0.477	0.4008	0.5104	0.419	0.184	0.3274	0.153	0.29
POGZ	0.534465332049117	0.128	0.178	0.1348	0.1614	0.086	0.0778	0.0384	0.0437
ATP1A2	0.173756303415183	0.4152	0.7614	0.3712	0.7128	0.7852	0.6864	0.7722	0.6506
POU2F1	0.452567588694327	0.3642	0.2622	0.275	0.1498	0.239	0.2632	0.1422	0.1636
RABGAP1L	0.514908224539218	0.904	0.6992	0.9182	0.724	0.0647	0.1664	0.0624	0.1844
PBX1	0.837603992749848	0.2142	0.1794	0.2284	0.1662	0.0174	0.0302	0.031	0.0438
DNM3	0.640282807722653	0.917	0.7838	0.9352	0.8164	0.3198	0.283	0.2022	0.1828
NAV1	0.934458286540597	0.8668	0.8662	0.8508	0.8688	0.3236	0.267	0.2354	0.1986
CRB1	0.506462289148812	0.5272	0.3672	0.5088	0.308	0.0489	0.0481	0.0336	0.0363
GLUL	0.160680830099402	0.5818	0.454	0.4962	0.3344	0.8164	0.6534	0.7796	0.5802
ASTN1	0.754356079243553	0.8036	0.6984	0.8022	0.7286	0.9394	0.9574	0.9124	0.929
BRINP3	0.519085581369457	0.6152	0.3496	0.4872	0.2078	0.619	0.605	0.4706	0.471
GPR37L1	0.116839093143443	0.6334	0.4668	0.553	0.3918	0.8224	0.8664	0.7994	0.8488
ITPKB	0.712816376054225	0.1708	0.175	0.2144	0.2278	0.4588	0.257	0.4916	0.2724
CDC42BPA	0.926842133054144	0.6176	0.9884	0.617	0.9904	0.7248	0.6024	0.632	0.5004
ESRRG	0.694591725289777	0.855	0.8236	0.8424	0.8044	0.2014	0.2026	0.1874	0.1934
AKT3_ENSG00000117020	0.660329850420354	0.0981	0.1018	0.1586	0.1164	0.2186	0.477	0.1436	0.3656
AGT	0.632424145288998	0.8928	0.6176	0.8996	0.5842	0.8832	0.9626	0.8668	0.9622
FMN2	0.734365262935135	0.853	0.5812	0.8468	0.6338	0.9532	0.805	0.9476	0.8084
RGS7	0.580406778037563	0.581	0.484	0.6018	0.529	0.5698	0.7674	0.5268	0.7302
NCOA1	0.778777488337135	0.9472	0.8988	0.9422	0.8684	0.3458	0.398	0.3438	0.405
EFR3B	0.626007020285908	0.8222	0.9506	0.7878	0.9334	0.1306	0.1136	0.152	0.1336
ID2	0.508099168077738	0.272	0.3886	0.2638	0.3626	0.5264	0.523	0.4792	0.41
BIRC6	0.678332523769323	0.7214	0.7232	0.7308	0.678	0.9406	0.9486	0.8944	0.9018
