geneType	pval_M_zinb	pval_M_kde	pval_S0_zinb	pval_S0_kde	pval_S1_zinb	pval_S1_kde	deseq2_pval	mast_pval_glm	mast_pval_glmer
EE	0.973	0.967	0.972	0.97	0.966	0.962	0.527340959072109	4.29349610471073e-16	0.453698158689679
EE	0.527	0.587	0.509	0.596	0.536	0.582	0.906001909333934	0.187073405145079	0.965288751229902
EE	NA	0.64	NA	0.688	NA	0.661	0.809823462362617	0.715114798248297	0.940483846310146
meanDE	0.889	0.999	0.88	0.993	0.885	0.993	0.623370462252371	0.0147104957810125	0.773411084894412
varDE	0.413	0.843	0.445	0.858	0.418	0.855	0.494294282310849	1.3077559368008e-14	1.5720880316582e-06
varDE	0.002	0.105	0.001	0.075	0.002	0.087	0.106886069682866	2.75055191675163e-28	3.04068158038282e-05
EE	0.569	0.364	0.557	0.364	0.6	0.345	0.771377945407104	1.19001695408145e-06	0.362006665055512
EE	0.315	0.497	0.343	0.503	0.318	0.501	0.8066598695391	0.255927970959914	0.377018657320548
EE	0.829	0.941	0.796	0.961	0.796	0.968	0.860012742913207	0.410018525849898	0.867511003270774
EE	0.373	0.643	0.399	0.655	0.408	0.666	0.35256565248204	0.863052244779683	0.763256151287259
EE	0.802	0.369	0.796	0.367	0.809	0.381	0.170206167087897	6.07501661736018e-05	0.359186729581187
EE	0.509	0.041	0.481	0.044	0.473	0.057	0.733442242081906	0.641990671685465	0.591942909414109
EE	0.539	0.489	0.545	0.453	0.54	0.448	0.342645297423848	1.66762482919373e-14	0.390519257159119
EE	0.592	0.64	0.591	0.645	0.592	0.621	0.507737372029453	0.230881639345424	0.650357931044047
EE	0.17	0.426	0.168	0.42	0.175	0.413	0.460577883066671	0.00209605417985045	0.458853760984476
meanDE	0.414	0.948	0.411	0.909	0.403	0.898	0.216901156841675	1.52079501180754e-07	0.197830997941295
EE	0.106	0.719	0.089	0.717	0.092	0.731	0.0340718630726609	3.52104526548988e-30	0.0560267867099137
varDE	0.055	0.038	0.051	0.052	0.038	0.045	0.244784698558596	2.36296980596283e-19	0.0095551358280644
meanDE	0.267	0.032	0.29	0.028	0.297	0.033	0.0968924142186586	0.00039908729212651	0.0852228930646565
EE	0.465	0.306	0.501	0.331	0.478	0.309	0.331355045999471	2.1646605976398e-53	0.269286697005492
EE	0.748	0.731	0.745	0.756	0.756	0.764	0.616184303470216	7.22976743725465e-09	0.0454256584431132
EE	0.705	0.801	0.685	0.772	0.69	0.761	0.320095628038112	8.01981983391582e-15	0.47857173028672
EE	0.532	0.27	0.582	0.27	0.532	0.267	0.63171406007247	0.000650456015233959	0.0485012434119617
EE	0.515	0.585	0.543	0.643	0.555	0.625	0.628982552659913	4.31477740990093e-07	0.39119333259409
EE	0.145	0.094	0.063	0.056	0.07	0.059	0.0376561810071569	1.10745674229246e-86	0.0271708472811086
EE	0.147	0.264	0.146	0.264	0.138	0.26	0.430999307703866	4.70874330673683e-05	0.190744886149868
EE	0.549	0.264	0.568	0.312	0.524	0.283	0.266145351233084	5.79582453236426e-05	0.100267336321392
varDE	0.078	0.437	0.092	0.42	0.082	0.414	0.111162919729827	1.61315137852088e-21	0.00384737471842294
EE	0.729	0.688	0.743	0.68	0.721	0.677	0.431943671677527	0.0358110475282393	0.642975012780836
EE	0.632	0.893	0.616	0.856	0.625	0.866	0.467425474867907	0.040770779453186	0.332623527033509
EE	0.107	0.097	0.109	0.098	0.114	0.099	0.11745581811111	4.48579882637528e-13	0.0748981399331872
EE	0.323	0.475	0.273	0.465	0.281	0.481	0.528307857482712	0.923326214792776	0.703911947319679
EE	0.943	0.917	0.94	0.905	0.934	0.908	0.273531364363721	0.000151833348534534	0.0879007880851788
EE	0.27	0.762	0.28	0.737	0.3	0.74	0.14718711718066	0.0123682951870973	0.492947282435107
meanDE	0.002	0.002	0.003	0.002	0.003	0.002	0.00760991050181152	2.02561510416116e-194	0.0193992324368604
EE	0.636	0.864	0.604	0.85	0.594	0.822	0.532613117254119	0.0139610170403561	0.706670458780717
EE	0.44	0.419	0.465	0.447	0.44	0.427	0.619118202373339	8.40992262808493e-10	0.69386318483958
EE	0.18	0.036	0.175	0.026	0.189	0.037	0.470117892128839	1.26969555145315e-09	0.404728429233905
EE	0.112	0.58	0.11	0.587	0.116	0.593	0.259950076933245	0.00115160542150909	0.184193220649384
EE	0.599	0.782	0.607	0.772	0.609	0.769	0.141208310228373	3.07290049856384e-05	0.0429849975596871
varDE	0.367	0.048	0.385	0.094	0.364	0.12	0.167323910874576	6.49992506560069e-13	4.76100276576896e-05
meanDE	0.185	0.143	0.214	0.155	0.215	0.153	0.0939479636018826	2.42106914828667e-08	0.0658950079059459
meanDE	0.031	0.608	0.027	0.622	0.023	0.589	0.043609937297988	1.89815443035892e-06	0.0205699545168317
varDE	0.32	0.326	0.359	0.314	0.311	0.339	0.122126229157803	6.32143997660699e-16	0.00507716570130861
EE	0.44	0.68	0.406	0.656	0.42	0.666	0.171013997976681	0.173160966682219	0.607138387769757
EE	0.456	0.408	0.501	0.44	0.446	0.396	0.335804547135638	0.0191617307242375	0.598780844405474
EE	0.166	0.211	0.148	0.194	0.173	0.191	0.311920390358539	0.278124614637352	0.487200067709901
EE	0.531	0.785	0.506	0.764	0.489	0.744	0.511821184611905	0.109776420889743	0.370102632946466
varDE	0.078	0.713	0.056	0.718	0.053	0.72	0.937279287304251	3.50344932423404e-18	7.61531566983973e-09
meanDE	0.167	0.309	0.147	0.279	0.15	0.297	0.0594082214190492	2.41226204799345e-09	0.0170669962798306
EE	0.553	0.918	0.534	0.915	0.54	0.908	0.00819394160868286	4.46847998117915e-06	0.00142700537940366
