geneType	pval_M_zinb	pval_M_kde	pval_S0_zinb	pval_S0_kde	pval_S1_zinb	pval_S1_kde	deseq2_pval	mast_pval_glm	mast_pval_glmer
EE	0.486	0.553	0.492	0.53	0.453	0.496	0.69771003738738	0.144866373616792	0.905389074981804
EE	0.853	0.587	0.861	0.548	0.836	0.525	0.823075660472557	0.767805610949623	0.826291959178201
EE	0.891	0.991	0.883	0.994	0.888	0.991	0.640189688891095	0.0538548340754566	0.967284616617043
dpDE	0.004	0.002	0.004	0.001	0.004	0.001	3.9367287508007e-05	9.17187577115687e-18	7.98775057943489e-05
EE	0.903	0.973	0.901	0.968	0.895	0.965	0.88504337976192	0.73107488377533	0.973882190894937
dpDE	0.02	0.015	0.02	0.021	0.023	0.022	0.0562382593451071	1.31501275586793e-11	0.0351029774398484
EE	0.404	0.431	0.338	0.275	0.325	0.296	0.117186583377043	1.58126545692003e-23	0.131315976542721
EE	0.587	0.506	0.54	0.482	0.529	0.483	0.631814180167789	0.0850294581481194	0.895614568638881
dpDE	0.002	0.001	0.002	0.004	0.002	0.003	0.000408180573076859	1.23688349953523e-42	0.0128799610590287
EE	0.432	0.701	0.435	0.684	0.406	0.67	0.337848497750057	0.100674116985585	0.52005614992773
EE	0.481	0.32	0.506	0.345	0.482	0.324	0.637382761227345	0.0236600250148919	0.3276353633707
EE	0.262	0.841	0.277	0.836	0.269	0.848	0.589235858773689	0.0275019932403238	1
EE	0.385	0.379	0.403	0.4	0.389	0.389	0.368482102350641	2.67223084131083e-16	0.223767065300425
multDE	0.714	0.666	0.69	0.658	0.682	0.628	0.814039628740253	3.57185753708625e-19	8.00157310465578e-06
EE	1	0.976	1	0.974	1	0.967	0.897976174932067	0.873664867139633	0.730192529423226
EE	0.937	0.146	0.927	0.135	0.921	0.11	0.876473703769358	0.00318324146518603	0.986104935041173
dpDE	0.001	0.002	0.001	0.001	0.002	0.003	0.000107890904739527	4.66175893925306e-140	0.00122755859399016
EE	0.46	0.961	0.439	0.958	0.437	0.95	0.891585758937161	0.974262098272241	0.941414591973888
dpDE	0.097	0.099	0.106	0.083	0.093	0.083	0.0669205067741738	1.14952739664455e-19	0.0969260618073445
EE	0.762	0.855	0.766	0.849	0.772	0.847	0.859905389216419	0.137610463640215	0.922004628619201
multDE	0.493	0.434	0.535	0.466	0.531	0.462	0.126328711541353	8.24819178925428e-26	0.0732041650932451
EE	0.949	0.975	0.943	0.978	0.942	0.971	0.92449312378574	0.975816269816985	0.837329408047944
EE	0.801	0.937	0.804	0.934	0.764	0.934	0.68993695178629	0.114979572459514	0.806011925814205
EE	0.303	0.362	0.258	0.319	0.28	0.334	0.259281854093271	1.89614378370455e-53	0.165487262028352
EE	0.585	0.92	0.558	0.484	0.577	0.45	0.910071960625088	0.979265870465674	0.985520740880466
EE	0.483	0.775	0.478	0.781	0.481	0.771	0.705641756764879	0.368895141233722	0.573264242086891
EE	0.594	0.588	0.627	0.586	0.636	0.592	0.689956572717839	0.00333621330127127	0.902416578855728
EE	0.176	0.348	0.165	0.324	0.17	0.32	0.221742535183033	9.3693477619428e-06	0.198401481630284
EE	0.742	0.541	0.716	0.537	0.69	0.502	0.772620385173171	0.218977114972152	0.114937621239714
EE	0.337	0.371	0.382	0.393	0.341	0.35	0.566364735340504	0.0323862454382746	0.488445107132313
EE	0.619	0.747	0.629	0.716	0.644	0.729	0.315730099415097	0.000134327085332048	0.403548329572661
multDE	0.726	0.001	0.718	0.001	0.752	0.001	0.85624678509509	0.0420731170813769	0.856944191171809
dpDE	0.012	0.02	0.013	0.015	0.016	0.017	0.00729552139339473	4.47880275789272e-71	0.00152987409467993
multDE	0.716	0.382	0.739	0.412	0.714	0.392	0.640768476061535	2.43235033108932e-06	0.295607697414299
dpDE	0.001	0.001	0.001	0.001	0.002	0.001	2.3500323454167e-05	6.50135518473303e-21	4.77296324485748e-05
EE	0.719	0.602	0.693	0.552	0.697	0.561	0.406997844968793	4.00895825684945e-05	0.510156246186924
dpDE	0.011	0.009	0.003	0.003	0.004	0.004	0.000274655274503755	1.70859770499116e-99	2.68135903378759e-05
EE	0.111	0.077	0.08	0.054	0.097	0.067	0.100519277294701	0.000343460415669035	0.062864823699285
EE	0.784	0.773	0.735	0.835	0.706	0.821	0.987917603770177	0.819199374154081	0.922261099498274
EE	0.228	0.199	0.226	0.196	0.222	0.183	0.103171797026391	1.17330026599321e-70	0.138185554987036
EE	0.311	0.282	0.343	0.278	0.345	0.276	0.281669017686875	3.95709070740775e-06	0.260662860471711
EE	0.165	0.263	0.143	0.206	0.132	0.192	0.192767638728278	2.23800389157138e-10	0.12859256197726
EE	0.983	0.996	0.977	0.996	0.977	0.999	0.916351241702196	0.176583079723313	0.834265885482464
EE	0.962	0.508	0.966	0.515	0.956	0.506	0.760117106339096	4.63620514552646e-14	0.713930397971377
EE	0.612	0.591	0.627	0.62	0.611	0.596	0.711554114676689	0.00729611320923497	0.814767158059041
EE	0.912	0.844	0.925	0.841	0.928	0.836	0.758259516560428	0.121662822952126	0.818013567766599
EE	0.489	0.605	0.44	0.605	0.429	0.599	0.748516323115384	0.28483321294712	0.787886592196904
EE	0.586	0.447	0.566	0.475	0.557	0.461	0.303661258445684	0.044225604108588	0.48737285060655
EE	0.187	0.304	0.185	0.272	0.171	0.273	0.275710249037212	1.61140337710702e-08	0.413359347960127
dpDE	0.073	0.069	0.083	0.094	0.065	0.077	0.00996860348465135	5.58104285757597e-79	0.00200532055049641
EE	0.614	0.58	0.624	0.593	0.614	0.605	0.584726406898918	0.000116907494778082	0.805926249027385
EE	0.16	0.075	0.174	0.103	0.174	0.102	0.362396790003577	0.00185308114566536	0.615635838431199
multDE	0.462	0.001	0.449	0.001	0.469	0.001	0.0510690699618581	1.92782408038098e-05	0.178827973556169
EE	0.005	0.008	0.007	0.007	0.005	0.007	0.00200594981518752	1.07669506567544e-95	3.64140020034614e-05
EE	0.712	0.595	0.725	0.633	0.736	0.637	0.763300838871161	0.370139455951482	0.772214779613058
EE	0.186	0.547	0.184	0.529	0.179	0.536	0.346888977579126	0.0871521251145637	0.304465788126654
EE	0.331	0.347	0.28	0.302	0.304	0.316	0.259712877331567	0.036809894021491	0.209745514826382
EE	0.401	0.611	0.415	0.623	0.377	0.646	0.614900442077154	0.0425870195726322	0.697098567206762
multDE	0.757	0.002	0.763	0.002	0.769	0.002	0.398325192186844	1.72264764597092e-05	0.434944117666623
EE	0.28	0.663	0.236	0.657	0.223	0.669	0.101140713606273	2.33293404282902e-68	0.20375713170482
dpDE	0.004	0.004	0.005	0.001	0.004	0.004	6.43918742044453e-05	4.41951308111952e-13	0.000534524569577277
EE	0.313	0.383	0.266	0.348	0.257	0.326	0.175230185893151	2.76585768867336e-17	0.225958696772146
EE	0.736	0.63	0.693	0.579	0.728	0.627	0.640904583815937	0.139893275634108	0.839068071495767
EE	0.916	0.846	0.883	0.816	0.895	0.825	0.7944126533336	0.299904435833232	0.830456987728658
dpDE	0.674	0.571	0.643	0.558	0.668	0.565	0.760817396779348	0.0410318781449509	0.879703479799249
EE	0.051	0.05	0.051	0.044	0.065	0.056	0.0463637474343062	2.18143124086737e-26	0.0139152841477293
dpDE	0.036	0.088	0.056	0.079	0.066	0.088	0.136826781164553	7.60460519677534e-11	0.055814007951303
EE	0.645	0.436	0.589	0.395	0.648	0.393	0.33484360883403	0.00783082026292423	0.101779347958885
EE	0.532	0.536	0.47	0.473	0.457	0.474	0.320070799963429	0.00127872932874133	0.250139121077496
dpDE	0.012	0.006	0.007	0.005	0.013	0.009	0.0071564865551411	8.09780832886012e-68	0.0198794373474515
dpDE	0.409	0.463	0.376	0.47	0.38	0.489	0.383352754372968	8.14958753420112e-18	0.390724476589379
dpDE	0.048	0.057	0.055	0.054	0.068	0.063	0.067645709785523	9.10034478978723e-28	0.0197737556557014
EE	0.03	0.03	0.026	0.031	0.034	0.037	0.0184907463646539	1.75270980395823e-20	0.0222286328564813
multDE	0.787	0.001	0.793	0.004	0.762	0.003	0.880536927355738	0.369952726295683	0.899863380736377
EE	0.913	0.399	0.892	0.277	0.893	0.242	0.52411140382855	0.394311324196561	0.918445681482189
EE	0.859	0.714	0.847	0.692	0.808	0.666	0.561464531987983	0.000220226370046845	0.678708554283624
dpDE	0.034	0.034	0.009	0.009	0.023	0.024	0.000769678354612535	2.18280568815488e-174	0.00265975625576867
EE	0.469	0.486	0.47	0.456	0.452	0.441	0.507222527065302	1.04971623036663e-08	0.709783854025323
EE	0.31	0.474	0.329	0.478	0.308	0.476	0.366495450767945	0.000197595625096015	0.450310128931968
multDE	0.799	0.11	0.829	0.113	0.809	0.117	0.791616735074557	8.31941315259063e-05	0.0998258989684863
EE	0.664	0.701	0.627	0.69	0.647	0.717	0.566361046795919	0.000547890912871436	0.666106636327952
EE	0.888	0.793	0.857	0.798	0.855	0.792	0.824201549313766	0.545464491412091	0.923110036851347
EE	0.156	0.013	0.176	0.02	0.155	0.017	0.501412227968882	4.85131388067019e-59	0.118362554100214
EE	0.399	0.324	0.396	0.329	0.389	0.317	0.379293760702287	0.0012226518575302	0.303541044112357
EE	0.277	0.203	0.275	0.239	0.278	0.223	0.123716818789408	1.61439452743035e-07	0.0884853042125986
dpDE	0.002	0.002	0.002	0.002	0.002	0.002	0.000150005918260168	1.2116516547028e-99	8.42690583003832e-05
EE	0.919	0.996	0.918	0.999	0.918	0.998	0.736707504196498	0.356178762187578	0.800456333390884
EE	0.231	0.007	0.197	0.001	0.226	0.003	0.415673991148982	0.111010576042227	0.121086016707398
EE	0.193	0.192	0.221	0.226	0.213	0.218	0.129753794494255	3.24849531396207e-24	0.245918686098877
multDE	0.716	0.001	0.702	0.001	0.703	0.001	0.480272547612755	0.000883626988187663	0.441989867367426
EE	0.478	0.637	0.471	0.66	0.487	0.668	0.306697647706587	0.139287345873048	0.354856181844788
EE	0.306	0.26	0.333	0.274	0.33	0.276	0.629685274741797	0.722794211286757	0.777577250878294
EE	0.571	0.67	0.501	0.601	0.527	0.61	0.728243928518638	0.00887924059200864	0.741739001941776
EE	0.079	0.057	0.075	0.07	0.073	0.068	0.0752539392454896	9.74153051602768e-10	0.108774261739098
